t1,t2,t3,t4,t5
122.625,78.48,44.145,19.62,4.905
170.80254036365113,95.23548347966481,40.93332212707085,10.492198848276841,2.0050892604726993
217.2974756500496,110.92909143612964,37.083948570962974,1.0462052237193982,-0.9850624877859744
261.21354167060036,125.22771656806441,32.56727571833793,-8.647337599400824,-4.042668720567287
301.73033077451265,137.83197094343925,27.368224715741555,-18.51068051682282,-7.142781909123851
338.12963559902295,148.48438441299564,21.486260731751976,-28.460940201647723,-10.258932927993225
369.8168437783331,156.97587978916718,14.934920233007148,-38.41227750808605,-13.363835268627174
396.3364399385811,163.15028476239922,7.74089236193065,-48.278183595114264,-16.430121662417033
417.381056773088,166.90675191476558,-0.0572799362438805,-57.97377005990363,-19.43107927343086
432.7939247720149,168.20007293447398,-8.410798987440426,-67.41796134549179,-22.341350352171098
442.5649674576033,167.0389831587981,-17.26242296511633,-76.53549593439716,-25.13756803266334
446.8211456353013,163.48265059879168,-26.548396476756572,-85.25865653038424,-27.798901528880926
445.8119455450309,157.635623726523,-36.200412372278485,-93.52866733862619,-30.307490934962097
439.8911146485663,149.64157042304078,-46.1475234473441,-101.29671718927887,-32.6487586620177
429.4958663558967,139.6761744800331,-56.317933914557656,-108.52458900415267,-34.81159172027273
415.12480105305485,127.93956581010272,-66.6406142787354,-115.18489740719222,-36.78839605865748
397.3157328354628,114.64864775914667,-77.04669836692271,-121.26095572020603,-38.575030540965145
376.62448304022985,100.0296528253727,-87.47063658938917,-126.7463100312211,-40.17063349567589
353.6055208620303,84.31121092333716,-97.8510940616205,-131.64399068026884,-41.57735886659178
328.7951179072953,67.71815691635054,-108.13159523143703,-135.96553995249354,-42.800041677734434
302.6974573128183,50.466241415996535,-118.26092760434707,-139.72987893838882,-43.845813792637706
275.7739170183426,32.75784545031424,-128.19332576094024,-142.96207667301235,-44.7236908853954
248.43554577058043,14.778739540705484,-137.88846304845137,-145.69208131318797,-45.444150323187145
221.0385803152397,-3.304125839789243,-147.3112822200872,-147.95346694458044,-46.018717520390865
193.88271961751434,-21.343856330628103,-156.4316981367892,-149.78224141543413,-46.45957552662622
167.21177937099873,-39.21396913333568,-165.22420576342063,-151.21575117565567,-46.779209424262916
141.21629648495656,-56.807985420349596,-173.66742544441996,-152.29170921678812,-46.99009378763767
116.03763485987447,-74.03839216434272,-181.74361518547033,-153.04736252136513,-47.104428215942036
91.77315482564732,-90.83511191714469,-189.43817671423645,-153.51880647095635,-47.13392297021683
68.48204232435602,-107.14361770706893,-196.7391787065844,-153.74044581818785,-47.08963414918264
46.19144319603539,-122.92282302643325,-203.63691694406702,-153.7445953417198,-46.981845707246904
24.902606061269857,-138.1428654733374,-210.12352745126677,-153.5612082843843,-46.81999398499938
4.596798408020102,-152.78288851869723,-216.19266493133972,-153.21771712060243,-46.61262928430059
-14.759180182899234,-166.8289104170634,-221.8392551168938,-152.73896901927228,-46.36740834397635
-33.20800972087939,-180.2718535324251,-227.0593259966682,-152.14723741052515,-46.091111305142185
-50.7974620206792,-193.1057920838848,-231.84991927060898,-151.46229114055805,-45.78967683236192
-67.57665139919624,-205.32646202028212,-236.20907983393258,-150.70150360489424,-45.4682494086649
-83.59293307084607,-216.9300636370891,-240.13591761630374,-149.87998578635836,-45.13123338062073
