q1,q2,qd1,qd2,qdd1,qdd2
0.0,0.0,1.0,2.0,-0.0,-0.0
0.0005000499841609158,0.0010000998432843319,0.9999998749749989,1.9999989998000534,-0.0005000499841609158,-0.004000399373137327
0.0010000998432843319,0.0020001986862688537,0.9999994999000267,1.999995999201214,-0.0010000998432843319,-0.008000794745075415
0.0015001494523327796,0.003000295528654756,0.9999988747751772,1.9999909982064827,-0.0015001494523327796,-0.012001182114619023
0.0020001986862688537,0.004000389370145231,0.999997999600607,1.9999839968208617,-0.0020001986862688537,-0.016001557480580925
0.0025002474200552416,0.005000479210446472,0.9999968743765345,1.9999749950513541,-0.0025002474200552416,-0.02000191684178589
0.003000295528654756,0.006000564049268672,0.9999954991032414,1.999963992906963,-0.003000295528654756,-0.02400225619707469
0.003500342887030367,0.007000642886327031,0.9999938737810713,1.999950990398693,-0.003500342887030367,-0.028002571545308125
0.004000389370145231,0.00800071472134275,0.9999919984104308,1.9999359875395488,-0.004000389370145231,-0.032002858885371
0.004500434852962724,0.00900077855404403,0.999989872991789,1.9999189843445369,-0.004500434852962724,-0.03600311421617612
0.005000479210446472,0.01000083338416708,0.9999874975256771,1.9998999808306637,-0.005000479210446472,-0.04000333353666832
0.0055005223175603815,0.011000878211457116,0.999984872012689,1.999878977016936,-0.0055005223175603815,-0.044003512845828464
0.006000564049268672,0.012000912035669347,0.9999819964534815,1.9998559729243626,-0.006000564049268672,-0.04800364814267739
0.00650060428053591,0.013000933856570003,0.9999788708487735,1.9998309685759514,-0.00650060428053591,-0.052003735426280014
0.007000642886327031,0.014000942673937311,0.9999754951993465,1.9998039639967125,-0.007000642886327031,-0.056003770695749244
0.007500679741607384,0.015000937487562501,0.9999718695060446,1.9997749592136553,-0.007500679741607384,-0.060003749950250006
0.00800071472134275,0.016000917297250818,0.9999679937697744,1.9997439542557907,-0.00800071472134275,-0.06400366918900327
0.00850074770049938,0.01700088110282251,0.9999638679915052,1.9997109491541298,-0.00850074770049938,-0.06800352441129004
0.00900077855404403,0.018000827904113826,0.9999594921722684,1.9996759439416842,-0.00900077855404403,-0.0720033116164553
0.009500807156943982,0.019000756700978037,0.9999548663131584,1.9996389386534663,-0.009500807156943982,-0.07600302680391215
0.01000083338416708,0.020000666493286405,0.9999499904153318,1.9995999333264884,-0.01000083338416708,-0.08000266597314562
0.01050085711068177,0.021000556280929217,0.9999448644800077,1.999558927999764,-0.01050085711068177,-0.08400222512371687
0.011000878211457116,0.022000425063816758,0.999939488508468,1.9995159227143067,-0.011000878211457116,-0.08800170025526703
0.011500896561462838,0.02300027184188032,0.999933862502057,1.9994709175131302,-0.011500896561462838,-0.09200108736752129
0.012000912035669347,0.024000095615073214,0.9999279864621813,1.9994239124412485,-0.012000912035669347,-0.09600038246029285
0.012500924509047776,0.024999895383371756,0.9999218603903103,1.9993749075456764,-0.012500924509047776,-0.09999958153348702
0.013000933856570003,0.02599967014677627,0.9999154842879757,1.9993239028754284,-0.013000933856570003,-0.10399868058710508
0.01350093995320869,0.026999418905312093,0.9999088581567721,1.9992708984815195,-0.01350093995320869,-0.10799767562124837
0.014000942673937311,0.027999140659030565,0.9999019819983562,1.9992158944169645,-0.014000942673937311,-0.11199656263612226
0.014500941893730183,0.028998834408010044,0.9998948558144475,1.9991588907367785,-0.014500941893730183,-0.11599533763204017
0.015000937487562501,0.029998499152356896,0.9998874796068277,1.999099887497977,-0.015000937487562501,-0.11999399660942758
0.015500929330410368,0.030998133892206497,0.9998798533773413,1.9990388847595746,-0.015500929330410368,-0.12399253556882599
0.016000917297250818,0.03199773762772423,0.9998719771278953,1.998975882582586,-0.016000917297250818,-0.12799095051089693
0.016500901263061862,0.0329973093591065,0.9998638508604593,1.9989108810300267,-0.016500901263061862,-0.131989237436426
0.01700088110282251,0.03399684808658171,0.9998554745770649,1.9988438801669108,-0.01700088110282251,-0.13598739234632684
0.017500856691512794,0.03499635281041127,0.9998468482798069,1.9987748800602525,-0.017500856691512794,-0.13998541124164507
0.018000827904113826,0.03599582253089063,0.9998379719708421,1.9987038807790658,-0.018000827904113826,-0.1439832901235625
0.0185007946156078,0.0369952562483502,0.9998288456523902,1.9986308823943644,-0.0185007946156078,-0.1479810249934008
0.019000756700978037,0.037994652963156454,0.9998194693267332,1.998555884979161,-0.019000756700978037,-0.15197861185262582
0.019500714035209015,0.038994011675712835,0.9998098429962154,1.9984788886084681,-0.019500714035209015,-0.15597604670285134
0.020000666493286405,0.03999333138646083,0.9997999666632442,1.9983998933592972,-0.020000666493286405,-0.15997332554584331
0.020500613950197092,0.0409926110958809,0.9997898403302891,1.99831889931066,-0.020500613950197092,-0.1639704443835236
0.021000556280929217,0.04199184980449354,0.999779463999882,1.9982359065435662,-0.021000556280929217,-0.16796739921797416
0.021500493360472193,0.042991046512860245,0.9997688376746178,1.9981509151410253,-0.021500493360472193,-0.17196418605144098
0.022000425063816758,0.04399020022158452,0.9997579613571533,1.9980639251880454,-0.022000425063816758,-0.1759608008863381
0.022500351265954982,0.044989309931312886,0.9997468350502084,1.9979749367716346,-0.022500351265954982,-0.17995723972525154
0.02300027184188032,0.045988374642735856,0.9997354587565651,1.9978839499807983,-0.02300027184188032,-0.18395349857094342
0.02350018666658763,0.04698739335658896,0.9997238324790679,1.9977909649065422,-0.02350018666658763,-0.18794957342635585
0.024000095615073214,0.04798636507365374,0.9997119562206243,1.9976959816418693,-0.024000095615073214,-0.19194546029461496
0.024499998562334837,0.04898528879475874,0.9996998299842036,1.9975990002817823,-0.024499998562334837,-0.19594115517903496
0.024999895383371756,0.049984163520780486,0.9996874537728382,1.9975000209232818,-0.024999895383371756,-0.19993665408312195
0.025499785953184785,0.05098298825264456,0.9996748275896227,1.997399043665367,-0.025499785953184785,-0.20393195301057823
0.02599967014677627,0.051981761991326494,0.9996619514377142,1.9972960686090353,-0.02599967014677627,-0.20792704796530598
0.02649954783915018,0.05298048373785287,0.9996488253203325,1.9971910958572823,-0.02649954783915018,-0.21192193495141148
0.026999418905312093,0.05397915249330223,0.9996354492407598,1.997084125515102,-0.026999418905312093,-0.2159166099732089
0.027499283220269247,0.05497776725880615,0.9996218232023406,1.9969751576894856,-0.027499283220269247,-0.2199110690352246
0.027999140659030565,0.05597632703555019,0.9996079472084822,1.9968641924894233,-0.027999140659030565,-0.22390530814220075
0.0284989910966067,0.05697483082477492,0.9995938212626544,1.996751230025902,-0.0284989910966067,-0.22789932329909968
0.028998834408010044,0.05797327762777689,0.9995794453683893,1.9966362704119072,-0.028998834408010044,-0.23189311051110756
0.02949867046825478,0.058971666445909676,0.9995648195292816,1.9965193137624213,-0.02949867046825478,-0.2358866657836387
0.029998499152356896,0.05996999628058483,0.9995499437489885,1.9964003601944242,-0.029998499152356896,-0.23987998512233932
0.03049832033533423,0.06096826613327291,0.9995348180312297,1.9962794098268934,-0.03049832033533423,-0.24387306453309163
0.030998133892206497,0.061966475005504444,0.9995194423797873,1.9961564627808033,-0.030998133892206497,-0.24786590002201778
0.03149793969799531,0.06296462189887099,0.999503816798506,1.9960315191791258,-0.03149793969799531,-0.25185848759548396
0.03199773762772423,0.06396270581502607,0.999487941291293,1.9959045791468293,-0.03199773762772423,-0.2558508232601043
0.032497527556418784,0.06496072575568622,0.9994718158621182,1.9957756428108793,-0.032497527556418784,-0.2598429030227449
0.0329973093591065,0.06595868072263192,0.9994554405150133,1.9956447103002377,-0.0329973093591065,-0.2638347228905277
0.03349708291081693,0.06695656971770869,0.9994388152540734,1.9955117817458634,-0.03349708291081693,-0.26782627887083477
0.03399684808658171,0.067954391742828,0.9994219400834554,1.9953768572807116,-0.03399684808658171,-0.271817566971312
0.03449660476143454,0.06895214579996832,0.999404815007379,1.9952399370397336,-0.03449660476143454,-0.2758085831998733
0.03499635281041127,0.06994983089117607,0.9993874400301263,1.995101021159877,-0.03499635281041127,-0.27979932356470427
0.035496092108549905,0.07094744601856671,0.9993698151560418,1.9949601097800853,-0.035496092108549905,-0.28378978407426686
0.03599582253089063,0.07194499018432564,0.9993519403895329,1.9948172030412985,-0.03599582253089063,-0.28777996073730255
0.03649554395247584,0.07294246239070921,0.9993338157350691,1.9946723010864515,-0.03649554395247584,-0.29176984956283686
0.0369952562483502,0.07393986164004579,0.9993154411971822,1.9945254040604756,-0.0369952562483502,-0.29575944656018316
0.037494959293560656,0.07493718693473671,0.999296816780467,1.994376512110297,-0.037494959293560656,-0.29974874773894683
0.037994652963156454,0.07593443727725725,0.9992779424895805,1.9942256253848372,-0.037994652963156454,-0.303737749109029
0.038494337132189194,0.07693161167015769,0.9992588183292421,1.9940727440350134,-0.038494337132189194,-0.30772644668063076
0.038994011675712835,0.07792870911606421,0.9992394443042341,1.9939178682137375,-0.038994011675712835,-0.31171483646425685
0.03949367646878378,0.07892572861768006,0.9992198204194005,1.9937609980759161,-0.03949367646878378,-0.31570291447072024
0.03999333138646083,0.07992266917778636,0.9991999466796486,1.9936021337784509,-0.03999333138646083,-0.3196906767111454
0.04049297630380527,0.0809195297992432,0.9991798230899478,1.9934412754802378,-0.04049297630380527,-0.3236781191969728
0.0409926110958809,0.08191630948499067,0.99915944965533,1.9932784233421674,-0.0409926110958809,-0.32766523793996266
0.041492235637754026,0.08291300723804974,0.9991388263808895,1.9931135775271245,-0.041492235637754026,-0.331652028952199
0.04199184980449354,0.08390962206152341,0.9991179532717831,1.9929467381999875,-0.04199184980449354,-0.33563848824609366
0.042491453471170906,0.08490615295859757,0.9990968303332302,1.9927779055276293,-0.042491453471170906,-0.3396246118343903
0.042991046512860245,0.08590259893254207,0.9990754575705126,1.9926070796789164,-0.042991046512860245,-0.34361039573016827
0.0434906288046383,0.08689895898671171,0.9990538349889745,1.9924342608247088,-0.0434906288046383,-0.34759583594684684
0.04399020022158452,0.08789523212454721,0.9990319625940227,1.9922594491378596,-0.04399020022158452,-0.35158092849818884
0.04448976063878107,0.0888914173495762,0.9990098403911265,1.9920826447932158,-0.04448976063878107,-0.3555656693983048
0.044989309931312886,0.08988751366541434,0.9989874683858173,1.991903847967617,-0.044989309931312886,-0.35955005466165735
0.045488847974267645,0.09088352007576608,0.9989648465836893,1.991723058839896,-0.045488847974267645,-0.36353408030306433
0.045988374642735856,0.0918794355844259,0.9989419749903992,1.9915402775908775,-0.045988374642735856,-0.3675177423377036
0.04648788981181089,0.09287525919527916,0.998918853611666,1.9913555044033797,-0.04648788981181089,-0.3715010367811166
0.04698739335658896,0.09387098991230311,0.9988954824532711,1.9911687394622126,-0.04698739335658896,-0.37548395964921244
0.04748688515216923,0.09486662673956797,0.9988718615210586,1.9909799829541788,-0.04748688515216923,-0.3794665069582719
0.04798636507365374,0.09586216868123783,0.9988479908209347,1.990789235068072,-0.04798636507365374,-0.3834486747249513
0.04848583299614757,0.09685761474157169,0.9988238703588684,1.9905964959946787,-0.04848583299614757,-0.38743045896628675
0.04898528879475874,0.09785296392492444,0.9987995001408911,1.9904017659267763,-0.04898528879475874,-0.3914118556996978
0.04948473234459833,0.09884821523574791,0.9987748801730966,1.9902050450591338,-0.04948473234459833,-0.39539286094299164
0.049984163520780486,0.09984336767859177,0.9987500104616409,1.9900063335885114,-0.049984163520780486,-0.3993734707143671
0.050483582198422444,0.1008384202581046,0.9987248910127429,1.9898056317136605,-0.050483582198422444,-0.4033536810324184
0.05098298825264456,0.10183337197903489,0.9986995218326835,1.9896029396353228,-0.05098298825264456,-0.40733348791613955
