t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.3050000000001,663.9200000000001,640.345,626.58,622.625,628.48,644.145,669.62,704.905
-336454.530311173,-284437.6230004441,-233930.22168567404,-185729.39106798425,-140672.45488860004,-99640.21127349339,-63546.50419392133,-33304.819051265724,-9759.033218590104,6438.193630834244,15019.105825910066,16388.283050928185,12025.102843844375,5018.447001462908
-530232.658451969,-453586.11323692783,-378171.9186322586,-304836.2311499202,-234680.20292000897,-169111.5978178927,-109852.17671295376,-58872.4976136786,-18218.738078043443,10306.133560793247,25637.144828170578,28125.478015680754,20363.425252309506,8051.676322627063
-531198.4374761534,-464315.71328079904,-396647.6595220091,-328264.564612015,-259787.9471093398,-192552.67008324203,-128703.85495518721,-71160.5078166074,-23359.19882798375,11306.674875590757,30394.397021768607,33608.259879105244,24062.708319616893,9186.98895146699
-397551.13912020944,-360069.5885889938,-319688.02591336716,-275455.49024751456,-227087.93273003548,-175267.0898478449,-121909.28294553027,-70280.48467001344,-24782.90929308425,9765.35055833088,29440.55209252118,32959.682838872024,23346.084084746304,8633.198779935294
-230197.65298745414,-221124.29164767914,-208389.23049522514,-190425.36609857634,-166145.37610209116,-135329.1100062261,-99078.46582309477,-60175.03562840738,-23068.883226434493,6809.6010963204435,24582.347913126832,28071.197212314077,19737.374789876838,7108.922656608608
-101882.87214193947,-108637.1838484378,-112433.49520833163,-111720.59454964059,-105072.76858281245,-91562.67487285365,-71310.60603002254,-46051.235204535464,-19392.97437842193,3649.621824539279,18125.280343715032,21380.90121896944,15061.00264112088,5357.958123913508
-32801.34125470662,-43014.804645537646,-51580.84439855117,-57387.64896983738,-59159.66300737542,-55723.70573348804,-46506.71592538096,-32160.840610183815,-15017.46703531886,1079.2283812638734,11912.214224139287,14848.905317169016,10669.858274331615,3840.8247561180697
-8155.868943562095,-15396.451517617334,-22054.472616950334,-27536.253090563176,-30987.99803652192,-31425.656455458055,-28069.73031377571,-20852.977815837956,-10902.28961932714,-627.8054999695755,6936.887980521436,9537.757740970008,7197.931355408682,2699.752503670561
-5136.202548035297,-8332.179968085546,-11444.077822624631,-14248.663886204227,-16335.008589710711,-17132.00907918701,-16051.41025194614,-12766.16325788804,-7559.848793157421,-1556.7148567497543,3444.5028863567227,5714.133297872192,4714.99013481429,1883.2671777549697
-7984.037642928329,-8521.350447055402,-9026.014067747159,-9446.875620529681,-9688.79343519406,-9599.533585879484,-8961.598869259707,-7520.999352484796,-5116.285783123796,-1937.2094892843256,1234.3848915234466,3172.323863370456,3010.614353387137,1282.4138130202596
-10009.75340867179,-9510.536747966373,-8834.24660247905,-7957.145625141387,-6942.133431919471,-5938.874766869448,-5092.877202576295,-4371.360353638432,-3464.517797421518,-2000.820915369305,-61.99897196365973,1535.5804684795598,1817.1795799765503,807.154390869589
-10007.35384612997,-9486.463992747531,-8630.752817795885,-7372.738166032666,-5811.123557078289,-4255.269664003132,-3114.6052952826653,-2594.347920495127,-2410.921024703026,-1929.2189595647214,-814.820650485351,438.51173561196526,919.3312520725938,405.6689609783355
-8728.50935666571,-8606.809985940812,-8051.592616302896,-6929.938553110062,-5302.765917427064,-3526.438339256178,-2168.5012928136543,-1640.068521868704,-1773.6958359413627,-1860.897744807567,-1331.0480385694107,-400.1639717279224,179.41072128111378,55.81045402554392
-7090.238710341175,-7460.551574691979,-7356.028312921461,-6575.172609376356,-5102.553373685125,-3275.294261677784,-1756.8514571569715,-1146.471788444726,-1436.1855532851823,-1920.3126389479137,-1847.5359035116282,-1168.4239118044677,-475.480355866758,-248.5521725361757
-5689.625898231187,-6534.68403838798,-6886.760985677189,-6469.558373050259,-5171.73833332717,-3294.302303692339,-1603.4365292139878,-912.1480752339241,-1375.7339847558414,-2246.5320971872325,-2542.959282158786,-1974.8799929524944,-1074.398136117829,-507.26202803202983
