num_links,lie_time
2,0.2905026003718376
3,0.362886399962008
4,0.51265690010041
5,0.5918127996847034
6,0.7277313000522554
7,0.8222576002590358
8,0.965359800029546
9,1.1232902999036014
10,1.275849999859929
11,1.3534283000044525
12,1.462707799859345
13,1.6667297002859414
14,1.6832416001707315
15,1.8281587003730237
16,2.0047818003222346
17,2.0552598000504076
18,2.2445089002139866
19,2.368104000110179
20,2.4153952999040484
