t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
1178.1499999999996,1125.1449999999998,1077.0449999999996,1033.85,995.5599999999998,962.1749999999998,933.6949999999998,910.1199999999999,891.4499999999999,877.685,868.825,864.87,865.82,871.675,882.435,898.1,918.67,944.145,974.525,1009.81
3837029.3620881704,3457638.9711415884,3080800.387901463,2708070.0882677273,2341337.6359188403,1982923.6265754488,1635662.0534197295,1302957.8577681254,988807.1886747561,697764.5024520415,434837.53325894166,205288.99296233867,14323.456558234602,-133359.69359686293,-234159.9552334305,-286317.0226618514,-290782.70343703876,-252181.42676838773,-179785.62973046728,-88395.41723826564
2614482.25258763,2461545.2632094813,2300483.082933999,2127723.309561468,1940347.590942914,1736403.1545630137,1515270.3616070964,1278067.3903515614,1028048.6534674807,770924.5320528419,515000.3288642435,271009.1840560534,51507.882571352566,-130270.32846949481,-262141.7531026616,-335189.0092318973,-346205.739644122,-299904.46977367124,-210243.88472885342,-100152.93526382778
300220.225615129,364755.1131715714,423733.8429788356,473990.1865482104,512006.1088096067,533987.1774523589,536110.9304606331,514984.85910215916,468322.27950333885,395790.76617750234,299907.6203244475,186759.88208097074,66239.42442487886,-48547.739637975516,-142957.41668607137,-203585.93106973649,-221763.17363825277,-196882.88191005017,-138307.77266202195,-64567.899632350345
-95410.02294938498,-79411.77765288776,-62265.1196577802,-43607.915581413974,-23362.55617921254,-1873.4592511146454,19946.12412085857,40494.260604085255,57451.519440832875,67932.7742177716,68915.72205358154,58004.50261156516,34478.721483799185,391.87304681689363,-38741.78123512661,-74283.76402775654,-96342.55326966639,-97173.31289867668,-75171.31475288256,-37530.99381710716
107694.26943459603,86928.86995918567,65177.888162587486,42358.63901072529,18909.153088426974,-4044.984673957222,-24624.753296022987,-40355.01511103563,-48671.78535970877,-47824.66106168075,-38014.859907730744,-22307.662571736444,-6607.096081929068,1948.65988317448,-1838.7727072172988,-17684.339233423474,-38208.49109535719,-51458.991319471024,-47622.59819911997,-26436.910854048827
72286.91815517934,71989.14074949118,68859.88895122234,61590.95323469355,49204.40492461896,31444.139575725694,9273.905159067539,-14710.87114847422,-36295.44253470901,-50462.541731516336,-53169.59631435325,-43656.654279411705,-26084.19359824294,-8918.050154811179,-1232.288049869673,-7190.120500633649,-22259.787341258238,-34954.98128480649,-34503.29994425716,-19451.576976528428
-5253.222626315498,4393.826932292407,12454.212453165275,17860.412755247256,19403.387563260454,16006.299311820027,7237.3403808680805,-6041.783977036559,-21207.316295827866,-34080.67423768794,-40224.507666028054,-37177.691886489236,-26537.21645522199,-14143.731851422053,-7244.577219814223,-9688.372133844976,-18567.522716381227,-25716.56740738425,-23903.255545774755,-12918.892678078111
-21302.42820615142,-15169.901180603325,-9553.27577404683,-4967.761303604114,-2136.0948367352357,-1858.83917558091,-4695.721451671176,-10495.238101675684,-17978.89139746331,-24753.944830214798,-28095.506154700375,-26413.998789880305,-20608.05264481103,-14078.750550382114,-10782.901056330773,-12325.24237086523,-16428.03991026168,-18488.549390763677,-15305.087042465206,-7785.847112024649
-15679.943727637925,-12659.132387491547,-10013.568588689479,-8080.628952759791,-7292.410860238615,-8054.702207717823,-10509.822853461297,-14255.1547857503,-18209.057464805497,-20866.027539360613,-21016.24349154544,-18601.2258656594,-15022.978914286545,-12392.854522303825,-12032.501243404151,-13384.393626561061,-14379.382935100926,-13083.412333212127,-9229.249113110633,-4322.179451053004
