t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1639.22,1517.545,1405.68,1303.625,1211.3799999999999,1128.945,1056.32,993.505,940.5,897.305,863.92,840.345,826.5799999999999,822.625,828.48,844.145,869.62,904.905
-3414892.375485079,151876.39120593798,-80484.23103568603,-257767.40772804138,-381438.725566314,-454986.16660088464,-483548.6919484719,-473596.36191792996,-432653.4737766311,-369041.17887860205,-291603.3465716,-209369.67131352995,-131104.1031468443,-64686.001322230186,-16277.818261406612,10751.170333138749,17148.264233601938,9310.222458766308
-2914269.515052853,40773.12384367814,-105909.26134125685,-251658.43526390972,-379719.19845624553,-477509.1467231155,-537125.225804331,-555325.9311827883,-533230.383220181,-475884.8955372153,-391737.3009985346,-291956.0868121042,-189458.08012152967,-97486.25096032882,-27628.32950934771,12697.172189462102,23036.189878365753,12434.624947300488
-952509.0211558347,-9699.008989380834,-18638.612509754854,-68103.24205199436,-142587.96108913567,-224423.50492408394,-297319.50537760474,-348564.6084077851,-370125.5183836761,-359044.31081202073,-317442.4479801266,-252217.41291292914,-174281.20216413937,-97048.0890141154,-33928.303053578114,5111.892353839632,17318.270018368483,10000.309500531132
-121808.87677236565,28808.38073169682,60478.84119547545,59270.08549367525,27738.80108781935,-24312.992763240174,-84086.84011565805,-139203.7964915425,-179792.22186398166,-199499.11992619454,-195912.68168366974,-170728.9032187073,-129653.26505483907,-81710.04070276895,-37533.588053058535,-6489.5982502554525,6858.297521810018,5583.631140757558
-98375.81210740026,23770.832002766077,56322.46165916799,71226.15573677838,64149.13609848874,38604.41988704015,2349.078091417579,-36118.3752397881,-69703.49717009743,-93477.90396702931,-104649.20327264382,-102389.63217831956,-87893.45923980858,-64602.41645331455,-38123.89409253615,-15187.735163265179,-1306.939934413068,2267.9864772237115
-136981.34375695,-3991.2347052749724,23227.5660373895,40915.35541979181,43382.68960080132,32271.708355693674,13117.704579368718,-8260.725425800201,-27801.36843862966,-43468.08312018037,-54391.4124025653,-59794.76094350326,-58568.492011120186,-49974.78216295704,-35162.267235861174,-18185.14962799019,-4891.068918289338,710.327696327393
-98896.80861265543,-15184.807674596434,6574.503157666954,20798.030440606406,22935.605292359378,15338.965061956938,3376.8279726368587,-8296.014938569102,-17582.583903986477,-24796.33839576361,-31158.098328399403,-36915.82617300839,-40313.11970770066,-38438.60900665476,-29824.983714371938,-16853.821968079945,-5234.808528806903,201.4693326744067
-52774.35257298097,-10685.412848283342,6989.393769834565,15744.647356964066,13534.341674562736,4469.354390674537,-5717.142695980598,-13094.3816896554,-16838.211933419807,-18701.5503342119,-21207.439833547018,-25392.749302011114,-29472.320758385264,-29792.509377508948,-23964.44746083783,-13711.790732364143,-4260.0792611803045,63.18098250978432
-27536.91693072996,-561.4386032703646,13014.276710269454,15556.799014536304,8522.310616942383,-2359.244540653498,-11620.785665163243,-16434.75751457996,-17078.202907565625,-16104.57703912718,-16509.760905977404,-19470.194511013622,-23082.956996163208,-23591.211125623297,-18729.029608673765,-10285.255260697579,-2929.4372062513526,58.01575825518273
