num_links,gib_time
2,0.16077680001035333
3,0.17115369997918606
4,0.21448129997588694
5,0.26172650000080466
6,0.31769059994257987
7,0.3854489999357611
8,0.42272499995306134
9,0.474483200116083
10,0.5092395001556724
11,0.5598299999255687
12,0.6138172999490052
13,0.679127800045535
14,0.7074053999967873
15,0.7572375000454485
16,0.8396611001808196
17,0.8530027000233531
18,0.9250382999889553
19,0.952684799907729
20,1.021768599981442
