t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
756.3199999999999,693.505,640.5,597.3050000000001,563.9200000000001,540.345,526.58,522.625,528.48,544.145,569.62,604.905
88151.39015974224,71489.27670785954,55555.56096823218,40720.94039034074,27366.526532558863,15879.509991009132,6637.463817930036,-27.22599749290555,-3894.717467301586,-4972.288952515125,-3674.66858877783,-1090.5627666140897
153353.12887109656,125160.0133092651,97957.0759793694,72314.55831723742,48886.306840124475,28411.168321881443,11680.883859535496,-545.5927049548416,-7705.522810282178,-9697.644099680683,-7265.245849111447,-2492.4388553120248
183397.2214722644,151456.85798219417,120138.11087951186,89955.9648585806,61655.25824669644,36238.47286260182,14926.6522863311,-987.1100455903857,-10433.161907497915,-13033.625996916086,-9720.000994444215,-3392.429054933143
178460.68086950254,150015.8806206479,121379.48998973722,92793.2630012454,64897.318273250945,38811.46829229057,16116.855777523306,-1338.5672961756786,-11883.11899318689,-14731.81633458221,-10858.384694337181,-3732.961929484665
149113.67270090824,128500.45651241833,106821.99108399932,83950.2689486859,60272.890350875656,36850.511215795166,15458.64096975538,-1615.181884334887,-12141.318594516328,-14901.134048573407,-10800.387410877809,-3597.3218713701463
109674.2777387977,97773.93899943998,84210.4903422222,68523.56655139677,50787.73185628904,31851.67579622059,13472.607700399736,-1844.4698704808984,-11491.367549442519,-13905.89265811791,-9870.15900467946,-3151.696467775197
72021.63477156866,67231.44176837108,60590.11203980315,51428.53126559976,39537.1983132394,25470.97426702526,10784.282884576916,-2049.8111460102414,-10295.288334070186,-12215.225663035784,-8461.573396642756,-2574.5898223413715
42631.91391522338,42379.221977713656,40431.911966142274,36054.25104718361,28840.924191486887,19055.538268172564,7946.77258731478,-2242.6009600580637,-8889.32243711194,-10268.044952654369,-6923.841530313939,-2005.1523258314114
22908.753907854625,24848.170835956797,25431.64834197858,23966.639224680075,19956.604556363607,13438.690566951553,5343.211615344624,-2424.0974158014783,-7523.578247030791,-8391.53434893253,-5499.045987180128,-1523.2582660135242
11211.961865205323,13770.38631620651,15340.245631559214,15330.310312153611,13238.83586711203,8964.582012313394,3170.439867488138,-2592.2895586305203,-6347.123206529473,-6778.027799756517,-4312.266297124201,-1155.8921868922394
4926.64642341231,7313.084376789207,9016.33347933168,9559.163978476528,8485.712418305558,5633.96496156138,1475.6769867819953,-2748.207883520335,-5423.307246983378,-5503.059276411174,-3395.6610837924995,-896.0485217720163
1738.8524487214772,3702.927630185548,5200.22260489779,5852.208161566065,5265.795554832894,3268.2327388834574,212.13514989343827,-2898.613764357355,-4756.839455562167,-4561.473107251689,-2724.3474629540406,-721.8715458803587
82.07157814409,1649.9420869480166,2890.29848816422,3496.8435555645915,3131.9848530381223,1633.602639934962,-710.6478377689789,-3054.9587279364764,-4319.420711006651,-3903.777968262457,-2248.5073423306317,-609.7889810870066
-916.6692104012817,374.62583336084435,1425.2836545023788,1974.3412700629146,1719.8813202382726,511.36494625241323,-1392.1063505578697,-3230.0560617408837,-4068.0313840258436,-3463.7739014521912,-1915.1465064007,-540.852363501084
-1662.9550756698977,-527.5205125476285,423.69970374684567,952.2780598517753,768.6307599050475,-274.76421605248254,-1921.5739126122096,-3433.9591663703663,-3955.36179875354,-3175.682440009141,-1679.5029894165573,-502.2678066192857
-2306.752338456677,-1236.6668315634745,-311.3303666624358,235.23495614585548,104.56551326731267,-856.2026584805997,-2369.9860415212293,-3669.925497189473,-3934.4965343068634,-2982.8852029754257,-1509.0650521629832,-486.520909303214
-2880.4839055753855,-1817.71862766507,-871.7752602747403,-286.63135188939935,-385.3069525712633,-1326.9454568046744,-2786.8367309419496,-3930.8865640217673,-3960.6131886661433,-2841.472769031749,-1383.4696963049646,-489.7839982266407
-3370.473895222066,-2283.7756546041674,-1297.507529330936,-676.7423990095057,-776.5565506960266,-1751.4640454678147,-3198.3698858289017,-4196.9371278276485,-3992.1588358689337,-2721.324617036383,-1292.6352949973048,-510.41813021160056
-3747.8204775199574,-2628.7903898953778,-1607.6116887922376,-977.5454339052544,-1122.4225947232835,-2168.4142259934288,-3605.321998016091,-4434.94633877893,-3993.3138482264276,-2606.358787655869,-1234.3642226399934,-547.778160774305
-3981.7412835696496,-2844.9587815697673,-1818.5887958663338,-1224.673917638776,-1459.6648297827685,-2589.0223209302867,-3981.1143514243645,-4602.065188183239,-3938.6583923184908,-2494.463494699951,-1211.8151805350803,-601.2436941594398
-4049.866403742559,-2934.9200908009952,-1955.0213235533727,-1451.6889728166082,-1805.7246715262718,-2992.112798472293,-4273.813321019371,-4654.966397094459,-3819.730189355711,-2396.727381346268,-1230.8024005332309,-669.3323245531853
-3951.938805238764,-2922.5754336828895,-2054.1408705909485,-1685.999485884787,-2149.6019124779655,-3321.003201601779,-4416.569369924231,-4565.341314835861,-3651.645304679873,-2335.0895160062933,-1296.777587811471,-748.8036708334166
-3726.5439822989433,-2860.9103966952994,-2162.7303951702543,-1936.9907928318235,-2442.1478525302855,-3490.1859767036663,-4350.142756564698,-4339.145055667252,-3476.5748310604513,-2337.5708814929158,-1411.4951718270986,-833.7749669497983
-3464.492446264123,-2831.5659181916076,-2324.5256427287245,-2180.6180821776443,-2595.390003541807,-3409.492647201682,-4056.2415436678352,-4033.065564521123,-3360.4414259251853,-2430.882445414587,-1569.6536502226395,-915.0113800376312
-3308.5011413487155,-2930.613249480117,-2559.7446681764254,-2349.7642060081585,-2501.824566082416,-3027.5001098850776,-3592.268902174594,-3758.8582211999187,-3380.537741905093,-2631.299656439253,-1756.1376552749518,-979.6937648776135
-3429.724396943544,-3239.568241445131,-2844.712604367283,-2342.8416748435543,-2079.079359931346,-2383.8737231106616,-3110.455083589381,-3667.396328688793,-3605.029806949118,-2935.8664795565833,-1944.725930418359,-1012.0438393701929
-3979.837228261663,-3789.467624311154,-3104.9304520596997,-2059.292218562827,-1331.3391730088429,-1647.022407934141,-2843.459816122941,-3911.124300068749,-4069.4526864026902,-3316.686066577673,-2099.133411069026,-995.1188380810308
-5031.223978901172,-4534.336272202702,-3233.660931186351,-1457.2678734701294,-401.62467848359796,-1108.685904539231,-3049.103026438989,-4594.238337086889,-4758.256413982881,-3720.7748829892644,-2176.9049653811444,-913.8078632284679
-6530.18834867256,-5351.645469426042,-3136.8710773385724,-610.6500364661706,419.49589851802887,-1119.63261911626,-3926.902207668079,-5728.878994736004,-5599.169315240617,-4076.5686100594253,-2135.964694377538,-758.5871240147414
-8289.259673121993,-6077.050514521841,-2788.13247709453,268.0435087581251,751.3377622337504,-1979.239000695962,-5538.126133600067,-7216.668207776711,-6474.033445829271,-4306.070840102187,-1942.7124716526082,-529.0739775340918
-10029.84371828917,-6562.39292939222,-2265.106227552544,863.4494325574092,237.39906365094106,-3821.3113081343276,-7765.802153026641,-8865.696381449005,-7243.455849515053,-4339.654510119446,-1579.7812092120466,-236.12737803391263
-11461.838985705184,-6730.96957097742,-1743.5647277510755,848.0278336263491,-1327.4670446875814,-6548.441220434885,-10335.525086100997,-10437.707624283988,-7777.205045114826,-4129.529669860062,-1051.3046171896904,98.57067498717174
-12367.3074239733,-6603.606465888024,-1446.066302922041,-8.127214603411502,-3914.5304208319812,-9847.291000213698,-12889.600338502009,-11707.245547953467,-7980.477600005266,-3658.334510652659,-384.02334900778465,445.79161283949674
-12653.78008163004,-6284.610116406178,-1567.554614046176,-1757.5634294264448,-7261.252499376339,-13277.949707705993,-15082.878853804952,-12511.021434385028,-7808.628765101299,-2940.9793882911104,376.3127877485972,774.2092120825163
-12359.925707983268,-5917.885635529411,-2212.2610394846315,-4259.953943185191,-10950.680535213947,-16396.35367934647,-16662.49573179047,-12772.710300389926,-7268.055091023424,-2020.020963663095,1172.4159124969697,1056.4769603803004
-11620.129056905596,-5636.501461050198,-3367.8864260352934,-7231.594168715075,-14530.58979514318,-18859.574819965255,-17506.814368328527,-12500.56898477654,-6405.90778740591,-956.5829893221018,1944.8930349419848,1274.1299138322531
-10610.3446861356,-5527.170544984233,-4921.6555502156925,-10331.320949710827,-17622.126494342105,-20480.8566031298,-17620.561710956197,-11765.62078935429,-5294.097002890281,180.3937216465314,2641.331841840933,1419.9813322724958
-9498.74828921016,-5618.895862078895,-6703.454515171036,-13244.945046317538,-19983.570682833484,-21229.561017574713,-17100.23879345827,-10672.367859224933,-4013.101115103791,1324.0382061386374,3223.084653021811,1497.646331073754
-8415.023969580747,-5892.1047966447795,-8534.130053873754,-15741.091550988505,-21521.870699236122,-21193.052688339812,-16089.58089490358,-9332.228111165366,-2639.29335663647,2416.9283739520392,3668.6645423885,1518.8034453462963
-7440.214017213832,-6297.922138165597,-10262.027234129582,-17690.499247446336,-22265.72740997438,-20524.649577152082,-14740.665684458894,-7845.1469773796425,-1237.2038325140181,3415.348401933255,3973.671737759299,1499.385561120793
-6611.330830195093,-6777.60028594354,-11781.069235136792,-19056.138221478865,-22321.582217627238,-19396.70536618555,-13188.091617753938,-6290.262444986521,143.6288668169434,4290.619902870691,4147.976715571171,1455.9222797714126
-5932.8747127629795,-7276.300808236298,-13032.343742863563,-19867.770526245735,-21830.344945880584,-17968.171625008654,-11536.631529367989,-4723.763618613894,1468.4337796577638,5028.159326590089,4211.322471706285,1402.8650143554487
-5389.121183725063,-7749.85627374737,-13995.357554837727,-20193.35543380412,-20934.685475612514,-16367.724886999164,-9859.037655961642,-3181.2564727521326,2714.9618479578075,5625.069226494805,4188.557011114725,1351.1851943072847
-4953.962128932427,-8165.976130814957,-14675.400740677023,-20115.096093104385,-19759.45162736217,-14689.05699833429,-8199.858363729096,-1682.3087919469876,3870.3157508047766,6087.042024490334,4105.461258057928,1308.0889267727857
-4597.5224093379575,-8502.369644454966,-15091.668278971421,-19713.23700536409,-18403.379373163196,-12993.73421286155,-6581.900563438617,-235.6113395563586,4927.619190590348,6425.238702809628,3985.7361024651013,1277.4572144829262
-4290.145935144164,-8744.012510919545,-15268.525970703475,-19057.472810684783,-16938.5951348478,-11317.691655244136,-5013.1871537788375,1156.1201787017967,5883.037882866103,6653.646126460222,3849.2917325975436,1260.5919762682172
-4004.7663698440874,-8880.979437435723,-15230.480131124892,-18204.223554189204,-15414.488631782668,-9678.705868498831,-3493.2911281790766,2491.9481578808704,6733.52232752118,6787.221531872731,3711.6475669665415,1256.9478685686486
-3718.515601201822,-8907.416014268332,-15000.309092579424,-17197.65236734238,-13863.378555873596,-8083.36375192841,-2018.5759427146495,3769.4844154915017,7475.551814161283,6840.901467996274,3584.060566689959,1264.673688619575
-3414.027044473626,-8821.582042252627,-14599.35057240168,-16072.580228226765,-12306.333824719557,-6532.84404018934,-586.1670203688942,4982.855032460565,8105.031990067416,6829.309246349247,3473.964076801539,1280.9177180797008
-3080.489675699463,-8626.514148408178,-14048.872685857195,-14857.929394142873,-10758.226813701316,-5027.244011812126,803.4451863150205,6122.05604549708,8618.271721517996,6766.79791433142,3385.3897851912493,1301.9444907117122
-2714.2251273885995,-8330.690209578717,-13371.577455612658,-13579.75814952027,-9231.529603809184,-3568.354142547938,2145.25308205468,7173.760798918405,9013.650916993885,6667.390161338949,3319.208554851069,1323.163690939315
-2318.460378578767,-7948.100715505451,-12592.497066792037,-12263.290390701604,-7738.6222055890385,-2160.877867229139,3430.0186380283703,8123.346861202353,9293.298988191054,6544.274358465262,3273.2005872243626,1339.190580548278
-1902.0828856803425,-7497.337087235968,-11738.839045731558,-10933.655293541558,-6292.5989273967225,-812.2403438464412,4645.757019374798,8957.532981834878,9464.005042193181,6408.772310453815,3242.097611216776,1344.046057012562
-1477.4656232611376,-6999.669019215411,-10838.721319700568,-9615.391312689306,-4906.812234969996,468.6403890475058,5779.869929243881,9666.743088915733,9536.808080344641,6269.011788279203,3217.7942937630924,1331.565416732084
-1057.8214751477444,-6476.505061085461,-9919.153092947141,-8331.11381785638,-3593.6560643690473,1673.015038539368,6821.165322780266,10246.358451991377,9525.244287262176,6128.768831253679,3189.8932732531566,1296.0217479098128
-654.8037881475842,-5946.94187888514,-9003.926834543563,-7099.990874343717,-2363.251172496543,2793.706325666978,7761.054592616663,10696.464073322079,9442.836005034305,5986.969600187792,3146.645646567865,1232.892837266323
-277.03998725944115,-5426.135458580946,-8112.138701705267,-5936.6895609682815,-1222.6356128116306,3825.734781323999,8593.605109608856,11020.378200155234,9300.770719845474,5838.135882011295,3076.215602908749,1139.6290940545427
70.07432437720134,-4924.913073713309,-7257.788522634369,-4851.198144708087,-175.76040622818334,4766.053394336901,9314.69460390426,11222.810650027996,9106.619198364511,5673.7182610853715,2968.0826136017686,1016.2398597592371
383.52870519092727,-4450.518998185182,-6450.433646634499,-3849.499720736176,775.8304231258319,5612.7266658062135,9920.95212282676,11308.586030381299,8864.427556245624,5483.950965156247,2814.3376166914777,865.5282601896188
661.4297062630308,-4007.9272389755906,-5696.431090422661,-2934.6928720502106,1632.072434924713,6364.128686902661,10409.204031346118,11282.431781840432,8575.887624643874,5259.722314090734,2610.6478599681936,692.8758600315556
902.0090307980723,-3601.0200484376355,-5000.142545589275,-2108.033106361163,2393.6783864993536,7018.62298617987,10776.75051044979,11149.658820730154,8241.894907993466,4994.025638383868,2356.745691233266,505.58987778639573
1103.2927742129832,-3233.1811012776748,-4364.667659658452,-1369.5523810882016,3061.8912543299502,7574.814640517036,11022.249480145952,10917.092213841013,7863.81569649664,4682.770654689288,2056.4048444106147,311.940825708017
1263.3492359448512,-2907.296236639408,-3792.0551217182647,-718.2492548239043,3638.592091922584,8032.0995834534115,11146.651146892842,10593.602613264211,7444.11062182759,4324.973647875485,1716.964706582059,120.09665462087173
1380.7252858219656,-2625.488656601939,-3283.24826275477,-152.08903872016114,4126.475469594264,8391.11994863595,11153.695244333267,10189.96025604355,6986.349402847326,3922.5048438237836,1348.5231462707995,-62.825453237762304
1454.7047172858997,-2388.9464586147633,-2838.070351582078,331.9337986381364,4529.06417181932,8653.903319796811,11049.83249199342,9718.162639223458,6494.883827076119,3479.6160798881474,962.937417481003,-231.4176413362122
1485.291602837986,-2197.975999138817,-2455.374180923723,737.593170273023,4850.5448422351055,8823.738688399018,10843.762611655004,9190.595603476859,5974.463022039978,3002.4267929789735,572.7625940573654,-382.2688594940969
1473.0894029242834,-2052.1570352135586,-2133.260419748461,1069.1962066124454,5095.575021432138,8904.996100564647,10545.876057265921,8619.324180437568,5429.957774083725,2498.4651753801127,190.23484304342298,-513.8972119945122
1419.3107631989496,-1950.3884319761,-1869.189704721299,1331.4691577029773,5269.215041558797,8903.042896479372,10167.759809124851,8015.619700953627,4866.230254256052,1976.2894655370822,-173.61596164781167,-626.4162711480418
1326.0034792498407,-1890.7303709624362,-1659.9091100003075,1529.615549427596,5377.006515811352,8824.243727718953,9721.756901190674,7389.686996527237,4288.1144134201995,1445.1710595756663,-509.6605208711819,-721.0572913834867
1196.3702412188388,-1870.140322907855,-1501.2747904285136,1669.4569969758854,5425.086394276827,8675.920276684701,9220.509963199886,6750.527210537279,3700.4618864441436,914.8034616378682,-811.1287221245059,-799.6632760985838
1034.9642349869987,-1884.3030841493596,-1388.1394586933886,1757.5083431766461,5420.20093796855,8466.174282579548,8676.483020888845,6105.9110885683385,3108.221447761553,394.99814904863956,-1073.8138952271113,-864.2398814583005
847.6124332330605,-1927.7057554293024,-1314.4307340875457,1800.89440034086,5369.568311016446,8203.593249457643,8101.542152829671,5462.465526904778,2516.524640029969,-104.66630962602147,-1296.0292813982896,-916.6094920930748
641.0725811008549,-1993.9688241978383,-1273.4284002038528,1807.122105845561,5280.644231642889,7896.945357107234,7506.686846382487,4825.856570493667,1930.7400346403904,-575.2608470800933,-1478.3458531775366,-958.1817427486423
422.5430864665069,-2076.3287585181047,-1258.153610061695,1783.7896762828225,5160.883624597563,7554.955968559848,6901.949017788772,4201.006512746492,1356.4488147980142,-1008.9789288407958,-1623.1568100190495,-989.8323058839817
199.15134974573309,-2168.1451096990113,-1261.7692349568288,1738.3031141115898,5017.544299647049,7186.166392497568,6296.38215270551,3592.256081733563,799.3039745457369,-1399.616174556235,-1734.1232282582682,-1011.8717288269185
-22.523885620363245,-2263.3591445388834,-1277.9407311061025,1677.6112605493547,4857.501393330495,6798.791366003291,5698.02450134234,3003.402791987245,264.7719306296238,-1742.9658089319837,-1815.5600308384128,-1024.0842741883907
-236.90272649550462,-2356.89075170636,-1301.158240108865,1607.9286833177284,4687.007650542851,6400.48578637388,5113.7638163473775,2437.6078606943292,-242.19121106870676,-2037.0191872705004,-1871.8250245545587,-1025.819651055804
-439.8252646185658,-2444.9673832488593,-1327.022655101789,1534.4337930975328,4511.377866177774,5998.008769694578,4549.124278865105,1897.2363567656027,-717.4300261298342,-2281.882195552475,-1906.7770012434985,-1016.125490810869
-628.8698371367557,-2525.331951439772,-1352.4514145445153,1460.9967711651523,4334.667271542975,5596.878667647378,4008.0796563978934,1383.7428054245595,-1157.735927555967,-2479.387119770229,-1923.3680969038446,-993.9128244669611
-803.4246509269017,-2597.2277610868005,-1375.7103560876596,1390.0547005403307,4159.487067962465,5201.174278255888,3493.023221299162,897.71283181903,-1560.777261376952,-2632.47620710131,-1923.42404100215,-958.1477336203949
-964.3770442670381,-2661.069861532123,-1396.1813837376972,1322.752889803681,3987.097675357298,4813.612686634911,3004.981019387533,439.1162142007833,-1924.8256891412539,-2744.5164576257175,-1907.6387063348386,-908.0575840600026
-1113.4004839927813,-2717.8080499009843,-1413.854818789346,1259.3903467940595,3817.827918126298,4435.93059116417,2544.060710301653,7.735755325069022,-2248.3879995053526,-2818.7317400550623,-1875.7687834069363,-843.3305868296204
-1252.0011037301492,-2768.1315258995837,-1428.6613730997965,1200.0736840927884,3651.7251770894813,4069.462717066658,2110.0244915062167,-396.3541470513011,-2529.913092903,-2857.8885869225555,-1826.9718041351102,-764.2778036587232
-1380.637560206597,-2811.7793990470623,-1439.864350032518,1145.3651142231868,3489.218952591749,3715.712585933901,1702.8078056096822,-772.4321306487848,-2767.727555372456,-2864.2659872753916,-1760.2022881660987,-671.9242753617409
-1498.2532496287554,-2847.226901105393,-1445.7494107480918,1096.6765742890198,3331.5461602056803,3376.6980084969828,1322.810276040407,-1119.0421524992894,-2960.2547023196976,-2839.8285470734118,-1674.578731285806,-568.0054677332488
-1602.4192215382197,-2871.887248820704,-1443.749128179735,1056.245959075256,3180.769242320107,3054.9394542647265,970.8685758014745,-1434.2150689319337,-3106.4336105070756,-2786.4603215846214,-1569.6591670555836,-454.8651627198737
-1690.0298928787254,-2882.7519797510326,-1430.9578862752808,1026.7049014364616,3039.388124144531,2753.1108440239896,647.9527780346529,-1715.9059781402336,-3206.149439214954,-2706.1284572623413,-1445.6030958211368,-335.2736670057246
-1758.2443281317076,-2877.193402525755,-1404.8157318461217,1010.4302232345314,2909.726189332252,2473.521031676539,354.7486994210886,-1962.4544672935995,-3260.475911822597,-2600.9152734464756,-1303.2345479734415,-212.20164997740608
-1805.2546668163943,-2853.5781416844634,-1363.6605821480755,1008.9699996705936,2793.3698087458215,2217.6676232931077,91.33673647837725,-2172.8692937030546,-3271.6244121531927,-2472.9404943944674,-1144.040517386638,-88.58980912908378
-1830.5553909352404,-2811.436738903482,-1306.913677565146,1022.7953444962565,2690.90787083677,1986.0636591237223,-142.87700596094356,-2346.836778455111,-3242.6389399056325,-2324.2483759397114,-970.1371017259344,32.85132063404552
-1834.6402024755437,-2751.156186592234,-1234.8444311058502,1051.467063485679,2602.0666822288467,1778.400228448489,-348.9549151958136,-2484.5027195213297,-3176.9895532736086,-2156.7378429573737,-784.2192786089688,149.78893937588344
-1818.337442871505,-2673.396469182374,-1148.0662350328007,1094.1036804965634,2526.142564782595,1593.9431069890231,-528.0686017610687,-2586.1966431810783,-3078.2392185176477,-1972.1774227465967,-589.4915205324986,260.3531791577076
-1782.164011557207,-2578.5585678927746,-1047.0396794831192,1149.8967139442764,2462.4967160371243,1431.952488012569,-681.1850368918906,-2652.2873677703897,-2949.889038263978,-1772.2982841223463,-389.56598768786284,363.160767712439
-1726.0491972867082,-2466.589101556659,-931.8432276605209,1218.4089418308358,2410.8607514397413,1291.9149602944194,-808.9683671617283,-2683.271384758271,-2795.3966064773736,-1558.9246005851703,-188.31715819411613,457.2855652775321
-1649.5769575585819,-2337.224606376988,-802.3275885634696,1299.5110156220824,2371.3085432517337,1173.481259164607,-911.9506491107238,-2680.0547167229865,-2618.278089087652,-1334.092943617521,10.30615468097318,542.1889126834014
-1552.6284987265497,-2190.554355969425,-658.5760057523926,1392.9955778655485,2343.9205961518155,1076.154526481534,-990.88374704878,-2644.2767954136866,-2422.1856464121447,-1100.1271194295718,202.49526351948705,617.6244385810063
-1436.1106401440582,-2027.6259145802778,-501.44473245792756,1498.0638244201587,2328.3149585528336,998.8951040771385,-1047.0931891385983,-2578.5011336676707,-2210.892732830448,-859.6578218861371,384.79523785657756,683.5314123535251
-1302.417360950481,-1850.799866475645,-332.92182553984344,1612.9366318898014,2323.276271437039,939.8437827562277,-1082.6555523764746,-2486.1666828357243,-1988.1841367556608,-615.594026810542,554.287392262996,739.9290238729195
-1155.3960909066839,-1663.675308620189,-156.1249797116555,1734.7834184859053,2326.664021448524,896.3068468255989,-1100.3063405087075,-2371.3089469062,-1757.6958644258734,-371.05886348833826,708.7156581044183,786.8224472723365
