t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1639.2199999999998,1517.5449999999998,1405.6799999999998,1303.6249999999998,1211.3799999999999,1128.945,1056.32,993.505,940.5,897.3050000000001,863.9200000000001,840.345,826.58,822.625,828.48,844.145,869.62,904.905
2475855.5089268726,2183548.0613092897,1895507.0826428968,1614076.243684127,1341846.4410103788,1081716.3825662867,836928.2039217374,611064.3562868823,407987.6208548282,231701.6853652236,86105.98493780247,-25383.52940907089,-100375.044723031,-138224.67323722554,-140952.96137176408,-114343.27800030765,-69181.01417863386,-22551.860972012175
2726916.0490839826,2463943.0533125005,2197801.7341413745,1927705.9093940498,1653848.8901196164,1377738.393619769,1102502.1632539246,833112.6100081026,576453.4407483547,341128.7537167483,136903.77653936038,-26322.161675622323,-140062.16672507007,-199263.37540815488,-204609.14173687733,-164713.15868701081,-97611.89801022194,-30809.22093857582
1402342.5888207962,1341624.6241881154,1271189.287605662,1186669.6113513527,1084462.8320786203,962234.1808153671,819562.9224437899,658662.49493091,485025.44930280617,307754.41293569765,139270.89742064846,-5908.877856566958,-113520.09716278898,-172912.77396279576,-180863.9478623341,-144731.3349041609,-83446.53769440332,-24912.955600439083
308178.3369537147,350963.47976370004,387599.61701028066,414591.7189357965,428159.4541516791,424503.3999301282,400368.7280636026,353916.7507783351,285809.20879031066,200252.82598578458,105577.30508364618,13811.741688387623,-61193.31062861246,-107160.75094401355,-117648.13927249334,-95686.09034625693,-54795.526341801626,-15779.711020632783
-3425.9102740475423,24239.419645174363,51327.62082458539,77041.86756307252,100030.80354883785,118323.04692571059,129425.43051212508,130670.64990301136,119872.49189133287,96255.35380699491,61459.61883698007,20218.809101861985,-19841.691808418538,-49760.87426896876,-62185.12820870018,-54912.466913282435,-33363.8810729063,-9978.626299631638
34563.103108770665,30642.667206904254,27179.566362692727,24484.386398851962,22921.10781447846,22823.174746168308,24307.627411055633,26990.675445336412,29694.11820984501,30359.007654580626,26472.830248529208,16214.732663285762,84.65343020390861,-17919.411168260158,-30976.060066935857,-32790.86106467535,-22451.388295188463,-7240.90665608847
72698.54460347266,61671.670051003515,49649.719491626296,36576.28339136493,22970.554888495277,10078.224665865444,-205.69349999552412,-5839.847585131218,-5633.935654451024,-441.1909887360356,6247.9097412964375,9295.343799233333,4779.761037612145,-6638.142588031691,-18733.371111690656,-23337.37262840309,-17077.146460487842,-5572.043562895259
60584.120167215966,54702.75006067192,46854.78834920885,36450.731456062604,23566.157718039696,9314.224058495165,-3984.0187307427427,-13209.81388963841,-15708.366817704182,-11126.911731626522,-2696.455789340423,3608.895280161702,2596.3101239751754,-5870.455600153884,-15736.576068968625,-19125.204884960916,-13398.252386658416,-4116.2559115884305
36968.2820210136,35598.8088230808,32173.2851517805,25900.58295567291,16557.17957048125,4963.879922045755,-6693.927287972924,-15189.504047268165,-17604.009908900425,-13382.439580192358,-5691.738554212306,-283.4395925885847,-1592.1842243997812,-8774.499664601732,-15768.572516979844,-16422.41348966836,-10262.59449615554,-2867.2419068818945
20853.46145141477,21135.233231615377,19547.287966753513,15308.808295996996,8150.750529832767,-1172.3560435335576,-10545.793493395318,-16893.42733706626,-17682.65531670326,-12990.812763674236,-6418.089497880516,-3175.911911803534,-5979.4139330137405,-12296.783983819063,-16278.143229945632,-14145.124864570113,-7646.564200626888,-1931.6150048492104
12195.703231670383,12669.806016086592,11385.39679206206,7619.948621987055,1203.091581576445,-6947.717231842722,-14567.310778532144,-18692.200408094184,-17454.173679798503,-12032.975121678244,-6713.333802955914,-5915.585621942291,-10213.810897768235,-15448.24111336349,-16502.955393510783,-12108.802704355589,-5625.097637737384,-1322.863951311134
7415.174055910546,7568.945446892618,5974.517647759948,1975.7518181715961,-4415.306202380637,-11966.360575320183,-18130.49211477009,-20096.652733323463,-16918.105917848246,-11105.293266549563,-7451.959921462407,-9077.279411162068,-14262.946431208396,-17855.39920643579,-16187.016688307986,-10278.730958641634,-4199.7676695330465,-1014.5480098482128
4155.375599348873,3712.24515085527,1536.1754550133594,-2915.3776101397098,-9367.365226967702,-16214.61155475714,-20712.37249551989,-20501.598615924155,-15880.926344406354,-10577.61813104595,-9158.80536034402,-12761.914205974988,-17717.63965903888,-19058.69998854139,-15181.271584730874,-8707.327718011258,-3395.114677085043,-991.0656966162122
818.4385129507502,-290.080561125324,-2962.85269923067,-7548.174223149105,-13489.458373189696,-18964.062896462576,-21430.618376789083,-19452.13514292339,-14595.95614204606,-10985.62204988645,-11820.640665770037,-16095.861684359435,-19468.141380113095,-18515.501632688993,-13588.726817962657,-7651.509708762813,-3305.924983782992,-1246.8634125085973
-3885.888719552675,-4973.701230253219,-7213.064818805309,-10775.429898376668,-15070.582313621291,-18574.244037818466,-19496.027233376914,-17327.098772497593,-13916.532346679469,-12316.286941120665,-13896.972585673946,-16878.142434294376,-18153.74532813833,-16236.064797883355,-12079.051659728022,-7589.8961743608415,-4031.5512354232387,-1748.206877008718
-9491.939859880933,-8540.160379874796,-8332.499031635325,-9240.224967287852,-11309.231742610029,-13901.518183365726,-15739.025029293214,-15727.626014695248,-14050.980310702345,-12237.681868317666,-11774.947990441595,-12706.265438247618,-13766.600084007108,-13660.585248941858,-11956.106496292812,-9005.68787761209,-5506.571067524327,-2367.9436327927388
-10917.128846761403,-5285.817231864292,-913.2455409308016,789.4780963267615,-1465.3348551140673,-7299.254376210969,-13536.682239536245,-15678.091537269403,-11935.52897230182,-5629.547186275729,-2292.5436608488417,-4367.644085674568,-9560.140748024432,-13799.42001424319,-14603.786079716081,-11929.184508931123,-7274.786665045092,-2815.277848938586
1400.3825236662483,11699.189153132787,18067.04964749572,17439.814334806317,8299.404583366817,-5858.228412671999,-15991.275254410568,-13932.659593306013,-1316.122071186525,10425.685194989655,11118.698175872278,1009.0454446357244,-11777.129538031972,-19702.899061084954,-20352.713955371204,-15443.313426808443,-8338.629905678044,-2627.186262950478
32463.622019785,40678.65594433602,40238.313553913154,27628.61397289326,5039.670648315194,-16058.37708691945,-20386.28697599381,-3720.6534170691075,19176.936553084313,27578.633838577458,15018.495277232729,-7582.695854575181,-25529.61803714368,-31778.999127374092,-27506.401734633673,-17565.30430056661,-7308.85936171215,-1321.9565737139837
68907.3937571803,62470.88316590098,43721.017772139145,12517.222332084062,-20337.27996937787,-34966.24943052493,-18957.282284028992,14794.506777531944,35634.69240336492,25379.338853412897,-6053.82653835476,-35825.57239739704,-49486.100244529,-46257.69878762697,-32545.7977442891,-15877.980884821016,-3018.8585438733207,1261.1415264125794
79323.3156291536,49027.72317288805,8574.520234210508,-34610.39641039443,-60795.66921862323,-50866.7301066698,-10459.655984997105,25269.247468508645,23795.58495208332,-12355.287523962543,-53972.976878698595,-76545.19035078079,-74972.83199631913,-56748.10606645921,-31794.037462096127,-8816.40599940206,4585.053273516376,4635.40434702325
38835.17461926181,-11063.974822356251,-61421.374300049545,-96935.85491594966,-96606.9941361813,-56597.967546274034,-7853.549908942335,5699.0468800737135,-27703.504082458123,-78555.81113986603,-111332.64921550006,-113223.10243633864,-91334.55535140529,-58002.63229249334,-23535.576042763954,3138.140310086499,13917.854579748904,7715.339027550825
-45192.50095100591,-97574.23864697387,-137211.72555949274,-146103.4470184466,-113329.74463306252,-58195.561983272026,-26780.852735903405,-47997.26107815164,-101972.07707882396,-145382.87321149954,-154111.6224832434,-131786.51558525898,-92692.58443934906,-48817.072832272905,-9055.499391384727,17293.245283007574,22228.50760435174,9379.390250003891
-137371.33385614734,-173817.14872376816,-187539.7558316426,-165168.78065225566,-112536.24978571711,-66435.42965709572,-67574.22882303492,-115060.35057998615,-166947.47308511726,-186503.19505337195,-168982.15456035174,-128834.63938230569,-80263.43895987996,-32026.62840000185,8074.55329317363,29887.7609498834,26968.42992729396,9162.559765104083
-203064.64538416412,-214617.16348817686,-200688.8808939226,-157251.878249522,-104998.23761617993,-84127.24181886634,-114369.4440097367,-168122.0516217441,-200752.989474803,-194037.46168969604,-158395.0251947635,-110292.86289428057,-59677.84710989358,-12310.480289331708,23778.238471954977,37829.06418549359,27113.534683888738,7484.659312878099
-229489.2293187438,-218139.07482356322,-185138.38788904654,-136071.8374835094,-99084.60645942308,-105156.67954647275,-149976.26945398137,-193204.2487595303,-202135.42526162,-176644.2140867987,-133318.4760015899,-84954.00435616217,-36955.38239028931,6132.84976434926,35091.19320605556,39925.39550973459,23491.077902271165,5257.649826146079
-223952.60930641493,-197397.43913339532,-156500.64348557265,-113743.26807196393,-97018.33198929037,-122209.6224151825,-167248.5196180846,-192781.09816571636,-182628.3585991754,-147883.65577490258,-104296.00507407307,-59533.99642022488,-16167.762033242947,20751.98217108938,40875.26286097229,37007.79484274771,18022.1053878984,3288.112770775148
-200719.91820268956,-166988.7433435877,-126843.77587060627,-96214.21796182623,-97640.34512165292,-132041.45557266544,-168568.6642923517,-176852.7772291982,-154852.826682272,-117817.88157873141,-77487.14795877865,-37376.909316976366,848.6001436771825,30685.435480182958,41654.68770364954,31134.194567632043,12597.206941742872,1950.9872228042893
-171348.50451064119,-136387.44280581374,-102011.47622338403,-84722.65660119725,-99386.39698331618,-135125.1643525374,-159804.59812493282,-154601.70691895115,-126822.23402777985,-91224.1585998667,-55068.72662455351,-19341.00699503091,13804.72201477231,36290.25725444255,38974.744859158374,24514.005842027458,8350.070320932742,1234.0423418611763
-142250.69240222574,-109798.37850569634,-83492.13471420427,-78390.39731046985,-101217.78216430887,-133246.30618167375,-145990.36319691138,-131511.92724305976,-101946.97149163505,-69275.01755497462,-37014.681054673114,-5038.964013759976,23228.11505945909,38614.17374812895,34664.657073092756,18727.14188972756,5571.472425249777,951.1807746956589
-116097.2972590357,-88313.26925519448,-70772.52588231843,-75784.06608943711,-102488.14161825967,-128003.83891942055,-130225.74688835563,-110020.07495647861,-80966.48991214311,-51513.92506618341,-22476.473995421205,6363.475661624752,30002.78049161805,38951.446256010124,30245.44221124577,14471.836960134888,4029.524209464009,919.0310986026587
