t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-182863.83066334983,-152266.53862517895,-122721.83456448131,-94782.69700861163,-69024.60876711668,-46044.578922511515,-26448.115621892513,-10815.344205260975,366.01512717283117,6816.7041759534295,8650.11342621039,6645.705839226346,2632.547790883716
-304789.40365433914,-256241.01742893326,-208839.34046628565,-163303.69088542712,-120509.03482812317,-81508.33122077704,-47516.64117438891,-19833.293097713977,327.0332338679803,12124.487979222025,15528.054354988126,11894.516779751015,4653.607635135822
-335944.93095534213,-287293.7399835971,-238743.22438005597,-190675.87041646682,-143854.3402175161,-99508.51604940661,-59353.31446744807,-25483.230079054803,-80.79838589389328,15112.572452590046,19568.698357958157,14899.505653040826,5711.043263835313
-289653.7883992355,-254403.06140730323,-217745.90797372162,-179428.16105840332,-139754.44866392223,-99777.20984429044,-61409.84744753304,-27359.65289387921,-754.3256150365552,15634.281947308822,20546.65648034912,15524.523453935595,5795.101121005474
-204934.78958296968,-187407.3710278254,-167395.87673298002,-144051.33862514657,-117091.42927517642,-87096.3280163847,-55768.38807743584,-25992.080241210875,-1477.8167941090867,14183.946672839056,19017.129291063884,14258.980544904698,5168.926791892693
-120649.90870080933,-117376.78872710724,-111417.61566832695,-101617.0662081388,-87216.304171606,-68215.56838015124,-45779.14634554696,-22475.630421616555,-2045.0966742683036,11577.761158095647,15949.61094132689,11896.756836663268,4196.320572261876
-58935.21930242917,-63304.62792923165,-65512.702834476586,-64429.149361053445,-59071.846813911645,-48967.848533225275,-34641.029918247164,-18012.334536365666,-2345.6931018791015,8616.598328949909,12326.017005466569,9201.701151212865,3185.245720066812
-23734.01759923438,-30047.83440419162,-35002.110519819704,-37709.408629433114,-37223.19318494268,-32834.766352763174,-24550.38864049513,-13567.075360187127,-2379.6204413535092,5874.848211204466,8875.60600057534,6704.66010013965,2314.340040216235
-8435.828876070855,-13571.941763231102,-18037.211795803316,-21249.250781023664,-22465.44586435558,-20985.338300336174,-16537.203092571937,-9723.736587886331,-2219.0113651035945,3646.692571783231,5993.535370969161,4660.85752577054,1640.2390099248028
-4142.550550082433,-7245.119046330377,-10085.346677801652,-12336.44353664922,-13513.936007718446,-13089.259739510493,-10745.947493196554,-6711.118632009086,-1956.62444720938,1999.31677443447,3792.5139952030568,3112.9522864898036,1144.6718319877227
