t1,t2,t3,t4
78.48,44.145,19.62,4.905
60.984900379054835,35.600211493156046,17.433726946827903,5.397165587874779
43.54443907026506,27.00789931152676,15.160623183507226,5.834851663881832
26.33858773191797,18.44471623650022,12.816976051054315,6.213530687295436
9.541114615999751,9.985618726462578,10.419587947205727,6.5294939320716185
-6.683795318755997,1.7025569450125584,7.985514452381237,6.779889215399061
-22.184616300807203,-6.336743464812401,5.5318005382123285,6.962739904689855
-36.8251661516868,-14.069876426409914,3.075220823521132,7.076945320514923
-50.48682801509142,-21.44070064167206,0.6320296629089115,7.122263205728533
-63.07025705056479,-28.400113980730676,-1.7822735091083857,7.099275439864385
-74.49654011179032,-34.90664233888143,-4.1531586841789885,7.009338624222691
-84.70779733277624,-40.92683484701176,-6.467255414500457,6.854521531977006
-93.66723496357922,-46.43546393978483,-8.71251514108347,6.637531698443314
-101.35867779452639,-51.41553513944219,-10.878343151457198,6.361633613282758
-107.78562627284208,-55.85811724418643,-12.955698519736798,6.030561067365233
-112.96989730213484,-59.76200870013752,-14.937161310800935,5.6484262052119405
-116.94991826976623,-63.13326011520413,-16.816967235683723,5.21962774618036
-119.77875082162168,-65.98457602704406,-18.591010794801562,4.748760673968384
-121.52192425442021,-68.33462110766837,-20.2568187108989,4.240529467205237
-122.25515826889371,-70.20725697182237,-21.81349611127424,3.699666668143988
-122.06205153462454,-71.63073570375025,-23.26164845148285,3.130858276840904
-121.03180650303119,-72.63687522004781,-24.603282569166183,2.5386771297539843
-119.25705270693396,-73.26023977279716,-25.841690512207027,1.9275250887049555
-116.83182099538273,-73.53734641982837,-26.981319901511927,1.301584541545953
-113.84971037799659,-73.50591531507673,-28.027634572497234,0.6647794107305178
-110.40227798041614,-73.20417837332994,-28.98696910280806,0.02074558922926739
-106.5776715775389,-72.67025740715226,-29.86638059290745,-0.6271895185429446
-102.45951373620362,-71.94161937380454,-30.673500739827666,-1.2760188756330852
-98.12603713674632,-71.05461304220624,-31.416390853301795,-1.923059797330637
-93.64946242862672,-70.0440883070874,-32.10340202920879,-2.56595084769556
-89.09560318561678,-68.9430966267056,-32.74304223905437,-3.2026425338396
-84.52367724350013,-67.78266870305659,-33.34385163630287,-3.831382727449964
-79.98629992625149,-66.59166359533704,-33.914286939173124,-4.450697753946996
-75.52963232264544,-65.3966819713851,-34.46261534105293,-5.059370072727617
-71.19365673571245,-64.2220351507181,-34.99681803724075,-5.656413432238754
-67.01255152410093,-63.08976095296643,-35.52450315053958,-6.24104632626322
-63.01513859462144,-62.019677100837654,-36.05282759546599,-6.812664507696082
-59.22537858655729,-61.02946299255262,-36.58842724558826,-7.370813237750798
-55.66289111067202,-60.134761005422035,-37.13735466194143,-7.915159865937017
-52.34348008172198,-59.34928906876674,-37.705023601053455,-8.445467252645468
-49.279647045213785,-58.68495700079723,-38.296159544908114,-8.96156846445442
-46.48107830470647,-58.1519799937403,-38.91475557610255,-9.463343094373972
-43.95509449044961,-57.758983612644904,-39.5640330517001,-9.95069548659469
-41.70705388723258,-57.51309570984041,-40.246406699557184,-10.423535078778594
-39.74070329992959,-57.4200217189169,-40.96345396084398,-10.881759014929415
-38.058472445176875,-57.48410085517363,-41.71588862092631,-11.325237128434871
-36.66170980429275,-57.70834179487852,-42.50353899612634,-11.753799347733123
-35.55085956094564,-58.0944374189615,-43.325331164374624,-12.167225535777025
-34.725580695626014,-58.642759176876886,-44.17927793182078,-12.565237738503372
-34.18481054531047,-59.35233254446153,-45.06247440396364,-12.947494786278245
-33.92677619361672,-60.22079590789413,-45.971101168475315,-13.313589165226833
-33.948957968443544,-61.24434599647449,-46.90043618839398,-13.66304605197773
-34.24801012297752,-62.417673701098934,-47.84487654094788,-13.995324385266613
-34.81964448982854,-63.733894742553225,-48.7979711128755,-14.30981983076944
-35.658483547978264,-65.18448018155614,-49.75246527367498,-14.605869481294496
-36.7578899408968,-66.7591921762111,-50.700358392012866,-14.882758122975062
-38.10978003498246,-68.44603067557955,-51.63297483831471,-15.139725889354377
-39.704429604158705,-70.23119687266838,-52.54104883182523,-15.375977119269404
-41.53028015337344,-72.09907920803944,-53.41482314938508,-15.590690231245414
-43.57375472680619,-74.03226749931738,-54.24416132482234,-15.78302842670832
-45.81909225471391,-76.01160035731155,-55.01867254379749,-15.952151036636582
-48.24820954006535,-78.01625042568762,-55.7278479931545,-16.097225331154085
-50.84059983407121,-80.02385114338877,-56.361206972263545,-16.217438618743564
-53.57327656066997,-82.01066768018987,-56.90845063391696,-16.312010470860617
-56.42077009006447,-83.95181344782486,-57.35962081230948,-16.38020491826515
-59.355184503838366,-85.82151216427995,-57.70526103385761,-16.421342476787704
-62.34632002286959,-87.59340388026602,-57.93657651075384,-16.434811871879795
-65.36186518165509,-89.24089170879652,-58.04558970334756,-16.42008134251167
-68.36766094240001,-90.73752428587382,-58.02528791948487,-16.376709415157602
-71.32803678093971,-92.05740729625215,-57.86975940748141,-16.304355047209828
-74.20621639481891,-93.17563579374556,-57.57431450131676,-16.202787045780536
-76.96478815092301,-94.06873760523222,-57.13558859446206,-16.07189267225574
-79.56623279246595,-94.71511690648347,-56.55162405035426,-15.91168534513577
-81.97349836393022,-95.09548616779463,-55.82192859597902,-15.72231135384648
-84.15060989923619,-95.19327415185072,-54.94750827868427,-15.504055494781184
-86.06329926981807,-94.99499755697394,-53.93087367922592,-15.257345538503778
-87.67963882148509,-94.49058427146686,-52.77601874637076,-14.98275543466347
-88.97066115057906,-93.67363705534237,-51.48837232737589,-14.681007159728445
-89.91094667534675,-92.5416277885844,-50.07472318951274,-14.352971113193249
-90.47916062106327,-91.09601419123679,-48.54312003474075,-13.999664971493264
-90.65852170390163,-89.34227307784161,-46.90274867709332,-13.622250916413364
-90.4371861840032,-87.28984668295199,-45.16378915610608,-13.222031167071338
-89.8085330432676,-84.95200129252282,-43.337256077960866,-12.800441762102604
-88.77133877293227,-82.34560022991698,-41.43482589064199,-12.359044561667904
-87.32983354022146,-79.49079605741154,-39.46865509628678,-11.899517467195274
-85.49363422083138,-76.41064954319364,-37.451193573894116,-11.423642889823808
-83.27755378712463,-73.13068539155799,-35.394997224688964,-10.933294535451973
-80.70129066380602,-69.67839683139313,-33.31254406206763,-10.430422613890917
-77.7890057260797,-66.08271281161058,-31.2160576546488,-9.917037620404372
-74.56879844118878,-62.37344268918788,-29.11734150569267,-9.395192878212494
-71.07209707269739,-58.58071386801853,-27.02762753025658,-8.8669660685907
