q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qd9,qd10,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8,qdd9,qdd10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010019872410321994,0.020038738821815002,0.030055593336652683,0.040069430259003856,0.05007924419600471,0.06008403015870064,0.07008278366294748,0.08007450083026207,0.09005817848861206,0.1000328142731347,0.9999497998184114,1.9995984086275236,2.998644685817684,3.9967875915714486,4.993726237241978,5.98915993571018,6.982788251713536,7.974311052139501,8.963428556276465,9.94984138601514,-0.010019872410321994,-0.08015495528726001,-0.27050034002987416,-0.6411108841440617,-1.2519811049001177,-2.163025085713223,-3.434056399484427,-5.124768053136773,-7.294712457577576,-10.00328142731347
0.020038738821815002,0.040069430259003856,0.06008403015870064,0.08007450083026207,0.1000328142731347,0.1199509554008307,0.13982092525971743,0.15963474424132812,0.17938445528690403,0.1990621270828803,0.9997992043137618,1.9983937957857243,2.99457996785509,3.9871555260697504,4.97492069300757,5.95667891183866,6.931237648076736,7.89740918906855,8.85401144077164,9.799868721371931,-0.020038738821815002,-0.16027772103601542,-0.5407562714283057,-1.2811920132841932,-2.5008203568283673,-4.318234394429905,-6.851225337726154,-10.216623631445,-14.530140878239227,-19.90621270828803
0.030055593336652683,0.06008403015870064,0.09005817848861206,0.1199509554008307,0.14973535149235792,0.17938445528690403,0.20887147755055852,0.2381697754970093,0.26725287686043997,0.29609450381435476,0.9995482286058947,1.996386645236727,2.9878095187588216,3.971119274559107,4.943630559905999,5.90267429384776,6.845601696522117,7.769788292774847,8.672637885014876,9.5515864902692,-0.030055593336652683,-0.24033612063480256,-0.8105236063975085,-1.9192152864132912,-3.743383787308948,-6.457840390328545,-10.234702399977367,-15.242865631808595,-21.64748302569564,-29.609450381435476
0.040069430259003856,0.08007450083026207,0.1199509554008307,0.15963474424132812,0.1990621270828803,0.2381697754970093,0.2768948746140219,0.31517522401651815,0.35294933764596376,0.3901565425618566,0.9991968978928621,1.9935777630348752,2.97833945591933,3.948704594534275,4.8999343606859656,5.827341219581135,6.726301524033231,7.592267974896092,8.420781909625573,9.207485391224784,-0.040069430259003856,-0.3202980033210483,-1.0795585986074763,-2.55415590786125,-4.976553177072008,-8.574111917892335,-13.567848856087073,-20.17121433705716,-28.588896349323065,-39.01565425618566
0.05007924419600471,0.1000328142731347,0.14973535149235792,0.1990621270828803,0.2478893552496326,0.29609450381435476,0.3435566017107228,0.3901565425618566,0.43577738357838114,0.48030463902695275,0.9987452474483955,1.9899682772030278,2.9661783359435994,3.919947488548772,4.8439417511824026,5.73095189416152,6.573923806192768,7.365988312979828,8.100490344966039,8.771017351078429,-0.05007924419600471,-0.4001312570925388,-1.3476181634312212,-3.1849940333260847,-6.197233881240815,-10.659402137316771,-16.834273483825417,-24.970018723958823,-35.29796806984887,-48.030463902695274
0.06008403015870064,0.1199509554008307,0.17938445528690403,0.2381697754970093,0.29609450381435476,0.35294933764596376,0.4085288403071956,0.4626321833373691,0.5150638721642371,0.5656344524952307,0.9981933226183635,1.9855596372795534,2.95133714692388,3.8848941463874236,4.7757932451346,5.613854606417049,6.3892178821218515,7.092402528635267,7.714366196576734,8.246560896218622,-0.06008403015870064,-0.4798038216033228,-1.6144600975821362,-3.8107164079521487,-7.402362595358869,-12.706176155254695,-20.017913175052584,-29.608459733591623,-41.720173645303205,-56.56344524952307
0.07008278366294748,0.13982092525971743,0.20887147755055852,0.2768948746140219,0.34355660171072283,0.4085288403071956,0.4714920801702031,0.532136690603796,0.5901644431023417,0.6452899779316593,0.9975411788162194,1.98035361373621,2.9338292985094787,3.843600870876132,4.695659861566263,5.476472470390158,6.173092069498232,6.773267654599762,7.265547490582793,7.639377228419596,-0.07008278366294748,-0.5592837010388697,-1.8798432979550266,-4.43031799382435,-8.58891504276807,-14.707038251059043,-23.103111928339953,-34.05674819864294,-47.80331989128968,-64.52899779316593
0.08007450083026207,0.15963474424132812,0.2381697754970093,0.31517522401651815,0.3901565425618566,0.4626321833373691,0.532136690603796,0.598223689945328,0.66046875499188,0.718472133185813,0.9967888815174376,1.9743522972671375,2.9136706097905676,3.796133987448046,4.603742695612392,5.31930189647645,5.926609197774791,6.4106332506582016,6.757681770994958,6.955557445923564,-0.08007450083026207,-0.6385389769653125,-2.1435279794730837,-5.04280358426429,-9.753913564046416,-16.65475860014529,-26.074697839586005,-38.286316156500995,-53.49796915434228,-71.84721331858131
0.09005817848861206,0.17938445528690403,0.26725287686043997,0.35294933764596376,0.43577738357838114,0.5150638721642371,0.5901644431023417,0.66046875499188,0.7254054455693426,0.7844467751624975,0.9959365062529405,1.967558097949253,2.8908792950049587,3.742569737611366,4.500272413870022,5.142910797717822,5.650981381564395,6.006828240884407,6.1948964561650115,6.201961439231609,-0.09005817848861206,-0.7175378211476161,-2.4052758917439596,-5.64718940233542,-10.894434589459529,-18.542299397912537,-28.918057712014743,-42.27000031948032,-58.75784109111675,-78.44467751624975
