t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
560.1199999999999,541.4499999999999,527.685,518.825,514.87,515.82,521.675,532.435,548.1,568.67,594.145,624.525,659.81
139848.09072121998,116621.74316021857,94138.05117883335,72782.63214414175,52959.06286663068,35090.23627921895,19613.556637578185,6965.706697207324,-2448.955944811718,-8314.058337556706,-10490.154368051772,-9147.130549160367,-4950.098903472625
225841.8529319179,190227.21876227277,155325.63032164378,121595.48524388425,89612.38162228347,60091.24626839792,33886.946695217666,11960.200469574149,-4707.504498063006,-15267.02569527551,-19235.85706132089,-16815.394924954755,-9271.646665153068
236350.75903048637,202846.4424857458,169191.2445451486,135535.15174969402,102298.2808916536,70244.01730896506,40515.78153827108,14604.445310560819,-5794.148502023689,-19068.848598326917,-24144.142610345574,-21055.24571210582,-11529.604384030321
187547.06934092994,165999.9088988965,143228.90734446954,118897.73487668032,93032.56864304244,66166.97465794148,39458.685480656146,14714.058424900933,-5765.70995426662,-19597.361297370342,-25010.859254737137,-21723.946492956762,-11710.214198473679
115955.23190181251,108019.5109304219,98275.76097057296,86011.18368765234,70825.85485145081,52838.816799561035,32908.48263139834,12772.778694759996,-5035.279882450786,-17645.335419952204,-22734.51326942658,-19665.99527504494,-10397.798525390104
53638.24435872643,54990.69300121323,54666.331054502545,51848.88390570674,45870.961930748155,36437.25003561991,23923.12775128993,9643.75890376103,-4097.548773565041,-14404.203809575063,-18730.43468271592,-16161.486980409452,-8390.49810716875
14862.298091526616,19755.75177736909,23553.26148351103,25581.25441736956,25137.81252143242,21678.540474776164,15126.200822582367,6218.799123927301,-3304.999683611023,-10953.598225796462,-14329.009393122995,-12376.64815766234,-6352.233820663571
-2077.1225050126377,2409.3065484377794,6416.32372481135,9522.199792439822,11172.759662426346,10795.334980198644,8048.064653763324,3161.198187609874,-2794.820041014222,-7982.561297555322,-10423.296608754845,-9059.595977856838,-4653.780765296186
-5825.778419569452,-3185.6110301716926,-628.6668794982444,1653.124994900722,3325.1025269562574,3950.6591757567253,3140.218154712158,810.4573644146005,-2542.0988879620336,-5766.401344063921,-7410.485942169283,-6510.938336072218,-3396.4004820595533
-4422.367263926991,-3427.7742789202653,-2370.75263982835,-1298.4722127501743,-350.52151807828534,232.13352829545153,157.08554237567728,-776.0970744258377,-2456.1777530432146,-4291.890101795382,-5318.410199190768,-4717.203818936525,-2522.4590673900034
-2418.911623879499,-2334.732986995992,-2196.4955627105655,-1990.4524284206861,-1731.5308869045075,-1492.5992118468585,-1424.2787294766267,-1716.4914410650645,-2453.8218825829185,-3408.7614026938277,-3980.4607717373406,-3516.3507154082367,-1922.6674424107673
-1351.6339985580762,-1559.3922452218944,-1768.1889898247314,-1956.1929191555741,-2085.1465250160973,-2128.51772485577,-2123.4843428493277,-2197.9994616372096,-2488.221111727327,-2938.0501346985748,-3173.232811062437,-2719.0157759270332,-1499.3460273437945
-1215.0966920354078,-1385.830548017555,-1596.9187718217277,-1840.3663111976423,-2075.8550767716524,-2247.9770184167614,-2337.4003292015727,-2405.2874542622376,-2544.7793241083755,-2723.899820795558,-2692.9519555551083,-2169.2906086735716,-1187.5416892577382
-1578.4064525755716,-1602.1516802795286,-1672.9818029536555,-1800.8279204013913,-1972.796670753553,-2156.987134895125,-2327.6973843786254,-2485.6447647675554,-2622.62997541459,-2645.0512110712953,-2383.254121958006,-1761.3880561653477,-952.3813450705204
-2077.630923304106,-1946.9818286960153,-1846.7230044802297,-1804.0575395986407,-1848.7173905663544,-2001.1898513157635,-2252.9437254528266,-2538.1789736382507,-2714.938619895155,-2607.5263005115976,-2136.607947450743,-1434.5474894402682,-778.9376840063233
-2505.720139732347,-2238.2943669644487,-1979.276379199906,-1775.5470744830031,-1706.6684597380467,-1850.2314977444682,-2204.022624190041,-2611.624168402762,-2793.6517838350055,-2534.350693961683,-1887.0062406559605,-1161.7237367543662,-662.9659360588884
-2751.3408816643723,-2361.8034957810555,-1972.3537311021305,-1656.8064776597964,-1543.843790342884,-1746.1225790449323,-2223.6760422953257,-2700.9042154462077,-2801.3093938347915,-2361.2586880864715,-1603.3522972217968,-939.0894465781086,-604.6642342570694
-2725.431992971546,-2232.8082457576666,-1762.5444275168677,-1423.4667069810198,-1377.338371601555,-1718.6438119140116,-2305.320341048484,-2741.2985743377303,-2653.6567228843173,-2042.2377715543316,-1286.185218820449,-777.7111014323161,-604.7335725502691
