t1,t2,t3,t4,t5
172.625,178.48,194.14499999999998,219.62,254.905
166.84157373256733,177.5045409089538,193.33277970835252,219.31053703741435,254.9350001641644
161.0574906420028,176.52687527333717,192.51896305276014,218.9995487416641,254.96316031925676
155.273059396343,175.54702836979845,191.70357299822572,218.6870434259731,254.9894792572336
149.48858863705232,174.565025640111,190.88663258906695,218.37302944914882,255.0139557996039
143.70438694760398,173.58089268990005,190.0681649475191,218.05751521510277,255.03658879748485
137.92076282207324,172.59465528734393,189.24819327232797,217.74050917236502,255.05737713165468
132.13802463374697,171.60633936185178,188.42674083733377,217.4220198135952,255.07631971260378
126.35648060375462,170.6159710027162,187.60383099004596,217.10205567508925,255.09341548058353
120.57643876972654,169.6235764577416,186.77948715020904,216.78062533628173,255.1086634056531
114.79820695448252,168.62918213184827,185.95373280835958,216.45773741924407,255.12206248772347
109.02209273475785,167.6328145856522,185.12659152437473,216.13340058817892,255.1336117566001
103.24840340996965,166.63450053402093,184.29808692601205,215.80762354891027,255.14331027202263
97.47744597102954,165.63426684460518,183.4682427074408,215.48041504836942,255.15115712370303
91.70952706920735,164.63214053634698,182.63708262776564,215.1517838740774,255.1571514313609
85.94495298505034,163.6281487779633,181.80463050954174,214.82173885362326,255.1612923447574
80.18402959736315,162.62231888640684,180.970910237282,214.4902888541383,255.1635790437261
74.42706235225289,161.61467832530283,180.13594575595673,214.15744278176712,255.16401073820202
68.67435623224499,160.60525470336245,179.29976106948578,213.82320958113414,255.1625866682487
62.92621572547329,159.59407577277332,178.46238023922294,213.4875982348071,255.1593061040828
57.18294479495055,158.58116942756635,177.6238273824334,213.15061776275644,255.1541683460964
51.444846847922975,157.56656370196015,176.78412667076367,212.81227722181154,255.14717272487752
45.71222470531461,156.55028676868247,175.94330232870516,212.47258570511283,255.13831860122775
39.9853805712649,155.5323669372687,175.10137863205028,212.13155234156108,255.12760536617856
34.2646160027657,154.51283265233832,174.25837990634238,211.7891862952628,255.11503244100467
28.55023187940131,153.49171249184894,173.4143305253191,211.4454967649724,255.10059927723572
22.84252837319621,152.46903516532797,172.5692549093495,211.10049298353115,255.08430535666534
17.141804918576426,151.44482951208275,171.72317752386454,210.75418421730274,255.06615019135836
11.448360182446791,150.41912449938832,170.87612287778276,210.40657976560553,255.04613332365597
5.762492034391052,149.39194922065448,170.02811552192875,210.0576889601422,255.02425432617778
0.08449751699806285,148.36333289357054,169.17918004744715,209.70752116442543,255.00051280182333
-5.585327183681031,147.33330485822972,168.3293410842104,209.35608577320147,254.97490838376956
-11.246686767540595,146.30189457523204,167.47862329922197,209.00339221187002,254.94744073546764
-16.899286849687748,145.26913162376684,166.62705139501395,208.64944993590166,254.91810955063679
-22.542833989566255,144.23504569967412,165.77465010803968,208.29426843025217,254.88691455325636
-28.17703571992996,143.19966661348684,164.92144420706202,207.93785720877432,254.85385549755523
-33.801600575665475,142.16302428845165,164.06745849153702,207.58022581362653,254.81893216799983
-39.41623812245536,141.1251487585309,163.21271778999267,207.22138381467923,254.78214437927934
-45.020658985280804,140.08607016638442,162.35724695840412,206.86134080891844,254.74349197628916
-50.614574876757494,139.04581876133216,161.5010708785648,206.50010641984704,254.7029748341119
-56.19769862530146,138.00442489729784,160.64421445645283,206.1376902968829,254.6605928579969
-61.76974420312117,136.96191903073344,159.78670262059507,205.7741021147555,254.61634598333663
-67.33042675402939,135.9183317185255,158.92856032042693,205.40935157289954,254.570234175642
-72.87946262107398,134.87369361588233,158.06981252464865,205.0434483948465,254.52225743051494
-78.41656937398051,133.8280354742041,157.21048421957937,204.67640232761374,254.47241577361896
-83.94146583640511,132.78138813893435,156.35060040750744,204.30822314109204,254.42070926064812
-89.45387211299075,131.73378254739447,155.49018610503842,203.9389206274302,254.36713797729294
-94.95350961622708,130.68524972660055,154.62926634144043,203.56850460041818,254.31170203920556
-100.44010109310507,129.63582079106334,153.76786615698694,203.19698489486805,254.25440159196148
-105.91337065156607,128.58552694057198,152.90601060129808,202.8243713659932,254.1952368110203
-111.37304378674062,127.5343994579603,152.043724731679,202.45067388878536,254.13420790168394
-116.81884740697245,126.48246970685855,151.18103361145705,202.07590235739042,254.07131509905273
-122.25050985962429,125.4297691294274,150.31796230831742,201.70006668448178,254.00655866797985
-127.66776095666248,124.37632924407842,149.4545358926369,201.32317680063275,253.9399389030237
-133.07033200001587,123.32218164317806,148.59077943581693,200.9452426536871,253.87145612839777
-138.45795580670483,122.26735799073705,147.72671800861508,200.56627420812777,253.80111069791914
-143.83036673374014,121.21189002008526,146.8623766794764,200.1862814444448,253.72890299495486
-149.1873007027827,120.15580953153321,145.9977805128635,199.80527435850146,253.65483343236602
-154.52849522456586,119.09914839001726,145.13295456758632,199.4232629608989,253.57890245245017
-159.85368942307406,118.0419385227344,144.26792389513173,199.04025727634013,253.50111052688206
-165.16262405947498,116.98421191676132,143.40271353799324,198.65626734299224,253.42145815665165
-170.45504155580267,115.9260006166612,142.5373485280002,198.27130321184794,253.33994587200104
-175.73068601838696,114.86733672207859,141.67185388464833,197.8853749460858,253.25657423235901
-180.98930326102771,113.80825238532161,140.8062546134297,197.49849262042954,253.17134382627387
-186.2306408279086,112.74877980893137,139.94057570416402,197.11066632050674,253.08425527134415
-191.45444801625086,111.68895124324158,139.07484212933076,196.72190614220614,252.99530921414805
-196.66047589869876,110.62879898392511,138.20907884240205,196.33222219103467,252.90450633017022
-201.84847734543865,109.56835536953125,137.34331077617753,195.94162458147375,252.81184732372736
-207.0182070460465,108.50765277901128,136.47756284111972,195.5501234363344,252.71733292789162
-212.16942153106046,107.44672362923455,135.6118599236917,195.1577288861127,252.6209639044124
-217.30187919327756,106.38560037249447,134.7462268846968,194.76445106834396,252.52274104363616
-222.41534030876983,105.32431549400502,133.8806885576197,194.37030012695686,252.4226651644248
-227.50956705761936,104.26290150938884,133.01526974697015,193.97528621162724,252.32073711407162
-232.58432354436493,103.20139096215566,132.14999522662944,193.57941947713152,252.2169577682165
-237.63937581816592,102.13981642117263,131.28488973819873,193.18271008269969,252.11132803075816
-242.674491892672,101.0782104781274,130.4199779893505,192.7851681913687,252.00384883376594
-247.6894417656018,100.01660574498337,129.55528465218387,192.3868039693353,251.89452113738872
-252.68399743802678,98.95503485142626,128.69083436158144,191.987627585309,251.78334592976316
-257.65793293335696,97.89353044230633,127.8266517135711,191.5876492098654,251.6703242269195
-262.61102431602717,96.83212517507229,126.96276126369048,191.1868790147988,251.55545707268604
-267.5430497098813,95.77085171719953,126.09918752535535,190.78532717247612,251.4387455385921
-272.4537893162536,94.70974274361365,125.23595496823248,190.38300385519045,251.320190723769
-277.3430254317422,93.64883093410671,124.3730880166155,189.97991923451497,251.19979375484996
-282.21054246567456,92.58814897075099,123.51061104780676,189.57608348065722,251.07755578586756
-287.0561269572643,91.52772953530582,122.64854839050203,189.17150676181438,250.95347799815067
-291.87956759245446,90.46760530662273,121.78692432318097,188.76619924352806,250.82756160021904
-296.680655220446,89.407808958044,120.92576307250215,188.36017108804114,250.6998078276767
-301.4591828699144,88.34837315480047,120.06508881170299,187.953432453654,250.5702179431037
-306.2149457649021,87.2893305514053,119.20492565900533,187.5459934940819,250.43879323594652
-310.94774134039983,86.23071378904451,118.34529767602632,187.13786435781364,250.30553502240667
-315.6573692576002,85.17255549296638,117.4862288661945,186.72905518747038,250.17044464532827
-320.34363141883296,84.11488826986893,116.62774317317246,186.31957611916627,250.03352347408392
-325.006331982175,83.05774470528519,115.76986447928478,185.90943728186897,249.89477290445902
-329.64527737573593,82.00115736096849,114.91261660395256,185.49864879676244,249.75419435853487
-334.26027631161656,80.94515877227649,114.05602330213408,185.0872207766101,249.61178928457045
