t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16
795.5599999999998,762.1749999999998,733.6949999999998,710.1199999999999,691.4499999999999,677.685,668.825,664.87,665.82,671.675,682.435,698.1,718.67,744.145,774.525,809.81
714645.8790857572,620692.2433938731,528488.1167484992,438974.56499977317,353170.8133633917,272191.7515285115,197255.52003950212,129675.51384570649,70829.2242094099,22094.38637850383,-15258.777615587045,-40231.385633322076,-52327.59060016095,-51863.52318535602,-40357.55406493329,-20996.914812252984
913853.5082771312,808934.9177336873,703780.8994549506,598586.9160598405,493925.2792240864,390860.3417389766,291040.41551084217,196743.58621971338,110845.69919605485,36672.0815857365,-22306.30223085823,-62961.806443402726,-83188.11608527838,-82725.73654209326,-64027.53261507442,-32977.36260083565
619285.3900831643,571229.4082081942,519759.9161491692,463522.2150537282,401642.5364681701,333962.69393156335,261299.58850859856,185684.09123621104,110500.08514420295,40414.00489284078,-19026.53721484372,-62218.00682005178,-84752.51993628744,-84935.49474492352,-65193.9983903717,-32799.40859394963
226260.33146179104,231007.2478666368,232050.07513025808,227537.00390965142,215740.60596787385,195289.65437818033,165528.86637548803,126971.88986265988,81745.55947329653,33844.35415034717,-11044.532025087674,-46368.71403507739,-66262.13404165735,-67577.5093668486,-51742.140276066646,-25458.652199320455
12027.088395922463,30155.53057772724,46751.72093456313,60748.49843583303,70813.59343765903,75433.67165776323,73162.31277865659,63053.5836153677,45235.72689225046,21469.364936395457,-4587.900607898666,-27747.81856996819,-42515.65402362329,-45044.599399199134,-35154.489183230304,-17299.891324814856
-26835.213773529926,-18911.152443013845,-10790.40977929555,-2594.634426304509,5293.037826255542,12167.002896072288,17009.856205248794,18637.44680897194,16032.073328243589,8856.67771556627,-1983.9803249774125,-14031.594216572035,-23601.88630249905,-27003.51979645286,-22420.392091682996,-11535.668576202073
-3851.20642479274,-5817.219249039941,-7429.260765450691,-8457.59854507208,-8651.156864128852,-7813.06438326819,-5943.885026060152,-3424.418326592427,-1135.2723357670682,-335.86454985430044,-2143.8675444916,-6677.730431478598,-12339.386929803564,-16029.338624273303,-14788.293505830672,-8211.525404471377
12308.739113541804,7978.521810274456,3422.7885520323616,-1254.5963010507808,-5692.223472527866,-9254.246367032805,-11165.050223348217,-10860.924594737744,-8490.476518799675,-5260.71255139387,-3164.725332656822,-3851.580421804348,-7147.88404481944,-10532.016330097716,-10651.575541356477,-6240.204683721232
12472.875849757214,9695.099667804083,6280.151238620257,2123.3600346122143,-2559.371395338373,-7116.058082736584,-10505.858315380245,-11662.677728417359,-10172.317685191467,-6904.757094812276,-3936.841838499075,-3342.158637477731,-5434.195194204638,-8070.754626869656,-8219.17953337182,-4799.842866886193
6979.20711255613,5826.764178068883,3984.7506458003286,1258.5815429804709,-2264.446314075271,-6057.7510314339115,-9145.491751924266,-10432.04300198576,-9391.492212647121,-6724.004514353508,-4259.164938421603,-3739.4931888942783,-5250.680943980825,-6898.891323682893,-6463.499252055575,-3582.799258077514
2594.4245210362837,2044.40395146203,930.242749596207,-916.2596112939677,-3425.7685325175335,-6150.917044841583,-8275.102407576343,-8944.187124320453,-7884.999513764396,-5864.531198026618,-4362.757431890903,-4402.123898865351,-5522.137503609677,-6114.354985731384,-4993.773546235166,-2557.3957318151333
409.6657116569881,-221.83774059295507,-1273.190386600248,-2830.947858547778,-4758.184341309524,-6608.796646917382,-7720.735247630497,-7593.784138181332,-6383.490236154293,-5012.084693683602,-4520.782825499151,-5081.4643127472855,-5737.761532170354,-5340.964134303316,-3719.2008308607383,-1757.7492731547552
-592.8110796608171,-1502.446997597107,-2708.868206857673,-4203.0646715405,-5751.318449077032,-6887.429192717187,-7120.899462400561,-6352.839961504218,-5165.87847653418,-4515.659579896583,-4863.635471820779,-5612.496585640904,-5638.468632237259,-4450.761405821809,-2649.2411728547377,-1207.7422389695018
-1425.4969351924906,-2511.7518615697254,-3769.115383169341,-5100.916826005934,-6206.938706970009,-6665.268805240933,-6231.069406290097,-5198.556414098393,-4386.79163650416,-4485.096863317053,-5281.66072697307,-5745.193313042473,-5057.432314392052,-3438.9950348229104,-1829.4213801721628,-915.5261135512526
-2579.9653029702695,-3534.7989200961747,-4513.874504565765,-5373.264073273746,-5847.940946915886,-5699.888544044917,-4996.142389909257,-4257.430326577416,-4133.679388045441,-4730.1088671615225,-5346.203638361233,-5119.704110694783,-3914.8317377552576,-2403.277458276091,-1329.5278126207195,-879.0383489261333
-3911.0193316478926,-4221.605663835516,-4433.859604999413,-4464.851872055116,-4260.287041994198,-3896.041760202154,-3629.1094397007882,-3741.918264202947,-4212.280608535998,-4582.550224229617,-4332.140935704605,-3416.7869607438647,-2318.1514957395975,-1550.9535416135197,-1227.151334240843,-1079.4948172341064
-4390.891208882844,-3441.7880593509803,-2453.530300397585,-1600.0735935714797,-1207.1358943269336,-1566.267111031645,-2582.4849700552495,-3593.475367758605,-3766.148107789538,-2865.1807017374113,-1534.8197835106466,-684.0955879290352,-675.9577484299921,-1169.0850594562899,-1563.8591149718022,-1459.9040130127082
-1980.7269869387405,527.5093669747406,2580.178880150375,3541.1084970883517,2782.1609883745364,421.6498163217967,-2132.670297401981,-2899.127924899234,-1168.7187253685731,1567.4327583146305,3033.7471573815274,2317.3963669558752,310.0332405618574,-1517.4750178731506,-2275.3344991979557,-1894.5732565299138
5616.3908415385,8925.532206239992,10677.067722935853,9805.838961939138,6037.966812684186,1095.8076415935195,-1590.2675819833503,283.5382036793674,5104.64833741071,8563.705900724344,7913.27403285598,4087.0423690754583,-114.0682521659142,-2654.9722998258526,-3119.152089218705,-2165.4222065013264
18797.399977350928,20537.684231523745,19268.54068529399,14092.430324394532,6376.429196571267,486.26036112461315,1005.85903451349,7680.31195625276,14488.468500545163,15457.512315361555,10229.658334805803,2971.674015386183,-2315.7101767238773,-4276.528312188557,-3647.1155386647715,-1973.42359154744
33533.42307255654,30294.626158825267,23165.5729042481,12611.811370803052,2842.4224040227796,290.5776559464955,7431.140730790951,18165.0291994803,22732.87260853274,17480.487899587013,7078.643601602117,-1785.2044205286672,-5883.003390988624,-5682.922132705396,-3278.7927494635383,-1016.0376846104527
41376.693568613126,30813.99754009349,17279.39766503125,3762.4043694262527,-2934.7729665452725,2554.659313307409,16361.134203507037,26162.671236633527,23209.040389974205,10570.261255362344,-2342.757825048436,-9241.775029067,-9600.407869153285,-5972.152822441814,-1502.4583983588445,866.4327108842105
