t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
878.9449999999999,806.3199999999999,743.505,690.5,647.3050000000001,613.9200000000001,590.345,576.58,572.625,578.48,594.145,619.62,654.905
171546.5468912632,141858.67178242822,113253.89345714833,86289.64472052528,61544.27652994656,39614.92652094221,21102.853381172878,6577.3693744662405,-3493.9225297431403,-8864.405758551238,-9696.144087683646,-6836.751882363421,-2205.7717019434026
286292.76183754764,238749.05036776565,192450.80959984483,148152.69190679633,106758.45525045588,69338.93056274192,37110.27380590004,11348.989410195629,-6784.684403682333,-16543.74172963211,-18031.899216962644,-12779.434239752825,-4414.593898720309
318451.0141622306,269663.3972588454,221185.01971445567,173490.32257404926,127425.9837213491,84287.74536552366,45822.85658414338,14105.059179365211,-8777.36871275411,-21265.58740758305,-23101.732734831425,-16228.169066036166,-5576.715244936086
279157.9287661727,242054.51665177583,203823.37095794824,164355.47663628464,124107.97520236904,84277.0615070826,46880.82276318677,14648.984492458581,-9398.465763595948,-22762.62205703906,-24618.078640364904,-17030.320784662636,-5686.222219581166
202864.80467253987,182165.08610605332,159219.85333168178,133340.64647452283,104449.57446772819,73358.59035906396,41984.06949137017,13331.738561443843,-8951.38409895672,-21596.885464430612,-23210.68167246294,-15745.60270928431,-5042.185737469816
124531.93661687167,117764.7681346693,108402.24419591136,95412.99614888009,78251.76483810348,57215.48604885119,33798.41563857468,10828.78726669136,-7908.032729229671,-18777.004318960753,-20003.47598119759,-13277.189734598967,-4051.936111751928
64774.98391599605,66296.99880374318,65562.86255973724,61491.552269670734,53272.82350937076,40742.79769142978,24835.009321993282,7866.584542633813,-6703.44934282691,-15333.680270488447,-16141.793811386267,-10485.669585793472,-3053.2125471641816
28201.97874584544,32829.161203566626,35862.417278154695,36380.531900783746,33528.84154548607,26857.112815039847,16792.01654832734,5017.080811200942,-5625.000998325713,-12039.762626331885,-12477.56919348162,-7957.118878589138,-2233.339543438315
9834.939802817502,14448.541385371715,18111.767975542607,20144.881174554885,19802.942413595938,16541.477916371285,10442.220786135058,2612.0023368046077,-4803.684286265188,-9324.839015721143,-9471.920055021823,-5959.356341089023,-1641.8619265063833
2260.6406252579845,5686.248091454104,8620.188423725529,10608.999271956658,11080.631875727848,9531.273711427295,5866.381645827822,760.4630379247119,-4262.509182391082,-7328.92061519086,-7256.492735169965,-4520.6752540747675,-1247.521222625448
-333.77397831639536,1863.2694842629269,3833.668452017844,5292.185378704427,5832.329746413457,5046.589106247905,2778.3368004929466,-580.3221211928967,-3973.125016900549,-6009.4701964207725,-5757.965104945748,-3543.372001224101,-993.2428676484986
-1236.6511593331797,95.6454632465787,1336.2550926536433,2307.9210151860752,2726.7942691658827,2274.6488410677507,781.1677315679735,-1528.3823791940667,-3894.412720659032,-5239.521482123894,-4813.9363721126265,-2894.6375467636185,-828.4105425370631
-1843.1792352165548,-1002.689399257366,-181.23871103237238,507.04886051317095,849.8997589876208,577.8616081241707,-491.2529358059973,-2220.0946040612857,-3989.0339298131007,-4871.792342630441,-4249.833643593125,-2457.268824803313,-719.4850067271776
-2549.2262630516893,-1942.6619408418069,-1301.3059495621592,-704.7067327193248,-339.3169423037617,-475.49147835542465,-1324.3586973435838,-2777.8030779227597,-4224.5579286723005,-4769.697216741573,-3916.874235464514,-2147.5419473613892,-648.4834444225421
-3364.9865875109604,-2841.302107613441,-2229.621698166423,-1593.4009499113329,-1130.681211487403,-1156.476071155492,-1923.0570711337905,-3294.9884911685995,-4566.901541810515,-4816.607320869991,-3703.938301345827,-1914.7827950386854,-607.6998066247685
-4205.41865519025,-3678.3861803396567,-3009.506494969392,-2261.2695079281298,-1673.3201387827144,-1634.1684206247094,-2428.336181064061,-3829.2341032819836,-4971.573323287203,-4915.295491683148,-3536.8512341390824,-1734.260886155072,-594.9432304186762
-4980.700576488106,-4397.206312751434,-3625.2055754222224,-2741.981751941019,-2050.982844499197,-2020.851859297524,-2930.5024231569046,-4395.9237544155485,-5376.792854508432,-4986.459516210223,-3374.182180657366,-1599.5327070014448,-610.3672891858072
-5602.38504955683,-4932.200882562284,-4045.833852232323,-3051.4818715894853,-2325.9883072383677,-2395.697543451921,-3470.3833284376565,-4961.071369205888,-5702.937519570302,-4971.647576030325,-3203.6662240502114,-1516.0816985830165,-654.4819968859316
-5973.387312754247,-5218.103857020788,-4249.168734733051,-3216.7034945314144,-2558.834045375035,-2805.6746197386774,-4028.6069102761367,-5438.45794027974,-5863.550447541047,-4842.266101074494,-3039.4804862048336,-1495.8688001695307,-726.6296306295417
-5994.95926449689,-5208.2360945924875,-4244.613893647981,-3291.454480731567,-2805.451554265736,-3246.408719408579,-4512.461010218366,-5702.300101490105,-5791.640709970079,-4612.220469402979,-2918.2520746446985,-1551.7639629647745,-823.400715916691
-5604.2978310172575,-4910.049298024392,-4096.8408741897065,-3356.3299000069405,-3091.8227241216814,-3634.1349663757605,-4759.940817750313,-5627.6557203119755,-5478.785109135145,-4347.455638862219,-2890.9732465906936,-1691.1468688638051,-936.8170787638016
-4840.038607942959,-4428.662895949797,-3937.2275433745735,-3494.176647952102,-3373.1978563295456,-3793.665580257509,-4585.091399533061,-5161.062960612209,-5013.858660221679,-4163.069078991008,-3009.0689055329426,-1908.8067802651276,-1052.5198560140718
-3911.1982095922476,-3992.3615090241865,-3943.4643076647503,-3740.322156145928,-3502.8083717774243,-3497.055135427174,-3876.4614408799794,-4401.951703508012,-4598.298414274425,-4200.472191067735,-3305.533627186927,-2180.3397755803917,-1148.6463558982994
-3223.1926569827892,-3926.2328996915417,-4276.638192914036,-4028.354040137244,-3250.9630562090874,-2575.6631279192898,-2725.3628552129926,-3650.7006867942546,-4514.901482737343,-4584.731266834442,-3775.4589959729915,-2458.2116199489924,-1196.4458301638583
-3311.4105211981473,-4555.08914952104,-4992.7646904251815,-4175.094589150253,-2407.0677757615454,-1083.0221661244952,-1516.3331914688722,-3372.8614980356247,-5044.234509746792,-5373.527812314742,-4362.7986361027715,-2673.069847399518,-1163.7041910640519
-4667.873462782289,-6058.40001951322,-5978.286618670641,-3946.9100733529694,-948.6960606695101,575.8279742315109,-895.1670099484829,-4059.6529436034707,-6352.685072730572,-6517.989389850614,-4960.133267915117,-2742.23930336152,-1021.40280997834
-7514.96478025474,-8347.071013171053,-6966.59461297461,-3205.1951591688244,808.1205406563781,1660.5384827890944,-1574.9701843127864,-6026.338675576554,-8401.37294529527,-7855.164421360345,-5424.703174245174,-2585.359584698928,-752.6338240058909
-11639.839229168518,-11044.204911719156,-7653.135998955408,-2059.6993973084795,2197.0840212518747,1314.03038601674,-4039.8303592842,-9243.984634991157,-10924.898844890427,-9140.038424080929,-5608.045733188831,-2144.2046371846272,-361.0780528370002
-16398.304124472157,-13603.972067198958,-7856.881844526779,-920.9606438825488,2392.6943308926107,-1086.2078174412527,-8293.296650946273,-13300.064886564445,-13497.467429475459,-10107.190184415625,-5390.822689608791,-1401.0502220551639,124.67509372755512
-20911.38761977613,-15517.871231552856,-7630.56872247936,-386.5057971644594,739.8241037776633,-5623.559034215028,-13797.607506005774,-17518.26299022038,-15658.988197926421,-10538.641128416306,-4711.789037561333,-389.0843621244513,653.9836112337474
-24363.997442484426,-16499.440237786035,-7246.99421513745,-1002.6593886867482,-2950.429456233647,-11759.460803271935,-19645.296775847757,-21179.233170167176,-17044.668087788734,-10312.973956618589,-3581.8457875302283,809.7324327840394,1164.5634745187858
-26257.40538920194,-16554.700262500257,-7070.2757474253485,-3032.1853881553434,-8303.565522935949,-18518.62756804748,-24870.432252272534,-23734.4256211601,-17466.058506741578,-9421.359749645984,-2079.7815472802417,2079.715226266598,1597.3881759369729
-26506.715735573456,-15921.737137521239,-7393.675121764973,-6353.958761675175,-14525.765719102666,-24832.167193103254,-28740.43716585434,-24924.284273841706,-16922.55606908576,-7951.50413405033,-332.79524051428416,3295.0830193991114,1910.7237079342
-25373.13812063644,-14936.85854338887,-8334.085282150336,-10531.433164521886,-20691.845395391574,-29859.144156763778,-30908.00239641427,-24776.466356864097,-15556.845670975896,-6052.011482308384,1510.765954999719,4344.930637249232,2088.2670621132997
