num_links,gib_time
2,0.4694417000282556
3,0.6574011000338942
4,0.8589036001358181
5,1.0885540000163019
6,1.3230919998604804
7,1.4731750001665205
8,1.6726972998585552
9,1.907163399970159
10,2.051656600087881
11,2.2721259999088943
12,2.4532905998639762
13,2.7053419000003487
14,2.866417699959129
15,3.1203801999799907
16,3.287231700029224
17,3.4518727001268417
18,3.6788558999542147
19,3.906110299983993
20,4.049741300055757
