num_links,lie_time
2,0.994025600142777
3,1.4845543000847101
4,2.1966384002007544
5,2.528037399984896
6,2.98781910026446
7,3.4156431001611054
8,4.295078799594194
9,4.505629299674183
10,5.0702437995933
11,5.4833542997948825
12,5.871826800052077
13,6.3040275000967085
14,6.705018300097436
15,7.136077899951488
16,7.689525400288403
17,8.118468800093979
18,8.62615180015564
19,9.10538010019809
20,10.086340299807489
