t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14
1011.3799999999999,928.9449999999999,856.3199999999999,793.505,740.5,697.3050000000001,663.9200000000001,640.345,626.58,622.625,628.48,644.145,669.62,704.905
-336028.3998062033,-284074.0592767961,-233628.02249389992,-185486.594814705,-140486.16547439428,-99506.39359158624,-63459.783880801995,-33258.33831628575,-9744.437310780566,6430.539539894381,14999.546401649637,16366.813227677118,12009.692592024488,5012.673906349848
-529945.546821814,-453318.45992842584,-377927.7312043372,-304620.7718443587,-234499.10389162903,-168969.73485133034,-109752.40306594575,-58814.423872871026,-18197.844330909156,10298.679062459607,25613.563636901566,28099.079021454458,20344.998262550685,8045.320434934357
-531568.1543247403,-464581.27670014504,-396819.8159287817,-328358.66824976867,-259822.84394630947,-192548.9775431084,-128681.63399673169,-71136.55241426545,-23344.48684819989,11308.517198935328,30386.667937621114,33598.23544502035,24056.744523455647,9186.084124017609
-398551.4256277857,-360878.307551028,-320314.6849727451,-275915.0124549532,-227400.88255293653,-175459.14376602264,-122009.52125196399,-70318.41038592385,-24784.702290001966,9780.13030679399,29460.222973720465,32978.64541046328,23360.889996809172,8640.2399839731
-231365.57866645593,-222119.64961675726,-209211.57269719825,-191076.47037599495,-166631.56399027858,-135663.25151344924,-99280.80880304213,-60272.15821468718,-23090.69844739961,6833.86925340004,24627.525680557454,28117.52716454081,19770.547042669015,7121.998889355278
-102769.38067748203,-109443.2952905974,-113148.61316355644,-112331.57281504196,-105567.1237994981,-91932.40967261707,-71555.82076183989,-46182.40923376886,-19430.94620972837,3676.2251403653518,18184.49198934507,21442.73936825262,15103.328539784796,5373.11042778828
-33255.13333377271,-43477.1569891318,-52038.18220198575,-57820.81636435836,-59546.03647765401,-56040.71157114969,-46736.593657569574,-32295.756959084658,-15063.377914427263,1101.8306342162887,11972.046340859602,14912.249642426585,10711.732887154625,3854.833771611782
-8281.997467000323,-15572.583188247032,-22271.097732650556,-27778.252871553337,-31234.637140720606,-31652.108745376794,-28250.904570279406,-20969.599626356812,-10947.701185006374,-612.3169824632863,6987.74421426427,9592.62518823187,7233.499307936089,2711.3222801773436
-5113.673433804497,-8357.442171689878,-11513.924117908567,-14356.25177699061,-16468.173945035778,-17272.566418421306,-16176.885566031082,-12854.953892994283,-7598.9546856921515,-1548.3827957738854,3482.3894540951374,5756.47260989809,4742.727774788576,1892.6155578777666
-7939.595613543022,-8503.751209378686,-9036.530811646313,-9485.461032155677,-9751.86373693045,-9677.914252766514,-9040.251609688425,-7582.265662129761,-5146.667349065877,-1934.3653473459192,1259.822369540843,3202.793040979418,3031.7833602042706,1290.32560085787
-9993.606171932528,-9501.335336340988,-8834.825475850786,-7970.645298086643,-6970.21625083373,-5979.405223158876,-5138.414042384893,-4410.427763162159,-3486.3736102226985,-2001.2959291850011,-45.956922005544016,1557.3120113081031,1833.9965207982716,814.3070461253751
-10021.7624318962,-9496.133327877556,-8638.079339674534,-7381.19717240868,-5824.329455555085,-4275.0871446598085,-3139.156091641524,-2617.717694490926,-2425.743022140491,-1930.8546466799914,-804.1663580611039,455.2842385715938,933.8000966093459,412.4076091146477
-8759.410362016506,-8628.39335581171,-8065.15604002581,-6938.103956241485,-5309.344958363591,-3535.1161620074895,-2180.6667963476334,-1653.3804619904483,-1783.0187238689468,-1861.4213715951582,-1321.6419918496827,-384.94720831349713,192.87967529685986,62.19578111833414
-7123.746882745214,-7483.770842033914,-7369.4420271549825,-6580.7333631525835,-5104.066843995624,-3277.323148420117,-1762.143678982193,-1153.7231915567834,-1440.5333342871913,-1916.854402669232,-1835.380134196027,-1152.1494812401043,-462.34171268342504,-242.62201588951953
-5715.7563350635555,-6550.442861908662,-6892.617988409641,-6467.822658275745,-5166.996965183683,-3291.750666171032,-1605.3015227477945,-915.2526352888781,-1373.613028380885,-2235.0882146706513,-2524.315592790035,-1955.8782300945263,-1061.4807662608719,-501.9508515351399
-4887.504761247366,-6172.38069914965,-6925.899432307978,-6780.685846184527,-5527.139487326046,-3470.3028422425546,-1561.2884663702487,-878.7622900632728,-1670.535296243456,-2982.44011989429,-3515.829184721476,-2841.27632058099,-1607.065820142417,-714.5510787681048
-4927.2164355457,-6639.537814626814,-7711.703216957184,-7655.067517423722,-6183.825035545859,-3725.4978788278668,-1583.34320843635,-1143.0713436144215,-2542.11401354399,-4340.8448223821,-4875.864551574769,-3798.2140676222357,-2086.2667919960713,-880.7460527432186
-6187.56685960873,-8248.570250017174,-9440.867954943098,-9134.59689254327,-7057.469840237975,-3982.619036397246,-1764.0196702089725,-1995.0745403269466,-4298.325230355993,-6456.09049766683,-6583.403211993459,-4767.612403735201,-2480.1102029291196,-1004.3054142962901
-9096.864578624003,-11268.152162144288,-12187.417788554221,-11110.753402086832,-7983.067095841188,-4244.419702215242,-2412.862037594649,-3907.594746367646,-7256.309126126927,-9345.872924934578,-8502.090007305529,-5651.939285005426,-2772.666346200319,-1094.2326692358668
-14018.555013082741,-15788.388265341195,-15782.786868331257,-13274.54518687848,-8773.415598809192,-4715.927849476875,-4106.070574730541,-7429.308497405828,-11558.719084475772,-12792.912622392098,-10371.877696110365,-6336.156574881908,-2960.884939156635,-1166.2731015058368
-20956.43152185089,-21487.90146644692,-19693.367866519555,-15147.288410942203,-9370.56467014722,-5919.374869220683,-7591.6861628176675,-12909.327559573594,-16939.361059067458,-16281.792127030614,-11844.550119888321,-6720.239176024589,-3063.521973460817,-1243.2373736184843
-29197.00658237371,-27438.782817023133,-23020.092461150438,-16250.803958426462,-10031.336631247828,-8653.887771831141,-13448.14259539237,-20101.462530189,-22557.62052990597,-19051.356150568983,-12571.744884264604,-6756.443799942144,-3125.762070311463,-1352.8074100676754
-37112.95482559523,-32140.6126270362,-24728.5992442679,-16387.236292360703,-11388.185132117198,-13655.436206273149,-21541.351899638743,-27855.385602608003,-27066.94354651796,-20297.095984710162,-12324.439378631738,-6477.588779222219,-3215.5795834725086,-1521.698527545335
-42400.69983738518,-33927.02727223997,-24089.401709253172,-15857.564640325,-14204.175664172317,-20988.761623525228,-30571.834507489784,-34192.98151740722,-29004.342486057136,-19470.14022494371,-11094.637177727302,-6001.542825960187,-3409.4815878524123,-1766.3282182899723
-42850.061955172794,-31665.786552086618,-21106.572318754945,-15389.63063389635,-18818.008725215746,-29507.510033018214,-38141.26484119538,-36927.71681176389,-27385.315609143883,-16533.516053353032,-9125.529161185528,-5504.598493024113,-3769.2831857305587,-2082.466141526612
-37363.77757723699,-25392.62883294708,-16618.395868781292,-15705.619869874921,-24593.743317399232,-36880.90225898423,-41555.18053005203,-34616.8043676012,-22195.85831678972,-12027.427362871504,-6846.089186344896,-5170.062780198905,-4316.762180018449,-2438.6525651940815
-26636.94394182026,-16442.199517047706,-11922.94249743217,-16974.123210869675,-29854.861839822457,-40421.24139656001,-39049.57804444856,-27309.804300999123,-14473.770205817935,-6891.41947344696,-4735.0920282505085,-5131.038958579611,-5016.6072775367375,-2778.5119028117233
-13006.707916939482,-6920.31876923321,-8134.352285452194,-18571.028722489627,-32523.78449685178,-38344.3258524563,-30707.082248723633,-16603.39385729116,-5909.455758964768,-2132.0576519051992,-3175.9011706892134,-5430.220664602086,-5776.961450597981,-3033.9711010686065
495.7731940332937,1183.3153770794283,-5697.813432951961,-19379.648490009946,-31138.832850538834,-30673.76382708226,-18456.86951151139,-4956.231249239887,1802.7828391277246,1493.9290093318998,-2363.120911275563,-6011.772787850286,-6470.243607632025,-3145.671687576675
11328.22156892563,6708.357271997148,-4356.561810893786,-18430.370678358555,-25583.025146294734,-19204.9718434211,-5179.863687480547,5301.639718666653,7507.687294678066,3643.48558197675,-2288.6640322455023,-6745.543310463561,-6967.710948254213,-3082.0420017539423
18200.418583213042,9511.2693447563,-3503.314557198357,-15421.96087504403,-17073.201371917963,-6618.12086759165,6478.951185619203,12706.993741303537,10796.802378893295,4367.309790817229,-2793.523900429579,-7470.574450303978,-7174.648754832165,-2848.3272566189653
21137.13601375899,10172.084703098531,-2603.322310589276,-10807.659839623475,-7510.303112488855,4636.905904460188,14923.423665805505,16862.958090691736,11887.988385898947,3970.8771315827357,-3647.867023505814,-8039.791099634537,-7053.05997230178,-2481.996183314285
21024.96312927103,9525.442081707684,-1423.2723865115195,-5486.168369825431,1326.765842613045,13068.726109971554,19768.212446524423,18186.973561107403,11341.822733729186,2851.0126772233593,-4623.441827421915,-8351.519126285959,-6625.008344383214,-2037.964619265985
19029.810668852402,8299.646688866256,-15.61904032388864,-372.1215811118272,8304.891656003465,18273.41507797283,21509.622569853673,17484.975972738743,9789.03642718571,1374.3213831972778,-5538.946266600934,-8361.862899912792,-5958.36611509453,-1571.3522197383136
16175.298979294996,6967.910041158359,1428.297136121667,3902.796566197365,13041.598896545278,20636.352241694338,21040.00728037988,15590.248655577598,7760.31763933181,-182.46053623683673,-6276.485538936904,-8079.799886494262,-5143.015194338637,-1124.868348546546
13164.989467399295,5763.121325613681,2721.61317902161,7073.293598463219,15715.15158160649,20906.90954541094,19259.450187216054,13164.20113256885,5624.308713066301,-1642.3080547314926,-6777.195766951291,-7551.294046247117,-4267.159368135527,-723.9212059309419
10386.340876308006,4759.416776128664,3754.3965658835573,9164.623486057682,16782.301535869472,19860.331891042744,16872.394085375334,10642.171956393644,3596.796570457267,-2910.226709004922,-7026.1227157925405,-6839.699385579675,-3400.858105427893,-378.3643380444951
