t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1467.5449999999998,1355.6799999999998,1253.6249999999998,1161.3799999999999,1078.945,1006.3199999999999,943.505,890.5,847.3050000000001,813.9200000000001,790.345,776.58,772.625,778.48,794.145,819.62,854.905
-1626669.6475723998,-1425093.4874344296,-1226961.1237265787,-1034146.9597471531,-848693.5912169846,-672850.0599152667,-509089.0933295343,-360091.171019918,-228679.19654678664,-117683.42637096172,-29712.766114677604,33193.481129478125,70058.60621517884,81626.42058166393,71193.31734485118,45604.925162303676,16379.881361835307
-1998823.230965667,-1788140.1612461202,-1576301.9530854442,-1363371.8255500605,-1150177.3512887359,-938552.0469406387,-731535.4961260426,-533485.8358103811,-350039.31508259353,-187836.46883594283,-53930.63221236381,45188.08944415917,104970.7010416682,124515.55327637987,108395.50658400805,68233.6772262631,23492.85702613432
-1272753.4892173202,-1191493.8487968014,-1102965.054104185,-1004149.1772300327,-892882.8404689006,-768308.6177746757,-631395.6732738817,-485447.47676719126,-336446.5706002886,-193021.5049177655,-65788.38571070837,34138.65171126907,97511.86421389329,119925.7375524211,104717.80122053677,64690.383043815964,21361.140795772666
-441929.7839373848,-460821.6013456391,-472948.6980050288,-474814.56643612526,-463004.06358061667,-434568.83958157775,-387666.9345520825,-322410.4347901922,-241754.44646281013,-152110.8995738354,-63246.43645710342,12977.784119732594,65229.60724227271,86357.38368444648,76978.35554638207,47268.33890836679,15211.459552066244
-56856.8970279693,-89678.01715352327,-120221.60648565131,-146798.22488525682,-167193.82791564174,-178763.7081951174,-178793.77110081364,-165180.16490257098,-137379.1528680272,-97405.94936782362,-50454.67867687699,-4583.895058938353,30969.056407715096,48781.61263553936,46656.98705971186,29781.3272513865,9857.804693627217
-10355.090884413557,-20175.738895465503,-30270.66801544351,-40508.12781032079,-50421.56930958349,-59115.613262169594,-65242.04844279874,-67121.89038815764,-63096.736959241,-52148.78667119834,-34700.88668629805,-13294.152089008006,7377.285165841194,21617.413673347735,25181.2531876414,18192.465509646427,6639.009028335357
-46864.677928796074,-42060.05933173102,-37198.44067477094,-32430.20201233168,-28092.877619217074,-24692.61553817118,-22752.028083031415,-22482.117709182432,-23348.329132794024,-23798.358106095446,-21577.2876842493,-14914.335087161904,-4219.377245791112,6981.83685029968,13407.161100053145,11826.117911219822,4791.32987712062
-57371.20555062511,-52063.963077169705,-45636.934130896356,-37851.68300262372,-28940.875441644665,-19798.531771768918,-11974.984974001598,-7249.210034692564,-6694.811670663901,-9584.067256085962,-13001.388410302468,-13079.61477109308,-7734.658460104865,1008.9753737286519,7764.9175692988,8168.0507468971455,3443.7849617436013
-43857.35847560468,-42570.1847311588,-39729.96714869155,-34760.331410333674,-27526.249368295958,-18683.832438815647,-9887.829340274282,-3489.7850239561108,-1473.5034125662248,-3944.4632794302743,-8295.113736407262,-10336.058907111228,-7340.19975316265,-687.6900583945658,4873.712278089835,5524.978670823523,2253.6634493709767
-27443.320465136585,-28798.274239350627,-28786.701503881493,-26760.55961490798,-22360.58196403047,-15909.343589641252,-8735.17438161906,-3012.8014005776404,-787.8629766052054,-2472.303228592157,-5982.686611688227,-7803.096691842168,-5737.704456509385,-990.5334974577263,2842.8446992421905,3255.673748825622,1196.861435171138
-16645.872695140206,-18584.48791399742,-19562.037898639242,-19041.733621567902,-16644.032092537393,-12490.0168855214,-7514.236913831187,-3371.4889462181723,-1644.3730963895139,-2644.414528069523,-4838.200197611968,-5821.9173348954655,-4333.1699305438,-1367.5293984624152,892.8933290654685,1231.3037350132026,313.1144917080471
-10957.957837691389,-12448.11767657381,-13382.15733619821,-13405.533235094934,-12232.180853582384,-9881.602162397878,-6898.536489040098,-4291.025416849077,-3013.1086556127716,-3249.0808689812834,-4170.249078271654,-4573.035334855689,-3880.8051940229425,-2497.7858254776206,-1230.451346029178,-540.3099684825088,-380.06582969342935
-7813.604525108896,-8718.424468579266,-9462.658654055482,-9883.303893405224,-9781.399605482558,-9017.203930634572,-7641.3959742843645,-5972.3847099508885,-4522.613753580786,-3765.3816083604784,-3856.617939352515,-4483.212268506081,-4978.0147945536955,-4715.564072664865,-3566.5109580241015,-2030.960514289183,-885.5494301107789
-5266.118175906896,-6059.878265516969,-7149.889580542658,-8520.149239790455,-9897.774387132615,-10710.429640097373,-10295.688261816345,-8435.427553460175,-5881.121036036379,-4176.187282624118,-4502.64407984153,-6468.625876775683,-8244.398710920212,-8137.895425458171,-6016.231030092956,-3200.3882399146864,-1215.5493485689394
-2502.8894847113006,-4300.754628838795,-6924.550933972768,-10333.023140890453,-13786.647330755097,-15817.555141440529,-14969.864436021287,-11242.714977632537,-6940.917440556003,-5340.791312288285,-7724.286670701027,-11888.739758363976,-14124.012131848362,-12559.9624483095,-8337.066094860817,-4003.9009986915903,-1395.0867608420222
-426.5548491242129,-5094.68334834654,-10976.953592829459,-17573.512450929516,-23037.61491321622,-24653.05993629304,-20860.02645039431,-13690.582331092099,-8511.017291921626,-9677.555862350271,-16054.746859830488,-21892.853604130654,-22341.929013686273,-17293.777670674015,-10176.631447523923,-4434.350422339165,-1478.165868287033
-2750.4391612895975,-12477.057440460243,-23067.294190445606,-32818.43015143219,-38202.94932925506,-35805.13638628612,-26192.274783639776,-15982.70001165081,-13600.959808853666,-21119.02173366267,-31625.544654030204,-36050.44130154892,-31321.380203477795,-21183.813361164022,-11206.962521216923,-4591.174523383452,-1566.8549718500449
-16137.899563235342,-31817.680973573075,-46397.72650933215,-56244.74694805209,-56525.21754089334,-45572.125618544604,-29663.27562258148,-21089.935180927932,-27392.22652963951,-42759.795470850106,-53415.05928413911,-51004.10370331474,-38184.66354462882,-22980.39046298691,-11339.329709587699,-4739.757044737461,-1815.6531937934878
-46708.89743521837,-65447.56943071798,-79066.59718560333,-82175.89133848454,-71009.53435843496,-49874.58749221113,-33107.78785003181,-34775.75969249707,-53527.46753937138,-72185.8726122355,-74908.39770561374,-60742.731892723044,-39838.113204727095,-22001.55912333966,-10904.02191245235,-5301.32625098031,-2396.696359779207
-92473.06215844002,-106410.79688662878,-110250.47689399424,-98854.02140039759,-73710.90293416164,-48346.12220775711,-41978.621969210246,-60678.64836567309,-87504.25620139265,-98447.67653427241,-85552.071622379,-59481.96585610474,-34791.960731132465,-18685.386749730125,-10633.545095952863,-6719.268633745828,-3412.119504979492
-137667.12063259634,-136933.0509302824,-123104.34081038173,-94850.25270623472,-62286.18255357459,-46033.00785064254,-60051.566545535235,-92640.82979663035,-114045.89225674768,-106246.92185672988,-77044.42388245538,-45658.44485876282,-24411.17606432442,-14556.24857537885,-11366.819948416194,-9212.195874446932,-4782.825311023935
-158190.76448341075,-137556.2672805874,-105882.39437896814,-68552.39759799094,-43157.32558774622,-48496.78086586696,-81881.24347402198,-113659.39349900502,-115235.12844699222,-86743.77126138184,-49963.76162377695,-23635.720635040234,-12417.952202894105,-11499.127058533597,-13586.775896816496,-12534.857437942937,-6197.040594142037
-138156.46846530493,-102046.6920129478,-62415.864246187855,-31000.049585621582,-26278.4242162346,-54486.97804942406,-93155.23103732453,-107175.76596587137,-84793.87331053226,-45471.89322673639,-14264.955336163259,-1272.4430094657405,-2874.5582622037537,-10788.040980516718,-17072.468523201078,-15935.208181979224,-7201.744398766374
-83117.84016993882,-43719.75159098704,-10595.128257528422,2180.833302663395,-16550.51559146425,-55767.18715035212,-82004.33538058889,-71356.01311409027,-34211.86956916085,1073.9255435793016,17219.81752239819,14662.898068426017,1831.7679246402408,-12517.215594578813,-20917.80024343197,-18413.400176365794,-7422.035641852033
-16225.985079283866,13996.345847244434,30383.535443856894,21684.25647150648,-11487.642316368148,-45382.021439530865,-49827.9472661695,-21046.820829256136,15936.584874692677,36831.68213875609,36275.75513287363,21527.92578195889,1665.0410106045724,-15738.920137139838,-23928.84523429891,-19173.317487022425,-6766.91819172674
38475.6019014875,53238.26715079869,51446.8893033071,27917.596982492712,-6346.197909991454,-24526.519613462082,-9832.060578355842,24098.0387634339,50072.897871847104,54759.93585003203,41939.27236957265,20642.318958516917,-1773.4320387111316,-19082.36190826328,-25155.275839669288,-17989.70799323793,-5466.085779404657
69371.30766601405,69531.99472722292,54858.178119889206,26442.102373935595,692.075136565832,-797.3674160104867,23717.843814406584,52272.67233987984,64318.93879443729,57017.173882532865,38100.554055142784,15178.676908348201,-6451.3605181805,-21391.431806122597,-24250.78806421223,-15263.504254836957,-3918.212454258089
78270.2628373512,68583.70749845952,48108.09558439367,22398.193926678778,8240.90447549116,18420.91600131917,43877.5600599247,62722.97862528831,63547.5478256723,49949.09585658551,29712.854436198108,8161.8656865599905,-10772.44213227782,-22068.9561479759,-21510.267317394286,-11765.277747220882,-2479.833332353707
73441.47939655154,58926.941982401295,37992.54191160821,18430.709627169,14344.418488381967,30129.382130540307,51502.551100607176,61111.477705452286,55061.49548750646,39455.75481198281,20453.957281907307,1556.8011536464885,-13864.638080992643,-21093.463204710595,-17639.42026890943,-8265.28072384639,-1339.2335382336119
62896.70103636503,47033.54619566623,28404.232899252453,15372.213788017554,18285.319618380567,35309.85621977255,51097.34389769692,53856.01075123964,44451.521553864164,29125.250520529105,12237.744964007372,-3735.01533017285,-15478.276984039212,-18837.70361640839,-13426.802542558355,-5268.740781023216,-517.4470126382303
51598.367112076055,36225.65120367395,20819.62887546537,13369.839570513775,20538.416957819467,36476.37205897156,47031.05342271826,45298.27415597197,34638.773466026796,20441.1734789596,5689.047899119388,-7515.694196936926,-15751.954232613753,-15830.46097911851,-9479.099471422749,-2949.7199895722947,57.72350031296389
41686.113617864394,27589.3096715941,15443.191042448885,12412.694476452323,21934.43879651828,35807.23034437483,42035.35251944424,37495.935013254755,26599.550953659043,13651.60625727616,762.2578295291047,-9934.846390847513,-14991.649153269413,-12551.55346874572,-6102.69520609604,-1239.4092376492513,476.2092889029487
33665.88665518219,21124.941069192082,11990.35451667916,12398.622419840905,23056.53879874207,34549.15368401711,37334.331938219395,31051.00929534735,20333.623181522773,8488.433227424754,-2830.8567409946363,-11248.032226980267,-13503.190422650774,-9305.773726914123,-3331.079571473126,32.79729336046688,803.8643026310519
27366.882197665796,16454.177600102583,10025.140902592244,13095.19487134925,24093.193574116853,33183.082531114145,33262.47721235345,25898.590951023954,15499.180767036727,4562.336873174748,-5393.1335644833225,-11669.60488468653,-11483.81196487333,-6197.552752409094,-1043.68656996471,1025.7344395048663,1072.7598505555686
22422.563543583696,13112.125155688535,9063.259878472969,14145.664509282065,24938.689124120196,31757.43803317221,29755.17934546316,21753.566330916867,11707.630840809183,1534.9963142526592,-7126.946755093974,-11288.163999361755,-8991.34061345994,-3205.280284429717,895.7193272789173,1830.8873179396996,1288.3085406684781
18442.16321009327,10638.208753016766,8611.467005829452,15124.888589529883,25339.052721785276,30129.279454135583,26605.374641093895,18299.609902920663,8635.37204141813,-806.1654597381571,-8076.24336669605,-10055.651409801943,-6016.837395672251,-317.1748863076858,2542.215917011205,2468.052978302124,1440.9834874632973
15071.133051263647,8624.343585681918,8224.381716006048,15628.363998977833,25018.63915809597,28105.756763568214,23583.77672984476,15267.947671747952,6073.001295541502,-2514.180280694422,-8136.209041930946,-7888.43102696748,-2644.56258682069,2349.676512019861,3847.066799590482,2911.354491983136,1517.375568282714
12045.952400628146,6782.527528470772,7595.178387908241,15384.390856273925,23796.758584337986,25548.1250292447,20519.057991952104,12488.704716711663,3949.070859456005,-3505.386795400809,-7173.335073062152,-4871.175772190047,800.5180038878066,4531.253081183748,4704.919793640954,3125.4330339485664,1509.4549677756372
9252.486466543274,5013.914866534852,6643.848281438241,14357.056069442646,21689.638105066304,22460.89781222336,17363.53322051046,9920.068187876963,2305.241802718663,-3675.104911598951,-5242.552908323282,-1438.2235736359578,3759.8708589637877,5925.2393490563845,5033.9802493874095,3097.133989891966,1421.3914992772807
6741.138808128944,3418.8764746946144,5534.047098057669,12775.949746988246,18949.615501498367,19031.12175963809,14212.825269559266,7623.199274166718,1199.7908596998366,-3079.7361123232645,-2764.2886583505915,1656.8162380904125,5656.139571053433,6357.546287698738,4840.279607206732,2853.5170184232693,1272.1271059111464
4660.479794812016,2207.905587416973,4573.3460106078155,11043.755543935216,15993.755331714183,15575.618288781567,11249.349255712508,5675.585126790961,578.9348496548083,-2059.1820075488085,-472.65900900437924,3646.5526116204046,6187.074990981249,5888.779931868152,4233.299202358986,2462.1295381550644,1091.6897566014115
3134.5900585345244,1549.122182305191,4034.7699620864,9552.237681911574,13241.66776343933,12411.779385503336,8634.878203978062,4075.1056895932006,215.30769536531085,-1163.9778867701268,903.7453372083079,4140.45399598139,5478.491026789707,4791.097444571818,3392.814990687066,2014.9155080394876,911.5641317722593
2165.0057107108696,1450.1975426331028,4009.2941443281507,8515.206423511865,10957.818691815339,9732.531721167123,6426.072795512007,2710.3662157791728,-217.31131240317325,-897.8923349694292,1015.9645801209925,3301.75898428968,3990.289552098608,3426.5932601908426,2512.5721871758287,1602.5106512412572,753.2831955554174
1622.1243990940632,1750.3437278710571,4379.86670805849,7918.143109930483,9193.241067657496,7564.237128384859,4569.34514100093,1420.9627139286356,-977.6764665492727,-1459.400935084163,39.4155405536835,1694.6655602240207,2272.7016098841596,2116.672640898795,1750.4622823972416,1289.0552681184258,621.4550671338609
1317.5236897423842,2210.398249896116,4911.950701549765,7592.099787893765,7841.421521981522,5816.8650768647285,2963.8347348085213,95.21074244418747,-2123.5472849504586,-2669.9335657827323,-1491.2533715701754,-40.05077083069244,753.424523937867,1069.4107973138468,1201.464414392332,1096.9923286291048,505.14039713625243
1094.0986811846417,2625.023938098403,5379.824767932717,7337.449628938202,6745.811301409442,4371.721781962583,1534.6079402623666,-1268.7886174656876,-3498.8527613379124,-4112.29302937142,-2990.5331192956605,-1442.1341916877561,-344.68099135833756,372.773546508701,893.4571141845457,1006.582756530784,386.17718850269114
877.6460288808247,2889.4538628731066,5650.895362236813,7017.183561248993,5786.022781728515,3146.4449144186096,268.27731257086873,-2571.2540769055945,-4829.712627749391,-5352.952576468397,-4057.559349181219,-2312.280751675083,-974.8921909181731,24.06547147885135,797.6118096134093,968.5226521813702,249.03110918531712
674.5980972345245,3001.80166820761,5701.385957268478,6586.4986147741465,4909.824524419982,2113.003532830974,-797.4992657107969,-3668.61620065586,-5853.847181760421,-6108.024076067381,-4546.246171538159,-2657.0411966443753,-1195.9025657779162,-35.15082687573533,845.0368922253031,923.318795389044,86.99867762717935
533.7983665497339,3020.9815597323663,5580.809471301506,6070.416099040005,4119.1115034864615,1279.2830194511846,-1610.009141486106,-4439.508385955951,-6412.0258733781675,-6292.983788237414,-4507.53352584139,-2589.897904782428,-1110.5120810930373,106.29920758126843,944.8607285485277,819.8864747188665,-96.95616763413466
500.4233192176256,3012.763665767639,5358.688896639864,5519.728507606857,3435.765454717605,658.1771892603315,-2136.6307200933993,-4826.11750644788,-6472.943091181771,-5978.973199416449,-4088.5262631367973,-2252.5334725269413,-831.3811841988502,343.49946146000286,1002.0584854328033,627.9748763400084,-293.1124895215778
