t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
560.1199999999999,541.4499999999999,527.685,518.825,514.87,515.82,521.675,532.435,548.1,568.67,594.145,624.525,659.81
139668.42226695662,116470.85937743296,94015.29389468156,72686.94292064685,52888.90472600026,35043.50319526647,19587.486531321938,6956.822072540759,-2444.8451225103236,-8301.74333488091,-10474.751239815298,-9133.57624774087,-4942.362956071973
225695.96016986453,190096.31962885367,155211.24497336464,121499.53034404133,89536.7468909045,60037.26486566128,33854.81490223793,11948.442377159432,-4702.385299211459,-15250.52760439227,-19214.91176646195,-16797.132974195607,-9261.563630665642
236460.08509081946,202918.39894508268,169230.79709315105,135549.2746263145,102295.31140049189,70232.71755976533,40504.13902615129,14598.362757744964,-5791.96829583177,-19059.381435615986,-24131.431145833452,-21044.48959802604,-11524.356987235265
187946.68367834695,166314.79972779728,143464.58253494932,119062.55106667247,93137.56946242163,66225.29157670312,39484.348081345095,14720.264318939027,-5768.4861285292245,-19602.69787397699,-25016.32497146495,-21729.254341819622,-11714.359035105686
116488.11650401972,108461.69109292656,98628.87079689419,86278.74511974928,71014.17738336064,52957.569527186,32970.515891724055,12792.948220313718,-5042.101621312315,-17666.30886965973,-22759.872753647247,-19688.46816997134,-10411.215695165589
54101.51247700671,55397.0012162284,55011.86089079116,52129.49029725414,46083.87494698416,36582.87461714439,24006.39956845466,9674.4760843891,-4105.711232791381,-14435.692563290995,-18769.989922874876,-16195.777565961782,-8409.503909308181
15143.746512413934,20025.100598888817,23803.56785422412,25803.239120275535,25321.441438265312,21815.23296616334,15211.3236102639,6253.754000401619,-3311.9243240649653,-10988.173097650068,-14373.779789773815,-12414.868520786918,-6372.262868290115
-1970.778373265045,2533.5593188878784,6552.122157110199,9660.08369946483,11300.838337881778,10900.890188830672,8120.199657928385,3194.077704666395,-2799.2653757450316,-8013.954232233384,-10465.249683785927,-9095.083024504409,-4671.5515817830765
-5823.965876497494,-3157.8723272075717,-578.549521470674,1719.4790531365556,3398.5835679627335,4019.6839368514748,3192.6556903467153,836.9971962669925,-2544.1823572172543,-5791.148461859625,-7444.815137350046,-6540.068010927898,-3410.6018580231917
-4454.800743823568,-3440.701112730802,-2364.919903544089,-1276.1210765047879,-316.3494178493785,270.5324452994108,190.09419222863843,-757.4899963289647,-2456.6824943671795,-4309.197214945516,-5343.692595077562,-4739.257291724555,-2533.270113960664
-2445.7132159468606,-2352.288033966883,-2204.0407439847645,-1987.7040394332744,-1719.642845556003,-1474.992411829063,-1406.6245131983262,-1705.2322623361713,-2453.4858625142856,-3419.516837993541,-3997.625804435254,-3532.405202340393,-1930.9095818295066
-1361.5072088483462,-1567.7528882744386,-1774.0746328992002,-1958.5167266358064,-2083.2555910968535,-2122.889807485233,-2116.1604802558422,-2192.2628319504815,-2487.394865117223,-2943.8436077773767,-3184.3322387716985,-2730.791335382942,-1505.8387993566655
-1211.5382668101247,-1384.5586562571866,-1597.479038350108,-1841.9610533285245,-2077.3844445833383,-2248.329674295368,-2336.0243786138853,-2402.860896252648,-2543.471594610915,-2726.440894413281,-2700.2646850632955,-2178.3945891272806,-1192.8175291865828
-1568.3926337376856,-1595.4893486653327,-1669.8267754386732,-1800.9673208401427,-1975.2491736452578,-2159.8969637109594,-2328.987240817897,-2484.5033067421614,-2620.793532886139,-2645.98938499084,-2388.813799901671,-1768.9784679568577,-956.6591461843968
-2066.6399536403555,-1939.2816614407682,-1842.8203753843804,-1804.063075262302,-1851.6787376145207,-2004.830647744753,-2254.586987389633,-2536.8533407665077,-2712.853422202599,-2608.4980239340075,-2142.013683972139,-1441.2593841493192,-782.2057215608762
