t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-182621.84100004987,-152063.59511370864,-122556.89964258282,-94654.12045370323,-68930.02626130705,-45980.79961103368,-26411.02607140157,-10799.871934364239,365.81553028702945,6807.357285916611,8638.116519506331,6636.4944162994525,2628.9290730148246
-304555.89287300734,-256034.6601561067,-208661.7270453327,-163156.6959552029,-120394.23215334206,-81426.28140875566,-47466.149706525706,-19810.799100145785,327.7091308688038,12111.762204680828,15511.312761692972,11881.863090974402,4648.890695314286
-336001.74132199486,-287314.6804099588,-238734.7485783564,-190646.86330707435,-143815.08890320652,-99469.29187611885,-59322.67502787979,-25466.33279789081,-78.2293675722874,15104.81413716614,19557.535058072197,14891.480226495303,5708.580889651512
-290090.11493220774,-254736.4756964459,-217984.93618596182,-179585.35998451,-139845.76628503346,-99820.67496552035,-61423.499613262546,-27358.972411454102,-749.8985993959076,15637.762850422765,20549.115557471316,15527.127536425329,5797.066290260033
-205609.2228605003,-187954.6108129017,-167820.90028466968,-144362.6988099988,-117301.93341539199,-87223.01137499882,-55831.309790390995,-26011.88881729252,-1472.7585041167008,14200.218213668877,19035.64315322179,14273.606637843504,5175.3660193317855
-121326.25044440146,-117953.2141048678,-111892.12922084876,-101988.8683150968,-87487.86575106187,-68394.3913181624,-45878.41654438776,-22513.219936906018,-2041.1011830769996,11603.883338393747,15981.04928006895,11920.519873972295,4205.6235020103795
-59440.14033247639,-63762.811735170646,-65916.36076613747,-64768.82186270356,-59338.97613936426,-49157.73254615451,-34755.37813844018,-18060.501513049778,-2344.002793737913,8647.32192329765,12364.168719810015,9229.664221350193,3195.3322248271006
-24020.39552330923,-30334.77636792766,-35280.08530672267,-37965.31082322028,-37442.258721082566,-33003.51552148251,-24660.23388295665,-13617.655098565347,-2380.5506656638813,5905.048309655851,8914.132772543551,6732.2133506408445,2323.646224385633
-8550.555464268467,-13712.277053100273,-18195.59970693832,-21414.17128974338,-22622.024259143633,-21117.265202304698,-16630.245190096637,-9770.297842002194,-2222.061414056651,3672.875477891163,6027.930839285729,4685.081712000309,1648.0647039667074
