t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
2012.0,1870.705,1739.22,1617.545,1505.68,1403.625,1311.3799999999999,1228.945,1156.32,1093.505,1040.5,997.305,963.92,940.345,926.5799999999999,922.625,928.48,944.145,969.62,1004.905
-7399228.042306233,369778.6089785195,-80265.0911045062,-450464.86403192114,-735793.4520098496,-935525.0515604549,-1052679.9369747445,-1093482.8658505387,-1066865.293711275,-984013.2753642863,-857937.375768032,-703019.2168709199,-534472.7343598399,-367648.3981929309,-217107.63003022913,-95404.99169430872,-11540.289838723724,30915.72692891142,35958.05060532617,17403.304779663307
-4029611.5249693803,11081.289214723998,-103813.06327140315,-271183.0323845887,-461959.87486833363,-648184.5024509804,-806063.3718601171,-917732.9141101614,-972040.9436116236,-964691.4529539144,-898022.9279715605,-780550.630793454,-626246.992281304,-453403.0308896279,-282845.9993200766,-135319.738069404,-27992.300703333618,29651.205489466265,39872.40486010376,19618.707609074685
-490920.18770318973,11530.688051844221,80771.61408358267,88173.52633625972,36967.60190064387,-58149.68264581233,-176504.57331264534,-296366.1438834175,-398481.96780123515,-468198.4277681722,-496548.9656888547,-480750.4721724632,-424356.71593497304,-337017.0796587709,-233520.38529351522,-131703.07507859453,-48982.30804713899,2213.6599981785153,19087.110929823295,11423.926491462793
-198457.74676708304,22879.51886056267,88355.00434136647,133140.86705650127,143461.04808650466,117707.76910511694,63601.92477949764,-6414.542191292503,-79268.44058429854,-143806.93703031229,-191845.78075524291,-218298.4527473318,-221053.03829603907,-201032.00384394274,-162471.50298529872,-113025.49956541174,-63005.39242787123,-23132.991273511,-809.0334171035589,3961.8279631756213
-287383.17727563926,-40545.6989622767,2062.5054143585558,43963.074310647724,69343.80093121566,72084.20911806604,54971.74916281715,25538.10257907885,-8260.13161369444,-40667.768009152765,-68666.39313428212,-90953.10756877143,-106348.60442006149,-112750.36741983304,-107526.7297464626,-89507.4649088588,-61501.7537570511,-31184.859855223716,-8380.623647099264,982.8298900938532
-149796.71456451665,-48425.83407093657,-21352.80758690973,8567.85677436845,27393.756657076283,29962.539169352956,19385.744185653148,2685.4446936282056,-13735.232341127083,-26747.965744061712,-36795.72958171315,-46228.461077492095,-56624.854803532915,-66553.57073585012,-71408.50173339232,-66125.80027924763,-49537.94044895068,-27008.978933900235,-8108.771615077791,305.7163527171217
-57514.1447725868,-29301.718504779827,-6328.985094495132,15736.861636277537,25215.04434440187,20035.599111592648,5452.290414983197,-10939.331600305508,-23321.57654436476,-29674.221413988857,-31742.607393873728,-33325.227203082235,-37504.51067733298,-44091.02096519152,-49074.56012448683,-47169.987669253416,-36239.63556149795,-20041.545991823878,-6156.456136688043,34.225292396229065
-35538.216405670966,-11933.611483011837,12144.29545464294,28103.256162651993,28717.539186899325,16529.04452041765,-1216.6304024335573,-17424.687066876817,-27758.938421253068,-31357.107114199138,-30373.211114187437,-28580.169954962275,-29163.308011649962,-32520.05059889964,-35642.560802114574,-34187.457993959775,-26207.04942273022,-14414.760198502756,-4436.6315062854865,-110.99954598498081
-29763.556782261632,5486.542645862396,26037.01754227542,31995.80583361358,23525.099001630704,7185.355763904054,-9865.816627574606,-22726.50594102667,-29278.30093614987,-29892.291095965353,-26955.621195044412,-23916.559536785,-23512.25382163434,-25842.21486019174,-27954.91167344899,-26032.762602391707,-18858.379697081753,-9344.71198568068,-2235.374678122607,94.05992783677837
