t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
643.505,590.5,547.3050000000001,513.9200000000001,490.345,476.58000000000004,472.625,478.48,494.145,519.62,554.905
42672.201005748015,33816.43139382412,25429.29998525781,17745.991057210114,11005.908463447968,5447.24327163565,1291.054784302422,-1293.3809792100396,-2253.589863151959,-1764.4380039686582,-402.47166982932276
76649.54379227095,60996.35190032293,46059.28864670826,32234.822008933876,19961.586313450513,9712.980483968073,1961.6394737687986,-2901.8376901182974,-4717.278838199033,-3791.809434350743,-1239.239361495722
97123.99945646015,77967.82393243526,59452.105957655855,42014.35322139641,26219.095806951325,12757.048300490933,2388.440757553359,-4200.456218273812,-6657.105299260239,-5350.613613911861,-1856.9685782272486
102637.86588471093,83476.1047663583,64586.39573241817,46323.0335974235,29284.371740933617,14332.790198980274,2524.2057719772615,-5105.5621065544765,-7936.489132999647,-6325.694729617418,-2208.963531114435
95501.16485076425,79060.56497782454,62371.380391081075,45614.83094334623,29331.959508643104,14481.663965094996,2374.4319245995903,-5604.464300895307,-8535.908470736875,-6709.932200072523,-2303.7614705618157
80291.7687691912,68018.23376276033,54995.323617595954,41195.844784755565,27033.093567887325,13471.494907375367,1988.3669746842809,-5744.696432430166,-8536.540926007257,-6586.857151243342,-2192.595916427489
61969.42818763037,54052.82063838399,45034.300829031636,34695.44907713158,23285.304639382255,11689.652972099682,1441.4558928396211,-5611.295607637907,-8083.973638532497,-6094.950453039168,-1948.0473762238225
44436.41498368444,40199.86295358639,34705.72252086753,27596.107782273706,18955.560760502904,9533.989888491813,815.5446963423904,-5301.588185017681,-7346.469343564411,-5387.894076051291,-1642.7514541375408
29929.691822732373,28323.36803375016,25477.393667329376,20957.682207952737,14712.224023350855,7333.57312555796,182.44054600666738,-4905.095650931786,-6480.156808242175,-4602.651568616711,-1334.6155799296903
19150.008962398013,19146.1724812748,18032.316545928992,15354.128185374195,10965.321487212701,5311.496920126933,-405.9713323250185,-4492.056138906237,-5607.665947691178,-3841.2709620954765,-1060.7319026254688
11778.774630481012,12585.292962263266,12457.06551659675,10958.19275753292,7890.993396957147,3584.4876601523515,-920.6231557665916,-4110.138713209021,-4810.633130491556,-3166.2444164460167,-838.5153172292418
7038.1605950537405,8149.4594975308955,8498.038532064327,7686.0558959255895,5498.525199768762,2184.9199656935098,-1352.7781955877258,-3786.690571629634,-4132.532276648448,-2605.463193536899,-670.8578802860487
4096.56754999336,5247.400745847507,5778.352785559851,5333.93225033432,3703.3496453112025,1090.3629686720114,-1708.5981985934966,-3533.4576277069896,-3587.0231303815476,-2161.7810972856114,-552.2091338221608
2275.6581016245937,3361.567159125749,3933.8771803932327,3673.916900700742,2384.741957210582,250.34894071136696,-2002.9776525695866,-3351.4768337634046,-3167.722960260938,-1823.1353395874105,-473.61587866493653
1105.6908611381507,2110.13437010256,2674.056711214385,2505.3064175095183,1421.829621468435,-394.2747385552159,-2254.0720911766225,-3234.934124228572,-2856.862842720134,-1570.8720082530058,-425.99612259992824
299.28615073850386,1242.8152106848554,1792.933622560297,1672.5187090282188,710.8171579500568,-899.756744502915,-2479.095551034384,-3173.6844346498174,-2631.793711894435,-1385.471999127402,-401.77336337442665
-301.37041035989773,609.8985527997788,1155.8545440267485,1063.836699520298,169.77577509888258,-1313.7446090317846,-2691.3566399618935,-3154.6713025377994,-2469.336762808755,-1249.864932276434,-395.36296786702235
-773.9705467861756,128.20778349723042,679.159758985411,602.182224641358,-262.9102379573615,-1673.0605919278692,-2898.2459987086236,-3162.7218517871092,-2348.4767821434116,-1150.9424925579508,-403.020531085455
-1151.9188976714606,-246.1232956705716,311.56143890056984,234.66860548649015,-632.0737866175627,-2002.9366892556639,-3099.941220006876,-3181.2496823111237,-2252.0056026630828,-1079.915795564783,-422.42068427933066
-1446.9283621638263,-536.3855193190504,20.135209252404493,-75.84928997548172,-968.7165581555622,-2316.4865685801915,-3288.8539657729925,-3193.354453241323,-2167.598125508344,-1032.0047359831087,-452.17017214977574
-1662.4496538837084,-757.2559481681734,-218.95038303684132,-356.0754580424765,-1291.2381146420853,-2614.0766251649384,-3450.174318018114,-3183.6759651639736,-2088.5725269748627,-1005.7482973204418,-491.3356163178616
-1801.9996575708494,-922.1951611558484,-425.6485498109748,-624.2601016332031,-1604.8681224059087,-2883.111069859202,-3564.1063060794017,-3141.112153114388,-2014.3362938186167,-1002.0648008555856,-538.9979162159229
-1875.0009143039729,-1047.7199553872495,-617.7694843833444,-889.2483693120481,-1900.1721037081604,-3099.4460207521743,-3610.345067088607,-3062.1237292456635,-1950.3158966702613,-1023.1016662958202,-593.8223456090006
-1901.018271056935,-1154.970851479984,-809.6081417618977,-1147.5634821268504,-2152.4066359768713,-3231.9560631045856,-3574.8488520760584,-2953.8704833597685,-1907.0685927279394,-1070.8977767400052,-653.6420511356803
-1911.816613658936,-1268.312648200394,-1008.0399337758212,-1380.3599127457658,-2324.146833234572,-3251.345969602541,-3457.970139791591,-2836.0075930635653,-1898.3283183223894,-1145.924684786174,-715.0810632727214
-1949.8317593129038,-1410.7307887029397,-1207.44616715713,-1552.9838792642727,-2373.471562248579,-3142.8644113454357,-3281.7650765420717,-2739.851930385479,-1937.9611647530082,-1245.6527451118486,-773.2807992654948
-2061.8071357204326,-1596.6594741404044,-1385.9525744268822,-1620.162691677576,-2268.4928181745777,-2920.281691874074,-3093.3650308151077,-2704.032344296171,-2036.1599123540364,-1363.3741077157833,-821.8289491426192
-2287.7050351041057,-1824.3538981998681,-1506.2093368289184,-1538.6891598059506,-2006.034924497498,-2636.169460160971,-2961.406455216073,-2766.7212997177658,-2195.584344827792,-1487.5699639310667,-853.0047166548263
-2647.264798757569,-2071.244781287488,-1523.363928087714,-1286.4766725257425,-1628.667714506095,-2382.5814846096573,-2964.180073745568,-2955.871243666912,-2408.4019486500783,-1602.0983777134188,-858.4305063116342
-3128.7690429179734,-2295.821017137939,-1400.396048179622,-882.7430941167515,-1231.9785015727764,-2278.0092493736715,-3171.1677125205542,-3280.0271845149177,-2655.161068480571,-1687.3767318610353,-830.1439515090865
-3685.2794660408154,-2447.7095239782993,-1127.093373523877,-400.843514669584,-955.0664094919388,-2441.18354361919,-3622.8616266921554,-3722.657736465299,-2906.0772713652923,-1722.5399067395542,-761.979800589188
-4241.772191005521,-2484.047515011609,-735.4657101698918,34.59768437730266,-952.6194238257533,-2958.3073215706668,-4315.558623874957,-4242.19014009386,-3124.7056038178252,-1688.3080213323224,-651.0091608805863
-4712.48219019478,-2386.57911265482,-303.70379701427845,269.81902685035004,-1354.933142500286,-3854.6300116333505,-5196.926341239981,-4778.209808414888,-3273.299679476271,-1570.0656636965603,-498.67841913373655
-5023.16002823215,-2172.3739429467205,55.76178365215647,158.8288175043245,-2228.9370364027845,-5081.142544054297,-6174.570608338923,-5262.256838727999,-3318.6644356004686,-1360.521580911742,-311.2812846882052
-5130.358849549401,-1893.0311454221114,221.99225435766868,-396.79751783230085,-3554.6563725310302,-6521.976732834183,-7135.093254186593,-5630.180421379534,-3237.1771119794766,-1061.3476508968538,-99.51871448188757
-5030.919682675028,-1622.042651459104,96.56856522438696,-1419.5598553267182,-5226.124220200381,-8020.115254833818,-7967.440736618965,-5832.702852367669,-3017.9234528196716,-683.4001779157401,122.8652996920166
-4759.047446786821,-1435.128224076783,-371.2020132568839,-2849.183150621621,-7076.0505940776975,-9412.221973645797,-8583.367592411143,-5841.741625944722,-2663.4577922197304,-245.451512825609,341.1130975159707
-4373.457683007283,-1391.0279434276772,-1173.3813926178686,-4558.523130605391,-8914.558125978801,-10561.012961297865,-8929.755784665667,-5651.642553566143,-2188.3310330470567,228.29552413702976,541.6825424347412
-3940.3944297020644,-1519.2177749634798,-2248.998420941906,-6384.81440817751,-10568.36055456592,-11376.218757314316,-8991.085908492856,-5276.060021897585,-1616.0243481908233,711.3812522093434,714.1521816508046
-3518.5715949480455,-1817.3081513582897,-3501.961894253852,-8164.529401185688,-11909.025601871881,-11820.794543865939,-8783.745121559545,-4742.20707529672,-975.1515310009347,1178.3221941403237,852.3902594020994
-3149.851911560468,-2256.805336868735,-4823.6673224078795,-9761.35971058356,-12865.158964811775,-11904.52376835536,-8345.767908447819,-4084.39451227002,-295.74373540184547,1607.3412012723152,954.8086491449956
-2856.4430301261846,-2793.4375979130136,-6113.060319797418,-11081.748919591962,-13419.784260641494,-11670.29135820179,-7725.7436830846145,-3338.355798296773,393.80384632843226,1982.2178790510607,1023.7833343318258
-2643.109992070046,-3377.9715265681334,-7289.847326444498,-12077.833982100377,-13598.139213993247,-11178.599678835943,-6973.541542432634,-2537.162510506807,1068.8395359118165,2293.115292717458,1064.5179855647254
-2502.009662533248,-3964.7021550625996,-8299.949198897455,-12741.235379044887,-13451.895028106586,-10494.297875628976,-6134.044780129427,-1708.8932815686646,1709.5896729351657,2536.4516183723813,1083.7039943560396
-2418.0044757297364,-4516.4912221724635,-9114.683052828128,-13092.239309610943,-13044.402741887394,-9677.350792646745,-5243.905338861143,-875.8013069491942,2301.4606446440216,2714.0354736321306,1088.2908020626764
-2373.1046542511526,-5006.553914922551,-9726.118758074464,-13168.221816579739,-12439.432502689673,-8777.763141836393,-4330.678053774678,-54.552414002258615,2834.726696180922,2831.7565934069157,1084.5669225823765
-2349.506409478944,-5417.892938302112,-10140.941101721837,-13013.74433895782,-11694.048541394866,-7833.839937448573,-3413.5173195050897,742.8931146510712,3303.834769105146,2898.125749631933,1077.6202671306708
-2331.281932996226,-5741.449320106427,-10374.517778526291,-12673.38768952261,-10855.148130957366,-6872.6904144978525,-2504.7214058166783,1508.0986751732657,3706.5358171446846,2922.9071413326146,1071.1402835720735
-2305.083447808616,-5973.89040212717,-10446.146066817118,-12187.422628765511,-9958.72451278705,-5911.992293257002,-1611.609560353593,2234.9182343057296,4043.0159540275204,2916.0047952911814,1067.4647535348868
-2260.2970509691236,-6115.664411858993,-10375.8378353011,-11589.869602142457,-9030.864701415401,-4962.28513182689,-738.4029010674183,2918.388396811791,4315.158289340214,2886.673589886495,1067.7598123586458
-2189.003687816983,-6169.637085684994,-10182.574558843196,-10908.283468819316,-8089.651244720463,-4029.313497878962,112.09100076591852,3553.876417235613,4526.016866001823,2843.044393134398,1072.2391263008408
-2085.9560997120097,-6140.361640372259,-9883.722052354542,-10164.594954733338,-7147.359324312057,-3116.133733413365,937.1179179628609,4136.582111584199,4679.5259369147525,2791.8956444040546,1080.3605292721895
-1948.6275938096064,-6033.853191223262,-9495.20317686156,-9376.446366915636,-6212.546830343931,-2224.8226097265856,1733.0334991545178,4661.451618986444,4780.40437777924,2738.5779373131945,1090.972597389391
-1777.2719630439167,-5857.645086417647,-9032.034445832458,-8558.598463022241,-5291.792060881505,-1357.6980646159584,2494.8421308594607,5123.49834345981,4834.1581394094865,2687.003564949388,1102.4119467517878
-1574.872171179677,-5620.882796900103,-8508.892998091062,-7724.116382719949,-4390.9423900973725,-518.008757137731,3216.240946242503,5518.439792726364,4847.051292056157,2639.6422438684476,1112.5713652848647
