t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1820.705,1689.22,1567.545,1455.68,1353.625,1261.3799999999999,1178.945,1106.32,1043.505,990.5,947.305,913.92,890.345,876.5799999999999,872.625,878.48,894.145,919.62,954.905
-5110131.601247004,244613.1598863803,-85587.81324454042,-347315.40984368895,-539736.9507299789,-665042.9340307522,-727969.6822814917,-735367.7103187192,-695821.6510216208,-619306.6643040226,-516848.04115643306,-400135.9907515004,-281037.3814578716,-170941.92697267633,-79883.89606093298,-15394.246793956416,18935.29460575982,25152.988916186696,12831.378398750094
-3562217.4262168985,34766.566295983546,-110203.15864149001,-276515.8287994015,-440548.21200464753,-582152.9383500103,-686196.405753548,-743195.7673628884,-749370.4832304004,-706368.8085959344,-620815.8543926947,-503696.9490220258,-369471.57022707147,-234739.01578977183,-116275.30062608539,-28356.115605813688,20512.899041561737,31029.26433813389,15900.208241176968
-758283.6205807733,-3561.7208469284988,24187.266241002548,-2996.9941766676584,-73350.69746989338,-168563.54105200458,-268640.4733840579,-355513.70241933654,-415257.6231348525,-439217.6728640903,-424475.2275739118,-373929.50569383806,-296013.4289262631,-203805.07594450918,-113174.57477404948,-39725.54684679056,5291.63612150786,19250.256841797982,11057.682168955858
-100843.01744846367,36815.13889764811,87749.76238716287,108396.12918465959,93713.64663179025,48960.288153821726,-14414.011182446651,-83032.23492963,-144671.79907398004,-189931.99713393487,-212903.34750549955,-211396.84552829072,-187078.86261015164,-145484.62935032247,-95538.05923068439,-48071.86224123797,-13080.235755520942,3899.1384234044676,4971.71703452002
-196547.80694411686,-790.3974600772524,40176.66838176724,70267.57658481765,79227.2604319057,66232.7137316243,37089.185904781996,85.72567620403646,-37194.185636272596,-69304.33019583207,-92899.53465530247,-106012.17036300182,-107465.88034024325,-96994.7128463328,-76119.74540468863,-49133.27670626628,-22973.43855231714,-4929.258128507738,1547.344049958575
-167536.38986623977,-29765.022183096262,36.49071227681374,25852.087212780873,37684.654174179675,34162.42903946918,19992.228977113577,1605.8579598777117,-16166.425734498558,-31323.232906732137,-44002.96036775192,-54696.4281160726,-62512.305798700545,-64729.256795532514,-58360.03311125926,-43097.093574205675,-23376.27399796681,-6943.070751812256,419.3142158439871
-82266.02858615915,-26574.098234363923,-3421.801112403092,15152.636928260916,21161.080093262433,15159.303167647182,2830.922486692742,-9623.038469299603,-18593.490523917277,-23959.760363155245,-28047.29538200039,-33322.769544746414,-39969.77432827303,-44943.69919525139,-43717.888458799425,-34098.883848502424,-19149.024278574365,-5907.757080443802,131.75294880815142
-37081.59917790104,-12621.025364399275,7892.479558497362,19766.54624117278,18486.42092879738,7600.293044879755,-6119.853519103511,-16946.507095979814,-22354.50647632259,-23282.599364280904,-22940.38119077397,-24538.41860888749,-28826.917751135166,-33074.86554299841,-32834.01172327195,-25761.786551462184,-14325.678211732493,-4335.1347570523685,16.559414986981192
-22264.397034679103,2238.2507701424975,19066.777323749742,23102.132622923193,15000.265901712612,968.5428382194564,-12412.182906424994,-20949.399883668633,-23579.12218984488,-22044.401511507196,-19763.97320762636,-19831.89857881409,-22815.18049272615,-26002.09725439936,-25366.181386364864,-19178.04227086825,-9987.297445639793,-2639.649060595005,62.15203443040798
