t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1639.2199999999998,1517.5449999999998,1405.6799999999998,1303.6249999999998,1211.3799999999999,1128.945,1056.32,993.505,940.5,897.3050000000001,863.9200000000001,840.345,826.58,822.625,828.48,844.145,869.62,904.905
-2560047.9747268995,-2264092.6376163317,-1972269.910730186,-1686868.5814861269,-1410428.0058929229,-1145800.8740689284,-896191.8768746493,-665158.6764721007,-456557.13418611477,-274408.2250514547,-122660.17272333695,-4817.067958783844,76594.09119516904,120740.75261979556,129397.71169561992,108046.78257908253,67124.70759682427,23340.457569230508
-2792973.424366169,-2533391.835591909,-2270227.0968671367,-2002484.1687607663,-1730138.2170003834,-1454473.5111217967,-1178399.1857562652,-906691.5515211632,-646086.6680972457,-405123.1617677128,-193621.92450056167,-21697.86840482095,101756.93317657731,171086.71455428796,186202.45273986057,154854.9866609087,94266.2639410436,31369.668217611354
-1402326.9287484407,-1351643.651488472,-1291018.9038540109,-1215916.3497110503,-1122489.3068183973,-1008071.7893620534,-871826.0851578835,-715485.8772596788,-544052.6102468496,-366210.23170620494,-194146.63680088735,-42455.192482289305,74104.26012181511,143926.8632180286,162450.43834819755,135540.46516116365,80866.4818750426,25761.02528424014
-290637.0391767825,-339647.9004078332,-382817.5721121088,-416737.24561131484,-437612.9927344955,-441492.26179345645,-424792.8051967776,-385158.4202633707,-322566.0615686027,-240452.56804923082,-146446.23383896623,-52157.534930889684,28470.840641495153,82404.53540999588,101807.03648968846,87972.34251057959,52892.1930270464,16695.761817432278
-4878.530833455112,-32179.681565348135,-59218.666081841984,-85366.76259553134,-109427.04445309922,-129540.09750336844,-143235.93367874442,-147722.02331743154,-140480.5441889529,-120170.00552282172,-87671.83663052335,-46913.70957360698,-4925.494442975182,29404.630376565645,48040.87001768204,47376.87602498612,31143.677498668654,10595.394123110455
-60711.89082260353,-55637.00123063115,-50836.360620195665,-46575.53907652824,-43230.67191363057,-41236.6968748019,-40926.418147724384,-42238.61642243697,-44351.961446738846,-45440.34574762897,-42881.586892717314,-34228.65936240648,-18882.443326864144,325.77166858339126,17101.848327568736,24421.54234073267,19454.471848738045,7463.830475519904
-93804.80733987589,-84961.99993872542,-74657.40757256914,-62552.49319782852,-48869.48948871484,-34628.94680628731,-21718.44960249591,-12551.7698808736,-9144.136744957515,-11758.124889950495,-17830.6079182367,-22298.685014868555,-20044.900148769655,-9622.05719916542,4491.9636902952025,14048.230016664591,13435.570396669553,5460.453538255814
-69038.39539584637,-67879.92972178836,-64510.4134468015,-58019.24703394336,-47973.58100583522,-34868.47402572234,-20525.716166464594,-8047.952817788235,-900.2096773772566,-1084.093643506556,-7243.663822120701,-14345.057990895824,-16200.42750841913,-9946.753217278687,1022.5180912902013,9174.735290843188,9320.782846609407,3698.9649061527875
-37784.20735106413,-41208.139008352824,-42814.225449098325,-41636.317871286876,-36928.2307389526,-28640.392427333263,-17964.78600229526,-7526.672700136962,-684.960130415978,213.94054793466933,-4200.073816359438,-9873.78969441532,-11653.270874279224,-7271.958151843035,454.76369887101714,5906.11535818817,5794.037567232212,2120.538484302184
-20642.804427922525,-24277.158388746666,-26740.50257807574,-27298.59873606864,-25285.54744042632,-20494.514719309802,-13661.338555454024,-6669.944767776161,-2003.3148023406943,-1344.0206047302204,-4117.638976950885,-7407.439967697277,-7930.532875489337,-4734.281938265241,-27.59838139779211,2909.0047741691,2712.188712274213,822.4129114227733
-14507.663052200813,-16598.641893416876,-17989.247904562486,-18229.518503140956,-16923.90963487752,-13998.337547982139,-9994.354646892763,-6112.621298255046,-3733.184293274725,-3518.515128191494,-4778.451743868208,-5857.224902223508,-5435.3327382374555,-3570.7157377702174,-1439.499995054631,-141.2872607751309,118.9374194605951,-170.79574563645917
-13058.419368756024,-13418.78840815937,-13418.377132789059,-12889.494992175314,-11759.046058668811,-10153.87468999707,-8431.107017258411,-7026.623058127191,-6163.989569743824,-5691.350711813553,-5288.931239874121,-4858.750812760363,-4574.845528831903,-4474.455854440991,-4189.959584756466,-3315.0222895464076,-1983.8935179902683,-880.5763337720709
-12510.891601971342,-11440.718131611477,-10441.435282999417,-9664.639586013407,-9321.486133640496,-9534.872918995115,-10092.516350694825,-10330.063697340225,-9487.714940108635,-7512.6981390646715,-5521.170084313904,-5034.426677046795,-6408.6928527095815,-8207.72079076213,-8467.966999289329,-6547.9259464834595,-3586.8918231170032,-1332.9688992189463
-10694.070056584074,-8989.590007625153,-8122.036613305307,-8589.157598227275,-10629.863278873328,-13721.516456466776,-16290.543387560647,-16349.706406752728,-13194.89486475378,-8756.34911644916,-6563.89204371252,-8521.815489935056,-12798.479802667443,-15456.178893022601,-14090.246231077232,-9568.898717966764,-4645.211928001359,-1559.172224136401
-6426.307194987697,-6189.974699249528,-7972.664756343386,-12397.668812756914,-18949.421050489316,-25271.43867465035,-27726.51444773845,-24026.18715063955,-16280.40925334739,-10602.849186283904,-11949.274930690694,-19063.805020917625,-25555.378867680953,-25998.70865734615,-20183.11238725467,-11907.219336142767,-5141.2928687077865,-1626.54263379027
