t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1820.7049999999997,1689.2199999999998,1567.5449999999998,1455.6799999999998,1353.6249999999998,1261.3799999999999,1178.945,1106.32,1043.505,990.5,947.3050000000001,913.9200000000001,890.345,876.58,872.625,878.48,894.145,919.62,954.905
-3904164.411415971,-3482751.5691939234,-3066014.968376321,-2656608.751315697,-2257548.525499325,-1872308.456259735,-1504891.236742667,-1159855.6599136349,-842281.5110654738,-557646.3815431158,-311584.5383574915,-109495.25091218231,44031.594386239216,145999.40565486072,196012.85748814928,197503.22673093868,159132.51173213377,96294.36033716724,32575.59633793897
-3690473.072634798,-3394926.0063314424,-3092275.0294251675,-2779886.558805761,-2456271.8392168754,-2121528.9206761234,-1777794.2352453666,-1429652.9621663662,-1084423.596020435,-752197.769027236,-445489.9439349259,-178346.0246444519,35208.115690859755,183410.189323076,259574.48837862813,265130.6653220956,212283.36905001316,125446.9433188017,40487.041696839624
-1356901.0653036265,-1359125.3406796444,-1349579.440302905,-1322473.0231577326,-1272339.0143168238,-1194482.4404335383,-1085673.6080552475,-945062.648119145,-775207.8372106984,-582998.3593416796,-380133.40635932767,-182737.036039132,-9708.186220359992,120397.63019528937,193735.25978378754,205946.04042492827,165848.77881283627,96172.21444165673,29746.538409698143
-108407.14374779262,-174064.4090098015,-236311.40317305783,-292717.4136032074,-340109.3178198455,-374578.530803791,-391750.92634912586,-387401.86952641525,-358447.23846253194,-304226.89187283965,-227818.7374547163,-136917.15238900253,-43670.420019136276,37065.28794762632,91203.36768004835,110034.99696871718,94462.06613801011,56744.993675156526,17936.63945472344
-41264.92512067456,-47420.41171675684,-54421.66976797782,-62559.517946494234,-71917.76258116204,-82240.22694278105,-92765.63146363517,-102067.1867847562,-107981.42518723647,-107764.77155795964,-98640.90861226135,-78833.11523094647,-48945.23555762038,-13159.673322979315,20677.33198644889,43040.041990417434,46953.10704007273,32980.072211484636,11736.262528508725
-143722.86022360114,-128702.05313946471,-112321.6020103348,-94353.43605457678,-75163.25904917429,-55917.922414152665,-38636.34598210444,-25889.00999346903,-19982.59713098756,-21682.218901556902,-28945.227246283786,-36589.27054464868,-37855.96423491463,-27974.53051445385,-8101.612826918532,13494.2624284035,25540.68641286778,22010.463301954584,8583.407681621204
-113919.53573381962,-111430.18711453577,-105957.63080879892,-96246.4902626877,-81583.42434297832,-62308.371069601264,-40339.96725791285,-19349.144341530005,-4093.1277998831247,1378.7568079363923,-3769.1609904172615,-15372.115944771287,-25127.21850455585,-24936.2171875013,-12727.78773461449,4838.246846391488,16481.886848854978,15448.14854398809,6000.552730934577
-53887.78994323331,-60443.940446223496,-64615.24927996041,-65053.08851602987,-60536.35735892195,-50495.2321308079,-35733.44024897486,-18984.33154267257,-4681.795327384451,2580.892396676764,670.0042688866331,-7882.356854234924,-16275.484170521011,-17406.60094297073,-9238.648750393859,3027.4304790706356,10892.726895543234,9914.16228673538,3634.02220303944
-24153.072283752124,-30600.21824293088,-35709.655476055275,-38538.959463099636,-38065.969708426885,-33579.3982711298,-25294.01643247151,-14899.589643485393,-5497.1331132252135,-444.2873044204433,-1329.1579242487462,-6375.675730598652,-10990.868450362093,-10830.950890731197,-5264.821799681436,1992.8937954224473,6076.213418666071,5165.268379615459,1707.9824040422768
