t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
540.5,497.305,463.92,440.345,426.58000000000004,422.625,428.48,444.145,469.62,504.905
-20746.00654679647,-16115.020913405451,-11751.516283912462,-7797.11069117343,-4395.059363349089,-1685.233384411854,210.3136835876719,1219.1909556144105,1379.3576593210119,943.6832328260407
-38959.17088355293,-30479.533078792552,-22444.787000252025,-15105.404349143248,-8732.963298229104,-3611.1653563360323,-3.717909342454959,1917.0876602523836,2201.3273063766424,1332.920159398034
-51765.853727222384,-40861.40753618173,-30415.822949840007,-20731.873729186347,-12180.447020919804,-5190.889519106632,-197.56548716272573,2483.048461124039,2869.5915150115898,1637.6667151679426
-58083.06296557645,-46406.55775552686,-35032.498903828506,-24250.363741724323,-14489.56660894059,-6315.965181688828,-357.1616868401553,2882.3003001192355,3341.356242157406,1836.585828458937
-58167.93976643012,-47219.10092335412,-36292.34861459423,-25605.014605504733,-15597.330731280288,-6945.489311990332,-472.30647547108987,3103.1700435555954,3600.9857226492995,1923.991833158304
-53326.612194750065,-44174.73080341783,-34717.85386928388,-25061.236822113307,-15608.47213748324,-7103.158294494803,-538.0113267704778,3155.377041521302,3658.4136113804316,1908.3802900832675
-45402.33902486907,-38573.7923206124,-31144.731543076254,-23092.96626780431,-14746.156226347252,-6862.535622494781,-554.9576130849574,3064.6870565669624,3543.181388568134,1808.3871401687516
-36248.86787021442,-31771.93417486225,-26486.0473496969,-20249.5111788688,-13289.216806796368,-6326.01927396837,-528.9565082735985,2865.815913104669,3296.2313276307004,1647.6588366495434
-27348.817564036515,-24899.745297260215,-21542.6579424729,-17041.26757996591,-11514.11227891341,-5603.485656645841,-469.5826557238179,2595.487921942705,2961.672888126255,1450.0735034958325
-19642.41753198681,-18722.193223978342,-16896.325439339522,-13867.295768530448,-9653.719915703728,-4795.212024257358,-388.3715554879099,2287.0188616519463,2580.186635028642,1236.280692190017
-13542.833165403083,-13628.618021729153,-12885.56864709528,-10988.773250670918,-7877.0226224933795,-3981.367273576164,-297.0408403046657,1967.0298409174893,2184.877317178617,1021.9028932631657
-9064.72339938699,-9707.921433047582,-9640.358423906893,-8538.395284869983,-6287.055704910326,-3218.113381766393,-206.11330779998332,1654.215123376856,1799.5865038408572,817.2181601704681
-5987.333608610632,-6856.356169957728,-7144.449323483788,-6549.979247592334,-4930.907481065681,-2538.844537091502,-124.14333675760952,1359.6627776418757,1439.1427598020193,627.852696752206
-3996.525024481398,-4878.082020757285,-5299.497193199007,-4993.674859296703,-3815.0879407625,-1958.5013511483992,-57.559095817591896,1088.0900994688718,1110.8167648931544,455.95822097328164
