num_links,le_time
2,10.756514599896036
3,46.418684400036
4,138.67723060003482
5,329.2682646999601
6,785.7678019999294
7,1343.7015475999797
8,2164.08209609997
9,3332.4472665999783
10,5488.939387900056
11,9483.249726899989
12,11844.01487829999
13,17001.32913670002
14,26827.858903300017
15,37393.42006690003
16,46849.98157820001
17,63182.49368830002
18,93029.69827240001
