t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
878.9449999999999,806.3199999999999,743.505,690.5,647.3050000000001,613.9200000000001,590.345,576.58,572.625,578.48,594.145,619.62,654.905
171490.16808269548,141811.77758289193,113216.21178027648,86260.74484942932,61523.545014715564,39601.54103863485,21095.761613466668,6575.2838859609565,-3492.4975447475576,-8861.094650294695,-9692.540939180168,-6834.154697185976,-2204.785056701696
286236.79150062037,238700.27713822178,192409.55770809908,148119.32205251887,106733.22223710398,69321.81262059047,37100.79933206361,11346.10221098605,-6782.664402539324,-16538.99585931418,-18026.76766505898,-12775.838682741702,-4413.30405025764
318460.11300028703,269665.2949888954,221181.21126942316,173482.84217351658,127417.14221835522,84279.77775129996,45817.513587189875,14103.221630060443,-8775.925319764841,-21262.125243469476,-23098.06926647406,-16225.825005944756,-5576.033026685665
279254.33646801143,242127.69301227079,203875.41238815975,164389.42816785423,124127.63149892153,84286.60653311134,46884.30385788457,14649.70469062707,-9398.442717483118,-22762.589701666024,-24618.238137474153,-17030.88464525752,-5686.7212793727895
203018.96450956212,182289.1090496442,159315.16829471025,133409.59431142834,104495.49533890282,73385.72713984252,41997.19847399905,13335.553624239112,-8952.932765750373,-21600.961864171306,-23215.38631714383,-15749.415967783329,-5043.842449118479
124691.77829864726,117899.21182275406,108511.19398483343,95496.78695703823,78311.58457625208,57253.683693351806,33818.52543591459,10835.189806711802,-7910.701056243826,-18784.40139378104,-20011.817612551764,-13283.388235407383,-4054.2743977377313
64900.72405381267,66408.507118542,65658.64844795731,61569.92632505484,53332.487689659596,40783.46547120522,24857.866595566305,7874.4137013646105,-6706.535413088936,-15342.787442676869,-16151.960651371686,-10492.83758493572,-3055.648126362369
28280.792197061095,32904.44754746458,35932.085615199576,36441.82860615757,33578.870433028605,26893.53456345581,16813.79698748646,5025.070376836838,-5627.884600829721,-12048.912371166678,-12487.715283752425,-7963.974406732841,-2235.4561173917955
9874.814804599793,14491.324881659277,18155.557835482545,20186.946560256576,19840.027102037595,16570.372705962756,10460.577572844237,2619.1989534723193,-4805.978227541197,-9332.808583257867,-9480.737984126543,-5965.127426157738,-1643.4969126343406
2276.9246832953686,5707.50636316105,8645.090423276262,10635.463134587486,11105.907833489297,9552.308047965102,5880.525445119427,766.3940578827805,-4264.043403409175,-7335.079174282436,-7263.376343245977,-4525.128142643688,-1248.7023967575083
-328.02558392381354,1873.4346948482814,3847.4760412167598,5308.298161826849,5848.802522354716,5061.0606015441135,2788.561341360617,-575.6909335956083,-3973.8581645939516,-6013.684254250676,-5762.884781275723,-3546.6386570742206,-994.078884832435
-1233.8044200435293,101.47910291248408,1344.6511317741215,2318.083064083108,2737.489325111817,2284.318211416724,788.2857086117626,-1524.7900985465562,-3894.353129109645,-5241.976575204835,-4817.209388067904,-2897.0074912534265,-829.0085194643199
-1840.0759089123885,-997.9153430278288,-175.0785071222099,514.0832940458997,857.065246948775,584.2977384163787,-486.3118698105926,-2217.136339982008,-3988.2051480989026,-4872.83760537286,-4251.917121455881,-2459.037896804785,-719.9145323662224
-2545.171734165201,-1937.8491147798968,-1296.0089143448083,-699.3272611515157,-334.28764792602226,-471.1162286789164,-1320.7448135241332,-2775.047696858141,-4223.00945699919,-4769.750999551861,-3918.2285995185,-2148.9356135261887,-648.7736909781992
-3360.2409857302446,-2836.3735719345773,-2224.815597758525,-1589.07028338549,-1127.0233431503052,-1153.3390607427293,-1920.0572431464466,-3292.0668323271416,-4564.75238749954,-4816.1158227679325,-3704.9545405450976,-1915.9328081870608,-607.8503469496295
-4200.4829483710755,-3673.652620721621,-3005.2874316696016,-2257.837546353184,-1670.622840957731,-1631.6666666698418,-2425.380195545603,-3825.9236180627913,-4969.071859405359,-4914.715258905122,-3537.8143865653888,-1735.2082202451481,-594.9363879309151
-4976.146802684491,-4393.133881694477,-3621.8651512431434,-2739.4772756161306,-2048.9635415969906,-2018.4931919522364,-2927.1959556232655,-4392.251340452516,-5374.367630481876,-4986.229314080834,-3375.2457355892598,-1600.2396635125065,-610.1783059606366
-5598.913731099284,-4929.355249255662,-4043.7099284751357,-3049.919396088909,-2324.34183625238,-2393.0794351815466,-3466.616463477538,-4957.425723657273,-5701.196678612962,-4972.120419689769,-3204.82589264398,-1516.4483440808203,-654.0883020065083
-5971.870862606607,-5217.079127939767,-4248.493958100169,-3215.9284439416842,-2557.1833815031105,-2802.598609002131,-4024.7363707185436,-5435.649191245089,-5863.173373939702,-4843.590181705568,-3040.553065569545,-1495.7572699565167,-726.0221096469397
-5996.297802340346,-5209.443037858587,-4245.303608957098,-3291.042370150592,-2803.4530608301943,-3243.1370701462215,-4509.476079012751,-5701.448544611937,-5793.118868751691,-4614.191250196649,-2918.8799410310894,-1551.0371192701596,-822.5993517558107
-5608.980841030075,-4913.330309752015,-4098.264597650139,-3355.6271048074977,-3089.465505805369,-3631.689027415446,-4759.413959819049,-5629.784675656493,-5482.034563036811,-4349.404061761666,-2890.6809392553323,-1689.7254068069963,-935.8912610635105
-4847.442858490544,-4432.84731712216,-3938.1217829688835,-3492.5876569510942,-3371.222980538389,-3793.901773801655,-4588.668391065331,-5166.379633625981,-5017.841710443853,-4163.880168546833,-3007.38906441969,-1906.7415594965528,-1051.610005537201
-3918.891879669538,-3995.0472354352287,-3942.1948112790806,-3737.8352570649986,-3502.9627742149637,-3502.1527926851413,-3884.7939081044315,-4409.041847078203,-4600.898316471511,-4198.812385752476,-3302.1932525011466,-2177.88512754259,-1147.978533845495
-3226.760080765874,-3924.1531197853465,-4271.899029517244,-4026.0450895841873,-3255.6395725008797,-2586.823399780777,-2736.7883017314493,-3656.1249019716083,-4513.289059826404,-4579.483268647347,-3770.580711538335,-2455.873818341275,-1196.3264070539944
-3305.3226309439215,-4545.2305248092,-4984.481051715898,-4175.115061874741,-2418.0290416708963,-1098.719347959212,-1526.0848936309449,-3371.6827029756982,-5035.77366578008,-5364.311234614049,-4357.042364110086,-2671.5986714776486,-1164.481114292766
-4647.490968987936,-6039.555104756684,-5968.148183916503,-3951.549100514817,-965.1830542536778,561.0242905484963,-896.0177074738249,-4047.049539206809,-6336.0982309706,-6505.551389536537,-4954.701703184373,-2742.536836413238,-1023.3878376265707
-7478.97261995476,-8321.008738874472,-6957.635579040244,-3215.1762630105695,790.8184972046572,1655.3521543386148,-1559.614303138505,-5999.768372413949,-8377.62912672195,-7841.431527921223,-5421.170629962626,-2588.303371675502,-755.9975616582312
-11591.801963289956,-11015.595044449485,-7648.3015785812,-2072.6438220829987,2187.277308934221,1327.6414083099312,-4004.1668364947227,-9204.820620065108,-10897.319293866067,-9127.750978595413,-5608.035214377582,-2150.4180154883807,-365.7509530316903
-16346.222138933155,-13578.83257271751,-7857.303133015391,-931.2295581248312,2399.661796384763,-1048.1753839942592,-8238.89910763898,-13253.725260924413,-13470.908927503442,-10099.232241321368,-5395.621614814222,-1410.6863690983503,119.05035100064822
-20865.20359503015,-15501.259037782329,-7634.6492425309525,-386.94905083976215,769.9366220538318,-5562.085850819651,-13731.884203339143,-17472.645065287026,-15638.44645815269,-10537.319814965396,-4722.025910904864,-401.7026155020799,648.0126809151252
-24332.244373938007,-16493.62992366888,-7250.960531084553,-987.5189495758785,-2896.744963042558,-11682.417678041676,-19579.14672472466,-21142.216338692335,-17033.92245266913,-10319.51115576044,-3597.3301357954747,795.1416199422471,1158.971648801623
-26244.657293962224,-16558.749733077515,-7069.866302571158,-2999.5537134305764,-8232.323226701537,-18438.133039222997,-24814.64896773042,-23711.642942694998,-17466.8886358953,-9435.740944919373,-2099.547533773478,2064.5511863411566,1592.842194443772
-26512.88440609898,-15932.428661265378,-7385.936683301498,-6306.490750087237,-14447.245325451473,-24760.532432740532,-28702.645277219042,-24918.042455278523,-16934.707804096317,-7972.66549505074,-355.3173962390282,3280.8526953352743,1907.6697098482173
-25394.5206901908,-14950.262787445808,-8318.332864370523,-10475.158092855929,-20617.104891390667,-29805.43611449304,-30891.300814014456,-24785.958080855748,-15578.56554733984,-6078.228759787471,1487.2652663695162,4332.949716299388,2086.843416572492
-23334.023675793855,-13919.576933482222,-9799.801240560866,-14930.201280469513,-25960.728446038895,-33125.47434816393,-31402.873081984122,-23541.979636002136,-13614.808111008902,-3922.1208794812874,3285.4724409986293,5143.575174315377,2139.173837871414
-20799.12323594412,-13046.913537284481,-11639.479028256943,-19135.91132793661,-29999.85684922711,-34669.1751910558,-30516.147193226945,-21502.68663784203,-11271.291082317353,-1663.8419007534349,4922.338022284753,5678.41352583558,2092.0774524229537
-18172.25358115632,-12426.535863050425,-13608.88808056442,-22712.377890169977,-32578.911598807415,-34666.61475844009,-28620.874513358573,-18981.749891505453,-8744.89905856643,566.6210110023522,6317.906806011425,5944.476434453082,1981.5085062376136
-15708.848327481906,-12066.787296973327,-15509.040772316579,-25467.466458520485,-33789.374605339624,-33483.41586082845,-26101.569636998673,-16235.300770482523,-6182.47549172484,2676.0788196591448,7431.5893855682,5980.351778682312,1842.574829427936
-13544.09870374644,-11926.797889868969,-17202.08691241119,-27367.01164131129,-33861.2963119478,-31501.0412616714,-23271.48000000096,-13442.966204160522,-3679.3271895795283,4606.763510957986,8257.677893417755,5842.590650278502,1703.3739105433876
-11722.23813382367,-11946.106114482413,-18612.32621714155,-28478.51146419951,-33067.90692992091,-29045.16184347132,-20350.915179676613,-10712.31402456103,-1287.5583692641585,6330.041482409097,8816.74702382188,5592.422695106528,1582.6434729692471
-10228.939837460508,-12061.878379517662,-19710.489024972532,-28916.28173939279,-31663.08035240599,-26357.876727234227,-17473.648759699092,-8094.288877126054,971.8745415977829,7838.128249920401,9145.592643470334,5285.709636358685,1490.362442831866
-9017.421661160848,-12216.016089244442,-20494.281362869246,-28802.048161020815,-29851.596878951077,-23598.897553163737,-14705.941913727798,-5601.196274534005,3096.9573459460635,9135.704616713345,9287.902284023723,4967.310388335995,1429.8675774105398
-8026.358157773483,-12356.856929324951,-20972.97617127915,-28243.408953401977,-27782.9499470046,-20860.90749843995,-12068.01853102948,-3223.0241549363213,5093.870094283741,10232.667186647623,9287.18648882107,4669.49537544863,1400.208296695276
-7191.346643448249,-12439.420202648125,-21158.684990085243,-27326.464957763237,-25558.24970995279,-18188.9131417597,-9553.056850807465,-940.7367179830876,6968.333748367038,11138.93755117101,9182.689010219223,4413.099136507209,1397.95790703259
