t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
756.3199999999999,693.505,640.5,597.305,563.92,540.345,526.5799999999999,522.625,528.48,544.145,569.62,604.905
-132103.8829263251,-95.13628348124556,-10595.382979831484,-16016.6627340463,-17375.193445304798,-15738.907142019636,-12199.758197049821,-7837.690653270138,-3662.75218267419,-518.430537993785,1073.7455114328995,1150.292880217276
-219996.4530923582,-2081.259641185402,-19227.184126960405,-28571.291883102975,-31217.417803290897,-28633.55433893945,-22536.117017234785,-14778.492660664991,-7206.572122371638,-1436.3558582127412,1490.0792677917605,1599.3683438875007
-242640.2465585816,-4811.316126780245,-23415.889834377816,-34600.7895815066,-38467.869351701695,-36012.91875530042,-28913.323335233436,-19325.376566460487,-9637.057460744409,-2095.2714370870876,1763.608330727307,1890.8022614661031
-210592.7801655643,-6665.031641964098,-22815.564348238488,-34063.91658850041,-39017.637023588315,-37638.941143819655,-31038.04610004156,-21229.52304916325,-10812.980921934071,-2464.0195318285178,1864.9697123974543,1999.6650052489376
-151842.15730169733,-6381.451008409171,-18534.02973801683,-28828.64307846124,-34626.37903036898,-34803.82568360659,-29691.907966010513,-20878.67291220481,-10886.500222864803,-2584.673996275381,1794.4915091196324,1938.0690412268361
-93130.24021270532,-4039.341513088705,-12476.128720961557,-21472.394346562585,-27761.549546928905,-29451.075084048764,-26174.41086449599,-19000.978458004985,-10176.819907362938,-2536.601799065017,1580.024421343193,1745.3687999761298
-49268.34380010269,-750.7424980078708,-6483.633508418356,-14197.788343150774,-20569.718329705946,-23363.75769347972,-21757.25668685827,-16356.436766941488,-9032.333393264615,-2399.3386075707995,1268.4390669251839,1473.2254819029426
-23001.47128548502,2263.368110774254,-1745.1809984086426,-8310.542884725659,-14385.067873527572,-17742.135303276507,-17370.244986689166,-13542.477532864885,-7738.905346333019,-2230.720752070878,913.3726620906683,1171.4366326771487
-10307.039805078499,4309.331361048215,1328.8470514200828,-4238.293475708351,-9734.161935766979,-13160.846230186517,-13533.105940011626,-10933.141308453041,-6486.359045114314,-2062.3074824315536,563.4915212184316,878.5510619916181
-5606.541504924542,5290.752631578934,2890.0410795090443,-1828.8157210879046,-6590.439200593397,-9732.698692035297,-10435.446332848911,-8706.554237285789,-5375.531126240932,-1905.1733200256285,254.85140590969357,618.4259983298734
-4546.255195168502,5452.892262486586,3338.305903160248,-676.6220050842767,-4657.5811329901735,-7314.70213857521,-8061.238583007595,-6906.021505173576,-4442.283088979319,-1758.1845049280932,8.607445086408632,401.52484472413613
-4617.475162575691,5108.525285951531,3085.7577479886986,-348.08098073218343,-3572.680863489429,-5668.998391923296,-6296.721817875933,-5499.062841100118,-3682.19484510214,-1614.202468450271,-167.00599475634368,228.66193331900135
-4724.518065376754,4488.279153357073,2449.6000721992377,-485.82758454919883,-3012.607470292314,-4558.346387053112,-5001.785424064063,-4419.942213451713,-3068.860280874361,-1463.2459393625925,-272.7758553415308,95.00141111637546
-4552.852159778497,3715.5034460781235,1644.0635409578535,-829.478668388897,-2730.917489398184,-3789.405339351835,-4047.5952394735887,-3594.1328815033735,-2564.7633214053985,-1293.8919688851274,-315.2174571399888,-7.122345015142784
-4105.972798474672,2852.3889632673163,816.9246804976351,-1200.2386088878252,-2559.913859183768,-3224.4311184679595,-3329.9611025861363,-2948.182519630008,-2126.8182288101707,-1095.4142624362967,-305.9475887604389,-87.08452002520872
-3465.0928207134225,1961.7625373953765,83.60850887310278,-1484.1790173500488,-2401.7491891011564,-2776.0756329525775,-2766.302954466633,-2409.712810891091,-1710.7892185372305,-863.9344189589222,-264.8318985588948,-156.21474118090637
