t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
756.3199999999999,693.505,640.5,597.3050000000001,563.9200000000001,540.345,526.58,522.625,528.48,544.145,569.62,604.905
-94208.13622705289,-76985.98981077812,-60464.957388350645,-45012.48223769161,-31007.524867406646,-18837.250156055532,-8882.882600065455,-1486.3137977020986,3114.4003845239477,4896.10877008323,4226.876596172398,2128.302274846932
-164560.35553718972,-135575.99390393664,-107516.7198796208,-80932.62582167906,-56461.780858711165,-34835.0190359024,-16848.59494895435,-3284.5414332516475,5246.00003699831,8561.831821785177,7291.336913360804,3371.3906362751623
-195961.50558638803,-163645.33814626018,-131816.0858037795,-100934.39718613171,-71698.23780441274,-45078.67462284305,-22292.44160081099,-4669.819752116417,6626.598568121752,11061.71766012437,9351.24912311457,4151.2506364848505
-188824.16219784578,-160905.72149590089,-132591.07874945566,-104025.34707692449,-75755.49153570383,-48826.158187685774,-24785.095870313486,-5519.3409399306765,7158.297886942691,12206.664915448484,10253.321675892726,4415.935165767881
-155200.0279793799,-136112.80061189734,-115728.49157385998,-93788.83623456278,-70537.29290593695,-46897.18909558486,-24553.948843885442,-5808.934268523122,6933.982388077084,12097.965490410126,10099.242683822875,4235.606861778483
-111261.37933993147,-101594.16159667673,-90072.68218429852,-76096.42719545461,-59554.97625853003,-41090.08803255169,-22287.562813862354,-5606.34292558634,6170.369463432426,11040.523699668702,9164.026739628103,3753.544440954823
-70296.91527413955,-67944.3149701546,-63650.5069249185,-56625.92835238553,-46458.68655775316,-33436.84416565364,-18852.129888120566,-5042.361702828945,5121.010422286214,9419.671462476004,7783.817657087661,3126.496226193134
-39369.29300829951,-41271.60345547149,-41517.2381335092,-39294.40807489894,-34008.114056439226,-25621.84882573958,-15041.298725287848,-4271.478545373763,4005.721900246494,7592.666769231494,6260.368136318892,2480.3550727905194
-19734.33705118663,-23229.188905337483,-25520.928627495858,-25898.100253698274,-23715.667925609243,-18714.1202756315,-11430.35804125395,-3435.861485192197,2974.3407123550414,5824.13874014636,4807.877133310949,1891.887458994785
-9208.21658764471,-12617.308173340658,-15263.381802243222,-16593.021368046026,-16017.684899490036,-13180.812990134127,-8341.889806893218,-2642.471095208687,2102.8745861811053,4268.384511206729,3542.8503533620506,1392.460261925926
-4576.81628480612,-7171.020416860435,-9327.456791229311,-10653.174791794658,-10677.434897654568,-9055.84760090298,-5887.727296005534,-1955.9603041126006,1409.1515153578139,2984.3552532545023,2502.2384522260872,982.7974232402343
-3076.1533379543275,-4755.2753105465545,-6185.079610621764,-7102.946322748822,-7174.279662705165,-6138.886121567681,-4041.607354696911,-1404.0295966415697,874.1942949433408,1964.888589851888,1672.1432664945432,648.7460754048061
-2896.2956852915727,-3854.2724421661637,-4639.689257999887,-5079.183554911242,-4963.4839025871925,-4150.939690613255,-2708.50919316207,-989.3539414172444,460.3975994559453,1166.117289713903,1014.3994167328051,372.67137156887685
-3092.5280591979117,-3590.158705195495,-3919.529312709941,-3958.4972828448317,-3599.066863808105,-2825.970687163663,-1774.8780700508585,-702.8331099630378,123.25265799318132,530.011754280803,485.35637604429144,139.46130607513842
-3293.3724368211388,-3547.7612977622457,-3599.151402690188,-3347.796106727839,-2762.3807138397224,-1949.6470290210766,-1138.1871654586962,-535.0548525702793,-182.80018503071813,-1.3110241650599619,46.43384989621495,-61.52768985747788
-3430.276563930106,-3582.439338907201,-3478.607009016516,-3023.041378856234,-2244.20293501512,-1366.3710901623672,-721.367604457592,-484.8545533211055,-502.1530002044807,-477.83282527524256,-331.48082179507395,-236.74788159455068
-3561.4503602310538,-3680.6001400010905,-3481.7976010292914,-2864.8063471973,-1913.5621609268146,-973.0431005558027,-478.944604968822,-564.8450651915076,-876.9739783611864,-937.9051728846911,-667.3114416098226,-389.57102552940836
-3780.8907926199663,-3878.115236529165,-3588.675959084476,-2809.1789560617767,-1690.4371026549038,-711.3965497299515,-399.8706993016784,-803.6968199555728,-1345.246092617268,-1406.4328631629253,-970.8678363220562,-521.4878222721827
-4179.441924739488,-4218.260396476549,-3795.201886753019,-2816.55246819961,-1528.8786409884901,-564.5945589605744,-508.9697488851814,-1244.1867728010818,-1936.5092233289265,-1893.7736248541253,-1244.6543024153834,-633.1284392786251
