t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1467.5449999999998,1355.6799999999998,1253.6249999999998,1161.3799999999999,1078.945,1006.3199999999999,943.505,890.5,847.3050000000001,813.9200000000001,790.345,776.58,772.625,778.48,794.145,819.62,854.905
-1626226.2992856484,-1424697.7748076806,-1226613.2276639268,-1033846.9975928564,-848441.4384959934,-672645.1256037173,-508930.0636485505,-359975.7449631134,-228603.846777586,-117643.23116207069,-29701.37017892076,33183.709414629,70036.15071880282,81599.8655521002,71170.236364907,45590.43748574255,16374.996892815649
-1999080.9959471335,-1788327.2092748315,-1576424.1408733428,-1363437.6185583938,-1150197.3918483316,-938538.5143002996,-731501.2368913239,-533443.2793579352,-349999.2486490522,-187806.82672408666,-53915.537957152286,45188.72926884534,104960.76142231071,124501.25376738535,108383.10861584738,68226.92103692112,23491.318288376035
-1273878.0084738415,-1192453.1080253127,-1103763.0031342257,-1004792.3294579476,-893380.7957222012,-768674.4623957184,-631646.0353153453,-485602.02762955404,-336526.85312238365,-193049.14762085804,-65783.01475933369,34161.243830480096,97540.63216354993,119953.93143024837,104741.33731702885,64706.17519567277,21367.351421534633
-442940.5703635614,-461746.18149475515,-473781.23294296203,-475547.5137876796,-463629.60803876485,-435080.6820024097,-388062.2246765528,-322691.50064773427,-241929.88497887514,-152195.62560108653,-63260.4972646885,13011.46037395942,65287.997584794524,86420.03618900453,77029.5706962481,47299.07690033098,15221.491915701143
-57193.84955882673,-90045.61055101178,-120611.49165194648,-147197.9556853653,-167587.26686119547,-179132.02006532133,-179117.23294154604,-165440.8502872265,-137564.23294758142,-97510.94436432337,-50485.63407736926,-4557.3655584839835,31028.944329328075,48848.82081374964,46710.50954021453,29810.9744702188,9866.312099542616
-10288.744953080293,-20163.792353161196,-30311.0992240431,-40596.741627616204,-50550.84487147326,-59273.68139665067,-65412.37332065587,-67284.34644979621,-63230.59243473517,-52237.43675154986,-34737.05409120081,-13283.184007539787,7418.501492069367,21666.694061744354,25220.128561316604,18213.049499320638,6644.6573811695125
-46784.40800579197,-41997.3213527807,-37156.215331054584,-32412.045984845725,-28101.639484083196,-24728.655063065693,-22811.335166239023,-22555.210163602933,-23421.085494338295,-23855.50164944392,-21607.796306890323,-14916.18798262766,-4200.37383938047,7008.459235740671,13429.692931576292,11839.079893199123,4795.523783491062
-57388.767199481255,-52070.944648454664,-45636.002231976774,-37846.918580300924,-28937.44081725156,-19801.67603214804,-11988.353769000567,-7272.992333494297,-6724.847307763738,-9613.016334233047,-13021.922964523768,-13087.861581618185,-7731.519018954082,1019.2723086633081,7777.176704681734,8177.566914511779,3447.784492080663
-43920.6221055294,-42619.895224467786,-39766.33548327051,-34784.30466088456,-27539.961303399403,-18690.68542083357,-9891.928561984138,-3494.7889365609158,-1481.444444614469,-3955.2483254541867,-8306.885550959541,-10345.909624811344,-7344.945386473235,-685.315169282147,4881.858211096177,5533.657416436104,2257.733441994875
