t1,t2,t3,t4,t5
172.625,178.48,194.14499999999998,219.62,254.905
57.18294479495055,158.58116942756635,177.6238273824334,213.15061776275644,255.1541683460964
-56.19769862530146,138.00442489729784,160.64421445645283,206.1376902968829,254.6605928579969
-165.16262405947498,116.98421191676132,143.40271353799324,198.65626734299224,253.42145815665165
-267.5430497098813,95.77085171719953,126.09918752535535,190.78532717247612,251.4387455385921
-361.43697334180564,74.62334910329272,108.93153130051971,182.60578751366538,248.71908612237075
-445.2743750116796,53.801435736817155,92.09042600668201,174.19845522589176,245.27349443604774
-517.8630842699613,33.55730754321499,75.75436663946853,165.64200154362555,241.11700136591426
-578.4135614346463,14.127549692002816,60.085188073538674,157.01104757590542,236.2682097536395
-626.5424338426615,-4.274268908441471,45.224283647404434,148.37443732222542,230.74879852201116
-662.2561251879557,-21.463904947994493,31.28966657312995,139.79376345431214,224.58300195045132
-685.9171874498243,-37.29131856716896,18.373971707181767,131.32219557411418,217.79708969124826
-698.1968935517664,-51.6439002745382,6.5434382658058325,123.00364289305027,210.41887053679525
-700.0182205202686,-64.44795443349585,-4.162142329397739,114.87226468999734,202.4772391465827
-692.4935376428923,-75.6684714591968,-13.728580746969158,106.95232386348943,194.00178031878286
-676.861142277415,-85.30733152457213,-22.165656401880227,99.25836260597758,185.02244036959294
-654.4243194384181,-93.40017056628784,-29.504838668436804,91.795665650124,175.56927017366203
-626.4959222510382,-100.01219962130682,-35.7965246142565,84.56096631244681,165.67223978043177
-594.3506691878616,-105.23329956249846,-41.10696274358287,77.54334399969282,155.36112053760343
-559.1865181972788,-109.1727168686792,-45.515028516098354,70.72525894306216,144.66542751657886
-522.095683204642,-111.95366629023856,-49.10900422398626,64.08367040728223,133.61441284257455
-484.0451633135635,-113.70810875533937,-51.98349544074874,57.591187999109366,122.2370992912941
-445.8660974338412,-114.57192375932756,-54.23659117157885,51.21721135082865,110.5623431551568
-408.2508550325614,-114.68064072818441,-55.96734744391149,44.92902069374645,98.61891577759923
-371.75652756306164,-114.1658385951413,-57.27364651851093,38.69278898247683,86.43559413911775
-336.81338128411176,-113.15227110152954,-58.25045791683205,32.47449465660846,74.04125227211803
-303.73684758523984,-111.75572989954229,-58.98850432603871,26.240722298560826,61.46494690373268
-272.7417334733574,-110.0816199593331,-59.573315967340974,19.959345945516134,48.73599241362667
-243.9575032553807,-108.22419258648861,-60.084641578268986,13.600096340202782,35.88402181152452
-217.4436852193145,-106.26636024976358,-60.59617279328178,7.135018776201335,22.93903188368128
-193.20467072845526,-104.28000356331603,-61.1755311715152,0.5388323259272454,9.931411860278846
-171.20337909580098,-102.32667302145194,-61.88446300067068,-6.2107958664481515,-3.1080441189049886
-151.3734467655218,-100.45858522370324,-62.779185792837126,-13.133045827585896,-16.148139822254286
-133.6297556564244,-98.71981422318501,-63.91083154632753,-20.243793490326844,-29.157293736676664
-117.8772393929891,-97.14758236783966,-65.32593486813076,-27.555497184072493,-42.10356844298144
-104.01799745810169,-95.77356095704566,-67.0669184851122,-35.07710726109102,-54.95471118441682
-91.95680851797184,-94.62509888741947,-69.1725341476287,-42.81398603883047,-67.67820445627211
-81.60516945188165,-93.72630717059448,-71.67822315830163,-50.76782759276979,-80.24132573897253
-72.88400105779928,-93.09893893230078,-74.61636752900006,-58.93656972873137,-92.61121583950055
-65.72516042976423,-92.76301849292949,-78.01640993032146,-67.31429359143499,-104.75495565383517
-60.07188895566261,-92.73718957748876,-81.904828042822,-75.8911097259742,-116.63965147958189
-55.87830873174719,-93.03877159355217,-86.30495656286935,-84.65303289886602,-128.2325292622748
-53.1080633503626,-93.68353388591898,-91.23665787442829,-93.58185149631161,-139.50103832620994
-51.73218525253281,-94.68522010278741,-96.71585016994686,-102.65500072689954,-150.41296520233425
-51.726264184179605,-96.05487695498775,-102.7539094546444,-111.84545202347198,-160.9365581088797
-53.066991996592975,-97.80006189932163,-109.35696922183396,-121.12163380292236,-171.0406624585581
-55.728169452720905,-99.92402045512374,-116.52514841824777,-130.4474009227684,-180.6948674595138
-59.67628122059001,-102.42493366615639,-124.2517443591058,-139.78207157595352,-189.8696634537525
-64.86577513085084,-105.29533752892925,-132.52243220009026,-149.08055079546796,-198.5366091126246
-71.23421911720422,-108.5218074580021,-141.3145161080604,-158.2935590183418,-206.66850700913835
-78.69755085632755,-112.08498140873661,-150.59627908279612,-167.36798214097047,-214.23958544501897
-87.14567657086195,-115.95996572367395,-160.32647819468713,-176.2473561011205,-221.22568376765395
-96.43871131450635,-120.11713011888703,-170.45402961532022,-184.87249424608535,-227.60443781485776
-106.40417720510047,-124.52325588744213,-180.91792312997637,-193.1822596938556,-233.35546162228434
-116.83548225722681,-129.1429589238381,-191.64739886500934,-201.11447778246117,-238.4605211656613
-127.4919850072659,-133.94027178728396,-202.5624099207689,-208.60697586598377,-242.9036957272374
-138.10090471815568,-138.88024193479748,-213.5743838093023,-215.59872959332824,-246.67152250078746
-148.36126149785264,-143.93039088977196,-224.5872835369722,-222.0310869165001,-249.7531202946525
-157.94992597860212,-149.06188434013998,-235.49895644293437,-227.84903397935216,-252.14028865223733
-166.52972848189813,-154.25028670228065,-246.2027461751207,-233.00246129047602,-253.82757936057115
-173.7594305271418,-159.4758137940387,-256.58933114372223,-237.44738468315597,-254.8123381200324
-179.30520797747153,-164.72304977574407,-266.54874208491196,-241.1470739028764,-255.09471504983875
-182.8531482535829,-169.98015333607125,-275.97250254592456,-244.07304248349274,-254.67764364540685
-184.12213821495914,-175.23763597373144,-284.7558295800592,-246.2058559473132,-253.56678872607793
-182.87642844633672,-180.48684480496166,-292.79982796878033,-247.53572117846352,-251.77046476224655
-178.93711570531121,-185.7183172422048,-300.0136099566985,-248.06282778407996,-249.29952670880064
-172.191796525028,-190.92019070628055,-306.31627373827325,-247.797421935098,-246.16723607163507
-162.60171496647288,-196.07684539517533,-311.6386776070383,-246.75960401708534,-242.38910538727208
-150.2058542891886,-201.16793298389385,-315.9249525350874,-244.9788528055742,-237.98272460922848
-135.12159821804707,-206.16790250144865,-319.1337037295604,-242.49329017612828,-232.96757308771856
-117.54179977153862,-211.04608202226825,-321.2388611499352,-239.34871096078015,-227.36482092769688
-97.72832755194264,-215.76731780787253,-322.230149811124,-235.59741192839886,-221.19712354181098
-76.00239189019644,-220.29311783522232,-322.11316269091367,-231.29686154928243,-214.48841320351076
-52.73216675188464,-224.58320014169476,-320.90903193372714,-226.50825786798688,-207.26369136753922
-28.318399842445842,-228.5973124922518,-318.65370747203275,-221.29502523864815,-199.54882546634315
-3.1788282504462586,-232.29717102045745,-315.3968657679209,-215.721301782887,-191.37035380714357
22.267719603446757,-235.6483622225187,-311.20048461021764,-209.8504682408951,-182.75530207216036
47.616657095847245,-238.6220637338257,-306.1371321946661,-203.7437655427639,-173.73101474455922
