t1,t2,t3,t4,t5,t6,t7,t8,t9
447.305,413.92,390.345,376.58000000000004,372.625,378.48,394.145,419.62,454.905
-8580.767271809442,-6410.710529105007,-4390.516830782717,-2601.2672740449716,-1123.8574294645316,-33.79277778406902,613.0533609222855,811.616145920942,667.0775787495521
-16676.454603539358,-12580.234298796124,-8753.814497913236,-5347.685654194077,-2520.1008075516547,-426.4590930859195,811.7153379221451,1173.4065699892553,859.620818997711
-23068.01962402507,-17544.26122745657,-12341.21526263746,-7657.607370235467,-3721.6077530819925,-774.9805241759984,978.705606295259,1483.5866616331637,1019.6916189174165
-27278.322593699824,-20950.796765726,-14914.063052096271,-9388.116702225017,-4659.155213234371,-1059.9747002452862,1106.1760108159037,1726.4046170027161,1138.1138350074316
-29177.942500792138,-22684.684179511216,-16378.715816632866,-10473.049609808735,-5295.55603416592,-1269.0747483489804,1190.443910940761,1893.0518956541407,1210.1898134381038
-28959.978530991742,-22854.626066407392,-16781.92724530944,-10922.716142699172,-5626.6793534396475,-1397.6633272462848,1231.8845321565937,1981.8433552632762,1235.7404489203914
-27053.646857006934,-21738.940835790505,-16281.350820170906,-10810.742714673812,-5677.239015036581,-1448.4697533069368,1234.2391307349803,1997.3959550628597,1218.467749446625
-24007.802376455686,-19709.506790375373,-15101.717722925427,-10252.773230540297,-5492.925978072872,-1430.239491372641,1203.5574876891455,1949.096023647468,1164.8634359104312
-20377.407007125395,-17155.179411237597,-13488.745847259828,-9382.771907553504,-5130.964901851777,-1355.831716138483,1147.028195097589,1849.2304784380797,1082.9403518355825
-16637.566313201474,-14421.239804260269,-11670.68604395514,-8331.97070109639,-4651.079304935075,-1240.147315705031,1071.9176779630995,1711.1435409425703,981.0406754386971
-13136.292038800935,-11773.207583317719,-9833.11227711016,-7213.686930134788,-4108.307691594652,-1098.2426612542004,984.7627939314403,1547.692634848551,866.8990744324273
-10084.320733859668,-9385.134915846395,-8107.967929004606,-6115.102683491038,-3548.3761545557454,-943.8738749348854,890.8731911946634,1370.1547625823723,747.0428794288014
-7571.949821690302,-7346.783838429117,-6574.416977536501,-5095.326188415225,-3005.643539639061,-788.5825517561603,794.1246208959716,1187.615822208706,626.5247536290489
-5600.016584432547,-5681.7468809960465,-5267.335291354686,-4188.009493394478,-2503.1520342491262,-641.3133199371371,696.9776568691447,1006.7859725504629,508.9244148895713
-4113.704440762867,-4369.081170471182,-4189.178189679385,-3406.505079221652,-2054.090619263378,-508.46929828970497,600.6398846474144,832.1344708957076,396.52959419912816
-3031.6838152879322,-3363.1650998222462,-3321.9013065026234,-2749.8079088882114,-1663.9757352089105,-394.27047602053193,505.2968739873673,666.2243628044628,290.60725266819435
-2267.192491242983,-2609.0182479059827,-2636.9365258642024,-2208.0704600861404,-1332.9916789787665,-301.2763669631023,410.35778260921865,510.14032948156904,191.69382991843457
-1740.801396206467,-2052.415398638857,-2102.4383757237392,-1767.054445628361,-1058.1263721608902,-230.95495954275268,314.6855486601636,363.9292781231997,99.85748734137503
-1386.3966368207039,-1645.4354947782222,-1687.8695626843653,-1411.3449251199404,-834.920647268885,-184.21082607572936,216.80258484743507,227.0022893298844,14.908198591478538
-1152.5145156328724,-1348.6525380207465,-1366.4483070721903,-1126.4457350999992,-658.7850546157722,-161.8150981490412,115.07732484131321,98.47147733880723,-63.451004971182186
-1001.01520459931,-1131.2194983793788,-1116.1184754646647,-900.0111545337127,-525.9172930977587,-164.7025401775448,7.904104632844437,-22.58688277607814,-135.5273627629236
-904.5897237354698,-969.8678922810672,-919.6483854217361,-722.4900635156488,-433.8823780252236,-194.11469365500557,-106.11066163605673,-136.94116727014745,-201.58667015864032
-844.0557418826169,-847.5360641995718,-764.3222927254114,-587.412281735625,-381.9109646437694,-251.57533766701266,-227.9480359008948,-245.07883833920073,-261.83548674560365
-805.9598365255872,-752.0578445561086,-641.5297645345331,-491.469158740225,-370.94487061121083,-338.6899550482243,-357.9629798100544,-347.13947893954685,-316.4270335495537
-780.7093868490321,-675.1314132718768,-546.4162220614108,-434.45573257188937,-403.42769979641264,-456.76993276686363,-495.67053177122574,-442.90043854251326,-365.4822226818466
-761.2881881246814,-611.6448017545554,-477.64212709339125,-419.06415392747897,-482.8158158960529,-606.2995018707509,-639.5570577510852,-531.8101844923638,-409.1189653786513
-742.5251981490344,-559.3398891371681,-437.2064158564644,-450.4576981730899,-612.7823034158469,-786.2911483901285,-786.9524275034129,-613.0644624964189,-447.48420982754766
-720.8440530933108,-518.7293498196392,-430.2189746683169,-535.5218908072876,-796.112886431339,-993.6115848928372,-934.0044183393256,-685.718792663833,-480.7839667239093
-694.3907924100881,-493.1267044225615,-464.46017778025146,-681.6959323916527,-1033.3517203693868,-1222.3984327138055,-1075.7937999063008,-748.8277586536813,-509.3070002234946
-663.4016025439886,-488.6062575955849,-549.5534613408465,-895.3444524444562,-1321.341196186115,-1463.7156753614854,-1206.6151232885156,-801.5976223836865,-533.438138385075
-630.629705739889,-513.6872807079944,-695.6148866880523,-1179.7398340197335,-1651.8958008550455,-1705.5991512994697,-1320.4240598489862,-843.5350606843332,-553.6576002997882
-601.6134554759644,-578.55355381302,-911.3436973092461,-1532.8765766849465,-2010.9256492989393,-1933.6090775000441,-1411.4201003438002,-874.5725150447295,-570.5236583927132
-584.5590348652117,-693.6934647523125,-1201.6779450654371,-1945.4978554124896,-2378.343569676798,-2131.9297174519274,-1474.699659926675,-895.1509212820445,-584.6375886298813
-589.6553704834192,-867.9837380779552,-1565.3334279797978,-2399.8274710800406,-2729.0184511765924,-2284.94464382387,-1506.8875376377603,-906.2441792008424,-596.5922757798603
