t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
756.3199999999999,693.505,640.5,597.3050000000001,563.9200000000001,540.345,526.58,522.625,528.48,544.145,569.62,604.905
88000.33694894538,71366.30959245819,55459.63449191177,40650.422254579025,27319.13216771163,15852.239199950502,6626.569059094694,-26.19241016280938,-3886.707656717625,-4962.321138833682,-3667.0305714988554,-1087.5328198309767
153167.78293785165,125004.43650603936,97831.47794007424,72218.85830453027,48819.70202349383,28371.647505394103,11664.796093441453,-543.7489307692825,-7692.8725132843965,-9682.038241246064,-7253.532928424504,-2487.974149012287
183331.25159412244,151389.77864949833,120073.60077172537,89898.72273648813,61610.03687965984,36208.88758491053,14913.968332984114,-984.8516360466527,-10421.190940247205,-13019.194713467701,-9709.720084518229,-3388.903836261117
178607.86888058356,150115.63625515308,121438.73704165667,92821.54698754867,64905.63211386686,38810.57144059973,16115.291819874401,-1336.2100525706817,-11876.855237778364,-14725.009880625501,-10854.55786946854,-3732.3456776138796
149462.2776045598,128765.4584177677,107010.78931317582,84073.78787767806,60344.89061662091,36886.11702367234,15472.115566755903,-1612.8209815135074,-12143.687781798293,-14905.713427514502,-10805.653475036983,-3600.3629835839524
110131.7383107923,98137.7983065147,84485.2934058738,68717.05008419571,50911.18907439043,31919.440960229822,13500.382789785075,-1842.0246986755405,-11502.551384505672,-13922.064293026056,-9884.201492361693,-3157.8338466462114
72476.30651037626,67607.85852846602,60888.207863203286,51650.05611873745,39687.18606038449,25558.52572796744,10822.082525832588,-2047.1737798582722,-10313.241327057487,-12240.269236235612,-8481.827911682276,-2582.460816211732
43004.873972651425,42702.35705228225,40701.03585556929,36265.24601928432,28991.855637598892,19148.525010728823,7988.88323525024,-2239.750019467546,-8910.898530084189,-10297.774131115115,-6946.832064632266,-2013.2812168770265
23171.54710869198,25089.13830862745,25644.395197538593,24143.394283967747,20090.34635224217,13525.541057672175,5384.435799612835,-2421.101160043767,-7545.633454222119,-8421.78040394223,-5521.617616045137,-1530.553784680295
11375.466642247839,13931.669159743718,15492.728096420871,15465.251463748073,13346.999382015038,9038.56616203627,3207.2376523783964,-2589.2198476836093,-6367.214037189509,-6805.620031081032,-4332.288597422951,-1161.814589021351
5019.476633074115,7413.460650820827,9118.77655353015,9655.903157551427,8567.739921137947,5692.924195701206,1506.4201582269332,-2745.0386695201414,-5439.927425988004,-5526.180082215412,-3412.1613224820835,-900.5175298014271
