t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
643.505,590.5,547.3050000000001,513.9200000000001,490.345,476.58000000000004,472.625,478.48,494.145,519.62,554.905
42656.519009178424,33803.98776999941,25419.94159184523,17739.4811194425,11001.919918203563,5445.353869061306,1290.7491919318668,-1292.6934203572182,-2252.528729676061,-1763.5589027500187,-402.10482294969177
76627.2796977878,60978.31233276055,46045.39924182174,32224.92392251433,19955.386969320945,9710.003272602755,1961.1905487860167,-2900.6588017253453,-4715.491182413628,-3790.352140304759,-1238.6474177883404
97108.52011837161,77954.38211307151,59440.98762689906,42005.87312126771,26213.47085798361,12754.255624059064,2388.0989186144416,-4199.1240148070665,-6655.157589113719,-5349.080651871998,-1856.3828986488684
102640.16786895813,83475.9340087324,64584.50968695097,46320.40771973403,29282.00321989572,14331.4547539452,2524.224686642032,-5104.443906845001,-7934.994843493571,-6324.618163131627,-2208.614705200745
95525.20697757188,79077.2656952185,62381.81537814871,45620.47656310007,29334.486801019666,14482.639997586091,2374.989461478518,-5603.8482075363845,-8535.347758436252,-6709.709712229493,-2303.7996030929103
80333.85859276168,68049.65081914583,55017.128799331396,41209.59693997805,27040.716861556415,13475.008414612927,1989.5191833373665,-5744.725830417333,-8537.147998464356,-6587.655601325116,-2193.0529969483814
62021.08360351632,54092.932984400744,45063.585956297924,34715.096775094054,23296.9808587693,11695.339693932108,1443.1348212986375,-5611.960433413317,-8085.717176313816,-6096.698544847325,-1948.8484393949584
44488.43982830241,40241.70902311649,34737.584313807405,27618.525532671818,18969.568205987445,9541.10911808433,817.5929444344002,-5302.761130558418,-7349.1108943264235,-5390.346506620327,-1643.7585729408343
29975.279301419087,28361.42901173622,25507.62127058321,20979.93499667028,14726.780512843676,7341.275827800661,184.6640506096591,-4906.588214548385,-6483.3483933763755,-4605.485163156733,-1335.6794391147548
19185.90895172608,19177.431822282233,18058.285685508654,15374.148443759625,10979.022431946849,5319.044147490793,-403.7523774511541,-4493.670936435786,-5611.046784167978,-3844.17380282178,-1061.7305706420489
11804.814347176152,12609.076473719719,12477.801319503938,10974.952183957368,7902.9906326532355,3591.3693169185585,-918.539127105685,-4111.70482663046,-4813.899440333773,-3168.9743202707496,-839.3718298107189
7055.997712603353,8166.628839618338,8513.771853226426,7699.381861202492,5508.493834262174,2190.87708266647,-1350.8953659642907,-3788.0799540752314,-4135.472159402854,-2607.870299651907,-671.5391781667522
4108.4686467594975,5259.47104807828,5789.943649232956,5344.182978817376,3711.3436323413234,1095.34666474181,-1706.9218451426732,-3534.5876463634645,-3589.521809339765,-2163.8022448481806,-552.7143297892741
2283.699078993856,3370.0717095548553,3942.348507485425,3681.678194040645,2391.029769581514,254.4540278734363,-2001.4666618947338,-3352.3060154834216,-3169.749457979617,-1824.7727673007694,-473.961843835781
1111.4153082978362,2116.3051850737133,2680.320475000696,2511.1849637229025,1426.7634367827914,-390.874227816073,-2252.6588775799073,-3235.456754308548,-2858.448743101279,-1572.1675802759398,-426.2054948838724
303.6769030990298,1247.5036623962624,1797.6852123838166,1677.038019199119,714.7517132175691,-896.8575875019885,-2477.707236198798,-3173.9269779692763,-2633.011190372875,-1386.4840685458223,-401.8668591095832
-297.77459275963326,613.6251917882776,1159.5726716437734,1067.4081437646153,173.0297484205121,-1311.1491456104027,-2689.935783356737,-3154.6910271497727,-2470.279140273184,-1250.6508565420625,-395.3557191401277
-770.9288405287213,131.25577578190985,682.1545416302674,605.1175893644233,-260.06664590585103,-1670.6016679364604,-2896.77041038736,-3162.6059986979576,-2349.2419393849973,-1151.547073359495,-402.9213015808286
-1149.3660618312952,-243.61688126492888,314.03401091194115,237.20748145090803,-629.4217716117721,-2000.4996796454243,-3098.4419073639046,-3181.1120632444495,-2252.681147712093,-1080.3647210665783,-422.23283704666284
-1444.8863449761132,-534.3558202548662,22.23084645491315,-73.51499707591282,-966.095324726863,-2314.033060806841,-3287.4280816449545,-3193.3255646584253,-2168.2471631243448,-1032.302040090539,-451.89366720124764
-1660.9631570991482,-755.6535663577506,-217.10317126355,-353.7910938511121,-1288.5632286924308,-2611.6691268029094,-3448.9868060569956,-3183.8830110471044,-2089.2199413148264,-1005.8773468672895,-490.9697456680208
-1801.0819885920694,-920.9430129778042,-423.91738706644736,-621.9187801815685,-1602.1626942849077,-2880.9307590361955,-3563.3713719557095,-3141.647438985463,-2014.957190091545,-1001.992882572312,-538.5447608502553
-1874.5825177347922,-1046.684102951857,-616.0208400080002,-886.8243309263424,-1897.602202223905,-3097.7879079821073,-3610.2790889520934,-3063.0041734796396,-1950.829643658182,-1022.7885219722708,-593.2910012796866
-1900.9013594531436,-1153.9520387805485,-807.7376365474972,-1145.161434050121,-2150.300524850887,-3231.1818241754563,-3575.592475420048,-2954.9970318661854,-1907.3429599600236,-1070.308223794685,-653.0535067003508
-1911.6511662375674,-1267.0690683017476,-1006.0284881333625,-1378.2601182400815,-2322.967907186859,-3251.7796738726934,-3459.4901377646547,-2837.13920584672,-1898.197663634939,-1145.0447007334678,-714.4732409846931
-1949.1354261412823,-1409.0390558048928,-1205.4270618187927,-1551.6486581343129,-2373.715380249421,-3144.6349361330863,-3283.7634510958687,-2740.6112905778773,-1937.259967326144,-1244.5071896444838,-772.7127395576581
-2060.047771205686,-1594.4070809197954,-1384.257436023061,-1620.1647255096861,-2270.4981812861683,-2923.1465328963827,-3095.236332566426,-2703.956184451882,-2034.7683756815004,-1362.0428913714106,-821.3825854369977
-2284.4453827276784,-1821.6352357429887,-1505.3499676357096,-1540.5374631203586,-2009.7397466526118,-2639.3867643128347,-2962.284094490339,-2765.3559605859828,-2193.477523953173,-1486.1984099936249,-852.7823872411514
-2642.3373465396025,-2068.4142912681327,-1523.9151222364615,-1290.3580061427645,-1633.3903997991708,-2384.910535469025,-2963.090964477992,-2952.896494197294,-2405.6898979290722,-1600.8973195202316,-858.546605223876
-3122.4187872177513,-2293.4561952350696,-1402.780132542065,-888.2544483923999,-1236.3372904179453,-2277.895277346591,-3167.274225919238,-3275.3752944099297,-2652.1069393632542,-1686.609008499388,-830.7101794904156
-3678.2032583692285,-2446.463838942182,-1131.3223225877514,-406.83560395901054,-957.1320079923906,-2437.1174938604945,-3615.7257835317605,-3716.5886513382916,-2903.084233105619,-1722.4924984014895,-763.0853326368132
-4235.0100403784545,-2484.4239028824636,-740.9442763448106,29.951147135545753,-950.3185291312965,-2949.2680391695794,-4305.338645041472,-4235.292623868836,-3122.271273169443,-1689.2526881213748,-652.6992706452223
-4707.174057231884,-2388.704651198409,-309.20285975229035,268.6833775134409,-1346.6074205060497,-3840.457925270635,-5184.427800741107,-4771.320935055187,-3271.945990427373,-1572.2146344839275,-500.93686035895917
-5020.244741369597,-2175.8739567999623,51.90624717441601,163.1749081315727,-2213.8707966436227,-5062.698833352907,-6161.123205403405,-5256.319462525041,-3318.858221963155,-1363.9872916322918,-314.02207291641525
-5130.324330546348,-1897.0685625461867,221.49463263318597,-385.7476343980332,-3533.373498919501,-6501.017018099136,-7122.288642999223,-5626.078503863667,-3239.2593511212744,-1066.115669701309,-102.59129050614564
-5033.694628128251,-1625.5181593977284,100.7515326477414,-1401.7063902425286,-5200.337681815559,-7998.91800504096,-7956.8162154859965,-5831.11931350698,-3022.0622150295626,-689.3219339253823,119.65699353519938
-4764.063192422731,-1436.966341471077,-361.74908148305843,-2825.608357026383,-7048.286632918046,-9393.103006086736,-8576.132344207572,-5843.071876543401,-2669.6327780757147,-252.25891653153823,337.9812311705508
-4379.839343644505,-1390.4421961162705,-1158.9305757264492,-4531.233066740079,-8887.59957589315,-10545.88529934242,-8926.629142576596,-5655.975648957348,-2196.349005445167,220.95658733431952,538.8225428517948
-3947.1985662993816,-1515.868590962998,-2230.577544571786,-6356.277448814144,-10544.700883354632,-11366.31635074709,-8992.268650395115,-5283.2182496184205,-1625.557771560832,703.9056494355727,711.7142784712278
-3524.9888961751526,-1811.3220723953475,-3481.0825351651224,-8137.179338068033,-11890.486411448868,-11816.599705402094,-8788.99967418366,-4751.821500620677,-985.7891990195674,1171.097509642198,850.4617332517618
-3155.326880602627,-2248.6801188541885,-4801.996754310039,-9737.206589775991,-12852.73461590248,-11905.864523208973,-8354.558733339736,-4095.991168134092,-307.04233361613683,1600.7054641807874,953.4096305248854
-2860.7041743721693,-2783.8888583235357,-6092.137010529494,-11062.16892139106,-13413.68981811476,-11676.535201815102,-7737.388183197058,-3351.432556431328,382.27553088483046,1976.429223108862,1022.8750818535151
-2646.1333591511966,-3367.7772678366878,-7270.896498686958,-12063.535269179247,-13597.987333222622,-11188.86870546084,-6987.3366346818075,-2551.245599878987,1057.468290456927,2288.3364626999582,1064.0196057049395
-2503.9488760185423,-3954.58267258771,-8283.808237844774,-12732.350171730972,-13456.91971504885,-10507.652891742053,-6149.353474503758,-1723.5707397405156,1698.6985497483042,2532.749047246863,1083.5123604154091
-2419.1160063790467,-4507.03868246471,-9101.815028124893,-13088.479453352344,-13053.668194938262,-9692.920586943272,-5260.202932825344,-890.7361197358794,2291.3014269345904,2711.390198708722,1088.2989770951222
-2373.6860925432616,-4998.208153687165,-9716.679994380926,-13169.045169715211,-12451.993899480703,-8794.81726001027,-4347.565851955419,-69.48047240117421,2825.4816149798203,2830.082872524902,1084.6780626904088
-2349.8544274834944,-5410.9505872082445,-10134.870254798812,-13018.49823962912,-11709.05555973341,-7851.815304579373,-3430.7140959758526,728.1749062026736,3295.624457153586,2897.292901704335,1077.755947545074
-2331.668598363196,-5736.0908235651295,-10371.622086746122,-12681.41385430439,-10871.896731979159,-6891.185791990535,-2522.041687019324,1493.7495794130466,3699.4304559117177,2922.760698884534,1071.243787503638
-2305.7453313224873,-5970.211357955568,-10446.170257545544,-12198.121087370055,-9976.669082778979,-5930.743432582837,-1628.9355269091238,2221.072463127245,4037.046805891272,2916.3842351307158,1067.5007745857406
-2261.4306701211044,-6113.701810469316,-10378.509885634214,-11602.727213079312,-9049.603836618586,-4981.130570114468,-755.6546618286391,2905.172383813456,4310.327285868037,2887.425358328734,1067.7122500069513
-2190.7622237880587,-6169.3857803162855,-10187.628969955394,-10922.87614309318,-8108.898837692248,-4048.1579789633583,94.98330605796275,3541.4217861938255,4522.30271498009,2844.03031550021,1072.1083953316572
-2088.4448319257167,-6141.78058517533,-9890.905229814412,-10180.573299421325,-7166.909994071148,-3134.913991180683,920.2373296507956,4125.031913192098,4676.886346788718,2792.9978104205406,1080.1612990535723
-1951.8980923643212,-6036.864012812502,-9504.267281859866,-9393.513413909059,-6232.242234330303,-2243.4788441513856,1716.4921708099807,4650.958227063099,4778.775350941857,2739.7016019809007,1090.732320673177
-1781.3170746766136,-5862.127277382074,-9042.726368781534,-8576.486529074497,-5311.492685522548,-1376.15359940735,2478.787839606482,5114.212945767487,4833.452520409844,2688.079465911243,1102.1700511603951
-1579.6248344330986,-5626.670330684053,-8520.944470345741,-7742.568424300289,-4410.507937029425,-536.1595936997512,3200.853137173956,5510.495601861874,4847.159403450591,2640.629133333205,1112.3786260801078
-1352.191794648962,-5341.128829953567,-7953.591164494642,-6903.915546168731,-3535.098528013307,272.18745255013846,3875.5958841145407,5836.960460636614,4826.719977470287,2598.392384482405,1118.8860942491324
-1106.2497573368,-5017.301470689291,-7355.34780211649,-6072.091308760095,-2691.2306405374206,1043.7586520344378,4495.9084025944785,6092.87685755186,4779.148472168435,2560.9468884623834,1118.943363845387
-850.0246761841865,-4667.461302868447,-6740.540674555919,-5257.959262972741,-1884.7975761391715,1773.1992130099266,5055.559981871788,6279.944020101609,4711.063234096489,2526.449742029021,1109.6766983861519
-591.7242185621769,-4303.461813999079,-6122.510265436596,-4471.281587647929,-1121.1506593746385,2455.606022342529,5549.912477846425,6402.115709175092,4628.0199961950475,2491.780268946172,1088.3021921872596
-338.6003817436107,-3935.8486377130753,-5512.91981516428,-3720.233023221925,-404.6125382026478,3087.0631741615307,5976.246734375512,6464.953026942724,4533.935028357248,2452.8125973486713,1052.3916305061166
-96.31972025059704,-3573.217263284102,-4921.236086294277,-3011.0502295485894,261.82311707946076,3664.8624006267837,6333.627047851628,6474.695858543171,4430.764173206158,2404.8173001731384,1000.1595329791868
131.20748531514045,-3221.9919521514594,-4354.557606856463,-2347.9701733556753,876.4905087862164,4187.364074378914,6622.410820433579,6437.347420231931,4318.535533503696,2342.9564960204602,930.7259331701395
341.54170793708164,-2886.6571964801774,-3817.835561071725,-1733.4865377438414,1438.766804306464,4653.605776148825,6843.649718928939,6358.04927962817,4195.72761433744,2262.809475376677,844.3035155809295
