t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11
643.505,590.5,547.3050000000001,513.9200000000001,490.345,476.58000000000004,472.625,478.48,494.145,519.62,554.905
-45820.68737118392,-36616.80165060241,-27858.318587639907,-19779.06938770928,-12618.044242752394,-6614.897576917385,-1995.4645546938273,1060.8759873840731,2483.59160269225,2418.3327177946794,1397.6521163103362
-83179.79258868119,-66947.2847587984,-51385.96284594281,-36881.77939241917,-23866.496444936125,-12813.10008358044,-4204.177909299067,1544.48953282317,4227.04873692092,4079.932728468617,2119.464083805818
-105259.47476956448,-85640.51752330955,-66571.79871025006,-48459.627562197405,-31844.962209605113,-17409.065342708345,-5925.646811509371,1872.5670855535427,5545.044019685285,5329.080490978095,2635.8698714016045
-110471.53282048219,-91290.50371742314,-72234.06318513353,-53595.18691035997,-35920.33115530148,-20041.87974292904,-7025.498428891807,2023.5384982834753,6341.727497004026,6072.776354982929,2907.1131142158292
-101548.58676134882,-85715.4964644275,-69439.83039426383,-52808.94431641519,-36274.28832987835,-20729.82917179329,-7477.862299969574,2010.7552880817602,6612.480689675069,6307.913450365429,2940.516078789793
-83806.95418268419,-72756.7429925309,-60749.132737009815,-47637.0504477096,-33702.81407303522,-19797.39861894154,-7353.1466676121645,1872.456644410813,6428.455945089064,6105.737359037296,2779.7167012368664
-62962.67651860126,-56709.2898488477,-49174.85503314397,-40008.99774914721,-29292.36719242843,-17740.560342359087,-6786.419464898865,1657.2473372850689,5906.875714873975,5582.111518066211,2486.8657529751795
-43466.270621768475,-41071.440919398985,-37307.17983941854,-31688.999727025002,-24107.056303659007,-15084.824377669964,-5938.782829805921,1410.7970427032305,5178.52065529966,4865.128975747792,2124.98160075983
-27805.745554450135,-27959.63667583972,-26851.91406892062,-23943.72936271064,-18979.274414206833,-12278.330335819677,-4963.3569295287225,1167.4202450019948,4361.619635038159,4069.36079229242,1745.5971911126392
-16670.292899348755,-18148.15153464543,-18586.776482168974,-17461.177877504284,-14430.261239707443,-9637.812573065792,-3982.970139206777,947.3092989885024,3546.587962637468,3281.1797581478977,1383.418592710907
-9567.860029185573,-11468.024170983577,-12583.128244792126,-12447.293558555642,-10694.058610364027,-7342.624304184649,-3081.15138101462,758.0092011203413,2791.4223144460216,2554.8745697269405,1056.842364759703
-5492.019496373286,-7280.172589383676,-8510.424026532823,-8797.040142359596,-7795.873018171757,-5459.521979694732,-2303.863684266866,597.9018771282608,2124.72754593045,1916.390333828413,771.821441511914
-3403.7005862293904,-4842.897700370792,-5895.679990666194,-6258.476919035162,-5640.429678585166,-3979.3216702415484,-1667.5947778978652,459.7909469297176,1552.6082837905965,1370.7948598547505,526.6437314719595
-2474.7680174203624,-3518.596526949249,-4287.1419535134,-4549.488062585607,-4083.5892773917144,-2851.7309233427513,-1169.6398049277127,333.5208695963679,1066.3584930597867,910.3123925606554,316.03642072208845
-2148.621835024627,-2845.882337808929,-3327.5998364859292,-3421.337468410882,-2978.3835375682047,-2011.6720340366733,-797.7339981865747,207.37689131600638,649.1358060480529,521.0692434419724,133.95923915365583
-2102.032469802983,-2531.3258449446353,-2767.1211308474203,-2681.5896884778554,-2198.1814092416544,-1395.9805773663295,-537.6881787100567,68.53388426500777,280.95718163800916,187.87834568604896,-24.882209355417857
-2175.0675092399333,-2408.499643113065,-2445.8151858171263,-2193.2781324508596,-1644.320318348831,-952.4101400031707,-378.7770598876891,-96.95235102275511,-57.89345018009246,-102.84725223447346,-164.46530920572587
-2305.9328965828995,-2393.430994942939,-2267.8181729020343,-1863.9913870907678,-1245.5567932676586,-643.7681981312453,-317.1521277001446,-304.07935468018894,-384.6133168360434,-361.62484756536776,-287.4422207126341
-2483.5460030680097,-2448.8800814158903,-2177.439318624968,-1633.336419995448,-954.738500101798,-449.6002832296873,-357.57659230928294,-568.2738302823487,-712.3144889254513,-595.4071596548939,-395.40269199406964
-2717.441178805344,-2559.7093854664286,-2141.335896388694,-1462.9384098283845,-745.8714086310658,-366.85646123841354,-513.4999940393557,-903.8239275454603,-1048.8124822584957,-807.6961493741125,-489.23037271524396
