q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qd9,qd10,qd11,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8,qdd9,qdd10,qdd11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010001833634207502,0.020002666693199687,0.030001498701857966,0.03999732938524717,0.049989158768682256,0.05997598727776493,0.06995681583838025,0.07993064597664322,0.08989647991878523,0.09985332069097054,0.10980017221903281,0.9999499804109971,1.9995998532958146,2.998649561165956,3.996799146601286,4.993748802266689,5.989198920907709,6.982850145318171,7.974403418272769,8.963560032417652,9.95002168011199,10.933490503213562,-0.010001833634207502,-0.08001066677279875,-0.2700134883167217,-0.6399572701639548,-1.2497289692170563,-2.1591355419995377,-3.427883976080632,-5.115561342505166,-7.281614873421604,-9.985332069097055,-13.28582083850297
0.020002666693199687,0.03999732938524717,0.05997598727776493,0.07993064597664322,0.09985332069097054,0.1197360394281214,0.13957084618372287,0.15934980412522357,0.17906499876779094,0.1987085411412664,0.2182725709469107,0.9997999266479073,1.998399573300643,2.9945994604538546,3.9872017091363845,4.975010840055995,5.956834571400688,6.931484614848569,7.897777469340104,8.854535212167805,9.800586286939724,10.734766287974756,-0.020002666693199687,-0.1599893175409887,-0.5397838854998844,-1.2788903356262915,-2.4963330172742637,-4.31049741941237,-6.83897146300242,-10.198387464014308,-14.504264900191066,-19.87085411412664,-26.410981084576193
0.030001498701857966,0.05997598727776493,0.08989647991878523,0.1197360394281214,0.14946780147247202,0.17906499876779094,0.20850098517767382,0.2377492597026765,0.2667834903389674,0.29557753778483464,0.3241054789737048,0.9995498537219853,1.9963996403025697,2.987853344139217,3.971223047600459,4.943832967250678,5.9030234747785375,6.846155097557828,7.770612493793077,8.673808397231703,9.553187526459713,10.406230453839001,-0.030001498701857966,-0.23990394911105972,-0.8090683192690671,-1.9157766308499424,-3.7366950368118004,-6.446339955640474,-10.216548273706017,-15.215952620971295,-21.60946271745636,-29.557753778483466,-39.21676295581828
0.03999732938524717,0.07993064597664322,0.1197360394281214,0.15934980412522357,0.1987085411412664,0.2377492597026765,0.27640947800110605,0.31462732319098735,0.3523416304124866,0.38949204068137866,0.4260190974891773,0.9991997866503215,1.9936008545681922,2.978417285700344,3.948888734670052,4.900293143469862,5.827959370344808,6.7272797045378345,7.593722238804046,8.422843071893238,9.210298313550192,9.95185586498897,-0.03999732938524717,-0.3197225839065729,-1.0776243548530926,-2.549596866003577,-4.96771352853166,-8.558973349296354,-13.544064422054197,-20.13614868422319,-28.539672063411416,-38.94920406813787,-51.54831079619046
0.049989158768682256,0.09985332069097054,0.14946780147247202,0.1987085411412664,0.247452414257272,0.29557753778483464,0.34296357585870996,0.38949204068137866,0.4350465887993073,0.4795133120173211,0.5227810222236647,0.9987497604533377,1.990004336022398,2.9662997803504068,3.9202345147758897,4.844500239132638,5.731912515875828,6.575440920278742,7.368238650840154,8.103671495778997,8.775346053564949,9.377137107835013,-0.049989158768682256,-0.39941328276388216,-1.345210213252248,-3.1793366582602625,-6.186310356431799,-10.640791360254047,-16.80521521707679,-24.927490603608234,-35.23877369274389,-47.95133120173211,-63.256503689063436
0.05997598727776493,0.1197360394281214,0.17906499876779094,0.2377492597026765,0.29557753778483464,0.3523416304124866,0.40783716643427453,0.4618643419589183,0.514228639721093,0.5647415294135514,0.6132211464640441,0.9981998201512848,1.9856115238002294,2.9515117373892688,3.8853062468965387,4.776593763229856,5.615228714595492,6.391382748519152,7.095604632173268,7.718878247086045,8.252678383141093,8.68902404698296,-0.05997598727776493,-0.4789441577124856,-1.6115849889101186,-3.803988155242824,-7.3894384446208665,-12.684298694849518,-19.984021155279454,-29.55931788537077,-41.65251981740853,-56.474152941355136,-74.19975872214934
0.06995681583838025,0.13957084618372287,0.2085009851776738,0.27640947800110605,0.34296357585870996,0.4078371664342745,0.470712371827497,0.5312811061424965,0.5892465850959114,0.6443247802475667,0.6962458107280368,0.9975500207597386,1.9804241756710197,2.9340664703819264,3.8441598311644767,4.696743514484815,5.478328070159273,6.17600706665869,6.777564807538497,7.27157929326067,7.647519712684138,7.895837783052708,-0.06995681583838025,-0.5582833847348915,-1.8765088665990641,-4.422551648017697,-8.574089396467748,-14.682137991633882,-23.064906219547353,-34.001990793119774,-47.72897339276883,-64.43247802475666,-84.24574309809246
0.07993064597664322,0.15934980412522357,0.2377492597026765,0.31462732319098735,0.38949204068137866,0.4618643419589183,0.5312811061424965,0.5972981252626972,0.6594929468131957,0.717467577085785,0.7708510279899957,0.9968004272840961,1.974444367335026,2.913979685172404,3.796861119402023,4.605149156775096,5.321703474129951,5.930369206596185,6.416154360026784,6.765396758608873,6.9659190049171045,7.007170028639151,-0.07993064597664322,-0.6373992165008943,-2.1397433373240884,-5.034037171055798,-9.737301017034467,-16.627116310521057,-26.032774200982328,-38.22708001681262,-53.41892869186885,-71.7467577085785,-93.27297438678949
0.08989647991878523,0.17906499876779094,0.2667834903389674,0.3523416304124866,0.43504658879930735,0.514228639721093,0.5892465850959115,0.6594929468131957,0.7243988859521109,0.7834388091086295,0.8361346245303322,0.9959511147130724,1.9676744915928457,2.891269465743901,3.7434858097303283,4.50203971987722,5.145918831390697,5.655672783647187,6.013686007652331,6.2044295931647575,6.214689311481728,6.033767119225266,-0.08989647991878523,-0.7162599950711638,-2.401051413050707,-5.637466086599786,-10.876164719982684,-18.51223102995935,-28.873082669699667,-42.207548596044525,-58.67630976212098,-78.34388091086295,-101.17228956817019
0.09985332069097054,0.1987085411412664,0.29557753778483464,0.38949204068137866,0.4795133120173211,0.5647415294135514,0.6443247802475667,0.717467577085785,0.7834388091086295,0.8415790500486113,0.8913071495937177,0.995002168011199,1.9601172573879448,2.865956257937914,3.684119325420077,4.387673026782474,4.951607029884656,5.353263798878897,5.572735203933684,5.593220380333555,5.401339671963585,4.9874000616611625,-0.09985332069097054,-0.7948341645650656,-2.660197840063512,-6.2318726509020586,-11.987832800433027,-20.330695058887848,-31.571914232130766,-45.91792493349024,-63.45854353779899,-84.15790500486114,-107.84816510083984
0.10980017221903281,0.2182725709469107,0.3241054789737048,0.4260190974891773,0.5227810222236648,0.6132211464640441,0.6962458107280369,0.7708510279899957,0.8361346245303322,0.8913071495937178,0.935701421929534,0.9939536821103239,1.951775688722683,2.8380628510470003,3.618856678177807,4.262335049015914,4.739467661990705,5.024624043760814,5.09612365719211,4.936718552093401,4.5340000560556,3.8807221916654666,-0.10980017221903281,-0.8730902837876428,-2.916949310763343,-6.816305559826837,-13.069525555591621,-22.075961272705587,-34.11604472567381,-49.334465791359726,-67.7269045869569,-89.13071495937179,-113.21987205347361
0.1197360394281214,0.2377492597026765,0.3523416304124866,0.4618643419589183,0.5647415294135514,0.6594929468131957,0.7447552656437018,0.8193016910598397,0.8820596135937315,0.9321260423706511,0.9687805977717343,0.9928057619001147,1.9426531234482693,2.807614357297746,3.547802316086634,4.126339191570547,4.510264505739248,4.671363839448066,4.586901274029686,4.240240309630699,3.6213400991128566,2.7271161616451125,-0.1197360394281214,-0.950997038810706,-3.1710746737123796,-7.389829471342693,-14.118538235338784,-23.741746085275047,-36.49300801654139,-52.43530822782974,-71.44682870109226,-93.21260423706511,-117.22245233037985
0.12965992834224796,0.2571308138757497,0.3802605713042288,0.49697040640430723,0.6052899122160073,0.7033903353359013,0.7896154506795618,0.8625095234560658,0.9208418862737854,0.9636277164432753,0.9901446626949779,0.9915585222175659,1.9327532119291324,2.7746381892424163,3.4710699564447562,3.9800255092446903,4.264822774936579,4.295214146274608,4.048326642533403,3.509425573962595,2.6724824433907646,1.5405321091539994,-0.12965992834224796,-1.0285232555029988,-3.422345141738059,-7.951526502468916,-15.132247805400182,-25.322052072092447,-38.69115708329853,-55.20060950118821,-74.58819278817661,-96.36277164432752,-119.80750418609233
0.13957084618372287,0.27640947800110605,0.4078371664342745,0.5312811061424965,0.6443247802475667,0.7447552656437018,0.8306065527915127,0.9001980319753773,0.9521673926239981,0.9854972916628284,0.9995352688433814,0.9902120878355098,1.9220799155822383,2.7391640350796367,3.3887824037692487,3.823759856342069,4.004026148098342,3.898018082119451,3.4838461800960867,2.7501923151505214,1.6969115511784973,0.33531896296049174,-0.13957084618372287,-1.1056379120044242,-3.6705344979084704,-8.500497698279943,-16.108119506189166,-26.811189563173265,-40.69972108678412,-57.61267404642415,-77.12555880254385,-98.54972916628284,-120.94376753004914
0.14946780147247202,0.29557753778483464,0.43504658879930735,0.5647415294135514,0.6817485276368063,0.7834388091086295,0.8675277172811351,0.9321260423706511,0.9757824658808357,0.997516167104083,0.9968388590370449,0.9887665934501356,1.9106375052919427,2.701223831926332,3.3010713532564373,3.6579329718607707,3.7288135868890366,3.48172189120558,2.897072079290285,1.9686886299363775,0.7043789013009362,-0.8739490733220121,-0.14946780147247202,-1.1823101511393386,-3.915419299193766,-9.035864470616822,-17.04371319092016,-28.20379712791066,-42.50885814677562,-59.65606671172167,-79.0383797363477,-99.7516167104083,-120.61750194348244
0.15934980412522357,0.31462732319098735,0.4618643419589183,0.5972981252626972,0.717467577085785,0.8193016910598397,0.9001980319753773,0.9580892426600196,0.9914958765989795,0.9995642061267396,0.9820880399776685,0.987222183667513,1.8984305597010116,2.6608517370649754,3.208077180013392,3.4829595024585522,3.440175955522265,3.048365407584076,2.2917591929226773,1.1712429558656536,-0.29519448338693727,-2.072648761771128,-0.15934980412522357,-1.2585092927639494,-4.156779077630264,-9.556770004203155,-17.936689427144625,-29.49486087815423,-44.109703566793485,-61.317711530241255,-80.31116600451735,-99.95642061267395,-118.83265283729789
0.16921586555455503,0.3335512115107185,0.48826628208956824,0.6288987892446967,0.7513926138581226,0.8522147922225216,0.9284574136886917,0.977921490548956,0.9991803811835013,0.9916209372209147,0.9554611879475841,0.9855790129891275,1.885463963378491,2.6180840971920425,3.1099487143978553,3.2992769656375405,3.1391524532931623,2.6000720600319465,1.6717810061848744,0.36431282505208734,-1.2918172032108353,-3.24628466364562,-0.16921586555455503,-1.334204846042874,-4.394396538806114,-10.062380627915147,-18.784815346453065,-30.679732520010777,-45.494413270745895,-62.58697539513319,-80.93361087586361,-99.16209372209147,-115.61080374165768
0.17906499876779094,0.3523416304124866,0.514228639721093,0.6594929468131957,0.7834388091086295,0.8820596135937315,0.9521673926239982,0.9914958765989795,0.9987737522793019,0.9737657586334747,0.9172802917703422,0.9838372457964228,1.8717429048651641,2.5729594156953484,3.0068430038261655,3.107344655740864,2.8268268730871324,2.1390384673392933,1.0411048496583588,-0.4455674274358677,-2.275527352350954,-4.380664427446551,-0.17906499876779094,-1.4093665216499465,-4.628057757489837,-10.551887149011131,-19.585970227715737,-31.754146089374334,-46.65620223857591,-63.45573610233469,-80.90067393462346,-97.37657586334747,-110.99091530421141
