t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
1153.6249999999998,1061.3799999999999,978.9449999999999,906.3199999999999,843.505,790.5,747.3050000000001,713.9200000000001,690.345,676.58,672.625,678.48,694.145,719.62,754.905
-591041.9774182314,-506405.58151116385,-423842.48158458644,-344455.4042382043,-269414.63265100686,-199968.19303839403,-137436.4017453406,-83180.74861315031,-38533.459984931476,-4670.360932011511,17593.583252547432,28108.59031013628,27816.2860570161,19315.541036658735,7575.893892702778
-871027.7457738232,-757024.1801634032,-644050.4630930418,-532963.4552819311,-425010.10468785086,-321923.4697438766,-225970.26860408892,-139916.03140476806,-66864.27092095182,-9921.351509880944,28355.46017795845,46746.03301366292,46363.246278736166,31752.57721884747,11889.852381114519
-776042.7719940998,-693079.8419525239,-607802.2539289866,-519635.95198093186,-428728.8207225859,-336208.20020513475,-244394.07310556824,-156887.44523921845,-78420.925404299,-14344.855519646531,30348.85970545643,52465.809012188285,52329.901597461976,35353.11405877189,12767.39712314614
-484475.826030419,-454158.8489045738,-419186.6253812614,-377671.236390332,-328380.7182213488,-271134.9745270816,-207251.75255712928,-139917.13407990296,-74270.73898200272,-16943.215872235673,25174.321594034212,46943.39145517781,47390.73325067383,31631.4510256531,11049.224085072854
-212431.68130932137,-218395.87594432427,-220057.4781609244,-215264.35522067308,-202073.81399685412,-179151.18610041606,-146356.65156190534,-105398.88172925789,-60287.206889172965,-17188.44177646197,16694.003310180393,35317.00922857061,36563.59426581167,24331.92278024262,8327.764981648843
-59467.438006422504,-75544.16113002002,-89280.49392008226,-99163.7387465064,-103457.27877645729,-100458.36965281518,-89016.70451954778,-69257.93933903197,-43282.34418305982,-15416.583983912979,8467.4692961998,22795.858394779752,24863.874489221347,16874.98796623098,5830.989619460636
-9543.588336822799,-20480.647559723842,-30803.215172962526,-39841.0203602057,-46574.32605817016,-49711.24909731456,-47975.42878045863,-40627.85954161382,-28116.566326784785,-12557.480945491187,2389.6446269080366,12588.602041888413,15304.825659410511,11042.892918863414,4019.6727444811963
-8005.855731193063,-11396.27758391878,-14852.803062868814,-18247.206804433037,-21256.695902465337,-23331.96131840588,-23739.119784627866,-21732.132043627396,-16890.35286424984,-9566.917495388563,-1229.11335952227,5688.859238016908,8747.654218852394,7112.980936983876,2816.3955920627823
-15858.107037738364,-15025.795960133508,-14157.529543208855,-13288.829084682347,-12500.391844547303,-11882.426834947093,-11427.995026598215,-10876.85556276158,-9642.590046563942,-7043.225609218819,-2924.9296930076116,1689.1366062959794,4745.970535796928,4614.916662023431,1981.055918008718
