num_links,le_time
2,5.590153600089252
3,23.229626700049263
4,69.5690921000205
5,170.7598281999817
6,368.41132559999824
7,708.6524099999806
8,1583.8211743999273
9,2383.4913155999966
10,3609.631634699996
11,5819.073792099953
12,9035.267973199952
13,12282.61951099988
14,17568.862675500102
15,21826.70064249984
16,28811.079626800027
17,40340.69190420001
