t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1820.705,1689.22,1567.545,1455.68,1353.625,1261.3799999999999,1178.945,1106.32,1043.505,990.5,947.305,913.92,890.345,876.5799999999999,872.625,878.48,894.145,919.62,954.905
-5109646.15087175,244633.93939531117,-85559.28586512488,-347267.76615916437,-539666.0089286101,-664949.9192893594,-727859.581778929,-735247.8062135869,-695700.2362834907,-619191.9288444073,-516747.1170025341,-400054.1613891386,-280977.4869499631,-170904.0264993622,-79865.27471402336,-15389.86328796012,18931.840572339082,25147.94996218337,12828.90619534352
-3564249.238791322,34878.38365812193,-110248.78492654236,-276666.7370783089,-440756.1866753293,-582378.1860124086,-686409.4369590622,-743377.5036156521,-749511.2856599124,-706466.9018101968,-620875.4129870099,-503725.991841547,-369479.78964415594,-234735.73655857914,-116267.86034150004,-28349.002857094678,20517.91796378519,31032.12930400772,15901.317333117458
-759787.3023793867,-3617.706820534512,24064.0001678451,-3198.0308374394904,-73620.82703435207,-168882.41166373852,-268982.60590141034,-355853.28510432533,-415571.7195627703,-439488.3146206,-424690.75190840947,-374085.24338366435,-296111.65361209103,-203854.09870657514,-113187.00932772201,-39715.98726676013,5309.151428743598,19264.718602021054,11063.572795023716
-100842.50480643455,36824.200263822,87764.35610914216,108384.76166469643,93657.22116839445,48851.86900645398,-14571.37165966877,-83227.83625610417,-144889.38033404862,-190151.89831948586,-213105.17796694222,-211562.7681902363,-187197.07474653728,-145552.11605024812,-95561.46681880012,-48065.627339529834,-13061.99593251012,3914.5862061624016,4977.678926914832
-196461.4860633834,-721.2878088398732,40263.81974652839,70354.13021854746,79296.80952022235,66272.82833902695,37091.92545685519,48.21979374588324,-37268.95196829731,-69407.11192779383,-93015.6090037185,-106123.89639361431,-107556.94068328552,-97054.88065315328,-76148.08886536372,-49137.77502272279,-22966.60608286462,-4921.933454687449,1550.3704105652953
-167691.07818244817,-29747.39560330756,71.00500292019117,25899.305824422485,37737.86620262879,34213.07453946487,20031.153174369654,1625.129902560561,-16171.602419795512,-31352.979064117044,-44052.05953415352,-54755.16659965211,-62569.14007383524,-64774.634880847385,-58389.5395143006,-43112.008700503975,-23381.315635594194,-6943.293730819601,420.2401286952003
-82410.62251850188,-26598.49310054608,-3437.709667977694,15151.195461379886,21174.600779396333,15182.767380465559,2856.574848262203,-9602.723565039169,-18584.011961706496,-23963.83266255082,-28064.602918851244,-33350.15892330313,-40002.15610228223,-44975.571235614625,-43744.75753121723,-34117.951017857195,-19159.42264153954,-5910.951166191591,132.1010657677616
-37142.122487508874,-12656.812321597865,7861.94224824885,19752.676474495995,18489.972294921925,7614.46957769454,-6103.374667686487,-16933.69918386505,-22348.250393393508,-23283.639879997816,-22948.401462460588,-24552.574351854088,-28845.902994894248,-33096.69481071349,-32855.710835594335,-25779.60268485495,-14336.562279631427,-4338.923647130918,16.694141870474333
-22287.576823704392,2199.2211219611813,19043.693778096407,23102.543697498175,15016.977536489056,989.5067207524028,-12396.05697677295,-20941.830809763567,-23579.663168146304,-22050.625760204868,-19773.262563417116,-19842.645882380868,-22827.333782124686,-26016.525394002052,-25382.790608807645,-19194.243186792006,-9999.05418920856,-2644.8290915102625,61.71456198178558
-14750.118646653846,14489.541842564166,23070.033299609604,18596.59866392361,6192.999168141901,-7502.162709352769,-17711.74963853343,-22315.417895895313,-21696.217448352196,-18329.920456699805,-15708.623553720565,-16291.649689260714,-19509.132213496294,-21838.41444241621,-19703.232347811358,-12913.900944722289,-5095.195990295087,-376.5254154464509,304.67449432711874
-7111.076716740604,17527.43092659112,16927.750086641056,7446.079030251711,-4728.253619250469,-14615.648468510655,-19588.6489460409,-19301.650235263536,-15581.631571467664,-11870.158094650451,-11378.059775046117,-14523.435687072275,-18050.403326114414,-17603.67098498425,-11907.483921450836,-4178.5188335956445,975.9681866471246,1799.9105138571658,300.42128713704363
-7899.066994311336,10513.686843840995,5799.524836799644,-2981.8714197451577,-10693.10591615666,-14301.846338031926,-13238.782811348481,-9334.23578482571,-6123.513490217688,-6689.260972996551,-10830.72591729344,-14469.566124711879,-13112.790589252754,-6507.353421008888,831.7575585796669,4159.438587647799,2914.222598917472,283.6559188226502,-818.618423268289
-28961.043854026517,8303.24561965882,4182.305173971424,66.90654500021,-1066.020496114238,587.2215330486373,2320.5283922879357,973.2068252624426,-4001.099345472724,-8848.527477749498,-8232.101036234035,-1098.3768360607403,6909.173019622543,8631.299331284185,2811.369446789047,-4983.945191901886,-8467.192712236878,-6328.4609644247375,-2313.925929463071
-38710.68429291463,16877.506399823276,13575.245112795346,12076.232665372467,9591.348916436753,2400.4464569195025,-9428.484596344073,-18366.443852323766,-13033.140380921475,9631.895911115062,35397.97632212466,41928.51390758274,20839.490455989548,-12737.694383702255,-35246.76097261779,-36010.593127446664,-22139.603380310935,-7572.3374222239345,-1036.1995925823896
6376.377190684016,39319.84283420414,26808.69201853749,-899.3564368039606,-45158.867198513006,-93387.93163545647,-114679.24051645541,-76977.03639204302,16249.15683137796,108216.98217111519,128630.64406396626,62190.7408121965,-34834.94505316429,-92459.71805275757,-88240.21227369571,-49068.57052985121,-12172.762993096052,4053.539231610912,2926.1626253191016
58997.01769530365,249240.26125616892,176999.7218949171,50036.86078884152,-119675.04724319318,-266218.25584654725,-286355.21169724176,-128501.26283649296,116384.72749420608,258905.7089849308,191610.5080969161,-2034.6229894072355,-151026.78506714734,-170379.9223744912,-101051.24804274767,-24215.918649144653,15336.43214766027,18356.332174240168,6163.082289240444
63644.59146885622,419687.58834263287,339755.83574616234,157435.0805628949,-119617.62767433382,-368482.36332469404,-392214.60317111074,-118007.79701129302,244044.80355978265,366157.6858972478,163878.8255370401,-128720.10805992434,-259215.82900152096,-197482.08125014586,-68996.77955517202,19189.270457463055,43507.22716150077,29710.757064379377,8496.516177322152
37442.774358614326,274153.907545336,213600.25902030882,67646.91743982368,-162241.49767438474,-359503.5541902067,-324675.5538605826,-3077.972197895038,337179.4787734476,349009.654404508,39112.68633705324,-255871.88113535498,-300972.7613294273,-159710.0737559336,-7700.172853865741,64380.854471139144,65721.8375862786,37448.32423203149,9939.273953688606
50743.12756483097,141749.29979031658,23307.103731511797,-131355.4128084564,-264796.58174973214,-286293.5666359164,-126660.13643357051,155379.0777246884,329799.1922135067,201973.27365445465,-112990.18774999671,-307144.1700218259,-252886.81332289416,-79193.29896334308,52428.30248829501,93158.00057777565,74799.57481243298,38709.00647783165,9516.896723350452
130173.20578358661,30077.93711171839,-88980.0227100596,-231950.434041566,-290105.45576503396,-171631.24203266622,66064.12954560263,243048.17593610985,223422.97869188522,20487.892053011507,-202749.00311875777,-266397.66520510154,-155956.2445839038,-2523.7129277879485,86400.36634974336,98789.21488153773,70477.04839408923,33891.31819062744,7411.461606455567
229385.04239605306,-84543.59192644234,-160268.42429688547,-235241.1053740379,-217268.54384749118,-42424.3239809343,174107.00759032875,225504.52557806845,83679.59544992929,-105057.32609143788,-208605.81182825737,-179632.58496984237,-63946.31072656783,45106.61684436261,93601.17527209914,88386.44862228102,58178.89138718769,25590.135131584746,4446.874598477098
294790.70644011744,-145658.57706323537,-183163.82456943276,-189189.795411356,-111855.14200512845,58929.82763058238,195318.18502460793,144980.78981683942,-29106.57400683574,-151606.67905316365,-162432.08344637783,-94346.98021542132,-1499.5389744048657,64854.1038649409,85122.35099724447,71256.85960164736,43049.680929801354,16267.979492476135,1545.2265650061447
