t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1589.2199999999998,1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-2560214.3109209845,-2264298.067179035,-1972514.2403866993,-1687151.562309346,-1410749.3812612037,-1146160.4410955978,-896589.5582390851,-665594.5977524112,-457031.6994143222,-274922.18038896617,-123214.64517386495,-5413.563433547421,75953.74751954341,120054.54965175694,128663.67044816981,107263.25900629914,66290.76202029077,22456.245160888142
-2792885.414074671,-2533380.9895803905,-2270291.75661383,-2002621.8897473349,-1730345.8363751688,-1454747.260811554,-1178734.8636131391,-907084.7569690093,-646533.0964331636,-405618.93281048164,-194163.89879722643,-22283.88300260976,101127.98828010919,170415.0466172544,185487.76401492115,154097.0520364511,93465.4967765349,30527.35219805899
-1402041.3324724985,-1351448.6744009082,-1290914.1238707649,-1215900.92539528,-1122561.760768088,-1008229.7778079035,-872066.2059400158,-715803.5766795796,-544442.245089492,-366665.3187182197,-194660.27504137775,-43020.58125533795,73493.34175557048,143275.76460449104,161763.6196637855,134821.6888587495,80118.95316895298,24987.104243632017
-290490.3041883704,-339557.083245023,-382784.2479451677,-416763.59861555696,-437701.5709321235,-441645.614891335,-425013.00602860114,-385446.5037640911,-322921.4585099544,-240872.65070400792,-146926.1077525934,-52690.18653182586,27894.002438932133,81792.80689493961,101169.37246435678,87316.33766242772,52223.28502120568,16016.82134252049
-4920.873248872322,-32255.884398852875,-59329.15854206036,-85512.38046647068,-109609.19484612333,-129760.86262603765,-143498.01218735328,-148028.40303950477,-140833.8383067409,-120571.48556574015,-88120.35674033916,-47404.88809999357,-5451.597366139217,28853.797389286716,47476.15870634896,46807.718361611085,30576.70236166235,10034.458686124859
-60793.46676286741,-55760.17187319526,-50999.42537886044,-46776.20313240923,-43466.375131889254,-41505.04643172465,-41225.64247820339,-42567.87004210791,-44711.24562449828,-45829.850282852334,-43300.47673281605,-34673.70168123552,-19347.19187108792,-149.42097611077133,16626.652612694183,23955.956728328663,19006.15422027049,7038.76536625589
-93852.289916805,-85061.63443053584,-74806.94835550615,-62748.573167470466,-49107.71594549754,-34904.15690982268,-22025.15462919937,-12884.707853131484,-9498.705592087535,-12130.388670773333,-18216.699220797418,-22693.802554494192,-20442.49478683625,-10013.797545110117,4115.42617166745,13696.339954750249,13117.394543932554,5184.472687191629
-69067.36741162118,-67962.08709197394,-64643.83154526289,-58200.89165319193,-48199.194624128926,-35132.54121723551,-20821.59502117483,-8368.206620938065,-1237.054711229152,-1429.7670531245933,-7590.53460995029,-14685.490335277234,-16526.580197383875,-10250.422481257172,750.1304137674031,8943.341910491352,9140.90703310092,3580.827336534754
-37817.31455107011,-41291.17671081431,-42945.22356697817,-41812.239342767265,-37144.86635880144,-28892.23924507048,-18244.9611094595,-7826.928478534113,-995.8531216818029,-97.30069183300816,-4501.067638411425,-10154.28922238319,-11903.861743375128,-7483.894665777287,290.5306922618097,5799.955828513592,5757.393557435878,2164.116826381728
