t1,t2
19.62,4.905
19.443739809327212,4.877787836155734
19.261906324411612,4.846168320430838
19.0748225771827,4.810158862050249
18.882819174078794,4.769786099480492
18.686233043918197,4.725085827761218
18.48540617162477,4.676102892166259
18.28068432484971,4.622891048789965
18.072415780512465,4.565512792842205
17.86095005821102,4.504039155616867
17.646636667326334,4.438549471272577
17.429823874469438,4.369131114729373
17.210857497694345,4.29587921213999
16.990079733628868,4.218896325538106
16.76782802336109,4.138292113397381
16.54443396256589,4.0541829689535085
16.320222260966393,3.9666916382459205
16.095509755805057,3.875946819925886
15.870604483550991,3.7820827489526456
15.64580481360043,3.6852387663590043
15.421398647239043,3.5855588773118834
15.197662684634011,3.4831912997219514
14.97486176211465,3.3782880056694724
14.753248261487702,3.2710042579112804
14.533061592622023,3.161498143716587
14.31452775003169,3.049930108247643
14.097858943690795,2.9364624896556903
13.88325330383164,2.8212590580038652
13.670894659014607,2.7044845600574665
13.460952386315562,2.5863042718992815
13.253581332059628,2.4668835612342837
13.048921801139894,2.346387461145077
12.847099612599926,2.224980256948018
12.648226218831063,2.102825087681087
12.45239888544111,1.9800835636293597
12.259700928592054,1.8569154011637312
12.070202006380928,1.7334780760341455
11.88395846065077,1.6099264961215256
11.701013705468121,1.48641269451363
11.521398658388556,1.3630855436305827
11.345132210552766,1.2400904909866408
11.17222173161084,1.117569317037056
11.002663605460786,0.9956599154234437
10.83644379280759,0.87449609579897
10.673538416598786,0.7542074092864703
10.513914366470603,0.6349189964993671
10.35752991844177,0.5167514579372734
10.204335366219194,0.39982074645643384
10.054273660626912,0.28423808140980733
9.907281053835728,0.17010988395330306
9.763287745252411,0.05753773292373432
9.6222185261217,-0.05338165938939099
9.483993420099534,-0.16255645233164806
9.348528317268325,-0.2698996636522921
9.215735599283317,-0.3753291388345241
9.085524753559682,-0.47876750392031475
8.957802974631118,-0.5801421028066085
8.83247575103023,-0.67938492002613
8.709447436255985,-0.7764324900549331
8.588621802603441,-0.8712257942104424
8.469902576832196,-0.9637101462185567
8.353193956842667,-1.053835067536381
8.238401108710786,-1.1415541535191536
8.125430643600936,-1.226824931515845
8.01419107423359,-1.309608711968441
7.904593250725778,-1.3898704335755006
7.796550775750283,-1.4675785035612734
7.689980399071229,-1.5427046340684596
7.584802391610074,-1.6152236756655225
7.480940899276435,-1.6851134489289923
7.378324276862778,-1.752354575027864
7.276885402350761,-1.8169303062011979
7.176561972010381,-1.8788263569820471
7.077296776691675,-1.9380307369809289
6.979037959712629,-1.9945335860008269
6.88173925673753,-2.048327012213322
6.7853602180177015,-2.0994049340822585
6.689866413332295,-2.1477629266776592
6.595229619922124,-2.193398072978583
6.501427993654742,-2.236308820719606
6.408446223596421,-2.2764948452916136
6.31627567009639,-2.3139569191640623
6.224914486413287,-2.3486967882526333
6.134367723833485,-2.3807170556136437
6.044647420148392,-2.41002107280461
5.9557726712732375,-2.4366128392092143
5.867769685705905,-2.4604969095844327
5.78067182144164,-2.481678310048081
5.694519604879951,-2.5001624626862338
5.609360731185035,-2.515955118922099
5.525250045492146,-2.529062301750818
5.442249504290523,-2.5394902569084605
5.3604281162608505,-2.547245413007924
5.279861861802258,-2.552334350639767
5.20063359045235,-2.554763780401929
5.122832895384556,-2.554540529788906
5.04655596416134,-2.551671538838211
4.971905404930224,-2.5461638643997357
4.898990047273473,-2.5380246928619545
4.827924716961469,-2.5272613611378603
4.758829983915815,-2.51388138568274
4.691831882760356,-2.4978924992858547
4.6270616054278735,-2.479302695348264
4.564655165396096,-2.4581202793299175
4.504753033249695,-2.4343539270203642
4.447499743404283,-2.408012749259255
4.39304347198335,-2.3791063627052793
4.341535586009432,-2.3476449662252374
4.29313016425526,-2.3136394224487518
4.2479834902979245,-2.2771013440088153
4.206253518528475,-2.2380431839639643
4.168099314088618,-2.19647832987452
4.133680467934171,-2.152421200983211
4.103156488459368,-2.105887347929773
4.076686171355342,-2.0568935544097595
4.0544269496175245,-2.005457940170282
4.036534225858416,-1.9516000647196114
4.023160689321246,-1.8953410311138894
4.014455620224589,-1.8367035891726835
4.010564184294713,-1.7757122374659833
4.011626720559239,-1.7123933234087536
4.017778025679531,-1.6467751407953428
4.029146638287872,-1.5788880241051941
4.045854126965843,-1.5087644389135129
4.0680143856502,-1.4364390677460461
4.095732940379471,-1.3619488907259047
4.129106271396204,-1.2853332603726566
4.168221154693912,-1.2066339699298323
4.213154027142735,-1.1258953146165087
4.263970379341969,-1.0431641452218108
4.320724180328965,-0.9584899134882058
4.383457338222142,-0.8719247087600593
4.452199200789462,-0.7835232854083085
4.526966099812589,-0.6933430805800498
4.607760942960899,-0.601444221863286
4.694572856698452,-0.5078895245019366
4.787376883522056,-0.41274447784425683
4.886133736570228,-0.31607722075883027
4.990789614352523,-0.21795850580614196
5.101276078028493,-0.11846165201004832
5.217509993316869,-0.01766248613199073
5.339393538741524,0.08436072758882496
5.466814281523586,0.18752736920409152
5.599645322012212,0.2917545562456989
5.737745507112924,0.39695724818360234
5.8809597127260895,0.5030483619360757
6.029119194752528,0.6099388981521496
6.182042007762439,0.717538077922532
6.339533489962012,0.825753489512856
6.501386812633466,0.9344912446521405
6.667383591772496,1.0436561438502006
6.837294559207462,1.1531518501611004
7.01088029006011,1.2628810707558333
7.1878919830029915,1.3727457456167445
7.368072289387536,1.4826472426192163
7.551156186962768,1.592486558223155
7.736871893581174,1.702164522958212
7.9249418159987055,1.8115820108528087
8.115083528622396,1.9206401519280956
8.307010776845221,2.0292405468544366
8.500434499434203,2.1372854828497303
8.695063864307441,2.2446781498864596
8.890607311948617,2.35132285626751
9.086773600665495,2.4571252426298935
9.283272847901323,2.561992493440432
9.479817561855315,2.6658335450582276
9.676123657759728,2.768559289455271
9.871911453295189,2.8700827727087583
10.066906637801697,2.970319387406361
10.260841210158091,3.0691870581386884
10.453454380455169,3.1666064192911776
10.644493430874984,3.2625009843903694
10.833714531507717,3.356797306306759
11.020883507184593,3.4494251276675056
11.205776551777753,3.540317520887181
11.388180886811297,3.6294110172827843
11.567895361638563,3.716645724800058
11.744730992865001,3.8019654339412723
11.91851144112978,3.885317711549603
12.08907342379843,3.9666539821715165
12.256267062559353,4.0459295967856725
12.419956165355345,4.12310388875439
12.58001844251307,4.198140216920988
12.736345657355336,4.271005995843068
12.888843711989953,4.341672713217418
13.037432669360747,4.410115934616302
