num_links,gib_time
2,1.1311996998265386
3,1.6868799000512809
4,2.156805100152269
5,2.8244972999673337
6,3.4201005999930203
7,3.740580700105056
8,4.159442899981514
9,4.645175900077447
10,5.155276299919933
11,5.619966599857435
12,6.180093499831855
13,6.704159799963236
14,7.150467499857768
15,7.612426899839193
16,8.11431820015423
17,8.645451500080526
18,9.140724499942735
19,9.6467559998855
20,10.220591300167143
