q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010001833634207502,0.020002666693199687,0.030001498701857966,0.03999732938524717,0.049989158768682256,0.05997598727776493,0.9999499804109971,1.9995998532958146,2.998649561165956,3.996799146601286,4.993748802266689,5.989198920907709,-0.010001833634207502,-0.08001066677279875,-0.2700134883167217,-0.6399572701639548,-1.2497289692170563,-2.1591355419995377
0.020002666693199687,0.03999732938524717,0.05997598727776493,0.07993064597664322,0.09985332069097054,0.1197360394281214,0.9997999266479073,1.998399573300643,2.9945994604538546,3.9872017091363845,4.975010840055995,5.956834571400688,-0.020002666693199687,-0.1599893175409887,-0.5397838854998844,-1.2788903356262915,-2.4963330172742637,-4.31049741941237
0.030001498701857966,0.05997598727776493,0.08989647991878523,0.1197360394281214,0.14946780147247202,0.17906499876779094,0.9995498537219853,1.9963996403025697,2.987853344139217,3.971223047600459,4.943832967250678,5.9030234747785375,-0.030001498701857966,-0.23990394911105972,-0.8090683192690671,-1.9157766308499424,-3.7366950368118004,-6.446339955640474
0.03999732938524717,0.07993064597664322,0.1197360394281214,0.15934980412522357,0.1987085411412664,0.2377492597026765,0.9991997866503215,1.9936008545681922,2.978417285700344,3.948888734670052,4.900293143469862,5.827959370344808,-0.03999732938524717,-0.3197225839065729,-1.0776243548530926,-2.549596866003577,-4.96771352853166,-8.558973349296354
0.049989158768682256,0.09985332069097054,0.14946780147247202,0.1987085411412664,0.247452414257272,0.29557753778483464,0.9987497604533377,1.990004336022398,2.9662997803504068,3.9202345147758897,4.844500239132638,5.731912515875828,-0.049989158768682256,-0.39941328276388216,-1.345210213252248,-3.1793366582602625,-6.186310356431799,-10.640791360254047
0.05997598727776493,0.1197360394281214,0.17906499876779094,0.2377492597026765,0.29557753778483464,0.3523416304124866,0.9981998201512848,1.9856115238002294,2.9515117373892688,3.8853062468965387,4.776593763229856,5.615228714595492,-0.05997598727776493,-0.4789441577124856,-1.6115849889101186,-3.803988155242824,-7.3894384446208665,-12.684298694849518
0.06995681583838025,0.13957084618372287,0.2085009851776738,0.27640947800110605,0.34296357585870996,0.4078371664342745,0.9975500207597386,1.9804241756710197,2.9340664703819264,3.8441598311644767,4.696743514484815,5.478328070159273,-0.06995681583838025,-0.5582833847348915,-1.8765088665990641,-4.422551648017697,-8.574089396467748,-14.682137991633882
0.07993064597664322,0.15934980412522357,0.2377492597026765,0.31462732319098735,0.38949204068137866,0.4618643419589183,0.9968004272840961,1.974444367335026,2.913979685172404,3.796861119402023,4.605149156775096,5.321703474129951,-0.07993064597664322,-0.6373992165008943,-2.1397433373240884,-5.034037171055798,-9.737301017034467,-16.627116310521057
0.08989647991878523,0.17906499876779094,0.2667834903389674,0.3523416304124866,0.43504658879930735,0.514228639721093,0.9959511147130724,1.9676744915928457,2.891269465743901,3.7434858097303283,4.50203971987722,5.145918831390697,-0.08989647991878523,-0.7162599950711638,-2.401051413050707,-5.637466086599786,-10.876164719982684,-18.51223102995935
