t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1417.5449999999998,1255.6799999999998,1103.6249999999998,961.3799999999999,828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-1626387.121674012,-1424896.6710591468,-1226850.1227040037,-1034121.8172999871,-848754.1542514965,-672995.8104552589,-509318.9563402222,-360403.3160319292,-229070.85831105462,-118150.77880390533,-30250.892927093108,32590.468485752714,69397.2504229998,80913.35446675707,70434.43046868916,44804.280930379035,15538.475620230445
-1999066.6346173722,-1788380.4429212203,-1576543.3858653072,-1363620.5794634984,-1150441.1695244706,-938839.7660288509,-731856.3939248269,-533848.8182283962,-350451.99756193574,-188304.26843846877,-54456.04946585612,44605.77489414123,104335.10347303611,123832.10260705082,107669.72070357959,67469.23901571867,22690.381261848917
-1273646.9473770563,-1192313.197723516,-1103712.9856036576,-1004830.1711644278,-893503.557689055,-768878.2012007707,-631925.7905130886,-485951.94772504515,-336940.49005008134,-193519.90476915395,-66304.67064104426,33594.075986178024,96932.27412701,119307.75077593756,104060.15239025532,63992.66975837959,20624.009267308862
-442737.7873830394,-461614.68676191254,-473722.0055062789,-475561.71981458075,-463718.2451563965,-435244.1347115323,-388299.78460336133,-323000.9383655778,-242307.18221951174,-152634.96844952035,-63754.57844012767,12470.872423940811,64709.35573967865,85811.34154774778,76397.82024826536,46649.77909877582,14558.120201616828
-57159.44421444412,-90053.1232656515,-120662.26205576569,-147293.97744325708,-167731.09060456706,-179326.51086677503,-179365.12530599898,-165744.08628389615,-137923.1479113927,-97923.46670936447,-50946.755449611446,-5059.160197535196,30496.56914428748,48296.6931123547,46148.43931768301,29246.288938268415,9303.30793545046
-10355.200354636121,-20266.015913274114,-30448.522326968276,-40768.809930878866,-50757.31574067436,-59514.89192366124,-65689.33525179738,-67598.49532081615,-63583.06319855688,-52627.9052070178,-35162.46455174153,-13736.95555189694,6946.171334125649,21187.234254100364,24744.305512815903,17749.21203318716,6198.531717319989
-46854.37292053966,-42112.037120981535,-37313.47586407653,-32608.785875654383,-28334.27296424144,-24993.5447226922,-23105.29112463433,-22875.79968912356,-23766.46392291165,-24223.58550487748,-21994.95982385927,-15316.12996574394,-4603.970509557842,6611.997456232322,13051.015563586445,11487.453830590155,4478.752256369584
-57434.24188395105,-52167.941911775575,-45781.94946397012,-38037.9623310598,-29168.560623014728,-20066.973333496655,-12281.523932297789,-7587.846069425207,-7055.599937786088,-9954.06907353543,-13367.145597425675,-13429.818846053162,-8061.233806112072,711.8583369806499,7502.509823053175,7946.0117811179425,3269.1580509253954
-43954.61035351598,-42705.85914673978,-39901.815147837864,-34965.49330245993,-27761.641169887484,-18946.27116807314,-10173.687175620513,-3794.219195596699,-1789.6761414393718,-4263.282472467879,-8605.628960492586,-10626.130040798895,-7597.219185055985,-899.8141106930934,4715.7640175713,5427.377489053606,2222.308768570198
-27535.028755803993,-28933.781488477598,-28961.98067791926,-26970.039091478182,-22597.684281618083,-16167.07730814163,-9006.599099900157,-3291.1898366358037,-1066.4400336934796,-2743.469605411417,-6236.763853708119,-8027.2327868364955,-5916.405580334595,-1108.7745272480158,2795.777171995716,3285.723565755334,1309.5942343022307
-16721.446386785232,-18708.328862273305,-19729.181721370438,-19244.986820879483,-16874.426985833605,-12737.571699119346,-7768.954171941369,-3624.2740264125346,-1887.2527347025855,-2869.408136180242,-5035.0005139452305,-5976.135119049252,-4427.604036849552,-1386.6325623564237,959.1389421749197,1388.321017329245,566.5695023977896
-11022.048347134601,-12561.978503734766,-13540.13801525449,-13599.29024175293,-12451.124955031557,-10113.848422335805,-7132.289703488323,-4515.807635141807,-3219.7728023108702,-3427.9566733817446,-4308.486684340634,-4653.920002034649,-3886.8340008531836,-2415.3782916594505,-1051.741247826139,-260.40662533905515,6.747417049150974
-7873.357706172419,-8826.967595910604,-9613.409756422901,-10066.665497902035,-9985.524167721176,-9229.411839114788,-7849.812241319795,-6166.606621796157,-4692.293758950262,-3897.3861261258103,-3933.6909556298765,-4486.596404177239,-4892.400802623339,-4531.678165610068,-3279.1601452937757,-1635.463001388534,-376.55462220919276
-5326.68003202346,-6165.677584173673,-7293.071352538237,-8689.834461304403,-10081.666535417302,-10896.92838974088,-10475.04035538311,-8598.073419865663,-6013.610360265873,-4258.785972070667,-4512.833590543433,-6388.534315033149,-8064.82451518646,-7855.263016446487,-5627.084110542456,-2699.6439880096323,-599.0461799085001
-2564.7834016004513,-4400.583720774127,-7053.395801467233,-10479.830864048074,-13941.144550938323,-15972.437913216507,-15119.150753467165,-11375.283686908055,-7034.695219908576,-5366.173944031595,-7656.716561215558,-11718.059977679495,-13850.830530326792,-12184.997742423882,-7856.022031961298,-3410.969173689769,-688.763574214302
-479.6961742137345,-5174.211716764177,-11074.6861497293,-17681.720066130572,-23152.70867677375,-24775.02103853452,-20983.880649939667,-13794.777202248806,-8557.137733565338,-9628.433932888005,-15894.78516151855,-21628.030429780636,-21981.69651109423,-16837.51403947551,-9616.240567873963,-3764.3810731363646,-702.096007776942
-2766.2429539833934,-12507.660482011011,-23109.473184477854,-32873.57145779885,-38278.282293974655,-35904.81520541634,-26299.57439369657,-16051.504722614993,-13575.901592856097,-20971.360823300492,-31365.024718693723,-35700.4333769424,-30890.134228084335,-20661.491537788308,-10581.31460804025,-3860.5693056097393,-742.7837397930441
-16072.06330353428,-31767.392790013655,-46369.880759636246,-56253.48539560599,-56584.15955872836,-45672.61772937306,-29755.196956251926,-21096.98785808336,-27263.127450960386,-42502.287853386,-53070.70087064658,-50597.66641639631,-37706.85010269486,-22408.69690804042,-10662.41829849469,-3965.368487040623,-966.3463015459944
-46532.57148015834,-65315.56401386311,-78996.22242611818,-82186.36029395596,-71099.5706277697,-49994.26544530379,-33162.109411536636,-34683.40435211144,-53283.874755986704,-71851.12707438925,-74533.027593576,-60323.25790146496,-39338.472828435806,-21394.22165376311,-10188.400822537214,-4500.141376284772,-1545.551721540425
-92226.65108742735,-106266.66840489375,-110224.74417144101,-98946.7278872496,-73874.05467314247,-48473.21015273157,-41957.68130833317,-60480.694479531674,-87200.76652759874,-98122.39966788173,-85216.63532277668,-59085.83494948032,-34283.842406557895,-18049.928835742678,-9890.373278975036,-5908.970960508735,-2583.1388221064212
-137483.46477188528,-136909.20538072183,-123233.21982252579,-95084.32652311093,-62517.15541501251,-46127.749416346385,-59949.23051902258,-92408.88089610203,-113801.10301533881,-106028.25118101257,-76791.76088780622,-45290.591652728115,-23890.37145062628,-13894.852303658525,-10607.75638171416,-8412.466420876184,-4000.6821353169425
-158229.98441775495,-137765.37392572744,-106214.55269654428,-68907.66367288279,-43399.31951692329,-48536.9436363358,-81764.78792901606,-113522.95558070349,-115154.9979878363,-86663.66057066382,-49772.13969009349,-23265.018191283416,-11868.47236526995,-10813.71983672656,-12826.76838953712,-11768.421487872736,-5486.596106594418
-138482.92298697575,-102484.35868412696,-62884.97038740236,-31381.69766289708,-26473.302992374403,-54507.499421977365,-93133.033073319,-107223.54029640522,-84879.19469721496,-45463.03778409012,-14059.868490924307,-853.5331339712349,-2282.6029343327937,-10086.174428005063,-16331.393292990027,-15227.239543128315,-6586.49320271327
-83637.90523522561,-44254.46053847895,-11060.956215045677,1871.1684987730519,-16688.40848927083,-55834.541822189734,-82132.31045715022,-71553.2107603585,-34349.02190108995,1131.195007668025,17514.495773240276,15159.828168128577,2466.374346709217,-11814.594473455196,-20219.353188862475,-17788.72580866232,-6921.826040851654
-16755.01466601427,13530.049326385797,30037.27996316175,21484.713693661182,-11599.8409189923,-45527.0052947047,-50056.07588724459,-21260.273933692344,15890.399123675059,37028.4039808924,36693.953305945484,22102.73679764627,2327.1690778784446,-15057.239984372765,-23296.93971462456,-18652.562100517633,-6396.155902554942
