t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
560.1199999999999,541.4499999999999,527.685,518.825,514.87,515.82,521.675,532.435,548.1,568.67,594.145,624.525,659.81
139632.53812652122,116440.72490417071,93990.77746583661,72667.8329139738,52874.89391786564,35034.170721778035,19582.280551436626,6955.047947463075,-2444.0242307212293,-8299.284230559995,-10471.675509169254,-9130.869681724374,-4940.818191950684
225666.74891898024,190070.11818129715,155188.35584110417,121480.3347587401,89521.62033374362,60026.471436654174,33848.39160089157,11946.092388980394,-4701.361991057444,-15247.230422838065,-19210.7259869308,-16793.483348875,-9259.548355364746
236481.76241030224,202932.64050327113,169238.5937147426,135552.01767106942,102294.66374414631,70230.42618181717,40501.795573278505,14597.142141574519,-5791.530254482906,-19057.483268402753,-24128.883381689935,-21042.333366188705,-11523.304224663754
188026.3658617064,166377.57401044216,143511.55080697412,119095.38446826405,93158.47542886164,66236.89352220476,39489.44729531742,14721.494259311989,-5769.037298510396,-19603.75240005044,-25017.40237303636,-21730.30205569915,-11715.179977991644
116594.57447208719,108550.00895176154,98699.37991259134,86332.15570379024,71051.7572916164,52981.25733289192,32982.883972610616,12796.966811040711,-5043.462190786296,-17670.48735270614,-22764.923883704287,-19692.94493928892,-10413.889674847243
54194.241267025805,55478.29996053559,55080.97177400352,52185.59279341171,46126.4254335418,36611.964999437354,24023.02660305604,9680.60573810226,-4107.342368387241,-14441.977229021893,-18777.88318413015,-16202.620920838388,-8413.29815006834
15200.231467080423,20079.116942854504,23853.729810997578,25847.695923499276,25358.194098885397,21842.57572087543,15228.341379817786,6260.73757053578,-3313.3106712552053,-10995.08239061316,-14382.724809089703,-12422.505478837478,-6376.266244066218
-1949.3206039428287,2558.5687187394215,6579.408741095119,9687.754217193824,11326.515537608993,10922.034531554864,8134.639151872818,3200.654361354453,-2800.157386850502,-8020.234949452936,-10473.641117808624,-9102.181359614486,-4675.107187016078
-5823.49725424684,-3152.221469449292,-568.4303701668913,1732.8326236485577,3413.3445790539845,4033.532873386176,3203.166930821731,842.3126310787586,-2544.6019408162106,-5796.105438304627,-7451.689095864872,-6545.900233362138,-3413.4455006586186
-4461.265788975901,-3443.250599282477,-2363.707170374985,-1271.6000764458977,-309.4664720934261,278.2518783908861,196.72195242214462,-753.7576576476988,-2456.7854425365313,-4312.668456324122,-5348.760483034769,-4743.67613611401,-2535.4358185914566
-2451.098265487104,-2355.806436728405,-2205.541528382764,-1987.1337155061779,-1717.2373250717615,-1471.4425315906356,-1403.0714246080634,-1702.9694482918899,-2453.41989735889,-3421.6775023604064,-4001.069967545919,-3535.62345179875,-1932.5607362126202
