t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
1178.1499999999996,1125.1449999999998,1077.0449999999996,1033.85,995.5599999999998,962.1749999999998,933.6949999999998,910.1199999999999,891.4499999999999,877.685,868.825,864.87,865.82,871.675,882.435,898.1,918.67,944.145,974.525,1009.81
3834738.154906168,3455433.059509193,3078693.403892967,2706081.384530396,2339490.9675200884,1981245.3980787334,1634179.156184731,1301695.1542264116,987784.7471338179,696994.7477872383,434322.55275255826,205018.31550850396,14272.695019839479,-133228.90184493316,-233898.28138104238,-285983.7155764528,-290439.6662299829,-251885.33141903722,-179578.82954168264,-88297.11114678631
2624413.825211597,2470217.9687278825,2307921.68191595,2133966.8467630376,1945451.2278862076,1740439.871503599,1518331.9351208005,1280263.9924940113,1029506.4630561518,771780.9458084131,515396.7452181454,271081.90348442015,51378.3565467703,-130504.02332709981,-262409.99572371703,-335450.32346826716,-346440.3126932418,-300102.8509097796,-210394.9802953218,-100237.92941112463
307440.5063607401,371720.8962569616,430395.9035903806,480278.2252442987,517833.4513194201,539257.6167121304,540727.8480311738,518862.38379398,471397.6682140808,398036.5129841834,301341.19342152955,187448.71006763336,66299.07108720654,-48963.202018733165,-143672.09975272173,-204423.22104065126,-222567.15283516076,-197535.88409584318,-138741.28948125255,-64766.42345874462
-96799.1491275216,-80234.90398881982,-62534.61878026334,-43348.15568201713,-22616.140152154912,-708.0363135695661,21432.220477586776,42170.00204872498,59157.654802589524,69495.23263737136,70168.65521401254,58820.37862581014,34798.57965896982,245.2051801149189,-39238.443830950535,-74955.2419883218,-97005.14117081382,-97688.85804628317,-75481.28880694635,-37654.205683877386
106930.81214460517,86115.26490155702,64346.68071238778,41557.30114354863,18196.76416234162,-4604.533741148274,-24973.9197560447,-40457.558534486154,-48528.490311300855,-47484.03282178567,-37571.55658797725,-21883.50104762495,-6316.334638868221,2038.1481746669697,-1947.8614355165657,-17924.83872821948,-38484.7514272421,-51691.796991175754,-47774.35545851722,-26505.275919827916
73339.923562073,72815.26786545888,69457.01080614046,61961.613773204284,49361.70075754355,31417.356221682752,9111.42058168529,-14944.2412393147,-36528.40725860141,-50633.3902628258,-53243.08485563353,-43633.829537346784,-25999.015094592218,-8821.393133775795,-1171.468492213766,-7193.8063314931405,-22331.86548501467,-35073.869141501185,-34625.272343017736,-19525.398356097212
-4697.322474367196,4946.607497322104,12984.176499447785,18340.03762297524,19800.852054725936,16291.354512271964,7389.237815546088,-6025.94340706079,-21306.805305087037,-34251.39135819282,-40407.524338893134,-37315.51576718944,-26593.564476663065,-14119.333287721103,-7179.818514802188,-9645.787757494716,-18596.583795877472,-25818.986318580213,-24026.891916834928,-12994.447458610895
-21329.220882232712,-15131.021575225783,-9456.217090360205,-4825.48025580004,-1968.2127804095808,-1691.7205664551886,-4560.168522767143,-10420.751466954598,-17984.57050030196,-24838.40310598427,-28231.094187405793,-26552.06511837163,-20698.619827988434,-14098.245709433548,-10752.26971656503,-12299.7549747055,-16458.231619329115,-18579.462222208833,-15410.506997543818,-7847.261214196788
-15772.400293684623,-12726.296931516574,-10053.927334557917,-8093.009210630362,-7277.641506769754,-8018.018396419562,-10463.270707706622,-14218.052883157732,-18203.803412945384,-20908.02430604093,-21101.664173688532,-18702.237785712718,-15099.808229650334,-12420.234468110626,-12021.258468726202,-13375.854028039716,-14411.756002040023,-13158.273744482176,-9310.088676049352,-4366.966681651197
