t1,t2,t3,t4,t5,t6,t7
240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-965.3518325329869,-653.3857832579813,-374.5145796577127,-150.19610420869236,-0.4634465925166378,61.275983900488384,42.115434132110565
-2114.5995208807494,-1448.4594913072312,-853.7951928063217,-372.5990739013887,-45.167645175421455,100.63280522747617,77.69979270841955
-3153.894687879336,-2174.59400389598,-1296.6990083873663,-581.0023555424727,-88.48999563478108,136.56046106939277,110.52335836400091
-4039.317172436608,-2803.406860636664,-1687.4742376742208,-768.6537610413058,-129.04647118880007,168.13008637162824,139.6255313451811
-4739.804038823079,-3314.179841461932,-2014.1645647065068,-930.1800138170465,-165.6262237787173,194.6556943883118,164.26771384986824
-5238.847549417665,-3694.963753772426,-2269.2248666476285,-1061.8538769629433,-197.25606063642468,215.71467896022295,183.96106314959476
-5534.525883157097,-3942.7243993301618,-2449.6850553383883,-1161.7063091419195,-223.24483367148844,231.1468373329955,198.4731927523084
-5638.027083265605,-4062.60497033332,-2556.885936324403,-1229.48582822089,-243.20509108981534,241.03404869873805,207.81528952861635
-5571.025806552156,-4066.493334351187,-2595.8634274237616,-1266.4849176121409,-257.05184462343993,245.66460605057733,212.2130610423554
-5362.387908730566,-3971.15250976496,-2574.4925250460883,-1275.2663731819964,-264.98065367136513,245.48733663907268,212.06620385789594
-5044.699983353781,-3796.19262180517,-2502.516494812388,-1259.3295271757195,-267.4291137772576,241.06099392810748,207.9016020217261
-4651.060383020105,-3562.1370051448184,-2390.5807233522337,-1222.7570845982618,-265.027050982872,233.00403279060467,200.32527143400227
-4212.450439163979,-3288.7762171196846,-2249.368866834096,-1169.878731496644,-258.5411779198165,221.94896328525314,189.97731057879707
-3755.8614618956676,-2993.9278990820458,-2088.907775510826,-1104.9793300607082,-248.8196977830524,208.50424379281756,177.49300976006964
-3303.21479102525,-2692.6438268545508,-1918.0739461707262,-1032.0693215376416,-236.7414856944378,193.2253524322933,163.4720291730419
-2871.0010511740275,-2396.840805325097,-1744.3037154587016,-954.7247381454696,-223.17323415829978,176.59546097291633,148.45637185571132
-2470.4926113393676,-2115.2867515986877,-1573.4859227528393,-875.9954042082924,-208.93654135941114,159.01516148161977,132.91688833017972
-2108.3515479950916,-1853.849464099928,-1410.0010513267323,-798.3733539232071,-194.78555004385183,140.80002790867675,117.24733058964598
-1787.4578830637922,-1615.9109490877297,-1256.8647023198118,-723.8095099259037,-181.39456575180276,122.18443626139266,101.76454116838913
-1507.8089810706708,-1402.8598690598224,-1115.9341263649708,-653.7650841114786,-169.35419072653582,103.3299756117047,86.71319114599457
-1267.379320801806,-1214.5928556871465,-988.1422167388035,-589.2844982341167,-159.17393810144404,84.33688904190285,72.27351474972829
-1062.8705754911946,-1049.976704209341,-873.7315608072787,-531.0782516174999,-151.28902482551484,65.25721155936974,58.570662809732376
-890.318125222113,-907.2437259713105,-772.4699000694196,-479.60646316142385,-146.06903364251357,46.10854970810586,45.68455019646498
-745.548045436992,-784.3092420851794,-683.836267814532,-435.15626244753616,-143.82632235972903,26.887718638706044,33.65935174975759
-624.4972278037949,-679.0122687739843,-607.173358698875,-397.9084308120671,-144.822381865649,7.583679152225411,22.5120697410015
-523.4194242512276,-589.2878890889747,-541.806052883549,-367.9904916819531,-149.27075385900858,-11.810619089428734,12.239830775617365
-439.00348467623263,-513.2833177808332,-487.12855974528736,-345.51475914586433,-157.33558248168066,-31.287783935072774,2.82576076117672
-368.42898345604664,-449.4302335616808,-442.66367960482063,-330.6007249845014,-169.12537410514997,-50.81717015723977,-5.756568274306561
-309.38070392821766,-396.4845834835269,-408.09762534982536,-323.38172076137226,-184.68206990426305,-70.33796082673138,-13.540021863473179
-260.03854941172176,-353.5426268745989,-383.29313383267106,-323.9961933417589,-203.9660923721842,-89.75440060126577,-20.56195003522464
-219.0543733124548,-320.03915254525236,-368.2826302891675,-332.564344202495,-226.83859863594873,-108.9334447147731,-26.863187338814544
-185.52255835429,-295.7310544606454,-363.24233248503515,-349.1514467604527,-253.04273452721068,-127.70506380110615,-32.48777277078272
-158.94722286535733,-280.66712225230975,-368.44767541942167,-373.71996585130154,-282.1861880692982,-145.86537833769225,-37.48314808659502
-139.20581807032153,-275.14323006296655,-384.2105127212201,-406.07368512918026,-313.7277231786159,-163.1826794231791,-41.900595896727005
-126.5066623536994,-279.64126444137355,-410.7993360848875,-445.7983425907126,-346.97055294948603,-179.40622544851652,-45.79569132500236
-121.33668606857404,-294.750244091793,-448.34527590220654,-492.20463037258713,-381.0653030814137,-194.27749695622327,-49.22856234629624
-124.39539557580697,-321.06921360197896,-496.73880411298154,-544.2805946810223,-415.02485067666936,-207.54336350947764,-52.2637845208678
-136.5118652076244,-359.0936061624426,-555.5246053077432,-600.6611754130208,-447.75246780561577,-218.97039287146177,-54.96977622895865
-158.54343860865737,-409.08969451527537,-623.804612742807,-659.6225365972646,-478.0834735072795,-228.3593446643912,-57.41761082567729
-191.25766557306304,-470.9651395216476,-700.1611940123901,-719.1076904836153,-504.83909070581393,-235.55876855206984,-59.67922155733699
-235.2025527141675,-544.1469757582307,-782.6133273949835,-776.7875657775819,-526.8895742099463,-240.4765969035251,-61.82504132132425
-290.5740086925293,-627.4809735248193,-868.6177894554883,-830.1581638591882,-543.2221379327269,-243.08870059266349,-63.92118837276502
-357.092782221022,-719.16746299532,-955.1245098758714,-876.6700751556001,-553.0080077849954,-243.4435677125244,-66.02637509664414
-433.90548353256355,-816.7477609072787,-1038.6902851844393,-913.8819217088367,-555.6622931145565,-241.6625569799282,-68.1887728359572
