num_links,lie_time
2,2.6336035998538136
3,3.9331958000548184
4,5.1937923999503255
5,6.389446200337261
6,7.5718308999203146
7,8.740966999903321
8,10.315531100146472
9,11.344475000165403
10,12.476493200287223
11,13.66887869965285
12,14.995165899861604
13,16.46631689975038
14,17.688595599960536
15,18.922574799973518
16,20.5091989999637
17,21.803237999789417
18,22.916702900081873
19,23.93093100003898
20,25.336334200110286
