t1,t2,t3,t4,t5,t6,t7,t8,t9
447.305,413.92,390.345,376.58000000000004,372.625,378.48,394.145,419.62,454.905
-8581.638418264156,-6411.370829292436,-4390.9808744465645,-2601.557359253429,-1124.0038283838944,-33.833472140111326,613.0744585312809,811.6542365730047,667.0980566049246
-16677.92502545587,-12581.363325772825,-8754.619932204787,-5348.197327778158,-2520.363423423391,-426.53397378854436,811.7522373910699,1173.4744110767508,859.6564618194161
-23069.625414546037,-17545.528792679303,-12342.147848343673,-7658.218828956395,-3721.9313634471428,-775.0763747886012,978.7500730812378,1483.67024636855,1019.7337504836144
-27279.54169203661,-20951.824640716797,-14914.871935202134,-9388.68161309235,-4659.471394512868,-1060.0741008767882,1106.2184678866383,1726.4868652474047,1138.1520966383864
-29178.334981228712,-22685.14274067441,-16379.173568719938,-10473.429450843392,-5295.796959598287,-1269.1592403993197,1190.475151928778,1893.1156152343592,1210.2140569289404
-28959.289463836736,-22854.30792453121,-16781.877793836138,-10922.807429121527,-5626.7901270690845,-1397.7165345028138,1231.8971532786618,1981.8739154895009,1235.7423904488617
-27051.84614755093,-21737.793550305778,-16280.733987348083,-10810.492971027845,-5677.1859050225885,-1448.4798313536403,1234.2284067976884,1997.38316600354,1218.442052493548
-24005.06067713175,-19707.622487839355,-15100.567847866872,-10252.183649430122,-5492.699347179639,-1430.200505110192,1203.521598713352,1949.0349735773443,1164.8080853460447
-20374.02713568221,-17152.75262973083,-13487.169913924505,-9381.88860450043,-5130.577159284602,-1355.7438422919572,1146.9678827130883,1849.1213572828108,1082.856377697721
-16633.898786303107,-14418.511666862178,-11668.831247152775,-8330.869037938062,-4650.55933489474,-1240.0160410115545,1071.8355242663888,1710.9906893770835,980.9314242236018
-13132.660688349166,-11770.413673750238,-9831.133312421274,-7212.45403794242,-4107.693699414569,-1098.0773281228853,984.6623505625982,1547.5031642507415,866.7692805937347
-10080.97411819649,-9382.468300098553,-8106.001496242283,-6113.822365712213,-3547.708732147599,-943.6859866899268,890.7581540040661,1369.9370899355552,746.8977666528859
-7569.042164115518,-7344.377122495894,-6572.566886074843,-5094.068585181912,-3004.960201938418,-788.3842023199154,793.9981750113361,1187.3783867750224,626.3693230237748
-5597.612880812333,-5679.671023487467,-5265.667859666679,-4186.826042318016,-2502.4837943971984,-641.1159980329173,696.8420403124929,1006.5362901912295,508.7629901617679
-4111.80011314297,-4367.355444219594,-4187.7253217986345,-3405.4279635562457,-2053.460580011471,-508.2831810309764,600.4961592573036,831.8785749322916,396.365619642709
-3030.2293557296566,-3361.7720592313035,-3320.6678665117647,-2748.8525334752735,-1663.3992986029475,-394.10420875292516,505.14486049092693,665.9666006469349,290.4432924289841
-2266.1161677599844,-2607.9188494744285,-2635.9090230695374,-2207.2394477875678,-1332.4778307481836,-301.1372453529136,410.19611102280305,509.8834395361557,191.53169794958512
-1740.0264156034245,-2051.561399805793,-2101.592931992657,-1766.3419710283003,-1057.6795261566142,-230.8493884516462,314.5117878518993,363.674657589144,99.69844001977626
-1385.8519206739272,-1644.7780719070872,-1687.1781603781478,-1410.7406592722014,-834.5426575047505,-184.1449180191167,216.61343625941225,226.750370351432,14.753136625100062
-1152.1399470537826,-1348.1473106041792,-1365.8831198272414,-1125.9380939769646,-658.4771441838959,-161.79527781831905,114.86888644085245,98.2221456911246,-63.60136037725544
-1000.762905382583,-1130.82877810542,-1115.654572897254,-899.5898390377918,-525.6817605181252,-164.73602816419526,7.672225858630803,-22.833874309727378,-135.6723380116401
-904.4229456786475,-969.5611430230749,-919.265312114699,-722.1480316483002,-433.723998643626,-194.20974567299913,-106.3699089914278,-137.18582452099713,-201.72555796752528
-843.9466505448445,-847.2894608098266,-764.0050363114152,-587.1473215951067,-381.83800493927896,-251.74111649600474,-228.23775480024017,-245.32061548190646,-261.9675140975788
-805.8870848466947,-751.8536140928313,-641.2695276606909,-491.28516440217436,-370.9695895197211,-338.935919849783,-358.284719927998,-347.3770536156149,-316.55137332933344
-780.6560540269171,-674.9574234575623,-546.2112513507693,-434.36365381984604,-403.5661478658807,-457.10465841669816,-496.02347904478296,-443.1315922603478,-365.59804130373436
-761.2404330530096,-611.4946587061214,-477.49865468244013,-419.08242565113085,-483.08669457422536,-606.7289047099798,-639.9372288591563,-532.0318062201534,-409.2254973617377
-742.4718239106202,-559.2136123380902,-437.1395482396214,-450.6117934516686,-613.2046545774449,-786.8162044180737,-787.3520015182803,-613.2726880686,-447.58084883089197
-720.7770507511285,-518.6344873993553,-430.2531373124168,-535.8425345992696,-796.7024881595293,-994.2257792210826,-934.4113706123713,-685.9092821400584,-480.87036063381663
-694.306780038712,-493.07952799832697,-464.62853156808615,-682.2155255010282,-1034.116297261819,-1223.0853527321938,-1076.1920093617634,-748.9960977335681,-509.3831356141193
-663.3038716299881,-488.63245481810395,-549.8956156076493,-896.0914537210808,-1322.2749063387778,-1464.4473100164857,-1206.9850907210457,-801.7398138709341,-533.5043976610725
-630.5303422422546,-513.8214049627397,-696.1723289028528,-1180.7312706773853,-1652.9738807309575,-1706.3355243562664,-1320.7442954422581,-843.6480511428792,-553.7147740812254
-601.534774497755,-578.8364844249156,-912.1527150740171,-1534.109471574689,-2012.1004667779916,-1934.2997630693599,-1411.6691192087308,-874.6546849168735,-570.5728974342868
-584.5334542557806,-694.1673692265185,-1202.7604478481728,-1946.9410543516465,-2379.5434979368533,-2132.5175259809052,-1474.8583851061278,-895.2024589782106,-584.680284882452
-589.7229600452531,-868.6845558717273,-1566.686895138485,-2401.4159048701526,-2730.15078016621,-2285.3713413343194,-1506.9417830681261,-906.2672652192751,-596.6298716471275
-627.9534515032086,-1107.3733354271308,-1994.308419907666,-2871.141186497385,-3035.8236948255394,-2379.3056364718796,-1506.5854323626854,-909.3154233424299,-606.9425898474528
-708.8620151989109,-1409.117924295537,-2466.5647480530915,-3322.6486604899433,-3268.586781244899,-2404.6650624827485,-1474.7768446101131,-906.1948209162765,-615.999520032056
-838.7568137611621,-1765.0591701896353,-2955.315204450339,-3718.526895857837,-3404.197663450797,-2357.1707391020523,-1414.8261313448045,-898.9712723346341,-623.9796800778629
-1018.6949595971978,-2158.0476198827578,-3425.4454870055556,-4021.8433012708506,-3425.652740999972,-2238.7259903160552,-1332.068541417533,-889.730855515191,-630.814640378238
-1243.245663612988,-2563.548451166755,-3838.608829008812,-4201.136060985067,-3325.8762461802944,-2057.3599293276834,-1233.307827446854,-880.3752230476734,-636.1701966328565
-1500.3347315883866,-2952.0440132657386,-4158.051099688521,-4235.01116261258,-3108.9983685716343,-1826.2904707577686,-1126.087475552427,-872.4384554189785,-639.4620341850014
-1772.3339392172754,-3292.602065631095,-4353.62733827763,-4115.37684178331,-2789.9166030078873,-1562.2725016345298,-1017.905886587068,-866.9504337642536,-639.9070253655912
-2038.2503787631067,-3556.951212977061,-4405.993360296224,-3848.614790292702,-2392.2170463642988,-1283.5410493727268,-915.4955761793142,-864.3636625579626,-636.605482808895
-2276.5839531816223,-3723.2433868853277,-4309.110687929419,-3454.457730947559,-1944.8965635720397,-1007.7245367425643,-824.2656792078902,-864.5497147127705,-628.6437457971915
-2468.2523074824207,-3778.748601487726,-4070.599533439125,-2962.874642337075,-1478.5650137276389,-750.076179427105,-747.9682961710603,-866.860324315764,-615.2023554365298
-2598.987255034628,-3721.001191937029,-3709.988825375944,-2409.6941707020405,-1021.8563820236927,-522.2675042365264,-688.6032856760216,-870.238885813137,-595.6538445636307
-2660.776751466767,-3557.3062913610324,-3255.380898953758,-1831.900970991565,-598.6416546461681,-331.8432603977065,-646.5342388513867,-873.3623703565195,-569.636167971977
-2652.194615183206,-3302.891447074361,-2739.3335209817683,-1263.4815558567434,-226.37648096808164,-182.29483893445544,-620.7590698353647,-874.792094826221,-537.0925223564449
-2577.7316145461664,-2978.238777097009,-2194.8016518391296,-732.4293991800153,84.37520783167207,-73.60479665589861,-609.2658068060059,-873.1140193322063,-498.2745629641539
-2446.4336941433353,-2606.2035906968895,-1651.8045330642547,-259.156388220242,329.4393854267988,-3.065702113251575,-609.4069060634229,-867.0541951054628,-453.71231190989363
-2270.2255167228504,-2209.431345027747,-1135.1847976436588,143.7794609216727,509.88487737811477,33.8193761677129,-618.2394216276326,-855.5611940057966,-404.158999537661
-2062.2588136274535,-1808.3923911031613,-663.5182908620543,470.94661881943875,630.587991895247,42.50541967308175,-632.797863570318,-837.8534642292514,-350.5218046622553
-1835.5182837950563,-1420.1443051699107,-249.00280193816567,722.7170000829097,698.8054131206579,28.734893492926176,-650.2861988402414,-813.4345847946777,-293.7897395006174
-1601.7950195704873,-1057.76735600896,101.9622752423403,903.7217133251197,722.949823196343,-1.9370140322194516,-668.1914442654772,-782.0828191283395,-234.96814429244918
-1371.0378272297105,-730.3271039446333,387.8058315664482,1021.3627970806795,711.658477690211,-44.429602070103044,-684.3319424143815,-743.8231035407664,-175.0261908253824
-1151.0328295162171,-443.19355209180037,610.6718076873691,1084.5437532711662,673.1639931328184,-94.26997812501168,-696.8586911753529,-698.8898432679065,-114.86033440150719
-947.3380718225757,-198.5646377426072,775.3332130201707,1102.6849066238776,614.9277323437652,-147.61571279193834,-704.2290845650962,-647.6879591191099,-55.27356416697822
-763.3993088268369,3.922760646896613,888.2326493468792,1085.0245734599687,543.4757850953611,-201.20874728608365,-705.1705595641279,-590.757895005035,3.031927909452804
-600.7825262157991,166.57609823087768,956.6959720243256,1040.1720008586883,464.37618975610155,-252.29564241926442,-698.6482261268703,-528.7481031504688,59.452230338905
-459.4702032375653,293.0784661664184,988.3314520156993,975.8638536991531,382.3040525137687,-298.54096526790966,-683.8464592418321,-462.39618122360355,113.4731554161252
-338.17958682098384,387.9999602591847,990.6051670648384,898.8731415507747,301.15177162531626,-337.9530701227602,-660.1700787018615,-392.5176326782905,164.65898353494322
-234.6729294066292,456.40301090250375,970.5689750119014,815.0215908338193,224.15132120894216,-368.8353294452443,-627.2662546398234,-319.99942821569954,212.64099354329306
-146.04224840155717,503.53956490373747,934.7077780674688,729.2508854611051,153.9837778615826,-389.77056569332535,-585.063698345778,-245.79440154750108,257.10731084606635
-68.96364295459716,534.624951988154,888.8678137649097,645.7144736904758,92.8586078597489,-399.6412163227337,-533.8212214671635,-170.91219585199266,297.794768677013
0.07379388240087081,554.665154869348,838.2281717975796,567.8599880533479,42.55256689151625,-397.6820017715781,-474.1738634407438,-96.40306863899707,334.4828726088952
