t1,t2,t3,t4,t5,t6,t7,t8,t9
447.30499999999995,413.91999999999996,390.34499999999997,376.58,372.625,378.48,394.145,419.62,454.905
-12062.164920947924,-292.84089776942847,-1172.0178337736434,-1343.54812536095,-1045.820300575745,-515.1880985821618,27.140793007042305,402.31258308324794,525.7392964967513
-22936.80541499327,-995.996457902507,-2618.0341160315575,-2934.4527069206406,-2367.291264317142,-1355.4021468723245,-322.4697121412489,381.48194960394824,587.780375634891
-30908.782791699152,-1652.1583463461764,-3828.5933195725765,-4272.820770444488,-3498.3262993196304,-2087.4937038670905,-632.7682256013164,359.24168709356127,637.5066381749332
-35336.81982586172,-2208.4172286773755,-4719.772644486702,-5274.48172155932,-4373.450088018406,-2671.650281320469,-887.12235047257,337.3865631352702,672.3499735047135
-36263.29703742679,-2613.1029446068615,-5253.198993806592,-5903.507882300464,-4961.825648792766,-3086.816190861595,-1075.8444511750488,317.0896598590446,690.8556251447496
-34286.31847235983,-2829.8177087637773,-5436.8949420925,-6170.9306379853815,-5266.719001725534,-3330.8869061862774,-1196.510170600674,298.78360472891933,692.6985721784993
-30319.655644065162,-2848.1362246740364,-5317.424340115252,-6124.976240060102,-5319.044806596457,-3417.7407998949357,-1253.0755672542725,282.2271251722117,678.5771575325259
-25335.64906868674,-2686.4250700353737,-4966.360551824177,-5836.6335093050075,-5167.545246331671,-3372.325893733308,-1254.1909337301536,266.7056208757879,650.0185537887069
-20166.885197105395,-2386.3182036945104,-4465.052083740935,-5384.697625423223,-4868.39695389269,-3225.199811536118,-1211.2040120490574,251.2888180878026,609.1355361360269
-15401.29180684521,-2001.8925903778922,-3891.2434682820362,-4843.469835391837,-4476.426860851195,-3007.674932223138,-1136.2864835243483,235.07223224324468,558.3717936323698
-11365.599536515343,-1587.920493061207,-3309.769969354781,-4274.72457884389,-4039.0964077550716,-2748.247803506623,-1040.9663391416923,217.35308165839754,500.2661908547839
-8168.509728846339,-1190.7481635737001,-2767.9612315848126,-3724.0711973378743,-3593.431363657993,-2470.5053667989105,-935.1777103505359,197.7218355712131,437.2572734354129
-5769.738162588882,-843.4299932347387,-2295.1258936094446,-3220.8499705734575,-3165.4033609567637,-2192.3419576392535,-826.8027393825093,176.07614944063266,371.5396040340245
-4048.4568600847965,-564.9080723583465,-1904.8143832539872,-2780.300854741186,-2770.9735868720745,-1926.1368960391026,-721.600236546429,152.57850247629156,304.97444507013324
