t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
828.9449999999999,706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-182573.5127376483,-152023.06565701382,-122523.96157119163,-94628.44392470933,-68911.13879210023,-45968.06367142007,-26403.6199520255,-10796.78250439845,365.77560286059634,6805.4908757406665,8635.720977923156,6634.6550653212635,2628.2064629936554
-304509.17272529047,-255993.38112296944,-208626.20530564332,-163127.3038695989,-120371.28155215835,-81409.88154958743,-47456.05934464813,-19806.304674555962,327.8436503688695,12109.21905950131,15507.967327301942,11879.334419882027,4647.947933076757
-336012.88924091315,-287318.7011209812,-238732.9293309242,-190640.97595707834,-143807.1843647488,-99461.41702771743,-59316.53386570187,-25462.950067097496,-77.71715942560581,15103.25914315274,19555.298816235172,14889.872119292468,5708.0868794363805
-290177.05707479577,-254802.89060959022,-218032.5280609766,-179616.6379018318,-139863.91577322606,-99829.29564256618,-61426.19139664873,-27358.82233632553,-749.0150048906343,15638.44913756955,20549.595500390686,15527.639133546296,5797.455509859421
-205743.87907664655,-188063.8480117995,-167905.71839801234,-144424.81367053097,-117343.91101298541,-87248.26101458112,-55843.84216324249,-26015.828814578144,-1471.7475607021292,14203.458856402904,19039.328854814077,14276.51919231093,5176.64923535539
-121461.5093769416,-118068.45811037289,-111986.96725448236,-102063.1514244994,-87542.100488687,-68430.08971964824,-45898.22439614277,-22520.71525401938,-2040.3008419351102,11609.095077575483,15987.320397063533,11925.260857402964,4207.480462739305
-59541.30507883228,-63854.56859389879,-65997.15842170686,-64836.77835579291,-59392.39308547873,-49195.68457497673,-34778.22164148266,-18070.11816885242,-2343.6617305947243,8653.458759825817,12371.78794477987,9235.24966346212,3197.34787529626
-24077.9153925172,-30392.35525289651,-35335.81812513151,-38016.579958697905,-37486.11837775655,-33037.28066161505,-24682.200457310224,-13627.763691734344,-2380.73297757184,5911.086628579017,8921.834445082492,6737.72219470068,2325.5076134851643
-8573.696665679345,-13740.51381574087,-18227.417066996506,-21447.261723821284,-22653.4116574144,-21143.69066906932,-16648.86953462231,-9779.611902847073,-2222.6681155701517,3678.115569717128,6034.812747314861,4689.928876475128,1649.6309791004037
-4166.332227992992,-7304.3768005497295,-10175.26475223451,-12448.387721089939,-13634.706736464646,-13201.729810667226,-10832.141069106776,-6757.85101994083,-1961.7536831995517,2024.1238902842858,3826.3308106144787,3136.7770296666754,1152.2741372318424
-4184.51998098608,-5646.196485347509,-6993.505027015481,-8059.8789360189885,-8585.000973790724,-8269.531189303952,-6904.725155236865,-4550.887734175411,-1676.0664349872052,881.0357981473462,2233.8173014558697,2005.3326743960092,788.0936320822398
