t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19
1075.1449999999998,1027.0449999999996,983.8499999999998,945.5599999999998,912.1749999999998,883.6949999999998,860.1199999999999,841.4499999999999,827.685,818.825,814.87,815.82,821.675,832.435,848.1,868.67,894.145,924.525,959.81
2638938.2396735535,2358832.0908302013,2081364.664023435,1808060.3212631273,1540685.8364203756,1281318.4529585086,1032399.2973546501,796763.9423918935,577639.1826495935,378592.2643544347,203416.3091338563,55934.060438599474,-60297.87758925183,-142399.5090939641,-188701.54014886983,-199400.99336063588,-177319.5639957426,-128723.12577930756,-64132.15855123671
2216070.0216779546,2051418.8345360626,1881382.6832736395,1703781.6648243528,1517093.391392067,1320726.7141778187,1115318.8101388218,903030.9523194887,687797.5417579747,475460.3488950192,273699.7442774591,91664.0749170768,-60793.03387083633,-174318.74153302633,-241682.99536735032,-259667.52558125352,-230918.3976247069,-165300.35050883272,-80180.74012924352
551575.5356200848,579137.2266208816,600189.3444077834,611347.7592866955,609199.4342810219,590495.8391943861,552507.6711317704,493549.52594688785,413641.26133680076,315209.9613112501,203658.71616211635,87554.9853510213,-21843.043798961924,-111952.10918542184,-171169.87961701935,-191843.98023126446,-173208.40118630085,-123223.30886567476,-58159.209681465836
-82424.78905581428,-47121.45266079258,-12181.886441380755,21794.347750523317,53734.189635048635,81996.75568642622,104373.14967569221,118240.81840813447,120933.08936344444,110355.74488409144,85810.84662258465,48870.4959140831,4001.689618148264,-41463.17131151094,-78393.52305560953,-98101.47714729057,-95386.75038837182,-71370.60897265734,-34632.31884437969
13879.372119979473,4095.327856435769,-5068.7617866810315,-13138.254216630517,-19481.873272984034,-23349.96023973083,-24014.076908065854,-21035.254591167326,-14643.977700757368,-6126.613307121278,2003.0708319250057,6347.107845378709,3707.0042994224286,-7202.10402204085,-24091.71232148343,-40701.56983121622,-48787.892194990614,-42464.44835047434,-22850.98790805787
76098.48929499212,65151.62730602166,52544.78650311567,37797.384769021286,20942.883129862643,2783.7632197179223,-14926.718741317238,-29559.836224645616,-38153.65770782293,-38512.582792923895,-30622.686074189063,-17670.933951017723,-5662.784570543181,-999.0127276679289,-6654.657213773066,-19260.465345101176,-29946.533848617422,-29844.050995169266,-17125.51685435658
32073.170249500417,34091.54389480445,34025.35105950089,30858.68859332237,23811.730889904597,12706.051420540643,-1572.2689895912772,-16736.32232812922,-29260.34639191498,-35387.49733233456,-32946.84239013547,-23199.38272131134,-11272.714861936951,-3994.772320592143,-5616.845233712733,-14216.692130633579,-22259.89092890216,-22093.223939266045,-12435.668508907138
-2960.6432059506433,2557.439850958577,6841.496797536391,9092.002575626186,8473.699512786556,4400.2651614502265,-3006.094387821683,-12452.228646522037,-21374.947347197536,-26620.576664842727,-25979.53512118071,-19890.459724960503,-11938.838181120276,-7068.48162527346,-8122.995794359096,-13323.354900477578,-17317.535836763782,-15548.106600308225,-8221.45991864161
-9983.886855522378,-6259.268810029349,-3224.7381098781652,-1391.2947271183973,-1330.6096730460893,-3464.7344843012997,-7717.799641023602,-13179.1976778808,-18084.80489099444,-20418.36020726416,-19074.1777083224,-14888.011225343238,-10503.848936605407,-8681.310965277344,-10110.034865460086,-12695.32841218449,-13255.132437624874,-10245.299911132455,-4972.394040902726
-7803.986714232042,-5610.550724246652,-4047.5158635458115,-3527.947920743038,-4439.710100815673,-6925.138238715275,-10591.787053329841,-14358.421774454071,-16723.6074514101,-16561.363413207295,-14042.320375262881,-10837.455389402192,-9062.596053549658,-9579.191563141789,-11198.377367728875,-11716.109194965655,-9869.166114364274,-6304.8833149250995,-2748.832792775438
-5363.856592206448,-3779.043324025039,-2943.4175355443094,-3281.890077177239,-5093.462898840801,-8268.36514117049,-12014.456138652244,-14905.323690394502,-15530.006390527777,-13558.40628301479,-10356.382380924262,-8230.878816221526,-8550.930162495924,-10440.84233590043,-11542.625714328182,-10216.704235459889,-6923.610072508998,-3504.2544319385684,-1389.4884936786748
-3189.303374500252,-2221.1137766027687,-2109.349758067291,-3263.1629503483014,-5841.29969695616,-9427.016867652777,-12843.364658426633,-14506.217086640856,-13452.37670924751,-10402.03970806661,-7637.501802584276,-7243.3726152117115,-9136.124988113426,-11047.833064923694,-10695.549475527469,-7853.223394139046,-4238.537558398754,-1704.1542240806566,-789.529606339047
-975.436808122148,-1295.841739970832,-2393.5371924990627,-4493.382030299745,-7436.252627786676,-10459.719316578501,-12311.76420929633,-11966.623194714857,-9642.035205218795,-7084.250951532703,-6326.739422401687,-7769.222661995661,-9665.347798670917,-9814.437816270874,-7647.789982655789,-4488.376932923392,-2050.1887106767217,-1022.6226440549419,-925.4871988958653
-655.7010416544537,-2597.5209844211226,-4719.136771901178,-6809.355252509189,-8354.775699445421,-8714.565761154421,-7623.274616615455,-5728.572200079671,-4461.092798699086,-4897.218047529599,-6547.322914614751,-7607.355333568419,-6715.523828442407,-4285.314811281416,-1939.970259953629,-899.2905494045721,-1117.3151261968187,-1693.2643409049374,-1743.2917009826958
-5784.642630380677,-7392.776061356751,-7810.751552343033,-6439.56059395598,-3173.9246192184496,972.0802374587827,3796.1015819090226,3208.7801276304767,-592.5346379887831,-4434.89312383028,-4675.570976864778,-797.0905868566931,4044.155446616354,6176.0964809633515,4555.429591079713,894.9736169939462,-2350.033293614127,-3685.9461389323005,-2964.7358563615617
-15574.460718039414,-11013.891564879206,-3895.542823395605,5659.346383938247,15368.831055897326,20876.30260471464,18398.43075878297,9055.76839353642,153.9156599042853,-350.80641322055703,8228.618372596191,18353.987955930454,21767.636640801127,16577.31821863991,7020.8987044858695,-1463.2810926947411,-5899.891445764237,-6180.759616736777,-3854.521989856555
-16642.713801135837,582.67258736722,19154.068897293637,36020.089548918404,45046.202997617,40515.30860193557,23871.706264275334,6992.852383373185,4294.182879681078,18488.803368491368,36765.481389493616,43477.30499659521,34241.22439060366,16543.62388330045,475.61839861053534,-8471.385677006157,-10133.748710308933,-7206.232872644064,-3143.453347459916
10629.17387756693,37751.012492645845,60056.71434368461,70663.18150804055,62759.52363350219,37723.616008003235,10997.994917036194,3930.3544151840797,23286.6700066423,51590.216818417444,63706.65913093514,50667.57087052424,23474.81315674852,-1461.511390216886,-15021.110370014658,-16939.818284840265,-11513.475248017627,-4053.5801630733818,521.3264228936471
62083.82014844335,81210.0627290539,87018.08813266094,72564.89813197286,38880.01920252489,2515.8243209010543,-10445.215092042492,11908.406785124449,50051.058434413724,69358.33025429484,54081.53529750271,17848.142510137153,-15570.194239988872,-32370.584487547698,-32084.704729565827,-20942.7323409356,-6275.948912282231,5106.188465272903,7456.6171661710305
93760.02375605305,84737.80919339186,59523.91723437056,18068.62022657939,-25216.360463518,-44056.81643982291,-22251.803554831888,22800.257663126235,50273.925734291806,36115.57518481653,-6236.196265556974,-46177.589628260175,-64400.854815943996,-59814.0351946547,-40577.96900422989,-15770.969998067043,6673.150331465688,19139.98125869483,15893.89145457911
63409.17710245063,25525.863985144966,-21019.090200967137,-66498.59546615246,-89289.81540950332,-71736.87075826891,-25141.189544114808,9936.901087644448,1597.7373279402618,-41611.14120309244,-85279.07054746126,-104263.05181249348,-95761.37522405568,-69335.6669025939,-35327.47375228222,-1668.1028457872274,24024.54768283935,33427.83994408589,22392.0142436633
-15719.408373394275,-62049.51602381637,-104204.94122357921,-127615.05609138875,-116556.30897170362,-74644.87996140779,-34773.81161750025,-32986.81835336983,-70444.68193487774,-114701.7393181232,-135534.19588525264,-126502.10221147478,-97276.52625556826,-59082.205195393944,-19286.203605097522,16212.951710468942,39524.288885258546,42224.40884200883,24034.7397255338
-89852.30749783429,-123666.18535406598,-144148.50320876957,-139416.69838755456,-106930.04519008668,-67158.60644432984,-53701.97152830533,-79124.49565453602,-120182.83316200649,-144458.88234448945,-139650.09445840516,-113218.09148238892,-76839.50998751672,-37752.91419118054,85.9508473512982,31430.21714012995,47742.97282025006,42365.15398395067,20566.21773240449
-124202.15172411295,-139018.05708476182,-138396.62904391132,-116765.9589433677,-82363.43287143637,-59849.577149026096,-69444.53319372502,-102522.80641971383,-130160.39902575933,-133372.10144626192,-114214.22190123405,-83672.42169137766,-49684.73562477061,-15475.183654261376,16362.178567658764,39936.76005060996,47008.96805759676,35061.58519901589,14329.829724335592
-123982.24232484732,-124310.3353340955,-111530.10036695864,-85668.04465498826,-59808.69111381425,-54194.32108004388,-74547.35705331429,-102355.73417486285,-114730.11755723644,-105504.18635429139,-82570.92260659582,-54757.87829559906,-26078.05880159225,2092.0731128704633,26721.599707201927,41193.99632092344,39474.61705949939,24434.765739648814,8259.067387913004
-109650.53023461308,-101645.2072369683,-84028.51725542646,-60442.58003166037,-44677.01699974089,-50136.20301265764,-72482.0553612204,-91642.83716170174,-93247.41512642137,-78816.75235371751,-56825.91754025079,-32979.951334555924,-9013.834916140997,13794.007582210785,31284.882949878294,37078.70045513124,29059.043799479765,14574.495457465355,4051.9324361012345
-94046.30075404183,-81590.01252563251,-62888.92697279695,-43726.89791631634,-36632.80018272062,-48416.54590796764,-68756.49072160841,-79878.60124517763,-74756.64832724546,-58636.70714537479,-38638.500216506174,-18014.720255496886,2416.1939096450096,20618.987550858426,31507.474761352845,30281.205600268273,19238.194616711764,7627.347731556882,1855.5072698825581
-80265.35029429903,-65580.59575024602,-47786.92247586731,-33825.04039226621,-33868.20882786103,-48820.053009138865,-65289.46669633208,-69537.2611840428,-60219.35117015324,-43926.58190638471,-25897.771279753033,-7710.067452595542,9927.136316909939,23979.978181704893,29130.827263582774,23186.619337678534,11901.202400678063,3724.723103329698,1004.3081737947275
-67801.56950462074,-52554.085684493715,-37114.078420961705,-28718.236754231402,-34388.610241807895,-50033.07467251953,-61590.63355489412,-60155.72280786419,-48404.39153230225,-32759.82012105991,-16553.962825743998,-318.18719702083797,14891.828575325917,25157.364947093927,25738.281224118673,17320.077511502568,7342.744253159583,1949.5068383605403,791.6210891818719
-56247.77070840859,-41843.3834933795,-29810.544752212703,-26876.733463060078,-36475.794235025685,-50789.55174811179,-57082.22541991562,-51292.638268156814,-38470.47380262912,-23941.384251919197,-9362.04667857128,5274.386470175081,18319.140056684635,25247.796539432842,22501.661552640333,13207.985548971928,4900.668888272652,1297.7242943037963,807.0655321317058
-45773.52470199853,-33261.550885855955,-25181.790095568405,-27101.621376555966,-38876.74741710791,-50448.13658336075,-51782.25705443369,-42998.48432665037,-30069.911058855436,-16795.732453478424,-3528.291759153707,9871.174075661942,21020.834558724804,25079.2297612705,19978.918941781933,10604.18848116832,3717.083425270925,1165.1639398785887,932.3676085134279
-36553.782002748994,-26556.40748591574,-22468.39969630695,-28276.836152585056,-40662.91496299147,-48765.66684927851,-45916.10547772801,-35350.60862971278,-22878.444052466606,-10727.223127370242,1640.4248870125277,14151.168624806707,23576.28347466401,25032.43111150831,18144.84611147035,9008.300744790036,3272.25566965722,1398.6846918765582,1213.792843538249
-28346.622408362633,-21110.112020987966,-20661.93812432121,-29223.489713960735,-40975.37007491926,-45469.80543931159,-39447.09209310865,-28083.16669769686,-16332.862581145087,-5044.276986546165,6798.626215024524,18586.175964084872,26179.26654584421,25066.130339100433,16810.233911694755,8211.498294528656,3532.036612538493,2111.600926500862,1727.7101824651354
-20519.26729920881,-16048.530546573602,-18664.314634046947,-28819.044671574444,-39010.352180796974,-40144.846960115574,-32004.596372324882,-20617.04601036257,-9722.794252726111,907.7553148363322,12386.38178667154,23295.86776760206,28727.103306779543,25166.27675864047,16167.33487599982,8478.541094512539,4726.364754992866,3421.818019072397,2465.101440911951
-12501.434840763312,-10716.89440230204,-15776.419593574972,-26457.620970651657,-34414.98489778264,-32601.53270912612,-23287.804266100044,-12474.765103463797,-2560.3703095793976,7454.867218194899,18481.090479335442,28188.546249698513,31303.58633395923,25840.46651486942,16847.687061635876,10186.316908483643,6941.279310326597,5217.293681368979,3250.108276831016
-4361.390632124348,-5207.246301087603,-12200.40585499985,-22551.04713196068,-27807.408993083205,-23436.583293357195,-13639.06481267505,-3781.0132251520145,5072.235264713158,14463.453524604422,24957.064384148845,33382.25703405864,34498.88936509858,27880.021487537575,19254.6456077627,13228.326793860948,9803.403056969108,7043.412653888184,3738.920307373953
3036.935433629832,-407.9634726147243,-9004.545678155197,-18474.14656861549,-20785.322342478157,-14144.975796379646,-4205.252527482572,4638.203376027976,12571.602224752465,21568.52309126714,31802.602956046674,39269.32788841165,38834.766072130675,31370.382532897886,22838.340010670876,16760.911740980417,12475.686525988032,8191.938012554003,3545.103951051877
8566.525523116685,2626.246267360414,-7371.702538588238,-15733.2350166779,-15126.2497586869,-6446.242710521488,3615.066589867255,11748.440638497781,19266.680195337576,28495.995027931604,39049.01378611197,45809.35389743291,43739.34997806375,35125.50935920076,26194.691948259657,19545.089047667654,13971.432296304733,7986.29876104,2458.122322081525
11618.794372169084,3456.8749104860913,-7740.765559347032,-14995.143309885716,-11766.740726228316,-1326.5010688175926,8996.334684594745,16959.167283984076,24819.540255715132,35054.61190758456,46254.170302377745,51869.5190205296,47503.71667290492,37410.09538111488,27937.242026014334,20565.984264731193,13577.047216686613,6121.134174174569,613.1639536205282
