t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-20797.52114339684,-16216.18893471506,-11902.325875683979,-7997.544768532772,-4645.09622021473,-1984.8469502205867,-138.8452397320725,820.5268169996134,931.2455491982421,446.2137106954889
-39011.53201270501,-30581.342856272433,-22595.94071847274,-15305.749923751464,-8982.306280612029,-3909.2735631147943,-350.3231236083516,1522.2947412847807,1758.7137279302901,842.9436264696901
-51817.99747924125,-40963.03308818781,-30566.643611808195,-20931.47283420057,-12428.292243254353,-5486.347864103057,-539.9134794467682,2094.6273155678587,2436.030472993601,1160.0645179560477
-58133.939627674335,-46507.16396729702,-35182.2865137023,-24448.533061537222,-14735.092434253535,-6607.6267022249185,-693.5672787870388,2502.7072268833585,2920.3239108327075,1376.1137643635595
-58216.87942635579,-47318.10945785017,-36440.558920191645,-25801.153498619587,-15839.754499178554,-7232.229252294968,-801.1125680934035,2734.808118780559,3195.8602649604204,1485.2370777264953
-53373.50318417889,-44271.960771098995,-34864.201843479896,-25254.89632462951,-15847.090397594924,-7383.894085411657,-857.5988006275718,2800.585755587288,3272.4538992721555,1495.718681756035
-45447.58166899455,-38669.444438481005,-31289.195781179267,-23283.862754315753,-14980.359195997667,-7136.238306853987,-863.7548803553897,2725.7295382142515,3179.503457572586,1425.940538904648
-36293.16833375996,-31866.457195039915,-26628.794699615246,-20437.491846382232,-13518.478313226666,-6591.715833567521,-825.4482514918045,2544.863803702729,2957.7826371617816,1299.253084640148
-27392.935487963186,-24993.66007420253,-21683.932802212643,-17226.250184470824,-11737.96418527536,-5860.254518487701,-752.3174878015034,2294.6048086746214,2651.2054691837025,1139.198103763169
-19686.967104744,-18815.944535825485,-17036.348468583245,-14049.207635161398,-9871.722543289465,-5042.175413598911,-655.9686087567632,2008.1435386765916,2300.2306816395785,966.0515009593591
-13588.185839298238,-13722.49214385786,-13024.472410984019,-11167.507137591541,-8088.740475806525,-4217.683921855451,-548.1955219270055,1711.9605541625801,1937.7167000791378,795.0289310302622
-9111.007367659025,-9802.031544522542,-9778.165808417894,-8713.788474133764,-6492.043213337147,-3442.973908552428,-439.6025638517839,1424.5955572684275,1587.2372485906244,635.973258502854
-6034.4939539975985,-6950.674453471742,-7281.084836291721,-6721.812941326763,-5128.7049948706135,-2751.4703478429524,-338.83073490718425,1156.970090532502,1263.3349934622454,494.0523037092028
-4044.4032925255733,-4972.491092177797,-5434.8152531728265,-5161.6862836514865,-4005.2253854340156,-2158.1467123459993,-252.3999118358949,913.624972372339,972.9801927920317,370.9414088003694
-2829.3604686975577,-3652.6377951162353,-4109.753457702281,-3970.926612307937,-3103.1062935607433,-1665.0089543241588,-185.03944615048755,694.3100151254481,717.5451414824726,266.0699539516827
-2130.515334703675,-2799.4946029504113,-3177.9606513179633,-3077.0087014940023,-2391.6816558098762,-1266.3931868688094,-140.31295059680866,495.54301740559856,494.7869478266117,177.67674890106005
-1756.5272233357123,-2261.8452847339695,-2529.8891708690417,-2411.0472742229454,-1837.210822413008,-953.3555140592731,-121.33888904607238,311.94580458195264,300.5447507442115,103.57253242218006
-1578.370268224778,-1930.1457881640056,-2079.7048155027132,-1914.4382716995278,-1408.5243466903758,-716.934706628977,-131.43856405362828,137.31357019600537,130.03572907569725,41.6129844719886
-1515.6362474285638,-1729.9016105279727,-1764.069184535396,-1540.9039153094823,-1080.0951949614466,-550.364480839521,-174.57968589862992,-34.537829719637514,-21.24911968558611,-10.06139144961381
-1521.5877366402026,-1612.620765755255,-1538.1125924979674,-1256.1194775103595,-833.4896547774782,-450.414547623979,-255.51143548613175,-209.06910196227415,-156.99107275051662,-52.94842684283208
-1570.4042049070633,-1547.3288552640454,-1370.9473352144485,-1036.4858356401883,-657.9516660184639,-418.00377396136366,-379.5057453510434,-390.39086881199887,-279.7589206781877,-88.20867424128227
-1647.61323454053,-1513.884567152278,-1241.9522536231577,-867.9783543539346,-550.5578354134957,-458.12094914604,-551.6421208041428,-580.6814166582045,-390.93024952029265,-116.74544043178975
-1743.5011259299351,-1498.3650249599355,-1138.323484450013,-745.4734972742995,-516.0453144624647,-578.9727379697672,-775.618815350627,-779.6681302823135,-490.7733964445388,-139.31048980626994
-1848.941384972196,-1490.381917769422,-1053.9504988828564,-672.533619925695,-566.1163641746567,-790.2146607965319,-1052.1582313440106,-984.2443363208974,-578.659782923695,-156.616604221644
-1953.158120896298,-1482.0751506693152,-989.3987175755911,-661.2853139034048,-717.8109475208386,-1100.16431486475,-1377.2027915531305,-1188.3328378309382,-653.3830128734955,-169.44420682260335
-2043.1516423000874,-1468.494977278614,-952.5436321339056,-731.7511560653317,-990.4778076609341,-1512.0850608076537,-1740.2501754552593,-1383.1188321871562,-713.5579303118741,-178.7310620823475
-2104.658984198183,-1448.9908356957894,-959.160605137531,-909.840981888205,-1401.042898047178,-2019.961923924043,-2123.307323514649,-1557.7452985026657,-758.0616970702233,-185.63331369729747
-2124.4915573829776,-1429.0298853424842,-1032.5731205779452,-1223.283691269957,-1957.723731235001,-2604.6018262436965,-2500.9840944783787,-1700.4886714563665,-786.4644279120837,-191.54481199072447
-2093.8563016905186,-1421.6207062145768,-1201.4247819775612,-1695.198143340487,-2653.034073361079,-3231.2318867495865,-2842.1347721132506,-1800.3210947525013,-799.3851876095022,-198.06194877473763
-2011.89192375471,-1447.3559453963471,-1494.9230319532094,-2335.7964460951744,-3457.6884770527795,-3849.845909578901,-3113.1594774196074,-1848.6435419938966,-798.7066336578957,-206.88504963928548
