t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
712.1749999999998,683.6949999999998,660.1199999999999,641.4499999999999,627.685,618.825,614.87,615.82,621.675,632.435,648.1,668.67,694.145,724.525,759.81
431666.4269673866,370510.46921482444,310725.6031696348,253039.4239203045,198229.4227053896,147132.58868189005,100646.58405044595,59717.424419596755,25306.80296088799,-1669.6424602955829,-20443.411959993377,-30544.792558456156,-32015.983008062467,-25694.36991827578,-13569.675882696776
606672.4380887179,528850.0764913982,451433.8088329966,374855.9010265671,299820.09322716965,227375.44078845106,158964.6042795981,96427.15703556426,41932.282593711265,-2188.478323435122,-33735.84451571367,-51080.66914963067,-53735.82308761559,-43011.4021761327,-22645.812846127956
493090.49160333833,443474.66307963495,391890.7320911471,337704.01590872684,280730.3805343016,221416.58636159575,161011.43490747368,101681.97074971972,46505.37916539072,-748.2770126865695,-36120.77528044577,-56290.68085198287,-59653.456795091384,-47443.23568885251,-24515.031235702714
257449.08586173673,246525.79988447213,232447.7463702406,213816.0719199718,189545.56518825996,159108.1627440303,122843.58863606236,82275.9779648597,40317.282777945155,1187.204212529993,-30128.5370883679,-48977.329964610886,-52584.05416616324,-41613.70959721642,-21018.777599018278
72193.67258093785,82249.44417379364,89992.09261467795,94133.64071843722,93355.49395856989,86501.76197840292,72920.08625681707,52914.53846910834,28187.200685753643,2043.2585143816045,-20922.975645917686,-35867.41957378121,-39382.914950124024,-31291.3231893161,-15571.340027232782
-7120.753685197472,3986.5039005634794,14351.898154856788,23333.155641341276,30038.373024912104,33388.659634526404,32332.11189422202,26230.654065851566,15362.796929771159,1359.8316143320126,-12727.472482948539,-23039.92655586506,-26274.922870361606,-21394.760672679702,-10745.008852500834
-16012.907894496258,-11713.691974716543,-7227.317334367293,-2625.7849697139764,1818.298882420802,5584.374878723704,7923.903350161962,8008.500687551417,5249.08386635388,-252.04874756488493,-7302.319413279245,-13607.233304444318,-16469.053249744113,-14178.139350114801,-7437.80120038765
-4021.109659130656,-4926.964198185532,-5581.523028821251,-5833.250283416762,-5537.121500237122,-4627.3495766852275,-3235.730948978701,-1807.5190855599285,-1097.695826119643,-1900.552109767103,-4480.609448781877,-7982.162026863678,-10414.91871987519,-9700.461457262958,-5414.411908687187
4164.388082717592,1726.9267523117605,-766.0219425105287,-3194.392368356932,-5279.570777357126,-6614.552496644315,-6821.682758368719,-5842.2450417745,-4214.737434647579,-3037.552769104405,-3363.49176740021,-5232.568973563101,-7182.372981319672,-7099.967211229118,-4133.7657847355695
5299.2784888283495,3330.697499005657,1062.767323194055,-1482.7509145382096,-4058.3875449277416,-6166.19377859647,-7194.972541515788,-6775.599288361547,-5210.817907198849,-3578.9848219073797,-3133.1891042547263,-4205.207935166103,-5613.988193691337,-5513.51123319663,-3203.220850682338
3200.5171090259178,2004.1153554358966,447.9680442304352,-1501.5579984912883,-3658.2453267753663,-5565.376518102413,-6610.7842895947115,-6381.0632523951535,-5100.155542653672,-3718.8906669214516,-3300.281899559916,-4025.201563016391,-4841.0439834359395,-4396.1461256428565,-2448.0506480470003
