t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1639.22,1517.545,1405.68,1303.625,1211.3799999999999,1128.945,1056.32,993.505,940.5,897.305,863.92,840.345,826.5799999999999,822.625,828.48,844.145,869.62,904.905
-3412161.899725029,151894.35464151195,-80353.16479773584,-257507.27902925742,-381058.69326123624,-454512.51289534214,-483017.8410160997,-473048.9130011953,-432129.1499829728,-368574.5842996197,-291220.49087097886,-209085.3417011024,-130920.31181817497,-64591.87715557742,-16251.400025380384,10738.80131493604,17126.26529655021,9298.867636663146
-2921188.0380371124,41242.866450598,-106043.98522083755,-252148.89228233026,-380361.60663136526,-478153.8614319908,-537676.2290708559,-555734.6457857405,-533486.601941937,-476006.4251932713,-391759.13880546216,-291919.70402066095,-189401.61737072075,-97436.89405825669,-27598.451524574597,12708.817711726066,23038.295481271485,12434.838860993148
-960763.4540929579,-9831.358333843993,-19232.063280619986,-69101.98515865442,-143872.2563573926,-225850.50372457248,-298751.87635052437,-349887.69160004286,-371256.18056513154,-359934.3837271538,-318078.2875299987,-252615.99734206474,-174482.94401456736,-97107.18208585816,-33902.39263795848,5170.607267241806,17369.630168249463,10022.492354844684
-123678.03144133558,28631.63210650944,60225.23557531625,58819.86150262812,27050.187650426684,-25220.400035490275,-85152.02404507723,-140341.44848299667,-180907.03779580674,-200499.21287861626,-196723.14998498245,-171304.51199030216,-129987.34705794162,-81836.07358793892,-37516.97844731288,-6409.869509499794,6931.366609294551,5613.734291317267
-97709.51322869227,24009.316160966693,56597.57522976347,71429.71131708824,64204.35437425774,38469.31615883841,2015.2133411042128,-36627.026013886985,-70332.63227324511,-94149.27080528058,-105273.86257285424,-102887.80591401973,-88216.37131118914,-64747.60396885678,-38134.90218709845,-15134.557079409537,-1254.1168716605646,2289.4225357919913
-137074.06213535904,-3753.976556917109,23528.27663613181,41229.48997706833,43657.95139754368,32458.813608794197,13177.555434009992,-8347.95386077325,-28028.302421074462,-43797.19240943883,-54760.6278159574,-60133.33924660289,-58819.80189622297,-50116.23198888039,-35210.308721759364,-18180.51527401931,-4873.536418268579,719.9677268983844
-99553.3847084924,-15165.05672989573,6654.485297286582,20939.710524144895,23116.743444507298,15519.286168876148,3511.8929859532,-8241.089174153925,-17623.61703809392,-24925.506570922415,-31345.361148322365,-37118.07291834131,-40489.5882162956,-38565.2887308621,-29899.051719850166,-16886.60182874173,-5241.934922139453,204.63361690444765
-53295.352471746126,-10809.079103842376,6918.643343568444,15758.425074282937,13619.837059935928,4586.481243221086,-5611.387574039398,-13030.990661359552,-16831.83927472732,-18751.44876154924,-21300.509318910197,-25508.86927557368,-29591.223824306406,-29898.368241357537,-24045.78832210172,-13760.935450464067,-4277.614788118423,64.0910199775811
-27800.880466075752,-735.4042525009426,12920.232375749627,15568.051460514238,8604.188224410851,-2259.8772643733846,-11544.04288614303,-16398.59425467818,-17083.08601113615,-16141.481545194873,-16567.26662186722,-19540.05552706663,-23161.797349386066,-23675.507340536966,-18807.613447847787,-10340.856121189714,-2952.815951863569,57.114388969470184
-16693.3451136121,9032.04467430259,16536.130902601013,12835.513097099963,2591.469078911486,-8164.294473403585,-15276.081234379304,-17408.20763306992,-15850.430306129723,-13593.213851024171,-13526.769997946483,-16282.427456041893,-19389.779572648236,-19145.780000041403,-14099.967014604466,-6751.574380994653,-1338.3634179346461,176.7660451348265
-11085.846088704051,13553.176458817637,13755.241939712292,5724.181765568782,-4718.107353289657,-12852.845361890133,-16398.540848396995,-15510.089800631602,-12403.702814140099,-10300.27205746434,-11364.967197610766,-14751.965085623153,-16907.236612202396,-14698.456012113955,-8603.547266046318,-2389.0932082726513,575.2939044186153,317.377963672088
-9397.418091895926,10360.313985299903,5979.58202801338,-2364.0366387556733,-9847.729102822324,-13663.711583362874,-13269.790570645444,-10209.159539428767,-7470.650118777096,-7711.614092756976,-10926.815085081074,-13892.074678318806,-12901.669124700737,-7562.265348950236,-1355.2481394436052,1895.512487324521,1575.4727717127985,26.96413980200026
-14844.110557778764,5306.834837799756,888.666133073075,-4363.657427682344,-7358.9414526967075,-7258.474371994612,-5274.204141058334,-3857.1427700727486,-4978.99636394884,-8133.468937674203,-10191.101535680777,-8268.237592553052,-3028.136254152063,1685.398690388459,2822.9529144313474,997.616015562508,-881.7559894251327,-1083.424216910089
-21377.72969583964,12252.332740358584,8740.302465622197,5869.105430106069,4200.080331433039,2417.620787907552,-811.5416558516753,-4777.33267312074,-6352.998509848233,-2824.6769647861183,4161.694938443166,8717.497780171918,6302.20692196367,-1346.8606175988784,-8049.765384348148,-9347.902419845777,-5949.6762971051385,-2001.872227279745
-8623.079016354615,19150.00151476209,12475.00695961716,4525.71273404953,-6098.265770337967,-17693.36816438793,-23048.90003882857,-13227.036664508203,11883.77435232732,36844.84878554274,40795.698190269126,18254.28849224796,-13956.848858859297,-33424.49586029226,-32152.339999433596,-18652.577054386995,-5897.523784195314,-752.1305983985866
16863.731280997577,10318.842271378579,-13299.866984667953,-50427.50338801424,-90976.92329595133,-110638.7567821303,-81423.566595554,-1156.676136204451,85625.41278539281,114700.34105666919,64281.16525728872,-20441.427197873316,-74857.12225700961,-74791.13632539516,-42500.50573389573,-11114.945124817126,2914.674742416965,2227.750940874321
18333.628893928424,103533.09835457051,20859.321179175022,-96657.65016594867,-209866.62186169677,-245156.39189190132,-145443.37578094468,48983.30427939486,195998.8785399402,179229.99826842753,32991.526204959075,-103321.57010716306,-137770.46717835192,-89579.03752725136,-26460.845786257694,8925.655171503857,13736.779183578245,4719.7844865690795
-7969.1327507151445,218242.63959543442,103806.44667867542,-76125.4038508253,-261413.9248257699,-322266.3932596318,-164266.72281699214,120156.03106794275,282946.9203508339,184505.71085957525,-46114.172685376085,-187251.39287863384,-167882.8751308223,-72180.59241221104,3890.8870196436137,29847.475859049744,22246.785075737127,6394.846912405277
-21402.816945737766,131585.8421078815,48404.882195759004,-97005.85425911212,-252147.57568794707,-284801.84078954905,-97398.8261077314,190670.98854611028,297518.97102218546,117275.93353599226,-139868.9374192551,-234040.46203807072,-153662.82381142897,-32151.401136685814,36933.59335048706,46799.82998051277,28122.547212444846,7453.157355893028
20893.08063550062,-1950.9193955197877,-86862.95521373968,-180142.60634882015,-229970.4928115698,-166950.69482914006,27565.773429934707,226394.98997161168,225489.41498818898,6824.933375934361,-202475.03220012158,-222304.38937950245,-103286.1797668625,13504.16915803732,61728.51247469029,55763.907592744246,30017.39265239736,7394.600625280604
110003.45904973075,-72761.68282951777,-160204.843944297,-222265.08203047744,-185351.16724072813,-38111.611652480206,132635.74369925846,203408.04482644505,106236.78908212701,-88879.23512613044,-207965.01207928956,-165742.056694358,-43461.160464336586,46959.599615627536,71926.03514896816,55561.60363716385,27682.572597588238,6152.1964393426915
198071.50501065346,-117744.4019886737,-172548.8026827573,-194787.90627182025,-111150.14391461396,58469.506218168295,172186.71776366665,135237.82461997078,-3279.9497616671642,-134749.7546940098,-168989.82844612817,-97177.74658463878,3559.1862278868775,62411.28267638196,69586.04804253358,48798.88770724118,22449.292104817036,4173.348698008454
248408.6846827161,-137106.55763818166,-153758.24648688367,-134218.732910363,-32472.76195822073,110051.01410040549,153355.37735117436,55349.85173927642,-71319.10270806146,-133515.1204801964,-113851.10194948596,-40329.52642491154,31305.84836634509,64027.202500821324,60279.86606896684,38914.232230865106,15972.606706251921,2050.1869622717395
254107.7585909153,-128102.15732677058,-117885.3547006742,-71939.78300160068,26257.935129023917,121678.43798369568,105104.6023437786,-9419.0357523312,-96008.76485124821,-105826.19522786267,-63732.34636214165,-2753.9113787793267,43275.25312809291,58114.97038730113,48546.59759225386,28411.226816017686,9620.315637164578,314.985657358041
228567.04272925248,-102206.4070669143,-76946.99832461379,-22906.43746577874,58033.87764853959,107173.78403998606,52641.56211669063,-48321.349020053516,-90684.12664281769,-71533.73075134066,-27478.4540385981,17893.942318626963,45399.28242115916,49262.59982340624,36939.27230293079,18812.49131340795,4395.6922162894725,-711.7332724901603
190080.98886921845,-71014.92805273953,-40889.022112403974,8476.964480636658,68428.65194548988,80929.22081855398,9477.183352020458,-62943.59888705649,-71056.10766709909,-42460.70006572178,-5140.189510254969,27197.7402821033,42554.80023889827,40017.34127480099,26677.548549877676,11016.386897405633,875.3271910556987,-1001.5367116129205
151516.50381957088,-41744.49925855795,-15346.191458875786,24737.15668957089,66834.98164017845,51990.951777005735,-20133.81953882255,-60099.04070528929,-49026.32638333093,-22455.977851651573,7225.152820260283,30272.932921957774,37839.29439758255,31651.43993364767,18382.002312546443,5493.297067790195,-893.3955101086676,-787.8297474055026
118005.67543946435,-19541.737148380937,-1404.3476489621994,32545.61164683559,59595.02869139091,23730.97007600055,-35772.98587341736,-47379.48814522106,-31150.918032053807,-10251.984094789592,13945.51666636068,30526.280646245872,33038.13401769388,24922.89168377997,12422.99739263542,2197.894814439994,-1475.1360282555263,-464.0298795817826
89800.49146698139,-7981.645482403475,5480.233214277468,38446.674157788606,47159.5342223477,-2178.2642628887866,-38148.924512312165,-31420.056619088446,-19247.45357688697,-2763.766533351187,18170.1207398079,30184.47930853316,29549.86801102076,20508.80703433951,8670.323042906364,77.00168745738613,-2119.6991894181792,-456.83422691237877
66118.67917506542,-3168.7280491484994,15402.721764578388,43187.56688427799,25653.06618174986,-22166.115383619832,-28857.56193849264,-17528.395505316756,-12691.277707059166,3088.8246761571027,22724.649268309207,31739.074966753717,29001.530823379606,18425.237175063638,5210.744903566344,-3587.585482330358,-4393.754191863964,-951.0360091925819
49275.22993507996,13666.18493304092,32142.452388900798,34550.44985895957,-3759.837873748574,-27552.942585413,-14920.938446418813,-12686.963587445563,-9147.394037564916,12267.422608026453,32275.35092099155,38606.806698393375,31955.296066605115,15335.413896984477,-3347.1114339432265,-12160.253062633552,-8370.474731559403,-1381.0540295249805
47574.474504149606,29820.277862942698,30566.847671077867,16239.58055311271,-14289.12294191593,-23455.61694570708,-21242.054677545748,-21077.68208303719,853.2978997762551,33517.6511098137,52273.70129094596,51509.18685483713,32386.2055277384,939.578536180882,-23378.861607045365,-23972.93078572739,-9743.37252115451,-207.41696743271643
66605.8619510269,24897.96308479524,55045.8418005026,51301.71209230275,-8736.242381602095,-61464.72073634012,-65837.63975101699,-26718.688563407733,30599.84226155163,70282.40360512551,79037.9396627327,58382.73507625248,12667.572242167951,-34670.53044846963,-47721.87954550116,-25096.17094621254,-1292.3057853051578,3556.6581524598223
86639.96030290052,137883.39605509906,173404.1299186926,94171.4165499745,-69748.23982891605,-154043.3973194227,-107416.99212798271,-5260.321212444994,76090.64382706227,107450.54947924246,92354.90933816264,37259.97559750512,-35869.49287992441,-73597.16767982702,-48496.29483260631,-3789.642133719056,13991.543277601719,7163.136326210115
81194.75872603255,249062.0537546486,205940.53886096078,26967.969737656487,-172799.61035866672,-208235.3966724764,-95015.00386799878,38457.69691783665,114626.64518594221,123991.79332704621,76919.23186448391,-11233.787721543387,-85358.84479876305,-79557.91830240679,-17117.2839172607,23329.9349203342,21394.48691409919,6855.389319046697
57963.52176195332,200358.94691830673,131427.2332751984,-48929.30135837403,-199473.2650623642,-180237.5881692955,-48410.1196535494,73673.1918150457,128452.49953642144,115057.00979361364,42202.5039651663,-58170.61026282764,-102082.24072540499,-49734.16800085625,18181.906007305475,33477.15960679021,16308.808823081261,3559.0686114508944
40793.781138213126,175693.57614736506,99656.81073390918,-60510.34995212742,-170292.0740103075,-132452.9363088662,-13249.498164605775,85347.86228420252,121179.81614359737,94074.15288995978,10427.025507693554,-81233.51168155606,-88504.0132848633,-15166.839226829063,34199.5720499974,28081.41522311606,8294.261952580535,1033.0221711405786
30392.10547171079,159772.1648327811,75390.64404112594,-71906.36310420051,-155255.52698529328,-108156.23803586015,-403.90972343615874,80311.18340058604,103483.2151904437,69576.43097035917,-14932.945729038523,-88903.66229222316,-66130.33821617828,10743.688199421384,39162.09819603119,21304.578554503925,4305.547926359434,682.4973922667068
20945.33436291287,121743.35642574234,40581.78069762568,-84369.47438387523,-142181.08676651225,-90156.95278360028,4596.346089398495,68070.68243384991,79687.32571658092,41631.79110905863,-35585.80537292163,-83532.21877822616,-37203.44119224323,29607.20514411223,36192.55313822269,12723.267727835186,781.9129737433897,471.81950654416505
16935.961139553776,98901.43325343404,20868.458398980452,-83549.2961252643,-121922.22829290543,-69170.89932883861,11440.723640415834,58148.87535423521,58867.810622901605,18646.258375620833,-46207.56035277818,-68546.08177066056,-12142.622769344882,36327.93523437651,27702.7220370422,5604.5232981480995,-1266.9649346144715,217.35811255774837
13458.639827234892,82130.04092028874,9505.762412701779,-77909.42630728299,-103390.06036225263,-52898.05191825992,14543.820532232236,47148.500085814114,39261.66402244992,-387.45516338541546,-50088.25709546641,-50137.78471278032,8134.126165668333,37805.52400997833,19476.866326231735,958.6705156146072,-1910.619620178204,241.29986281476602
8826.440375218233,61770.244121765965,-1346.970462729466,-69773.60619735364,-83997.52978669343,-38006.779544311365,15669.778065494736,36120.459794090435,23610.15922350896,-10769.44899133133,-45018.65223827504,-29946.005984381594,21107.626548209202,31396.351529768686,8435.93794588344,-4495.768696932762,-3255.6941348590067,16.693772655798654
5867.948065808413,47210.85886310053,-8094.123470052548,-62335.75440004665,-68112.32953579082,-25701.80223052535,16782.591295027833,28393.225070734094,14387.373635643593,-14674.2984332711,-38310.75632554184,-14817.088447323544,25489.091835067735,22189.947401564456,717.6839601842531,-6771.227257091942,-3443.453649196761,-67.99807434118983
2901.1341710695374,36190.13338740242,-12418.303841566232,-55944.4255413716,-56699.3579913496,-18885.673957568288,13927.776776637327,19491.846346783062,6739.738490981291,-16410.21198121435,-30866.50945158335,-1663.9125462567865,27108.520297785497,14463.303303569628,-3812.4224165143564,-6972.633165408503,-2510.88116988921,219.9320978430349
