t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
706.3199999999999,593.505,490.5,397.305,313.92,240.34500000000003,176.58,122.625,78.48,44.145,19.62,4.905
-94264.59883189359,-77091.28758937365,-60619.10011192817,-45215.487202822944,-31259.419648036608,-19138.075389075544,-9232.693680312033,-1885.1796597350844,2666.4041119468698,4398.915948202576,3680.460711845318,1532.7255825296193
-164618.15433894494,-135682.5634225067,-107671.92316917467,-81136.27351872301,-56713.64897757855,-35134.8694752798,-17196.194577932038,-3679.6733341046906,4803.541818817004,8072.273635724765,6754.990284845425,2788.7494715605217
-196013.93070369007,-163747.81467109956,-131968.18106944216,-101135.49454982224,-71947.57560609974,-45375.395556055904,-22635.645250987116,-5058.604633284985,6193.123062183883,10584.469629506817,8831.271445534056,3589.844686031942
-188867.21719767203,-161000.6814260194,-132737.17444272025,-104221.45545082004,-76000.18080383107,-49117.755793131895,-25121.77343642189,-5899.196641689958,6737.193212222662,11746.294080526883,9755.830551424977,3883.771505648591
-155234.42909557736,-136200.4067001612,-115868.26504528326,-93979.22146582651,-70776.23859895473,-47182.20494991084,-24882.20015296153,-6177.355811865778,6528.597739714637,11658.956286856026,9630.160983339825,3740.31183435621
-111291.40155247627,-101677.4569345235,-90208.03047598441,-76281.9551019875,-59788.13614694055,-41367.674194700325,-22605.78332167857,-5960.939299672895,5783.998944583489,10627.257787740564,8729.029337900112,3302.2572989895966
-70327.58749023506,-68027.17987215417,-63784.17054952615,-56808.22739207096,-46686.62891641505,-33706.577007142434,-19158.96626775165,-5380.8759220917145,4756.8466265498955,9036.362305466786,7388.240292538461,2725.7503708744134
-39404.06406107232,-41356.92627678858,-41651.450017332165,-39474.94871940731,-34231.457236850656,-25883.442081420115,-15335.54562386376,-4591.791451168865,3666.796837685607,7243.271059083484,5909.100310128283,2135.961859568211
-19774.30477879557,-23318.13196837755,-25656.758789046333,-26077.66125275846,-23934.696100548088,-18967.193296101872,-11710.857356614119,-3735.98624754271,2663.472125948921,5512.270739404545,4505.263447722614,1608.8361310960247
-9252.680098656318,-12709.587805049428,-15400.807863272117,-16771.629242348026,-16232.234628032575,-13424.786236391212,-8607.470835151898,-2920.5472880114417,1822.6271522641184,3997.2500260188153,3292.6149258082005,1174.8400987803327
-4624.302580501514,-7265.622699905549,-9465.808968289008,-10830.335635391304,-10886.981983713624,-9289.952376169664,-6137.194511835966,-2210.253857056791,1161.813017081197,2756.70920430557,2307.434812197922,833.7412362487008
-3125.236628602429,-4851.091395989741,-6323.497853920363,-7277.940877568797,-7378.101603620142,-6362.234783971217,-4273.761641097906,-1632.9405217071517,661.7617158120496,1783.0114958830923,1535.1244354264516,570.3911869769047
-2945.978641833369,-3950.4405820234783,-4777.410275156785,-5251.2852346046775,-5160.804327985688,-4362.6054056214025,-2922.1830635485226,-1191.4302651702371,284.56763276447316,1031.8033635033585,936.8011052960971,366.13473057177583
-3142.277738026138,-3686.144850715292,-4055.991935266982,-4127.079097526688,-3789.1444891191786,-3025.0486036999564,-1968.970582838917,-876.7881013005015,-14.58677500496924,444.5628339437411,468.0881902398783,204.82727439176335
-3342.996944852806,-3643.299673463916,-3733.9873582308514,-3512.3535674872087,-2944.5460157574457,-2135.2906313425597,-1311.69230954003,-679.7849699056123,-281.5783271662039,-37.08858792761731,89.67626477371786,74.79318166432186
-3479.7810204784146,-3677.4361155732227,-3611.586805693659,-3183.1722493370394,-2417.861843176281,-1537.809834928884,-873.3961105812209,-599.4563732623975,-561.1236431583501,-463.6287796584148,-228.27387637535406,-31.437976683044386
-3610.932343641001,-3775.0523283437774,-3612.773388984816,-3020.1775279790986,-2078.185919253878,-1129.5911549551063,-608.7419086420632,-648.6297618164216,-895.7198594042015,-873.902635702748,-505.40364992645226,-118.22831742902972
-3830.481286268559,-3972.0566716749126,-3717.536517777907,-2959.4961444791056,-1845.551787872294,-852.4613402534499,-506.833424151672,-856.2000536900016,-1323.677880672998,-1293.3012165350476,-752.2244932011939,-188.01713942672276
-4229.274699023311,-4311.727119523273,-3921.8400974937176,-2961.5388330227875,-1674.0627275512986,-689.690580766045,-592.6602310526903,-1265.1703180405102,-1874.8568987347617,-1732.656567456135,-971.9189366801633,-242.3278962985101
-4878.398652364958,-4822.639922772893,-4215.217824393946,-2995.0921613101173,-1546.7506527689482,-667.7217278406815,-925.7560230476066,-1924.748765327016,-2563.6662426822218,-2187.6205040254863,-1162.4481821480613,-282.57408090273884
-5816.339295332996,-5503.939820627403,-4569.21452664235,-3034.275473469764,-1480.7584232596116,-859.6777136590912,-1591.883076395321,-2874.981762224355,-3380.251289635061,-2639.0542569333156,-1318.880084740475,-310.7140658356132
-7032.033725014283,-6313.43077233565,-4934.8339817642745,-3066.9222412087515,-1538.554714642488,-1383.2948879094674,-2682.4368906439295,-4124.319344650409,-4282.416287424269,-3055.3301724490047,-1435.9262849785941,-329.7823022016119
-8445.123106504663,-7160.853470200634,-5250.547823361966,-3111.8289055374676,-1836.6237046996475,-2383.2820658702644,-4258.51683493888,-5624.357172559185,-5192.211855254199,-3397.295567170283,-1510.5662305527358,-344.260438731559
-9892.351260604337,-7912.999093732082,-5462.243210251027,-3237.9965998737844,-2538.758165558947,-3989.693016834482,-6303.430960213753,-7250.659385408667,-6001.303375951977,-3625.9348317828926,-1544.4353592653217,-360.18197474500045
-11133.551395838891,-8417.086327843308,-5551.765795861004,-3573.030743331654,-3820.79482318773,-6252.745677467981,-8677.621125790507,-8801.35089694769,-6587.392333373852,-3711.6590571539246,-1545.4702626720887,-384.81974972729915
-11888.65201625743,-8542.53571377391,-5562.885072805005,-4284.995912521407,-5802.274281781735,-9070.380809819097,-11098.638036506349,-10022.801547911666,-6840.046941907633,-3643.0687075886804,-1528.242609987156,-425.8237300611183
-11906.118418169192,-8230.14172393576,-5607.527879694722,-5528.351122421875,-8459.287577808398,-12141.011929368613,-13168.328631708962,-10662.68194832063,-6689.604877244495,-3432.5226549933946,-1512.5623004560189,-489.7902156021175
-11045.619849690243,-7527.445657103649,-5837.856442047757,-7362.555333029328,-11554.438102085453,-14978.124371224136,-14454.623573028757,-10537.519555087023,-6129.698156427484,-3116.327052932577,-1520.3142630595612,-580.4555700276918
-9342.550620013626,-6588.288332879476,-6384.742089939944,-9674.873493346908,-14629.156154775295,-17005.434263437222,-14609.45815567982,-9591.326672196414,-5224.607431656378,-2748.843353148385,-1571.0380471209633,-696.960983272706
-7021.144867036212,-5628.0130132305485,-7284.973601462269,-12151.343237171952,-17086.677457046553,-17713.750185935438,-13480.657879876539,-7921.1980643555935,-4097.542206645386,-2391.8043542970063,-1677.283360129415,-832.8087395052951
-4441.868242132466,-4848.815568874053,-8434.034340597345,-14327.282648078752,-18352.097957476628,-16822.771574803748,-11170.32804577955,-5757.492070286725,-2903.097459143649,-2101.790026557661,-1841.0432494668498,-976.0861130254691
-1999.758135094652,-4368.302430053709,-9595.055136448953,-15711.596684290244,-18050.953487067887,-14378.56444949304,-8012.458913837351,-3405.1312796830885,-1793.0777982825102,-1919.407712691275,-2052.402098459065,-1111.2024593089193
-15.102756967771331,-4184.74109208141,-10467.239523530847,-15937.81257367604,-16130.006475700851,-10742.948360926275,-4478.539966306126,-1168.478841949008,-886.69638710797,-1862.9924583984982,-2290.9316175421854,-1221.849987583947
1339.6762542144183,-4193.0016580476695,-10784.793226247908,-14876.879622657088,-12868.52677537875,-6481.534666442938,-1051.1118275171277,713.3015338051279,-253.26972516768444,-1927.9657413407535,-2529.5279104521155,-1294.3870625157917
2053.9295679497864,-4238.486915207096,-10401.568403545474,-12665.484652314019,-8781.376137987794,-2202.0963949256025,1885.9900104235776,2101.674203521265,90.12717947830956,-2091.137813460664,-2739.6374697900546,-1320.617125297901
2240.1934929014146,-4179.718644276415,-9326.952183843114,-9646.464608831535,-4463.384073137994,1591.1449502552887,4107.411054378343,2960.8900424687513,168.99488681844622,-2317.9544394935156,-2896.4624863291097,-1299.1329261560818
2070.241111064096,-3932.162272790011,-7705.95499884724,-6256.996129565541,-440.7994695853951,4581.647550633171,5549.810211425086,3335.518697772754,35.61465412114043,-2570.3329610962683,-2982.874516335176,-1234.9301489842148
1715.2447917932343,-3481.2022030807375,-5762.0967330596095,-2914.3044184693977,2922.6161944674895,6653.105899873209,6275.103342548327,3317.4855502006603,-247.02051594836254,-2813.1954374763413,-2991.2887351597224,-1137.6070775575902
1307.99237791195,-2868.8137434701107,-3731.9666220531863,63.69457417830953,5451.567720176033,7849.559999019748,6417.769433989085,3015.017778954291,-617.676951591865,-3018.6844387795118,-2923.4124927370844,-1018.8794749653788
930.227110985261,-2167.3656202003103,-1814.6234356848418,2489.8890164979202,7132.416900183596,8313.18579391825,6136.405274247145,2530.424481790215,-1024.337814100474,-3167.913540391406,-2788.3363441733372,-890.2095834061746
618.1982244543647,-1453.7435679655089,-145.75868045134368,4299.440385859367,8060.407958932123,8224.989745402996,5579.941794509382,1948.1711585225587,-1427.0833268160636,-3250.7002208018966,-2599.737926885129,-761.1193617219076
376.62355043799647,-791.566786443692,1205.2765879789274,5518.541383042303,8384.707968750188,7761.855758846282,4870.056435399352,1331.3206111255477,-1797.7210824305312,-3263.9986324004863,-2372.99732090117,-638.3975157871416
193.29605019959652,-223.31340739423604,2223.6349217241336,6227.177196830629,8265.286326474381,7072.67839990605,4096.279793292178,723.2828730485257,-2117.6099117835543,-3209.7703629550333,-2122.8437960960414,-526.0926361690165
50.26794234948302,229.7329591111119,2931.1923108428186,6526.969051791115,7846.125465686651,6270.069578209538,3318.8945748359047,152.128880857435,-2374.8427135691127,-3092.9134675785085,-1861.8709139863986,-426.01050411421005
