t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20
2011.9999999999998,1870.7049999999997,1739.2199999999998,1617.5449999999998,1505.6799999999998,1403.6249999999998,1311.3799999999999,1228.945,1156.32,1093.505,1040.5,997.3050000000001,963.9200000000001,940.345,926.58,922.625,928.48,944.145,969.62,1004.905
5624659.812091348,5046926.587729265,4474344.649831215,3909912.4960861173,3357128.4554961505,2820130.7732553068,2303806.966341994,1813855.146084489,1356774.324115744,939754.8946316565,570435.3606709334,256488.1331864087,4997.44646012477,-178401.97059581726,-290643.6676756032,-332600.9544398703,-310671.7774687783,-238490.51038464488,-138621.09772110402,-44018.201143336104
4549253.578173698,4231935.320629527,3903524.100435841,3559463.0664224285,3196469.491732194,2813071.463939632,2410193.969471404,1991746.1291568824,1565120.20381052,1141468.013869488,735580.1492208067,365171.74888897914,49394.8819516066,-193526.4252107728,-349487.83114684775,-412232.85770356026,-387022.3820218692,-293336.70200555265,-165481.51628578524,-49982.08550376583
1146238.1769469655,1201743.9958654097,1245119.7398667803,1270029.6668180982,1270047.3874899473,1239001.34545518,1171618.9487873055,1064486.210008632,917263.3209309425,733981.9319210362,524108.0765783713,302920.4950413004,90690.88058983837,-89754.83643718198,-217187.07835147937,-277340.2677177562,-268249.06459049246,-203642.8289650215,-112318.64061373392,-32145.703963789238
-14938.897089378434,41899.46703898877,97896.49179289822,151960.21621333042,202243.95756796328,246002.44343446678,279598.6003105904,298752.2094906224,299120.8725201953,277260.1424042221,231903.36851312369,165328.1026746004,84364.91684474878,438.3662333841837,-71958.18452597923,-118617.59634545386,-130344.79078095788,-107618.09822291821,-62941.75342146319,-18648.80127966772
126932.56612194289,108953.43512353266,91211.34691798154,74146.7067790248,58553.37573052529,45592.116425189844,36649.44722955432,32964.24974955831,34997.0676017526,41656.34757573002,49714.76275554121,53954.248253364385,48569.32088066982,29896.6088704584,-436.3458615118782,-33935.27645265326,-57473.716893852055,-59966.71804726148,-40682.27459550435,-13190.813626274914
179907.40324375837,164279.2207629357,145392.84863772252,122145.20784815258,94259.34870480926,62759.20217714236,30366.254779458945,1498.9089345923196,-18518.205319087556,-25259.613458543434,-17697.830346009498,-241.22031505064916,17449.822611609045,24159.55515228048,13536.551696766657,-10461.271989049617,-34071.16915903912,-42218.97725533122,-30354.028616485062,-9791.175646637823
88968.62446861764,92845.49565464603,93077.74285300369,87871.96686183217,75824.25703121445,56546.55227867533,31464.484001092645,4403.488393674342,-18669.93278500786,-31343.133754202016,-29827.823465981684,-16090.200507070447,1380.8931690143077,11157.248365515248,5979.869481193,-11249.776561204508,-28333.748376645442,-32726.24644203296,-22083.34897708713,-6615.522385724163
24516.12627038683,33747.38570461645,40562.466644519474,43464.548545276455,40954.935873679446,32073.35834945501,17228.655531073633,-1020.7270241851033,-17909.00153482399,-27835.587760133018,-27197.21443683673,-17325.406453988475,-5051.964762958088,831.8793974532621,-4210.321380920639,-16371.212975542889,-25935.69630689993,-25220.897682425206,-15162.398037089508,-4150.744049070318
379.0298545242225,8408.441858634938,14848.533507695964,18548.933758111678,18242.295779398763,13017.05948992413,3087.9927864244673,-9475.939509090944,-20750.779325778818,-26342.932255633004,-23995.120800599434,-15826.749612202997,-7899.478173914216,-6294.774970688803,-12214.007012238872,-20570.685449651955,-24080.98352574631,-19506.05404979538,-10176.782948859862,-2531.1323257440026
-9250.55309609074,-2333.4027632956127,3274.231764583974,6536.43687025021,6288.857322870021,1745.9225854188512,-6694.752038044066,-16787.621007631395,-24706.137010230577,-26814.64025202035,-22328.949555894473,-14752.81148348576,-10010.305977421945,-11860.966927329206,-18452.90943377414,-23694.95691256181,-22582.07640012073,-15389.298189306144,-6833.299737253273,-1559.0719424554952
-14768.716497359748,-8188.256757200518,-2913.374024674326,-24.369304049222393,-709.8999847863992,-5634.386008707128,-14008.007814725019,-23003.53736892836,-28506.551748567083,-27567.521480364703,-21144.716932059884,-14335.719730458573,-12711.689851029687,-17398.137176266056,-23815.017699575725,-25776.587457071673,-20939.524307844524,-12261.897374841301,-4710.385953459331,-1100.0381525164703
-16983.30681423316,-11007.706101665251,-6475.717572926221,-4531.411684085787,-6313.021177847374,-12158.003470113099,-20609.66277528228,-28153.197987839092,-30741.015794500963,-26857.834641687827,-19630.29701279469,-15064.183805025521,-16933.487380737624,-23136.14303219852,-27599.83299260942,-25867.734158790376,-18573.78131154866,-9925.794251544296,-3755.262887521125,-1140.1291345798018
-16143.159322285082,-12068.931098046956,-9459.88688949395,-9308.075134102819,-12372.805679878187,-18381.566376690338,-25314.96294305324,-29785.34668530102,-29130.944111212717,-24021.896853832015,-18741.54374982864,-17788.08818955217,-21655.12560861468,-26350.413118778422,-27246.11439156714,-23005.268608911363,-15858.245829192481,-8991.810315751245,-4227.484671334125,-1699.0913854363791
-16895.395804038337,-15549.694519977531,-14884.830594665562,-15307.960015482644,-17047.424909779584,-19808.899258102923,-22581.424287335463,-24013.497962683778,-23391.186844093627,-21422.39274227156,-19806.657748222544,-19736.731352262093,-20840.307309762404,-21656.38327776419,-20963.761674936824,-18532.98156865163,-14870.200500456334,-10621.635087395818,-6331.317843561086,-2687.3426093160174
-27959.238548635203,-25519.515139373958,-21621.484754619898,-16228.560372389771,-10443.11239408849,-6642.529294652708,-7331.875958248051,-12730.572918755603,-19226.18141376713,-21463.05825158718,-17259.244575376193,-10129.669798331382,-6009.136673471981,-7711.448822056168,-13087.085735230887,-17780.493277601407,-18735.669753075606,-15491.710451281788,-9589.329232857419,-3691.3359500332745
-48390.397263238185,-33201.89637113525,-14900.480771782306,4664.7761325025285,19818.46316847799,22914.480073012688,10579.747617363426,-9719.412239405767,-21943.324312471927,-15141.519061261994,4735.647365636231,20029.269161411103,18445.73036364074,2525.446904555243,-16124.246445096212,-27632.907430714706,-28894.159805321273,-22189.35076350139,-12135.375541909432,-3784.181600574905
-49739.75940911172,-11317.789740396605,25904.731746227575,54112.19127033497,61451.29806363413,40869.32857202685,2451.311921081172,-25824.91472674083,-19572.836160751664,16017.18766976261,48647.36400724136,50546.4733721997,22122.839811355872,-15400.167011665177,-41772.22281909104,-49506.34665349985,-41807.51812284492,-26202.867781244313,-10643.426323979449,-1723.0616305752742
2250.60405184242,51595.47446484171,86194.54525652267,92264.65889728544,60510.853354299994,2019.1107248828166,-45936.3473618576,-44407.66057380692,6458.212090123616,60478.466554800245,69817.73794029419,29035.577173366793,-29797.931192540895,-72676.27403454785,-85998.56620394299,-74230.07772109614,-48793.92101519029,-21314.61882283629,-1919.7243733545288,3103.179628446526
82925.28204226079,103901.67135660248,95697.75194040353,48079.80856968855,-29098.34927940204,-95876.37513992282,-103124.5146389451,-42172.47596141845,33138.624387797136,54454.47956678579,5450.673983771506,-72882.9126540185,-130831.06090032156,-146898.10919334818,-126805.92835188769,-86434.465498731,-41065.12388240808,-3862.9701747014137,14000.480706213237,9467.105719565074
103717.50405171844,65074.80819870023,-2604.3185338288004,-93564.06397708639,-173386.3074049945,-191719.16956575614,-130019.05880810843,-38879.41206490013,-1118.454801756108,-49309.67718125366,-140539.21333077954,-210441.80378532884,-227583.81020753254,-197795.83696895587,-141197.26456865924,-76013.42249449393,-16648.41736757929,23019.829718887853,31943.439952076464,14402.94655199312
13070.373452910071,-73458.66868172953,-170278.54399822786,-254071.70407470828,-282597.4626198916,-230452.3626894085,-133878.97602547202,-77458.28923563176,-112530.45409084018,-206103.39989313527,-284831.61309087806,-305190.6201412224,-270003.96349645144,-202413.8540237317,-122931.68340121776,-45393.86351312763,17190.078906870498,49711.10441779761,43980.16058155488,15333.207636133282
-138447.77942825167,-230656.0287247346,-308699.6271238923,-343091.88752985524,-307368.70578234346,-218011.97469304316,-145910.02580375152,-156572.2902140148,-239482.42214318208,-323529.556051659,-352386.9846125835,-320567.25925297267,-251572.71824045625,-168081.6991025378,-83132.95985813775,-6386.895851494733,48404.42602581628,65819.84204966655,45015.578601621964,12257.539411482265
-262621.52628116607,-326317.0462427309,-360110.19973921793,-341375.7397848026,-269599.84920287825,-190926.03768020734,-172237.7308343809,-231302.64885695794,-314436.69140271336,-356500.7133172677,-337602.5186951543,-276789.33033424127,-198641.83325495193,-116931.55217267411,-38255.963609730265,28335.230744108143,67326.6142235964,66648.07821962565,36295.53473238369,7505.837970364836
-318582.4358295551,-344807.96071961464,-337763.9610133701,-287477.06746682647,-214195.9801435645,-170890.19515035165,-196784.35021280867,-268566.205491174,-323668.5003069734,-324749.36544665095,-279416.9895207003,-212169.13288391515,-139456.8025760829,-67248.01325060763,-22.745111141121583,51196.469570186615,70924.61363935137,55091.29406355616,23586.80475204202,3542.008116570858
-318694.3272006739,-314879.65652921307,-282532.529884838,-223437.37127276932,-168087.76243182068,-160165.5855229761,-208426.3826096443,-269018.82166494674,-292280.3125263839,-267549.7068103159,-214177.6142153145,-151850.4776062417,-88822.01474069871,-27368.385111877655,26824.917008323933,60672.46815398335,62425.90951769131,38391.513522894784,12540.423940800358,1372.897477569484
-290253.9950475147,-267370.1992356802,-223922.13022407133,-170029.61938538373,-137773.94969502234,-155055.10667022495,-207657.00555137536,-248410.68324600247,-247110.1417046461,-210305.02171046977,-158420.16080455694,-104001.75866183138,-50098.024181220855,1399.8054424407183,42318.29528566387,59449.999265145285,48169.64963658014,23312.738929123847,5712.760280839971,675.0535265815133
-251728.6060241768,-218737.5020990216,-173712.42184051988,-131637.65223389992,-120692.06978391348,-152324.20084452673,-198670.02626880867,-219374.49810635363,-202131.70391203268,-161764.114069773,-114890.03783598448,-67987.16817867421,-21706.956729642334,20651.828533524655,48815.01252099093,52158.59568706748,34203.03408348441,13268.491377537799,2731.235126629879,708.524214284716
-211359.21648276073,-174758.27362971113,-134105.57589051084,-106305.05243050953,-112443.17780410234,-149568.46953535278,-184367.99374620718,-188059.35613499823,-161826.56632869627,-122513.05717961874,-81476.3340924392,-40963.10648062234,-1123.1841222786754,32748.496358455104,49631.14408739294,43493.56308311348,24144.69024382953,8302.792591899835,2020.1631495133138,941.2391364105007
-172528.90115073265,-137004.97150695507,-104342.73615091146,-90939.16200157838,-109201.81510652386,-145143.3903892203,-166459.28148434122,-157164.229498534,-127002.16588475436,-91048.84520020023,-55608.03185289148,-20361.72114647787,13966.992256240876,40265.300644814015,48232.889179110214,36801.495607949815,18744.704274623982,6710.295261823011,2222.4801425500855,1172.770703441327
-137080.78840387214,-105900.4594842945,-83131.24242850431,-82767.97275616607,-108219.13019713007,-138376.7564734279,-146469.46656778659,-128231.82862927177,-97550.7071788717,-65833.95461336199,-35229.20008431096,-4101.531472855924,25742.418365859492,45814.751599885174,47380.08160427936,33332.11935883026,16810.75302062711,6726.373856529118,2708.724840524348,1418.700529883752
-106090.157306475,-81290.71430442845,-68960.9028869522,-79373.83695284321,-107613.86823515002,-129311.22707488405,-125809.65201340923,-102162.12760596871,-72981.31914808844,-45423.24170424989,-18538.17035935383,9772.606953519367,36337.11894157197,51534.85083506356,48340.43714365303,32513.688372186967,16725.98281191566,7439.333125821925,3454.444653451287,1768.3239030105697
-79679.5519952185,-62273.60832008096,-59916.12913872947,-78405.62760955961,-105872.78681098804,-118050.16132826275,-105276.89946466548,-79004.99045996016,-52271.36469243782,-28191.801256694496,-3688.2346971008683,23168.023578967888,47467.4110512846,58425.270752278775,50869.21231189656,33180.59850039555,17641.230716942584,8830.392087293092,4684.177070433161,2270.2281221740245
-57003.223903400474,-47255.604479558235,-53754.50814583369,-77552.0438809777,-101591.67689171621,-104364.07617746355,-84819.44502262132,-57956.171691283445,-33914.94011130266,-12366.550034083095,11079.167100794364,37567.97618396169,59919.26751526381,66318.9830974359,54224.68998797532,34832.85919446709,19683.790611078177,11241.26049171605,6499.484508913795,2842.0700168497733
-36868.91931894442,-34599.05007062551,-48548.80127743623,-75092.92016543211,-93873.15422831241,-88050.01141358173,-64037.152269347294,-37956.176647598135,-16470.361964724696,3496.737894364689,26969.876853808837,53642.710602585474,73592.51136865352,74710.0894168677,58227.8166068083,37792.32606794321,23231.57838986756,14703.198164658337,8603.525106498733,3232.9051552395185
-18714.45908131954,-23532.169778711414,-43534.70420512326,-70682.84349801355,-83075.92313409162,-69752.42614659487,-43114.19796424299,-18589.658376678653,721.0409422962349,20010.35847454442,44374.40858747986,71343.35482612623,88050.2190528342,83359.51063133818,63096.34826431279,42241.11828686427,28015.466049195096,18534.776822113836,10240.633317957241,3100.987999877082
-3078.1951335658073,-14483.348367666134,-39313.13940242878,-65473.223916128205,-70972.10708041466,-51278.65973952052,-23263.400076346203,-475.3841682091403,17337.653844023887,36981.00647710927,63082.09693848554,90190.55690088384,102612.5865399284,91791.70043893615,68412.89988911455,47376.201659338556,32839.05681785483,21428.082362180918,10444.640734991825,2216.263919804664
8929.66633841845,-8438.190893550216,-37054.54004253789,-61194.05339799924,-59845.11896188891,-34865.57747512983,-6157.649738582125,15259.923500171277,32622.394368956033,53907.52556712871,82543.62104960017,109119.47908003676,115814.84630611732,98633.51778367524,72794.517014512,51601.41233723282,36033.53702342483,21953.85211199851,8527.001533426854,660.8281155683508
16603.079651500713,-5948.693570402753,-37421.411008680865,-58956.54912575217,-51251.301549919124,-22032.833556865127,7080.1822672055705,27865.997918590994,46086.16255871419,70351.44851190601,101785.3287357723,126180.73208900655,125414.10353101176,102103.91323485742,74700.18994424756,53369.88387776718,36167.258450393325,19186.786214846987,4521.113086999327,-1160.1873919490974
20145.10042036332,-6692.4937543313845,-40139.66373996264,-58774.035832671834,-45485.6046574124,-13044.1536861587,16382.511552112137,37391.03264131432,57744.472136465476,85905.14303051739,119310.46948520865,138965.75445107013,129477.18778460378,101176.43798681685,73316.97545364159,51800.22541112142,32524.973870600465,13119.058053737084,-739.3068017534379,-2740.1631582048713
