q1,q2,q3,q4,q5,qd1,qd2,qd3,qd4,qd5,qdd1,qdd2,qdd3,qdd4,qdd5
0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010001262038257639,0.020001523672838986,0.029999784600135873,0.03999504471666636,0.04998630421911285,0.9999499861281274,1.9995998990305683,2.9986497155078835,3.996799512406119,4.99374951662204,-0.010001262038257639,-0.08000609469135594,-0.26999806140122284,-0.6399207154666617,-1.2496576054778212
0.020001523672838986,0.03999504471666636,0.05997256370433014,0.07992608761111651,0.0998476330127668,0.9997999495152842,1.9983997562030595,2.994600077543673,3.9872031711848948,4.975013693905143,-0.020001523672838986,-0.15998017886666543,-0.5397530733389713,-1.2788174017778642,-2.4961908253191702
0.029999784600135873,0.05997256370433014,0.08989135612670945,0.11972922927965327,0.1494593234182308,0.9995499051692944,1.9964000516957818,2.987854731549596,3.9712263328218405,4.943839375028695,-0.029999784600135873,-0.23989025481732057,-0.809022205140385,-1.9156676684744522,-3.73648308545577
0.03999504471666636,0.07992608761111651,0.11972922927965327,0.15934077499172275,0.19869733661701205,0.9991998781015298,1.9936015855924474,2.9784197496163802,3.948894564153441,4.9003045018174785,-0.03999504471666636,-0.31970435044446605,-1.0775630635168794,-2.549452399867564,-4.967433415425301
0.04998630421911285,0.0998476330127668,0.1494593234182308,0.19869733661701205,0.24743856805588546,0.9987499033244079,1.9900054775620573,2.966303625017217,3.9202436014539828,4.8445179198720405,-0.04998630421911285,-0.3993905320510672,-1.3451339107640772,-3.179157385872193,-6.1859642013971365
0.05997256370433014,0.11972922927965327,0.17905487581906576,0.23773593406191137,0.2955611552320791,0.9982000258478909,1.9856131664109202,2.9515172645622068,3.8853192932488017,4.776619106433647,-0.05997256370433014,-0.47891691711861306,-1.6114938823715919,-3.803774944990582,-7.389028880801978
0.06995282426931346,0.13956292176583562,0.20848924487186307,0.27639409605301823,0.3429447823730932,0.9975503006749817,1.9804264095069861,2.9340739787801606,3.844177526945466,4.6967778216642095,-0.06995282426931346,-0.5582516870633425,-1.8764032038467677,-4.422305536848292,-8.57361955932733
0.07992608761111651,0.15934077499172275,0.23773593406191137,0.3146099601064053,0.3894709812493948,0.9968007927962237,1.9744472820767205,2.913989469936601,3.7968841394002975,4.605193684213058,-0.07992608761111651,-0.637363099966891,-2.1396234065572024,-5.033759361702485,-9.73677453123487
0.08989135612670944,0.17905487581906573,0.26676861582197114,0.3523223715226763,0.4350234273678976,0.9959515771831987,1.9676781763748044,2.891281817898744,3.7435148115633514,4.502095672131723,-0.08989135612670944,-0.7162195032762629,-2.4009175423977402,-5.637157944362821,-10.875585684197441
0.0998476330127668,0.19869733661701205,0.2955611552320791,0.3894709812493948,0.47948823080568587,0.9950027387810286,1.9601218007269914,2.865971463860188,3.6841549473704465,4.387741550384529,-0.0998476330127668,-0.7947893464680482,-2.6600503970887117,-6.231535699990316,-11.987205770142147
0.1097939223653756,0.2182602984179544,0.3240876335459323,0.4259963424542806,0.5227542209568428,0.9939543724998778,1.9517811784465036,2.838081191939966,3.618899537076044,4.262417226386351,-0.1097939223653756,-0.8730411936718177,-2.9167887019133905,-6.815941479268489,-13.06885552392107
0.11972922927965327,0.23773593406191137,0.35232237152267637,0.4618400056546346,0.56471322448046,0.9928065832054601,1.9426596466244008,2.8076361086725137,3.5478530052456843,4.126436035178788,-0.11972922927965327,-0.9509437362476455,-3.170901343704087,-7.389440090474154,-14.1178306120115
0.1296525599492657,0.2571164513281814,0.38023995254309173,0.49694461225076075,0.6052603357549055,0.9915594857085489,1.9327608547944082,2.7746636204070296,3.4711290436512234,3.980137956031986,-0.1296525599492657,-1.0284658053127256,-3.422159572887826,-7.951113796012172,-15.131508393872636
0.13956292176583562,0.27639409605301823,0.4078152454893723,0.5312539863137096,0.6442941791621611,0.9902132047534931,1.922088763472733,2.739193408636562,3.3888504293362796,3.823888762430717,-0.13956292176583562,-1.105576384212073,-3.6703372094043507,-8.500063781019353,-16.107354479054028
0.1494593234182308,0.2955611552320791,0.4350234273678976,0.56471322448046,0.681717162546469,0.988767875005739,1.9106476425734586,2.7012574032790337,3.3011488281430306,3.658079107569953,-0.1494593234182308,-1.1822446209283164,-3.9152108463110786,-9.03541159168736,-17.042929063661724
0.15934077499172275,0.3146099601064053,0.4618400056546346,0.5972687838126852,0.7174357212135901,0.9872236410383602,1.8984420697001487,2.660889753934263,3.2081645840147686,3.483123547646336,-0.15934077499172275,-1.2584398404256212,-4.156560050891712,-9.556300541002964,-17.935893030339752
0.16920628806700566,0.33353288923070007,0.48824084034305515,0.628868567478508,0.7513605518606312,0.9855806573175965,1.885476928314342,2.6181267991428463,3.1100464944113724,3.299459505387541,-0.16920628806700566,-1.3341315569228003,-4.394167563087496,-10.061897079656127,-18.78401379651578
0.17905487581906573,0.3523223715226763,0.5142021656747203,0.6594620081201323,0.7834068358515682,0.9838390881874022,1.8717574057816757,2.5730070336745774,3.0069515721970976,3.1075461764108754,-0.17905487581906573,-1.4092894860907053,-4.627819491072483,-10.551392129922117,-19.585170896289206
0.188885553115891,0.3709708892922539,0.5397006115329698,0.6890001487739446,0.8134944512802371,0.9819991078530081,1.8572889912964157,2.5255710738758563,2.899044794381714,2.90786338114545,-0.188885553115891,-1.4838835571690157,-4.857305503796728,-11.024002380383113,-20.33736128200593
0.19869733661701205,0.3894709812493948,0.56471322448046,0.7174357212135901,0.8415481732905901,0.9800609003634957,1.8420774736852232,2.475861621107273,2.7864988381170686,2.7009103651883333,-0.19869733661701205,-1.557883924997579,-5.08241902032414,-11.478971539417442,-21.03870433226475
0.20848924487186307,0.4078152454893723,0.5892174884216107,0.7447232215906601,0.8674978621533808,0.9780246595933869,1.8261289390910413,2.4239234233042843,2.6694938043715437,2.487204551094029,-0.20848924487186307,-1.6312609819574893,-5.302957395794496,-11.915571545450561,-21.68744655383452
0.2182602984179544,0.4259963424542806,0.6131913448713616,0.770818983251942,0.8912786386290492,0.9758905892232518,1.809449768538022,2.369803234695585,2.5482169297246022,2.2672802447180445,-0.2182602984179544,-1.7039853698171223,-5.518722103842254,-12.333103732031072,-22.28196596572623
0.22800951987884585,0.4440069978695986,0.6366132128119926,0.7956812466167109,0.9128310461783652,0.9736589027193343,1.7920466353784728,2.3135497737154336,2.42286228674261,2.0416872993489443,-0.22800951987884585,-1.7760279914783943,-5.729518915307933,-12.730899945867375,-22.82077615445913
0.23773593406191137,0.4618400056546346,0.6594620081201324,0.8192702260022396,0.9321011996152714,0.9713298233122004,1.7739265026228421,2.2552136791478232,2.2936304734154165,1.8109897409688158,-0.23773593406191137,-1.8473600226185385,-5.935158073081192,-13.108323616035834,-23.302529990381785
0.24743856805588546,0.47948823080568587,0.681717162546469,0.8415481732905901,0.949040919830269,0.9689035839744081,1.7550966201538118,2.1948474645419713,2.1607282921506665,1.5757643580792546,-0.24743856805588546,-1.9179529232227435,-6.13545446291822,-13.464770772649441,-23.726022995756722
0.2571164513281814,0.49694461225076075,0.7033586422310747,0.8624794383348057,0.9636078542475053,0.9663804273972041,1.7355645218256117,2.1325054709401643,2.0243684188395283,1.3365992596185912,-0.2571164513281814,-1.987778449003043,-6.330227780079673,-13.79967101335689,-24.090196356187633
0.26676861582197114,0.5142021656747203,0.7243669657376798,0.882030526007837,0.9757655827144033,0.963760605966248,1.7153380224497183,2.068243817960514,1.8847690625234201,1.0940924045758316,-0.26676861582197114,-2.0568086626988813,-6.519302691639118,-14.112488416125393,-24.394139567860083
0.27639409605301823,0.5312539863137096,0.7447232215906601,0.9001701498029123,0.9854837085590846,0.9610443817363665,1.6944252146681398,2.0021203532786576,1.7421536162063427,0.8488501069775695,-0.27639409605301823,-2.1250159452548383,-6.702508994315941,-14.402722396846597,-24.637092713977115
0.28599192920625255,0.5480932517177604,0.7644090852989516,0.9168692818995744,0.9927379345879263,0.9582320264053409,1.6728344657155434,1.9341946005538797,1.5967502993716143,0.6014855199856924,-0.28599192920625255,-2.1923730068710414,-6.879681767690564,-14.66990851039319,-24.818448364698156
0.2955611552320791,0.56471322448046,0.7834068358515682,0.9321011996152714,0.997510123833243,0.9553238212867293,1.6505744140715153,1.864527705846525,1.4487917927750527,0.3526171028959114,-0.2955611552320791,-2.25885289792184,-7.0506615226641145,-14.913619193844342,-24.937753095831074
0.3051008169424089,0.5811072549345941,0.8016993716698724,0.9458415281681631,0.9997883448992131,0.9523200572817285,1.6276539660042988,1.7931823825749533,1.2985148660990453,0.10286707486995861,-0.3051008169424089,-2.3244290197383766,-7.215294345028852,-15.13346445069061,-24.994708622480328
0.3146099601064053,0.5972687838126852,0.8192702260022396,0.9580682796827151,0.9995669017926749,0.9492210348500744,1.6040822920073843,1.7202228550615624,1.1461599990633269,-0.1471401407326421,-0.3146099601064053,-2.389075135250741,-7.373432034020157,-15.329092474923442,-24.989172544816874
0.32408763354593234,0.6131913448713617,0.8361035817472575,0.9687618883756592,0.9968463481642111,0.9460270639799886,1.57986882313039,1.645714800718722,0.991970996598806,-0.39677947753369075,-0.32408763354593234,-2.452765379485447,-7.524932235725318,-15.500190214010548,-24.921158704105277
0.33353288923070007,0.628868567478508,0.8521842856921177,0.9779052418660178,0.9916334859239151,0.942738464157171,1.5550232472056862,1.569725290926644,0.8361945987002338,-0.6454267889231223,-0.33353288923070007,-2.515474269914032,-7.669658571229059,-15.646483869856285,-24.79083714809788
0.3429447823730932,0.6442941791621611,0.8674978621533809,0.9854837085590846,0.9839413482353007,0.9393555643328418,1.5295555049722869,1.4923227306564169,0.6790800855820556,-0.8924604085462122,-0.3429447823730932,-2.5771767166486446,-7.807480759380428,-15.767739336945354,-24.598533705882517
0.3523223715226763,0.6594620081201323,0.882030526007837,0.9914851610605437,0.9737891669298732,0.9358787028908379,1.5034757860985488,1.4135767968925652,0.5208788787692996,-1.1372627045896597,-0.3523223715226763,-2.6378480324805293,-7.938274734070533,-15.8637625769687,-24.34472917324683
0.3616647186603651,0.6743659856893515,0.8957691951017321,0.9958999955832571,0.9612023244238327,0.9323082276137645,1.4767945251052759,1.3335583759105387,0.36184413876183485,-1.379221623980543,-0.3616647186603651,-2.697463942757406,-8.061922755915589,-15.934399929332114,-24.030058110595817
0.3709708892922539,0.6890001487739446,0.9087015020271859,0.9987211473156653,0.9462122902571252,0.9286444956482078,1.449522397190857,1.2523394994656307,0.20223035991585805,-1.6177322226373405,-0.3709708892922539,-2.756000595095778,-8.178313518244673,-15.979538357050645,-23.65530725642813
0.38023995254309173,0.7033586422310747,0.920815805255206,0.9999441017272083,0.928856542413508,0.9248878734690099,1.4216703139601095,1.1699932799507262,0.04229296319087197,-1.8521981779471053,-0.38023995254309173,-2.8134345689242988,-8.287342247296854,-15.999105627635332,-23.2214135603377
0.3894709812493948,0.7174357212135901,0.9321011996152714,0.9995669017926749,0.9091784736183449,0.9210387368426116,1.3932494190585343,1.0865938445812895,-0.11771211258611367,-2.0820332796872894,-0.3894709812493948,-2.8697428848543605,-8.388910796537443,-15.993070428682799,-22.729461840458622
0.39866305205218927,0.7312257534685432,0.9425475261120542,0.9975901511239208,0.8872272828484017,0.9170974707894649,1.3642710837137337,1.0022162686668077,-0.2775288202851095,-2.3066628956646564,-0.39866305205218927,-2.924903013874173,-8.482927735008488,-15.961442417982733,-22.180682071210043
0.4078152454893723,0.7447232215906601,0.9521453810704422,0.9940170130039416,0.8630578523248916,0.9130644695455207,1.3347469021857719,0.916936508028774,-0.43690141421097095,-2.5255254084068604,-0.4078152454893723,-2.9788928863626403,-8.56930842963398,-15.904272208063066,-21.57644630812229
0.4169266460876842,0.7579227252298604,0.9608861246006302,0.9888532053248495,0.8367306102973117,0.9089401365227937,1.3046886871282997,0.8308313306260423,-0.5955748593588676,-2.73807361931472,-0.4169266460876842,-3.0316909009194415,-8.647975121405672,-15.821651285197593,-20.918265257432793
0.4259963424542806,0.770818983251942,0.9687618883756591,0.9821069914378516,0.8083113799611346,0.904724884269011,1.2741084648623011,0.7439782474491051,-0.7532952395324607,-2.943776116764514,-0.4259963424542806,-3.083275933007768,-8.718856995380932,-15.713711863005626,-20.207784499028364
0.4350234273678976,0.7834068358515682,0.9757655827144033,0.9737891669298732,0.7778712148870918,0.9004191344263446,1.24301847056435,0.6564554427454989,-0.9098101636717278,-3.1421186047398013,-0.4350234273678976,-3.133627343406273,-8.78189024442963,-15.58062667087797,-19.446780372177294
0.4440069978695986,0.7956812466167109,0.981890902963627,0.9639130423479875,0.7454862213735111,0.8960233176892364,1.211431143371305,0.568341703639156,-1.064869169740185,-3.3326051886708856,-0.4440069978695986,-3.1827249864668437,-8.837018126672643,-15.4226086775678,-18.637155534337776
