t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18
1639.2199999999998,1517.5449999999998,1405.6799999999998,1303.6249999999998,1211.3799999999999,1128.945,1056.32,993.505,940.5,897.3050000000001,863.9200000000001,840.345,826.58,822.625,828.48,844.145,869.62,904.905
2473043.0739014084,2181009.139389729,1893245.1961830468,1612095.66785048,1340151.026924119,1080308.0550040344,835805.2132358546,610219.4099903738,407406.07923546544,231360.07466872715,85971.15365599642,-25354.22444065028,-100232.10678008701,-138023.0064776413,-140746.33579683432,-114176.74921163831,-69081.79515460471,-22519.829521325406
2730088.407462724,2466478.94299495,2199738.721888998,1929099.1253273312,1654769.194060929,1378269.3993949683,1102735.844022684,833143.3701423095,576370.8523991215,341009.61343106494,136804.67991289156,-26370.038587499886,-140054.1790021418,-199216.87899880737,-204553.0231621754,-164673.3826778462,-97598.10281535491,-30810.505960728682
1410376.4145936754,1348654.6406777287,1277222.2615287693,1191720.5482104814,1088559.9475735645,965424.054881941,821914.5601635055,660268.8609150219,486001.2100856758,308229.27781682694,139379.13633672876,-6040.654094977035,-113783.55645069673,-173223.42173812774,-181160.0061189873,-144968.25895741608,-83594.1822979017,-24964.740960753235
313169.6574678899,355743.2542111321,392119.820176745,418785.13270498166,431946.0809301524,427799.66604727885,403099.29357788066,356027.92988695984,287282.0097231132,201112.78258793426,105898.05665792132,13710.111034913692,-61571.15982935671,-107660.15925594038,-118129.99921701869,-96049.67356920992,-54996.198468034425,-15838.16546557563
-2958.0796870470153,25056.45507069933,52461.212578542174,78439.20896307527,101616.03223990291,119996.29005552451,131066.16302635329,132147.64026348412,121061.42569314975,97062.59661657337,61846.77249786077,20219.103248753294,-20125.051374511913,-50179.91240512679,-62591.25102868548,-55203.01637075551,-33509.03935065109,-10015.065808903637
33833.46501447769,30131.713961842666,26897.03742974268,24438.39116977733,23110.285482358184,23227.163605289395,24878.334236113722,27648.665445755178,30335.28098817955,30874.65661054887,26780.364026028976,16287.457421081272,-36.10515893017413,-18141.917518041053,-31200.374377516713,-32951.31193000172,-22532.46098865969,-7262.631523682392
72597.94765049315,61543.897138904555,49514.004275274994,36459.898548320474,22905.00053607599,10091.972739321516,-97.47850827806593,-5645.45654881778,-5389.240787884234,-201.8862017497932,6426.443226233249,9381.566890334136,4777.756259690136,-6697.6967700013565,-18814.795063614692,-23414.32427029131,-17131.256651229418,-5591.854491677347
60933.46395240016,54964.22860309029,47035.1057715205,36562.19459062786,23627.509309364483,9349.048275111332,-3952.1675190857027,-13164.274499213043,-15644.40319767538,-11050.828318552894,-2618.925412947476,3678.984000065329,2650.8870851159154,-5843.431312415251,-15748.942350248479,-19171.82319185294,-13448.273834426174,-4136.725327217573
37316.66156303251,35897.99742100683,32420.919444890606,26095.3292234085,16700.379994148618,5060.236800142728,-6636.978301696495,-15162.700499629975,-17595.57682476517,-13375.987509851193,-5667.600192436932,-229.2251560372327,-1518.3135957172365,-8716.230094695004,-15760.47312256436,-16463.030483630122,-10311.074676006507,-2885.7087125838534
21073.215750612446,21342.108896710208,19738.060592970396,15479.308271822185,8296.010311443604,-1058.3968189557127,-10469.933540593875,-16859.79294750342,-17685.132878542212,-13006.346337589734,-6412.172156389767,-3125.844691555115,-5899.249681877644,-12233.287960867008,-16270.17660649273,-14185.056253567252,-7689.810699804878,-1945.946326628003
12323.30926380171,12800.21683746686,11517.581344113838,7751.6528888437615,1329.1499106847766,-6837.571852549041,-14488.263105753831,-18657.433571967264,-17461.058198521,-12053.330802075685,-6705.058737952452,-5856.774457119858,-10128.777100076531,-15390.116983226688,-16503.114854490028,-12148.29804290952,-5660.408789739953,-1332.2079265713553
7498.616501877872,7662.847082201766,6079.102031821372,2089.4546942063275,-4298.999769281534,-11862.084555882646,-18059.273533138163,-20073.939084262525,-16935.23682270467,-11123.331869134092,-7426.402311727154,-9000.16745362881,-14176.419460575267,-17812.749918503712,-16201.253510572851,-10317.193059792768,-4224.999813867015,-1018.2936381109644
4228.93850611872,3802.6011606201187,1641.7652334474787,-2799.8080295569807,-9254.193467299892,-16124.624653176812,-20667.75937798059,-20508.07943289745,-15911.329636315013,-10581.518321591402,-9104.243106441145,-12670.898252347508,-17648.52860471363,-19048.411532589023,-15213.777947376779,-8740.73581157649,-3406.6028618331484,-988.3069255349719
918.459015146153,-176.56669926563575,-2843.317470114508,-7435.8313184715935,-13403.4117806498,-18924.162220087437,-21443.963142820634,-19497.526169563702,-14625.963016492842,-10960.039492671782,-11747.428293288596,-16029.524532167183,-19456.57603544511,-18554.042434539308,-13633.502857720305,-7668.762860843371,-3298.1888876065123,-1236.8221345800694
-3732.5072480508043,-4841.670933300179,-7116.3021163096955,-10729.982698388898,-15086.164441299898,-18642.729102715537,-19584.560684912358,-17388.425214120478,-13920.431612215782,-12279.78170672973,-13875.810456613672,-16915.600180946712,-18238.038294006878,-16314.38708150163,-12109.421672416303,-7573.318054419435,-4000.2009366762177,-1731.726929630193
-9345.950613939736,-8495.052297111786,-8393.361356791569,-9395.822879331174,-11517.553181095498,-14092.664644150911,-15849.580939625583,-15750.932779996927,-14053.134009819765,-12305.749133084719,-11937.63167753426,-12908.149701342736,-13919.899164538618,-13715.40317572898,-11925.36578129124,-8940.122791612937,-5454.986626130551,-2350.1029079249242
-11028.846606704945,-5571.176652393256,-1328.4053197132237,335.3288989845988,-1830.309199006981,-7474.191101159105,-13541.479209741537,-15673.557447855239,-12099.099840487239,-5987.480567547724,-2696.967873036588,-4640.084554234448,-9630.792795196212,-13718.962667267802,-14469.873514274901,-11820.05160348499,-7223.079135788262,-2808.1134354708674
676.3572155962843,10883.915738638778,17290.953977459754,16883.861815676406,8104.779718781032,-5736.62255366477,-15841.133194887396,-14093.039173530755,-1857.3237262287366,9782.979814609907,10727.320069797528,995.9834230506609,-11532.215166868364,-19396.84344484143,-20122.261520694556,-15334.925701231514,-8328.825937919293,-2649.2719758797
31129.530533345096,39615.90874993396,39622.74592395468,27600.036776634934,5515.438987656466,-15497.299358986009,-20286.207596192824,-4267.364970170323,18390.932562768026,27167.162974272767,15236.837084253919,-6945.013399672165,-24838.519365729506,-31278.4589586361,-27266.188043709146,-17541.80641525199,-7396.019067439631,-1390.4386189147313
67803.2083114433,62134.09919259405,44210.16333458777,13679.933667229543,-19025.30309086051,-34239.082443143816,-19173.234114931784,14104.354199345313,35385.140406157254,26052.03600400258,-4738.875689989224,-34468.40620533458,-48499.73287146988,-45750.11780182524,-32443.052120973443,-16032.250628476444,-3241.98122896534,1145.8069914526354
79792.6369973642,50452.29104502075,10721.705238051229,-32311.024093981083,-59168.02847180848,-50432.52884910585,-10800.297874270233,25309.851429174836,25014.26445014108,-10216.382070738646,-51767.33047545026,-74916.8320690801,-74088.74975848514,-56488.737598416206,-31962.255601471406,-9194.40416001556,4240.697662217469,4501.15427725898
41516.82314927765,-7859.187425490875,-58202.65526086994,-94464.77668749754,-95471.22672498583,-56522.613654170294,-7611.0796855435165,7233.684662251882,-24951.9630289223,-75619.55094481289,-109128.47104792106,-112014.47040363573,-90944.60587259557,-58163.26517017384,-24013.3628585966,2582.3744423621406,13536.30938547625,7611.014036713223
-41141.934057630366,-93832.94346774765,-134322.60514668122,-144571.6776025313,-113035.55122431862,-58052.48966505131,-25456.089313368986,-45223.046443048646,-98765.49133510863,-142919.86762259368,-152819.1048550264,-131449.58919914777,-92946.54816835755,-49395.3749675248,-9758.187047388175,16693.614271015656,21932.29916247697,9346.702689381855
-133634.6068756803,-171072.03766209536,-186089.15096704388,-164976.63144525996,-112799.57057087396,-65846.49136062653,-65480.085885968445,-112195.44416517508,-164628.7540892695,-185401.99181960677,-168925.94201544358,-129362.57989350287,-81039.618891853,-32873.138346282634,7313.276089627278,29408.300477388344,26854.547864736986,9209.156895828854
-200878.26675685574,-213612.37192801875,-200828.63209733024,-158027.10099519807,-105352.2601003846,-83167.1011390523,-112341.36613271301,-166240.72264896895,-199959.89476974402,-194343.29017056813,-159301.2940798659,-111369.11563689876,-60721.976699316976,-13224.803365169215,23129.911086902437,37588.82559987857,27202.478968679647,7582.20061762653
-229055.27796148002,-218655.03874856647,-186312.0709390698,-137194.86019035577,-99280.05456721346,-104186.40503757066,-148666.57888913027,-192645.77872193095,-202660.92803915215,-177848.27789914142,-134689.518735474,-86219.85529566157,-38031.449446217244,5316.742813516845,34670.08435144761,39952.60021049513,23725.440161700393,5364.257455502481
-224769.22103088364,-198773.0952790692,-158035.2865009788,-114774.42365947875,-97043.42023477057,-121518.3303778475,-166806.51158716565,-193261.0998386328,-183893.54967028523,-149418.14534496772,-105731.15846451532,-60746.61941527247,-17128.06066864604,20129.13525208503,40714.168632313806,37243.995078125896,18308.673934265502,3373.0686167677136
