num_links,le_time
2,7.85970630007796
3,42.03464219998568
4,126.17849820002448
5,312.2536788000725
6,709.9115784000605
7,1152.3501132000238
8,1838.7746604999995
9,3516.520829499932
10,5186.081434700056
11,8478.9306339
12,12524.936900499997
13,16796.320086699998
14,21012.65479039999
15,32499.9255269
16,43559.470745700004
17,55222.27541869998
