t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
540.5,497.30499999999995,463.91999999999996,440.34499999999997,426.58,422.625,428.48,444.145,469.62,504.905
-29131.24237986895,-599.5758739805963,-2836.978220432353,-3601.5924205336178,-3305.428458130158,-2364.98477853542,-1186.294250159211,-136.645876463303,508.2657813010308,656.2108181404712
-53305.28292959815,-1727.9623073359894,-5754.437722075337,-7167.211873801198,-6632.94000543465,-4881.462331205539,-2661.4959290238753,-674.887251649998,537.6668171375054,788.4680623050425
-68208.74237823595,-2797.947464771203,-7945.496686276946,-9860.177875036745,-9218.206143505755,-6894.007218576133,-3870.6749555127667,-1125.5717455570305,557.3207429364329,891.3336360160449
-72766.69174632062,-3654.4437011675814,-9214.949819976706,-11472.493746684218,-10876.78340295995,-8267.19021536615,-4735.631104095229,-1459.5846790094704,566.7444996109073,957.9796579177682
-68455.33676950667,-4137.956920900475,-9542.449211828067,-12003.61967701779,-11593.652044388413,-8975.259885513362,-5233.908357745506,-1666.781333649888,565.2318445225798,985.6465285475233
-58310.89572560678,-4158.717385309607,-9062.46173695479,-11622.24696239552,-11493.855840040866,-9086.242270193361,-5392.520627064833,-1754.3514691178716,552.0177611389627,975.489344138307
-45687.497813585076,-3736.832046434725,-8009.162762582489,-10594.308224887089,-10786.188637314259,-8728.372457404032,-5272.479721985783,-1741.8618051293715,526.6987415065445,931.8589428737162
-33302.45276363282,-2990.1426012770435,-6648.71302233245,-9206.860331483434,-9703.00500337662,-8052.558769931393,-4950.464810581764,-1655.0690756076272,489.6533888947762,861.245952632161
-22809.56940468363,-2085.4797989067297,-5220.990385248884,-7710.143085042469,-8453.509422197018,-7201.700222204127,-4502.95496687711,-1520.3584947482866,442.2536366273041,771.1345172655942
-14841.473979443563,-1183.9344687384353,-3904.0765635777766,-6286.892507053977,-7197.735064544597,-6291.935821486124,-3995.6486437759318,-1360.8722618520414,386.79102682361145,668.9744703226766
-9309.792183496233,-403.8760175635245,-2803.617705341212,-5046.475795291963,-6039.652460588884,-5405.640068057112,-3478.516061889605,-1194.5471981408466,326.17526018304255,561.4087817718055
-5754.6100587236015,190.9489365761156,-1960.9340132612133,-4035.3821543210897,-5033.246664991545,-4592.960718484397,-2985.2623178117087,-1033.7074474878557,263.53305222687936,453.81092119889854
